synset_id	concept	gloss	wordnet21id	supersense	supersense_src	n_member_lemmas	n_tokens	member_lemmas_slp1	decode_src
63714	charcoal	a carbonaceous material obtained by heating wood or other organic matter in the absence of air	14491	substance	direct	13	205	aNgAra|kokila|SiKitra|aNgAraka|pAvakocCizwa|kokilA|kokilaka|kfzRANga|mftANgAra|SiKitraka|koliSa|iNgAla|iNgAlaka	word-senses
93653	bring	take something or somebody with oneself somewhere; 'Bring me the box from the other room'; 'Take these letters to the boss'; also metaphorical, as in 'This brings me to the main point'			none	28	205	AnI|Bf|vah|Ahf|gamay|samAnI|vartay|upanI|praveSay|ABf|prApay|hf|udvah|kf|atyfj|aBihf|AdA|upanAmay|upaBf|upasTApay|upAkf|upAvartay|pratipAday|samupanI	word-senses
94054	observe	watch attentively; 'Please observe the reaction of these two chemicals'			none	20	205	dfS|lakzay|anuBU|vIkz|cit|avekz|lakz|upalaB|upalakzay|paS|buD|vilokay|aBisamIkz|utprekz|vijYA|ci|nirIkz|pravilokay|prasamIkz|vivic	word-senses
129855	vedhay	[alchemy] to transform [base into valuable metals]			none	3	204	veDay|vyaD|veD	word-senses
24104	heroism	the qualities of a hero or heroine; exceptional or heroic courage when facing danger (especially in battle); 'he showed great heroism in battle'; 'he received a medal for valor'	04802	attribute	direct	5	204	parAkrama|vIrya|vikrama|SOrya|puruzakAra	word-senses
27966	alchemy	a pseudoscientific predecessor of chemistry; sought to turn base metals into gold		cognition	propagated	5	204	rasa|rasakarman|DAtuvAda|vAda|rasavAda	word-senses
62252	pain	a symptom of some physical hurt or disorder; 'the patient developed severe pain and distension'	14131	state	direct	10	204	vedanA|ruj|SUla|rujA|kleSa|parikartana|Beda|arti|AbADa|vyaTana	word-senses
97338	together	in one place; 'we were gathered together'			none	11	204	saha|ekatra|samam|sArDam|sam|sAkam|miTas|ekatas|ekaDye|apfTak|sa	word-senses
12408	fish	any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills		animal	propagated	14	203	matsya|mIna|Jaza|kaRwakin|aRqaja|animiza|timi|jalaja|vAricara|Sakulin|vEsAriRa|Salkin|visAra|pfTuroman	word-senses
21374	sphere	any spherically shaped artifact	04223	artifact	direct	5	203	sampuwa|saMpuwaka|puwa|golaka|gola	word-senses
64479	earth	the loose soft material that makes up a large part of the surface of the land surface; 'they dug into the earth outside the church'		substance	propagated	21	203	BUmi|BU|mfd|mfttikA|lozwa|DaraRI|pfTivI|kziti|mftsnA|avani|vasuDA|DarA|kzetra|medinI|purIza|mahI|pArTiva|Kala|mftsna|go|mfttA	word-senses
34273	origin	an event that is a beginning; a first part or stage of subsequent events	07223	event	direct	19	202	samBava|Bava|utpatti|samudBava|yoni|udBava|praBava|udBUti|janman|samutpatti|utTAna|aBinirvftti|samutTAna|avatAra|jAti|hetu|mUla|bIja|pravftti	word-senses
79406	both(a)	(used with count nouns) two considered together; the two; 'both girls are pretty'			none	2	202	uB|uBaya	word-senses
128890	uṣṇa	[medic.] uṣṇavīrya			none	1	201	uzRa	word-senses
52357	sugarcane	tall tropical southeast Asian grass having stout fibrous jointed stalks; sap is a chief source of sugar	11964	plant	direct	2	201	ikzu|ikzuka	word-senses
76824	pleasant	affording pleasure; being in harmony with your taste or likings; 'a pleasant person to be around'; 'we had a pleasant evening together'; 'a pleasant scene'; 'pleasant sensations'			none	18	201	priya|suKa|cAru|mandra|manojYa|puRya|hfdya|SuBa|anukUla|komala|hita|kalyARa|kAnta|manaskAnta|manohara|raRya|sparSavat|sammodana	word-senses
132092	T	(grammar) an anubandha used to mark single vowels		communication	propagated	1	200	t	word-senses
29702	word	a unit of language that native speakers can identify; 'words are the blocks from which sentences are made'; 'he hardly said ten words all morning'	06203	communication	direct	12	200	Sabda|pada|AKyA|aBiDA|akzara|saMjYA|ukti|vacas|vAc|aBiDAna|nAman|vAcaka	word-senses
127075	māraṇa	one of the Saṃskāras of mercury; an alchemical process		process	propagated	13	199	mAraRa|mfti|vaDa|mftyu|paYcatA|maraRa|mAra|mAraRaka|kadarTana|paYcatva|BasmIkaraRa|ranDana|pAka	word-senses
53403	turmeric	widely cultivated tropical plant of India having yellow flowers and a large aromatic deep yellow rhizome; source of a condiment and a yellow dye	12188	plant	direct	27	199	rajanI|haridrA|niSA|kAYcanI|rAtri|gOrI|varavarRinI|SyAmA|hawwavilAsinI|pItA|kawaMkawerI|niSAhvA|BadralatA|yozitpriyA|raNgiRI|varRavatI|varRavilAsinI|varRikA|dIrGaraNgA|jayantI|piNgA|haritA|haladI|kzapA	word-senses
128615	tikta	[medic.] one of the 6 rasas			none	2	198	tikta|tiktaka	word-senses
23374	beauty	the qualities that give pleasure to the senses	04628	attribute	direct	20	198	rUpa|kAnti|praBA|SrI|lAvaRya|lakzmI|dIpti|sOndarya|sampad|tejas|saMsTAna|BrAjizRutA|vapus|ruci|suzamA|tviz|SoBA|mUrti|vilAsa|praBAva	word-senses
34674	lightning	the flash of light that accompanies an electric discharge in the atmosphere (or something resembling such a flash); can scintillate for a second or more	07312	event	direct	16	198	vidyut|aSani|taqit|SatahradA|vajra|sOdAmanI|SampA|acirapraBA|acirAMSu|ErAvatI|hrAdinI|indravajra|stanayitnu|kzaRapraBA|caYcalA|capalA	word-senses
63077	poisoning	the physiological state produced by a poison or a toxic substance		Tops	propagated	3	197	viza|gara|garala	word-senses
96079	dwell	make one's home or live in; 'There are only 250,000 people in Island'			none	28	197	vas|nivas|ASri|prativas|aDyAvas|as|As|vft|Avas|sev|kzi|car|aDyAs|AvAsay|samAvas|samASri|jIv|Sri|sTA|upASri|niveSay|nizev|pratizWA|vivas	word-senses
102397	Viśvāmitra	name of a celebrated Ṛṣi			none	7	196	viSvAmitra|kOSika|gADija|gADinandana|gADeya|viSvamitra|gADiputra	word-senses
59924	twelve	the cardinal number that is the sum of eleven and one	13565	quantity	direct	7	196	dvAdaSan|arka|dvAdaSaka|ravi|sUrya|BAnu|dvAdaSa	word-senses
64104	ash	the residue that remains when something is burned	14574	substance	direct	9	196	Basman|BUti|mazi|viBUti|dagDa|Basmaka|Basita|DyAma|rakzA	word-senses
129882	rasaka	[alchemy] one of the mahārasas			none	11	195	rasaka|Karpara|KApara|Karparaka|rasodBava|tutTa|goBadda|kzitikiwwa|rItikft|netrarogAri|tAmraraYjaka	word-senses
30352	mantra	(Hinduism or Buddhism) a sacred word or syllable repeated in prayer or meditation		communication	propagated	6	195	mantra|manu|vidyA|astra|brahman|mantraka	word-senses
127060	bandhana	one of the saṃskāras of mercury		process	propagated	3	194	banDa|banDana|banDanaka	word-senses
42976	Kama	god of love and erotic desire; opposite of Mara	09390	person	direct	57	194	kandarpa|kAma|madana|smara|anaNga|paYcabARa|kusumAyuDa|manoBava|manmaTa|asamaSara|mAra|puzpaDanvan|makaraDvaja|kusumezu|ananyaja|manasija|cittajanman|ratipati|puzpAyuDa|darpaka|mInaketana|paYcaSara|manoBU|kAmadeva	word-senses
127092	piṣṭī	a kind of alchemical preparation		artifact	propagated	7	193	pizwikA|pizwi|pizwI|pIWI|pIWikA|pizwa|nizpizwi	word-senses
103164	dolāyantra	a kind of alchemical apparatus used esp. for svedana		artifact	propagated	6	192	dolAyantra|dolA|dolikAyantra|dolakA|dolikA|dolayantraka	word-senses
25904	bone	rigid connective tissue that makes up the skeleton of vertebrates	05206	body	direct	5	192	asTi|Salya|nalaka|asTika|pezwra	word-senses
101502	akāra	the letter a			none	3	191	a|akAra|dIrGa	word-senses
103716	trikaṭu	the three spices		food	propagated	13	191	vyoza|trikawu|trikawuka|tryUzaRa|kawutraya|tryUza|kawutrika|kawuka|kawukatraya|vyozaka|kawu|tryuzaRa|vyozaRaka	word-senses
128546	śīta	[pharm.] having śītavīrya			none	5	191	SIta|hima|SItala|SiSira|SItaka	word-senses
25956	tooth	hard bonelike structures in the jaws of vertebrates; used for biting and chewing or for attack and defense	05219	body	direct	10	191	danta|daSana|dvija|dat|rada|radana|jamBa|daMzwra|daMSa|dantaka	word-senses
28022	wish	the particular preference that you have; 'it was his last wish'; 'they should respect the wishes of the people'	05720	cognition	direct	14	191	kAma|vara|keta|vAYCA|SradDA|mata|priya|aBilAza|manIzita|manoraTa|cintita|ASA|loBa|spfhA	word-senses
49256	beam	a column of light (as from a beacon)	11263	phenomenon	direct	22	191	raSmi|aMSu|kara|kiraRa|pAda|marIci|mayUKa|gaBasti|BAnu|go|BAs|usra|BAma|ruc|dIDiti|tviz|aktu|aBISu|rocis|dyut|hAyana|pfSni	word-senses
49573	rain	water falling in drops from vapor condensed in the atmosphere	11335	phenomenon	direct	7	191	varza|vfzwi|aBrapruz|AsAra|jalAgama|salila|sIkara	word-senses
64517	fecal matter	solid excretory product evacuated from the bowels	14658	substance	direct	14	191	purIza|viz|mala|Sakft|ameDya|varcas|viS|vizWA|kiwwa|nizpad|uccAra|viwka|pUtika|varcaska	word-senses
87927	avoid	stay clear from; keep away from; keep out of the way of someone or something; 'Her former friends now avoid her'			none	9	191	varjay|tyaj|vivarjay|parihf|parivarjay|parityaj|hA|apahf|prahA	word-senses
103016	Daśaratha	name of Rāmas father			none	5	190	daSaraTa|rAGava|raGunandana|kAkutsTa|EkzvAka	word-senses
128636	kaṣāya	[medic.] a kind of decoction		act	propagated	4	190	kazAya|kazAyaka|niryUha|udaka	word-senses
55992	thorn apple	any of several plants of the genus Datura	12734	plant	direct	20	190	DattUra|DUrta|kanaka|unmatta|DustUra|unmattaka|DattUraka|madana|DuttUra|kanakAhvaya|kfzRaDattUra|kitava|mAtula|heman|kAma|madanaka|Dustura|cAmIkara|Siva|DuttUraka	word-senses
86065	die	pass from physical life and lose all all bodily attributes and functions necessary to sustain life; 'She died from cancer'; 'They children perished in the fire'; 'The patient went peacefully'			none	21	190	mf|pre|vinaS|vipad|vft|atI|Sam|saMsTA|gam|aByatI|uparam|saMpare|tam|lag|utkram|pare|prayA|viDvaMs|vimuc|vyApad|atigA	word-senses
100647	Droṇa	name of a warrior; the preceptor of the Dhārtarāṣṭras and the Pāṇḍavas, Dhṛṣṭadyumna, etc.; son of Bharadvāja, husband of Kṛpī, and father of Aśvatthāman			none	9	189	droRa|BAradvAja|rukmaraTa|kumBasamBava|AcArya|SoRASva|BaradvAja|kumBodBava|rukmavAhana	word-senses
60327	quarter	one of the four major division of the compass; 'the wind is coming from that quarter'	13648	relation	direct	9	189	diS|koRa|BAga|ASA|pradiS|kAzWA|diSA|harit|caturBAga	word-senses
101119	Gandharva	a divine being		person	propagated	4	188	ganDarva|Kecara|Kacara|devagAyana	word-senses
100354	prameha	a urinary disease		state	propagated	3	187	meha|prameha|pramehaka	word-senses
129974	grāsa	[alchemy] a 'mouthful' of metals etc. swallowed by mercury		quantity	propagated	4	187	grAsa|kavala|kavalana|BakzaRa	word-senses
42957	Asura	earlier a god; later a demon; counterpart of Zoroastrian Ahura	09387	person	direct	8	187	asura|dEteya|amaradviz|surAri|devaSatru|pUrvadeva|pAtAlOkas|Satru	word-senses
62766	fame	the state or quality of being widely honored and acclaimed	14245	state	direct	10	187	yaSas|kIrti|Sravas|KyAti|Sravasya|Sromata|pratizWA|pravAcana|prAkASya|praSaMsA	word-senses
89444	consume	serve oneself to, or consume regularly; 'Have another bowl of chicken soup!' 'I don't take sugar in my coffee'			none	17	187	sev|nizev|Buj|upasev|saMsev|Asev|KAd|upayuj|SIlay|juz|praBuj|aS|aByupe|parizev|prAS|aByas|Asevay	word-senses
91442	submerge	put under water; 'submerge yur head completely'			none	19	187	nizecay|secay|sic|nizic|nimajjay|kzip|majjay|vinikzip|Avap|plAvay|nikzip|vApay|saMplAvay|niziYcay|prakzip|AvApay|nigUhay|parinizecay|aBinizic	word-senses
100511	vedha	a particular process to which quicksilver is subjected		process	propagated	4	186	veDa|veDana|veDaka|praveDaka	word-senses
130004	who	who?			none	3	186	ka|katama|katara	word-senses
78198	good	of moral excellence; 'a genuinely good person'; 'a just cause'; 'an upright and respectable man'; 'the life of the nation is secure only while the nation is honest, truthful, and virtuous'- Frederick Douglass			none	19	186	sat|sADu|SuBa|vasu|guRavat|hita|kuSala|kalyARa|sukftin|manasvin|guRin|satya|fjUyu|yukta|Darmya|susvaBAva|sOmya|puRya|akfzRa	word-senses
97295	inside	on the inside; 'inside, the car is a mess'			none	4	186	antar|antarA|tatra|antarataH	word-senses
100851	sacrificial fire	the fire used during a Yajña			none	9	185	agni|pAvaka|hutASana|vESvAnara|anala|vahni|hutaBuj|havyavAha|hiraRyaretas	word-senses
40093	region	the extended spatial location of something; 'the farming regions of France'; 'religions in all parts of the world'; 'regions of outer space'	08509	location	direct	12	185	deSa|uddeSa|BUmi|diS|BAga|sTAna|anta|nivAsa|kzetra|pradeSa|paTa|avakASa	word-senses
57123	long pepper	slender tropical climber of East Himalaya		plant	propagated	26	185	pippalI|kaRA|kfzRA|mAgaDI|kaRa|SORqI|upakulyA|tIkzRataRqulA|vEdehI|capalA|pippalikA|kolA|magaDA|kawubIjA|kfkarA|koraNgI|magaDodBavA|uzaRA|UzaRA|mAgaDikA|tiktataRqulA|dantaPalA|SyAmA|viSvA	word-senses
96007	result	issue or terminate (in a specified way, state, etc.); end; 'result in tragedy'			none	9	185	BU|as|jan|prajan|samprajan|nirgam|aBinirvft|upAgam|samBU	word-senses
102697	vaikrānta	a kind of gem resembling a diamond		substance	propagated	15	184	vEkrAnta|vEkrAntaka|gonasa|kzudrakuliSa|kaPa|kuvajraka|nIcavajra|vikrAnta|vajra|vajraka|jIrRavajra|gonAsa|krAnta|cUrRavajra|BUmirajas	word-senses
104217	killing	killing			none	16	184	han|Gna|sUdana|nibarhaRa|GAtin|GAtaka|hantf|antaka|AtatAyin|vinASana|hantama|nASana|dUzaRa|jaGni|hara|hanana	word-senses
75419	much(a)	(quantifier used with mass nouns) great in quantity or degree or extent; 'not much rain'; 'much affection'; 'much grain is in storage'			none	18	184	bahu|praBUta|puru|BUri|bahula|bfhat|mahat|analpa|pracura|vyakta|bahala|prAjya|aDika|uru|utkfzwa|vfzan|mah|tuvi	word-senses
100261	Nāga	a Nāga: a deity in the form of a snake		person	propagated	14	183	nAga|uraga|pannaga|BujaMgama|mahoraga|sarpa|Bujaga|BujaMga|Bogin|ahi|leliha|pavanASin|takzaka|anilASana	word-senses
100410	Pitṛ	a deified ancestor		person	propagated	3	183	pitf|pitAmaha|barhizad	word-senses
127575	without	without			none	5	183	vinA|fte|antareRa|anyatra|niH	word-senses
128961	kṣaya	a kind of disease		state	propagated	5	182	kzaya|yakzman|rAjayakzman|rogarAj|rAjaroga	word-senses
34548	noise	sound of any kind (especially unintelligible or dissonant sound); 'he enjoyed the street noises'; 'they heard indistinct noises of people talking'		event	propagated	13	182	svana|Sabda|nirGoza|Goza|svara|niHsvana|nAda|nisvana|ninAda|nirhrAda|kolAhala|Dvani|stanita	word-senses
127099	gajapuṭa	a kind of puṭa		artifact	propagated	9	181	gajapuwa|gaja|kuYjara|gajendra|karin|gajapura|gajAhva|gajAhvaya|kumBipuwa	word-senses
128773	jvara	a kind of disease		state	propagated	3	181	jvara|jUrti|rogarAj	word-senses
90390	extract	draw or pull out, usually with some force or effort; 'extract a bad tooth'; 'take out a splinter'; also used in an abstract sense: 'extract information from the telegram'			none	32	181	Ahf|udDf|grah|apahf|samAhf|grAhay|nirhf|AdA|samudDf|hf|nizkfz|samAkfz|apanI|Akfz|mocay|upAhf|niHsAray|vinirhf|samAdA|vfh|varjay|apaci|Akzip|AnI	word-senses
101733	āśrama	a stage in the life of a Brāhman			none	1	180	ASrama	word-senses
1390	killing	the act of terminating a life	00215	act	direct	22	180	vaDa|hatya|GAta|nizUdana|hiMsA|vinASa|nipAtana|nibarhaRa|niryAtana|tyAga|sUnA|hantu|pramApaRa|kadana|parivarjana|vaDyA|pAtana|hatyA|haTa|vinASana|kzaRana|kzaya	word-senses
73086	soft	lacking in hardness relatively or comparatively			none	8	180	mfdu|mfdula|komala|snigDa|mfdutara|sukumAra|masfRa|pelava	word-senses
79858	excellent	of the highest quality; 'made an excellent speech'; 'the school has excellent teachers'; 'a first-class mind'			none	23	180	vara|uttama|parama|utkfzwa|agrya|parArDya|eka|pravara|vareRya|guRavattara|vicarzaRi|puzkala|jyezWa|atiSayin|aDika|citrya|Adya|sundaratara|sADu|guRavat|viSizwa|prakfzwa|Aryaka	word-senses
128213	amṛta	Indian ambrosia		food	propagated	5	178	amfta|suDA|pIyUza|anDas|rasa	word-senses
128898	kalka	[medic.] a kind of kaṣāya; 'paste made by rubbing a plant' (MNid, 453)		act	propagated	3	178	kalka|piRqa|pratIvApa	word-senses
100151	first	before another in time, space, or importance; 'I was here first'; 'let's do this job first'			none	10	177	pUrvam|AdO|praTamam|prAk|Aditas|praTamatas|purA|agre|pUrvatas|agratas	word-senses
63812	paste	any mixture of a soft and malleable consistency	14511	substance	direct	11	177	kalka|pizwI|pizwikA|pizwi|OzaDa|paNka|mftsnA|kardama|mfd|pizwa|pezikA	word-senses
76979	mighty	having or showing great strength or force or intensity; 'struck a mighty blow'; 'the mighty logger Paul Bunyan'; 'the pen is mightier than the sword'- Bulwer-Lytton			none	26	177	praBu|viBu|mahAtman|sahasya|mahat|sahIyas|Sakra|ugra|sahasvat|ina|sahasAvat|SacIvat|SavizWa|tuvi|mAhina|sahAvan|SAkina|mAhinAvat|mahin|saha|sahuri|SaktIvat|Savasin|SimIvat	word-senses
97026	about	all around or on all sides; 'dirty clothes lying around (or about)'; 'let's look about for help'; 'There were trees growing all around'; 'she looked around her'			none	8	177	samantataH|sarvatas|paritas|samantAt|aBitas|sarvaSas|pari|sarvatra	word-senses
97289	how	in what way or manner or by what means; 'how did you catch the snake?'; 'he told us how he did it'; (`however' is used as an intensive of `how' as in 'however did you get here so soon?')			none	8	177	kaTam|kutas|kaTA|yaTA|kva|yat|yena|kim	word-senses
11772	bull	uncastrated adult male of domestic cattle	02381	animal	direct	14	176	vfzaBa|vfzan|vfza|fzaBa|ukzan|go|vaMsaga|govfza|kakudmant|gopati|aGnya|sOraBeya|gonATa|gopriya	word-senses
130210	sthālī	a pot used in alchemical procedures		artifact	propagated	3	176	sTAlI|sTAlikA|piWara	word-senses
26516	semen	the thick white fluid containing spermatozoa that is ejaculated by the male genital tract	05339	body	direct	13	176	Sukra|retas|vIrya|tejas|bIja|indriya|bindu|annavikAra|amoGa|turIpa|puMstva|pOruza|bala	word-senses
42999	Vajra	Indras's thunderbolt		person	propagated	7	176	vajra|aSani|kuliSa|hrAdinI|aSanI|damBoli|Sataparvan	word-senses
73661	cold	used of physical coldness; having a low or inadequate temperature or feeling a sensation of coldness or having been made cold by e.g. ice or refrigeration; 'a cold climate'; 'a cold room'; 'dinner has gotten cold'; 'cold fingers'; 'if you are cold, turn u			none	7	176	SIta|hima|suSIta|SItaka|SItala|suSItala|SItatama	word-senses
