rank	lemma_slp1	deva	iast	gloss	core_rank	coverage_pct	cumulative_pct	lesson	card_href
1115	AdiS	आदिश्	ādiś	1. ā-√diś P. -dideṣṭi [ Subj. 3. sg. -dideśati , AV. vi, 6, 2 , &c.], -diśati [3. pl. -diśanti , Im…	1356	0.0136817	49.9153	23	../../w/_41di_53.html
1116	Ahan	आहन्	āhan	ā-√han P. -hanti ( Impv. ā-jahi , AV. &c.; pf. ā-jaghāna , RV. &c.) Ā. -hate (only if no object fol…	1357	0.0136817	49.929	23	../../w/_41han.html
1117	dvaMdva	द्वंद्व	dvaṃdva	dvaṃdva n. (the repeated nom. of dva ) pair, couple, male and female, TS. ; Br. ; MBh. ; Kāv. &c. (…	1359	0.0136817	49.9427	23	../../w/dva_4ddva.html
1118	prahas	प्रहस्	prahas	pra-√has P. -hasati ( ep. also Ā. ˚te ), to burst into laughter (also with hāsam ), MBh. ; Kāv. &c.…	1360	0.0136517	49.9563	23	../../w/prahas.html
1119	retas	रेतस्	retas	retas n. (√ ri , rī ) a flow, stream, current, flow of rain or water, libation, RV. ; AV.	1361	0.0136517	49.97	23	../../w/retas.html
1120	sru	स्रु	sru	sru (incorrectly written śru ; cf. √ 2. śru ) cl. 1. P. ( Dhātup. xxii, 42 ) sravati ( ep. and mc.…	1362	0.0136517	49.9836	23	../../w/sru.html
1121	svAmin	स्वामिन्	svāmin	svāmin . See .	1363	0.0136517	49.9973	23	../../w/sv_41min.html
1122	yOvana	यौवन	yauvana	yauvana n. ( fr. yuvan ) youth, youthfulness, adolescence, puberty, manhood (also pl. = juvenile de…	1364	0.0136517	50.0109	23	../../w/y_4fvana.html
1123	ASu	आशु	āśu	āśu mfn. (√ 1. aś , Uṇ. i, 1 ), fast, quick, going quickly, RV. ; AV. ; ŚBr. &c.	1365	0.0136217	50.0246	23	../../w/_41_53u.html
1124	koSa	कोश	kośa	kośa m. ( n. , L. ; in class. literature kośa , or koṣa ; fr. √ kuś or kuṣ ?, related to kukṣi and…	1367	0.0136217	50.0382	23	../../w/ko_53a.html
1125	samADi	समाधि	samādhi	sam-ādhi m. putting together, joining or combining with ( instr. ), Lāṭy.	1369	0.0136217	50.0518	23	../../w/sam_41_44i.html
1126	vikalpa	विकल्प	vikalpa	1. vi—kalpa m. (for 2. See under vi-√kḷp ) an intermediate Kalpa, the interval between two Kalpas.…	1370	0.0136217	50.0654	23	../../w/vikalpa.html
1127	gup	गुप्	gup	1. gup cl. 4. P. ˚pyati ( p. Ā. gupyamāna , in Prākṛt guppam˚ Jain. ), to become perplexed or confu…	1371	0.0135917	50.079	23	../../w/gup.html
1128	purIza	पुरीष	purīṣa	purīṣa n. (√ pṝ ) earth, land, RV.	1372	0.0135917	50.0926	23	../../w/pur_49za.html
1129	nakula	नकुल	nakula	nakula mfn. (in spite of Pāṇ. vi, 3, 75 prob. not fr. na + kula ) of a partic. colour (perhaps that…	1373	0.0135617	50.1062	23	../../w/nakula.html
1130	ajYAna	अज्ञान	ajñāna	a-jñāna n. non-cognizance	1374	0.0135317	50.1197	23	../../w/aj_59_41na.html
1131	Sama	शम	śama	śama m. tranquillity, calmness, rest, equanimity, quietude or quietism, absence of passion, abstrac…	1376	0.0135317	50.1332	23	../../w/_53ama.html
1132	adri	अद्रि	adri	adri m. (√ ad , Uṇ. ), a stone, a rock, a mountain	1378	0.0135017	50.1467	23	../../w/adri.html
1133	meru	मेरु	meru	meru m. ( Uṇ. iv, 101 ) N. of a fabulous mountain (regarded as the Olympus of Hindū mythology and s…	1379	0.0135017	50.1602	23	../../w/meru.html
1134	vismaya	विस्मय	vismaya	1. vi—smaya mfn. (for 2. see vi-√smi ) free from pride or arrogance, BhP. ; Śiś.	1380	0.0135017	50.1737	23	../../w/vismaya.html
1135	aNgiras	अङ्गिरस्	aṅgiras	aṅgiras m. N. of a Ṛṣi, author of the hymns of RV. ix , of a code of laws, and of a treatise on ast…	1381	0.0134717	50.1872	23	../../w/a_4egiras.html
1136	Dfti	धृति	dhṛti	dhṛti f. holding, seizing, keeping, supporting ( cf. carṣaṇī- , vi- ), firmness, constancy, resolut…	1382	0.0134417	50.2007	23	../../w/_44fti.html
1137	ISAna	ईशान	īśāna	īśāna (and īśāna ) mfn. owning, possessing, wealthy	1383	0.0134417	50.2141	23	../../w/_49_53_41na.html
1138	mAhAtmya	माहात्म्य	māhātmya	māhā ˚tmya n. ( fr. mahā tman) magnanimity, high-mindedness, MBh. ; Kāv. &c.	1384	0.0134417	50.2275	23	../../w/m_41h_41tmya.html
1139	kuSa	कुश	kuśa	kuśa as , m. grass, ŚBr. ; ŚāṅkhŚr. ; KātyŚr. ; ĀśvGṛ.	1385	0.0134116	50.241	23	../../w/ku_53a.html
1140	nAqI	नाडी	nāḍī	nāḍī f. ( fr. nāḍa nom. ˚ḍīs , RV. x, 135, 7 ) the tubular stalk of any plant or any tubular organ…	1386	0.0134116	50.2544	23	../../w/n_41q_49.html
1141	pannaga	पन्नग	pannaga	panna—ga m. ( ifc. f( ā ). ) ‘creeping low’, a serpent or serpent-demon, Suparṇ. ; MBh. &c.	1387	0.0134116	50.2678	23	../../w/pannaga.html
1142	paTya	पथ्य	pathya	pathya mfn. ‘belonging to the way’, suitable, fit, proper, wholesome, salutary ( lit. and fig. ; es…	1388	0.0134116	50.2812	23	../../w/pa_54ya.html
1143	varcas	वर्चस्	varcas	varcas n. (√ ruc ) vital power, vigour, energy, activity, ( esp. ) the illuminating power of fire o…	1389	0.0134116	50.2946	23	../../w/varcas.html
1144	mA	मा	mā	mā f. a mother, L.	1391	0.0133516	50.308	23	../../w/m_41.html
1145	prahfz	प्रहृष्	prahṛṣ	pra-√hṛṣ P. -hṛṣyati , ( mc. also Ā. ˚te ), to rejoice, be glad or cheerful, exult, MBh. ; Kāv. &c.…	1392	0.0133516	50.3213	23	../../w/prahfz.html
1146	Sakuni	शकुनि	śakuni	śakuni m. a bird ( esp. a large bird, L. = gṛdhra or cilla , accord. to some ‘a cock’), RV. &c. &c.	1393	0.0133516	50.3347	23	../../w/_53akuni.html
1147	vigraha	विग्रह	vigraha	1. vi—graha mfn. (for 2. See vi-√grah ) freed from ‘the Seizer’ i.e. Rāhu (said of the moon), R.	1394	0.0133516	50.348	23	../../w/vigraha.html
1148	yaSasvin	यशस्विन्	yaśasvin	yaśas—vin mfn. beautiful, splendid, illustrious, famous, celebrated, AV. &c. &c. ( superl. -vi-tama…	1396	0.0133216	50.3613	23	../../w/ya_53asvin.html
1149	Badra	भद्र	bhadra	bhadra mf( ā )n. blessed, auspicious, fortunate, prosperous, happy, RV. &c. &c.	1397	0.0132916	50.3746	23	../../w/_42adra.html
1150	tIkzRa	तीक्ष्ण	tīkṣṇa	tīkṣṇa mf( ā )n. (√ tij ) sharp, hot, pungent, fiery, acid, RV. x, 87, 9 ; AV. &c.	1399	0.0132916	50.3879	23	../../w/t_49kz_52a.html
1151	liK	लिख्	likh	likh ( cf. the earlier form √ rikh ) cl. 6. P. ( Dhātup. xxviii, 72 ) likhati (rarely Ā. ˚te ; pf.…	1400	0.0132616	50.4012	24	../../w/li_4b.html
1152	rOdra	रौद्र	raudra	raudra or raudra , mf( ā or ī )n. ( fr. rudra ) relating or belonging to or coming from Rudra or th…	1401	0.0132616	50.4144	24	../../w/r_4fdra.html
1153	prasTA	प्रस्था	prasthā	pra-√sthā P. -tiṣṭhati , (rarely Ā. te ). to stand or rise up ( esp. before the gods, an altar &c.)…	1403	0.0132316	50.4277	24	../../w/pras_54_41.html
1154	uraga	उरग	uraga	ura-ga m. ( fr. ura = uras [ Kāty. on Pāṇ. iii, 2, 48 ] and ga , ‘breast-going’), a serpent, snake	1405	0.0132016	50.4409	24	../../w/uraga.html
1155	vAhana	वाहन	vāhana	1. vāhana n. (for 2. See col. 2) the act of making effort, endeavouring, exertion, W.	1406	0.0132016	50.4541	24	../../w/v_41hana.html
1156	guh	गुह्	guh	1. guh cl. 1. P. Ā. gūhati , ˚te ( cf. Pāṇ. vi, 4, 89 ; impf. agūhat , RV. ii, 24, 3 ; perf. jugūha…	1407	0.0131716	50.4672	24	../../w/guh.html
1157	pravara	प्रवर	pravara	1. pra-vara mf( ā )n. ( fr. pra + vara or fr. pra √ 2. vṛ ; for 2. and 3. See p. 693) most excellen…	1408	0.0131716	50.4804	24	../../w/pravara.html
1158	vIkz	वीक्ष्	vīkṣ	vī kz ( vi-√īkṣ ) Ā. vī kzate ( ep. also P. ), to look at, see, behold, ŚBr. &c. &c.; to look upon,…	1409	0.0131716	50.4936	24	../../w/v_49kz.html
1159	aDama	अधम	adhama	adhama mfn. (see adhara ), lowest, vilest, worst, very low or vile or bad (often ifc. , as in narā…	1410	0.0131416	50.5067	24	../../w/a_44ama.html
1160	brahmacarya	ब्रह्मचर्य	brahmacarya	brahma—carya n. study of the Veda, the state of an unmarried religious student, a state of continen…	1411	0.0131416	50.5199	24	../../w/brahmacarya.html
1161	pradAna	प्रदान	pradāna	1. pra-dāna n. (for 2. See below) giving, bestowal, presentation ( esp. of an offering in the fire;…	1412	0.0131416	50.533	24	../../w/prad_41na.html
1162	samudDf	समुद्धृ	samuddhṛ	1. sam-ud-√dhṛ (only in next).	1413	0.0131416	50.5462	24	../../w/samud_44f.html
1163	cal	चल्	cal	cal ( cf. √ car and also √ caṭ ) cl. 1. ˚lati (metrically also Ā. ˚te ; perf. cacāla pl. celur ; fu…	1414	0.0131116	50.5593	24	../../w/cal.html
1164	dviviDa	द्विविध	dvividha	dvi—vidha mfn. twofold, of 2 kinds, ŚāṅkhŚr. ; Mn. ; Suśr. &c.	1415	0.0131116	50.5724	24	../../w/dvivi_44a.html
1165	kalyARa	कल्याण	kalyāṇa	kalyāṇa mf( ī )n. ( g. bahv-ādi ) beautiful, agreeable, RV. ; ŚBr. &c.	1417	0.0131116	50.5855	24	../../w/kaly_41_52a.html
1166	krIq	क्रीड्	krīḍ	krīḍ cl. 1. P. krīḍati (or krīḻati , RV. ; ep. also Ā. ; perf. cikrīḍa , MBh. ; fut. p. krīḍiṣyat ,…	1418	0.0131116	50.5986	24	../../w/kr_49q.html
1167	nad	नद्	nad	nad cl. 1. P. ( Dhātup. iii, 17 ) nadati ( ep. also ˚te ; pf. nanāda , nedur , nedire , MBh. ; aor.…	1419	0.0131116	50.6117	24	../../w/nad.html
1168	viBaj	विभज्	vibhaj	vi-√bhaj P. Ā. -bhajati , ˚te , to divide, distribute, apportion, assign (with two acc. , or with a…	1420	0.0131116	50.6248	24	../../w/vi_42aj.html
1169	himavant	हिमवन्त्	himavant	himavant (von hima ) gaṇa madhvādi zu P. 4,2,86 . 1〉 adj. kalt, eisig, schneereich : Berge AV. 12,1…	1421	0.0130816	50.6379	24	../../w/himavant.html
1170	ahaMkAra	अहंकार	ahaṃkāra	ahaṃ—kāra m. conception of one's individuality, self-consciousness, ChUp. &c.	1422	0.0130516	50.651	24	../../w/aha_4dk_41ra.html
1171	evaMviDa	एवंविध	evaṃvidha	evaṃ—vidha mfn. of such a kind, in such a form or manner, such, MBh. ; R. ; Suśr. &c.	1424	0.0130516	50.664	24	../../w/eva_4dvi_44a.html
1172	laNkA	लङ्का	laṅkā	laṅkā f. See below.	1425	0.0130516	50.6771	24	../../w/la_4ek_41.html
1173	kuYjara	कुञ्जर	kuñjara	kuñjara m. ( ifc. f( ā ). , MBh. ; R. ) an elephant, Mn. iii, 274 ; MBh. &c.	1427	0.0130216	50.6901	24	../../w/ku_59jara.html
1174	paryanta	पर्यन्त	paryanta	pary-anta m. circuit, circumference, edge, limit, border	1428	0.0130216	50.7031	24	../../w/paryanta.html
1175	pOra	पौर	paura	1. paura m. (√ pṝ ) ‘filler, increaser’, N. of Soma ( Sāy. = udara-pūraka )	1429	0.0130216	50.7161	24	../../w/p_4fra.html
1176	Sloka	श्लोक	śloka	śloka m. ( prob. connected with √ 1. śru , R. i, 2, 33 gives a fanciful derivation fr. śoka , ‘sorr…	1430	0.0130216	50.7291	24	../../w/_53loka.html
1177	uzas	उषस्	uṣas	uṣas See under √ 1. uṣ	1431	0.0129916	50.7421	24	../../w/uzas.html
1178	yAvat	यावत्	yāvat	yāvat mf( atī )n. ( fr. 3. ya ; correlative of tāvat , q.v. ) as great, as large, as much, as many,…	1432	0.0129916	50.7551	24	../../w/y_41vat.html
1179	Cidra	छिद्र	chidra	chidra mf( ā )n. torn asunder, RV. i, 162, 20	1433	0.0129616	50.7681	24	../../w/_43idra.html
1180	gfhapati	गृहपति	gṛhapati	gṛha—pati ( ˚ha- ), m. ( Pāṇ. vi, 2, 18 ) the master of a house, householder, RV. vi, 53, 2 ; AV. ;…	1434	0.0129616	50.7811	24	../../w/gfhapati.html
1181	lakza	लक्ष	lakṣa	lakṣa m. or n. ( prob. fr. √ lag as ‘that which is attached or fixed’) a mark, sign, token, ( esp.…	1435	0.0129616	50.794	24	../../w/lakza.html
1182	nizka	निष्क	niṣka	niṣka m. n. (rarely n. ) ( Uṇ. iii, 45 g. ardharcā di) a golden ornament for the neck or breast (al…	1436	0.0129616	50.807	24	../../w/nizka.html
1183	mEtreya	मैत्रेय	maitreya	maitreya mfn. ( fr. maitri ) friendly, benevolent, MBh.	1437	0.0129316	50.8199	24	../../w/m_45treya.html
1184	utTa	उत्थ	uttha	ut-tha mfn. (generally ifc. ) standing up, rising, arising, MBh. ; Ragh. ; Caurap. &c.	1438	0.0129316	50.8328	24	../../w/ut_54a.html
1185	aBimuKa	अभिमुख	abhimukha	abhi-mukha mf( ī , rarely ā )n. with the face directed towards, turned towards, facing (with acc. d…	1439	0.0129016	50.8457	24	../../w/a_42imu_4ba.html
1186	tyAga	त्याग	tyāga	tyāga m. ( Pāṇ. vi, 1, 216 ) leaving, abandoning, forsaking, Mn. &c.	1440	0.0129016	50.8586	24	../../w/ty_41ga.html
1187	aSman	अश्मन्	aśman	1. aśman m. an eater, AV. xviii, 4, 54.	1441	0.0128716	50.8715	24	../../w/a_53man.html
1188	tAdfSa	तादृश	tādṛśa	tādṛśa mf( ī )n. ( Pāṇ. iii, 2, 60 ; vi, 3, 91 ) = ˚dṛś , ŚBr. xi, 7, 3 ; Mn. &c.	1446	0.0128416	50.8844	24	../../w/t_41df_53a.html
1189	viruD	विरुध्	virudh	vi- √ 1. rudh (only in -rodhat , RV. i, 67, 9 ), to shoot forth.	1447	0.0128416	50.8972	24	../../w/viru_44.html
1190	ASaya	आशय	āśaya	āśaya &c. See 3. ā-√śī .	1448	0.0127816	50.91	24	../../w/_41_53aya.html
1191	praBfti	प्रभृति	prabhṛti	pra-˚bhṛti ( pra- ), f. bringing forward, offering (of sacrifice or praise), RV. ; AV.	1450	0.0127816	50.9228	24	../../w/pra_42fti.html
1192	viparIta	विपरीत	viparīta	vi-parī ta mfn. turned round, reversed, inverted, ĀśvŚr. ; Nir. &c.	1451	0.0127816	50.9355	24	../../w/vipar_49ta.html
1193	vfzaBa	वृषभ	vṛṣabha	vṛṣabha mfn. ( cf. ṛṣabha ) manly, mighty, vigorous, strong (applied like vṛṣan to animate and inan…	1452	0.0127816	50.9483	24	../../w/vfza_42a.html
1194	ayuta	अयुत	ayuta	1. a-yuta mfn. (√ 1. yu ), unimpeded, AV. xix, 51, 1	1454	0.0127516	50.9611	24	../../w/ayuta.html
1195	cArin	चारिन्	cārin	cārin mfn. moving, MBh. vii, 372	1455	0.0127516	50.9738	24	../../w/c_41rin.html
1196	puraskf	पुरस्कृ	puraskṛ	puras—√kṛ ( P. Ā. -karoti , -kurute ), to place before or in front, cause to precede, RV. &c. &c.;…	1456	0.0127516	50.9866	24	../../w/puraskf.html
1197	puzwi	पुष्टि	puṣṭi	puṣṭi f. (or puṣṭi , esp. RV. ) well-nourished condition, fatness, plumpness, growth, increase, thr…	1457	0.0127516	50.9993	24	../../w/puzwi.html
1198	samarTa	समर्थ	samartha	sam-artha mf( ā )n. having a similar or suitable aim or object, having proper aim or force, very fo…	1458	0.0127516	51.0121	24	../../w/samar_54a.html
1199	vEdya	वैद्य	vaidya	vaidya mfn. ( fr. vidyā , and in some meanings fr. veda ) versed in science, learned, ĀśvGṛ. ; Kāty…	1459	0.0127516	51.0248	24	../../w/v_45dya.html
1200	karza	कर्ष	karṣa	karṣa m. (√ kṛṣ ), the act of drawing, dragging, Pāṇ.	1460	0.0127216	51.0376	24	../../w/karza.html
1201	praBava	प्रभव	prabhava	pra-bhava &c. See under pra-√bhū .	1461	0.0127216	51.0503	25	../../w/pra_42ava.html
1202	roman	रोमन्	roman	1. roman n. ( prob. connected with √ 1. ruh ; cf. loman ) the hair on the body of men and animals,…	1462	0.0127216	51.063	25	../../w/roman.html
1203	Cattra	छत्त्र	chattra	chattra &c. See √ chad .	1464	0.0126916	51.0757	25	../../w/_43attra.html
1204	dfS	दृश्	dṛś	1. dṛś ( Pres. forms supplied by √ paś , q.v. ; pf. P. dadarśa , RV. &c. [2. sg. dadarśitha and dad…	1466	0.0126616	51.0884	25	../../w/df_53.html
1205	japa	जप	japa	japa mfn. ‘muttering, whispering’, see karṇe- , ku-	1467	0.0126616	51.101	25	../../w/japa.html
1206	sic	सिच्	sic	1. sic cl. 6. P. Ā. ( Dhātup. xxviii, 140 ) siñcati , ˚te (once in RV. x, 96, 1 , secate pf. siṣeca…	1468	0.0126316	51.1136	25	../../w/sic.html
1207	vaDU	वधू	vadhū	vadhū f. ( fr. √ vadh = vah ; cf. ūḍhā ) a bride or newly-married woman, young wife, spouse, any wi…	1469	0.0126316	51.1263	25	../../w/va_44_55.html
1208	tapasvin	तपस्विन्	tapasvin	tapas—vin mfn. ( Pāṇ. v, 2, 102 ) distressed, wretched, poor, miserable, TS. v, 3, 3, 4 ( compar. -…	1470	0.0126015	51.1389	25	../../w/tapasvin.html
1209	ucita	उचित	ucita	ucita mfn. delightful, pleasurable, agreeable	1471	0.0126015	51.1515	25	../../w/ucita.html
1210	aByAsa	अभ्यास	abhyāsa	abhy-āśa , as , m. (also written 1. abhy-āsa ), reaching to, pervading, Yājñ. iii, 114 ; (with yad…	1472	0.0125715	51.164	25	../../w/a_42y_41sa.html
1211	gada	गद	gada	gada m. a sentence, MBh. i, 1787	1474	0.0125715	51.1766	25	../../w/gada.html
1212	bAzpa	बाष्प	bāṣpa	bāṣpa m. (also written vāṣpa cf. Uṇ. iii, 28 ) a tear, tears, MBh. ; Kāv. &c.	1476	0.0125415	51.1892	25	../../w/b_41zpa.html
1213	Denu	धेनु	dhenu	dhenu mfn. milch, yielding or giving milk	1477	0.0125415	51.2017	25	../../w/_44enu.html
1214	puw	पुट्	puṭ	puṭ cl. 6. P. ( Dhātup. xxviii, 74 ) puṭati , to clasp, fold, envelop in ( instr. ), Bhpr. ; to rub…	1478	0.0125415	51.2142	25	../../w/puw.html
1215	Sap	शप्	śap	1. śap (in gram. ) a technical term used for the Vikaraṇa a (inserted between the root and terminat…	1479	0.0125415	51.2268	25	../../w/_53ap.html
1216	aditi	अदिति	aditi	1. a-diti f. having nothing to give, destitution, RV.	1480	0.0125115	51.2393	25	../../w/aditi.html
1217	Baga	भग	bhaga	bhaga See .	1481	0.0125115	51.2518	25	../../w/_42aga.html
1218	nirdiS	निर्दिश्	nirdiś	nir-√diś P. -diśati ( aor. -adikṣat , Daś. ; Bhaṭṭ. ind.p. -diśya , Śak. ; Mālav. ; inf. -deṣṭum ,…	1482	0.0125115	51.2643	25	../../w/nirdi_53.html
1219	drupada	द्रुपद	drupada	dru—pada n. a wooden pillar, a post (to which captives are tied), any pillar or column, RV. ; VS. ;…	1483	0.0124815	51.2768	25	../../w/drupada.html
1220	pratizWA	प्रतिष्ठा	pratiṣṭhā	1. prati-ṣṭhā (√ sthā ) P. Ā. -tiṣṭhati , ˚te to stand, stay, abide, dwell, RV. &c. &c.; to stand s…	1484	0.0124815	51.2893	25	../../w/pratiz_57_41.html
1221	saMskf	संस्कृ	saṃskṛ	saṃ-s- √ 1. kṛ ( cf. saṃ-kṛ ; upa-s-kṛ and pari-ṣ-kṛ ) P. Ā. -skaroti , -skurute ( impf. sam-askurv…	1485	0.0124815	51.3018	25	../../w/sa_4dskf.html
1222	DIra	धीर	dhīra	1. dhīra mf( ī or ā )n. intelligent, wise, skilful, clever, familiar with, versed in ( loc. ), RV.…	1486	0.0124515	51.3142	25	../../w/_44_49ra.html
1223	drOpadI	द्रौपदी	draupadī	draupadī f. See below.	1487	0.0124515	51.3267	25	../../w/dr_4fpad_49.html
1224	vEra	वैर	vaira	vaira mfn. ( fr. vīra ) hostile, inimical, revengeful, AV.	1488	0.0124515	51.3391	25	../../w/v_45ra.html
1225	Sarad	शरद्	śarad	śarad f. ( prob. fr. √ śrā , śṝ ) autumn (as the ‘time of ripening’), the autumnal season (the sult…	1490	0.0123915	51.3515	25	../../w/_53arad.html
1226	asi	असि	asi	asi m. (√ 2. as ), a sword, scimitar, knife (used for killing animals), RV. ; AV. &c.	1491	0.0123615	51.3639	25	../../w/asi.html
1227	rahita	रहित	rahita	rahita mfn. left, quitted, forsaken, deserted, lonely, solitary, MBh. ; R. &c. ( ˚te ind. or ˚teṣu…	1492	0.0123615	51.3762	25	../../w/rahita.html
1228	sahAya	सहाय	sahāya	sahā ya &c. See p. 1195.	1493	0.0123615	51.3886	25	../../w/sah_41ya.html
1229	DAtf	धातृ	dhātṛ	dhātṛ m. establisher, founder, creator, bearer, supporter ( cf. vasu- ), orderer, arranger, RV. &c.…	1494	0.0123315	51.4009	25	../../w/_44_41tf.html
1230	kzuD	क्षुध्	kṣudh	1. kṣudh cl. 4. P. kṣudhyati ( p. kṣudhyat ; impf. akṣudhyat ; aor. Subj. kṣudhat ; fut. 1st kṣoddh…	1495	0.0123315	51.4133	25	../../w/kzu_44.html
1231	maDya	मध्य	madhya	madhya mf( ā )n. middle (used like medius , e.g. madhye samudre , ‘in the midst of the sea’), RV. ;…	1496	0.0123315	51.4256	25	../../w/ma_44ya.html
