lemma_slp1	layer	sense_id	sense_gloss	count_estimated	method	confidence	provenance
AdarSa	mw	AdarSa#3	a looking-glass, mirror, ŚBr. ; BṛĀrUp. ; MBh. ; R. &c.	114	mfs	0.75	estimated
Ayurveda	mw	Ayurveda#1	Ayur—veda m. the science of health or medicine (it is classed among sacred sciences, and considered 	114	mfs	1.0	estimated
avanam	mw	avanam#5	to bend (a bow), MBh. viii, 4606.	114	mfs	0.75	estimated
hetuka	mw	hetuka#2	caused or effected or conditioned by, MBh. ; VarBṛS. &c.	114	mfs	0.6667	estimated
jAtarUpa	mw	jAtarUpa#3	jAta—rUpa n. gold, ŚBr. xiv ( oxyt. ), Naigh. i, 2 ( proparox. ), Kauś. ; Lāṭy. &c.	114	mfs	1.0	estimated
jU	mw	jU#2	to press forwards, hurry on, be quick, RV. iii, 33, 1 ; ŚBr. x ;	114	mfs	0.5	estimated
mUrtimat	mw	mUrtimat#1	mUrti—mat mfn. having a material form ( ifc. = formed of), corporeal, incarnate, personified, Mn. ; 	114	mfs	1.0	estimated
nirmaT	mw	nirmaT#5	to stir or churn (the sea), MBh. ; R. ;	114	mfs	0.5	estimated
pAWa	mw	pAWa#5	the reading (of a text), Naiṣ. , Sch.	114	mfs	1.0	estimated
pITa	mw	pITa#1	1. pITa m. a drink, draught ( cf. go-p˚ , surA-p˚ , soma-p˚ )	114	mfs	1.0	estimated
paratas	mw	paratas#4	(with prec. abl. ) after (in time), MBh. ; Yājñ. &c.	114	mfs	1.0	estimated
saPala	mw	saPala#3	having good results, productive, profitable, successful (with √ kf , ‘to fulfil’, ‘keep a promise’),	114	mfs	0.75	estimated
sagara	mw	sagara#4	N. of a king of the solar race, sovereign of Ayodhyā (son of Bāhu ; he is said to have been called S	114	mfs	1.0	estimated
sava	mw	sava#5	2. sava/ m. ( fr. √ 1. sU ) one who sets in motion or impels, an instigator, stimulator, commander, 	114	mfs	0.4	estimated
vivarRa	mw	vivarRa#1	vi—varRa mf( A )n. colourless, bad-coloured, pale, wan, MBh. ; Hariv. ; R. &c.	114	mfs	1.0	estimated
vrIqA	mw	vrIqA#1	vrIqA f. shame, modesty, bashfulness ( vrIqAM √ kf , to feel shame), MBh. ; Kāv. &c.	114	mfs	1.0	estimated
DUrta	mw	DUrta#2	DUrta m. a rogue, cheat, deceiver, swindler, sharper, gambler, Yājñ. ; MBh. ; Kāv. &c. (also ifc. ; 	113	mfs	0.76	estimated
SAla	mw	SAla#5	any tree, L.	113	mfs	0.8571	estimated
SanakEs	mw	SanakEs#1	SanakE/s ind. ( dimin. of SanEs ) quietly, softly, gently, by degrees, in every case that arises, wi	113	mfs	1.0	estimated
SiTila	mw	SiTila#9	SiTila/ ( am ), n. a loose fastening, looseness, laxity, slowness, MW.	113	mfs	0.8235	estimated
Suzma	mw	Suzma#3	2. Su/zma mf( A )n. hissing, roaring (as water), RV.	113	mfs	0.5556	estimated
aSmarI	mw	aSmarI#1	aSmarI f. ( Pāṇ. iv, 2, 80 ), (in comp. sometimes aSmari , Suśr. ) strangury, stone or gravel (the d	113	mfs	1.0	estimated
dAyaka	mw	dAyaka#3	fulfilling, causing, effecting, MBh. ; Hariv. ; Daś. &c. (generally ifc. ; cf. agni- , uttara- , jYA	113	mfs	0.5385	estimated
glAni	mw	glAni#2	glAni f. ( Pāṇ. iii, 3, 95 , Vārtt. 4) exhaustion, fatigue of the body, lassitude, languor, depressi	113	mfs	1.0	estimated
krAmaRa	mw	krAmaRa#1	krAmaRa n. a particular process applied to mercury, Sarvad.	113	mfs	1.0	estimated
lAvaRya	mw	lAvaRya#2	beauty, loveliness, charm, Inscr. ; Kāv. ; Kathās. &c.	113	mfs	1.0	estimated
mAhendra	mw	mAhendra#1	mAhendra/ mf( I )n. ( fr. mahendra ) relating or belonging to great Indra , VS. &c. &c. ( ˚dram Danu	113	mfs	1.0	estimated
ninada	mw	ninada#1	ni-˚nada m. ( n. , ChUp. iii, 13, 8 ) sound, noise, crying, humming, MBh. ; Kāv. &c.	113	mfs	1.0	estimated
nistriMSa	mw	nistriMSa#3	nis—triMSa m. a sword, MBh. ; Kathās. ; Suśr. &c.	113	mfs	1.0	estimated
niziD	mw	niziD#4	to forbid, prohibit, object to ( acc. ), Kathās. ; BhP. ;	113	mfs	1.0	estimated
prastAva	mw	prastAva#1	pra-stAva m. introductory eulogy, the introduction or prelude of a Sāman (sung by the Pra-stotṛ ), B	113	mfs	0.6667	estimated
sIsa	mw	sIsa#3	sIsa mf( A )n. leaden, of lead, VS. ; LāṭyŚr.	113	mfs	1.0	estimated
sOhfda	mw	sOhfda#4	sOhfda n. ( ifc. f( A ). ) affection, friendship for or with ( loc. or saha or comp. ), MBh. ; R. &c	113	mfs	0.9231	estimated
saMkoca	mw	saMkoca#1	saM-koca m. contraction, shrinking together, compression, MBh. ; Kāv. &c.	113	mfs	0.9286	estimated
sampat	mw	sampat#1	sam-√ pat P. -patati , to fly or rush together (in a friendly or hostile manner), encounter, meet an	113	mfs	0.5	estimated
udyama	mw	udyama#3	the act of striving after, exerting one's self, exertion, strenuous and continued effort, perseveran	113	mfs	1.0	estimated
vidraDi	mw	vidraDi#1	vi-draDi f. (said to be fr. vi + √ dF ; accord. to others fr. vidra + √ DA ) an abscess ( esp. when 	113	mfs	1.0	estimated
vigarh	mw	vigarh#1	vi-√ garh Ā. -garhate (rarely ˚ti ), to blame, abuse, revile, reproach, despise, contemn, Mn. ; MBh.	113	mfs	1.0	estimated
vyAkula	mw	vyAkula#5	confused, disordered ( am ind. ), ib.	113	mfs	1.0	estimated
ASI	mw	ASI#5	to lie or rest on or round:	112	mfs	1.0	estimated
Arza	mw	Arza#1	Arza mf( I )n. relating or belonging to or derived from Ṛṣi s ( i.e. the poets of the Vedic and othe	112	mfs	0.75	estimated
BUpAla	mw	BUpAla#1	BU—pAla m. ‘earth-guardian’, a king, prince, Kāv. ; Hit. ; Kathās. &c.	112	mfs	1.0	estimated
SUdrA	mw	SUdrA#1	SUdrA/ f. a woman of the fourth class or caste, AV. &c. &c.	112	mfs	1.0	estimated
badara	mw	badara#1	badara m. the jujube tree, Zizyphus Jujuba , L.	112	mfs	0.7143	estimated
gupti	mw	gupti#1	gu/pti f. preserving, protecting, protection, AV. vi, 122, 3 ; xii, 3, 7 ; TS. v f. ; TBr. &c.	112	mfs	0.5	estimated
hotra	mw	hotra#1	hotra/ n. sacrificing, the function or office of the Hotṛ , RV. ; AV. ; ŚBr. ; Kāṭh.	112	mfs	0.6667	estimated
jaGanya	mw	jaGanya#2	lowest, worst, vilest, least, least important, MBh. &c.	112	mfs	0.6	estimated
kalatra	mw	kalatra#1	kalatra n. a wife, consort, MBh. ; Bhartṛ. ; Hit. &c.	112	mfs	0.8182	estimated
kiMSuka	mw	kiMSuka#2	kiM—Suka m. the tree Butea frondosa (bearing beautiful blossoms, hence often alluded to by poets), M	112	mfs	1.0	estimated
mAGa	mw	mAGa#1	mAGa/ mf( I )n. relating to the constellation Maghā , ŚārṅgS. ; MBh.	112	mfs	1.0	estimated
mOktika	mw	mOktika#2	mOktika m. (only in MBh. ) n. ( fr. muktA ; comp. f( A ). ) a pearl (properly ‘a collection of p˚ ’)	112	mfs	1.0	estimated
mUrDaja	mw	mUrDaja#2	the mane, Kathās.	112	mfs	1.0	estimated
nEmittika	mw	nEmittika#1	nEmittika mf( I )n. produced by any or by some partic. cause, occasional, special, accidental ( opp.	112	mfs	0.5	estimated
oka	mw	oka#1	oka m. (√ uc Comm. on Uṇ. iv, 215 ), a house, refuge, asylum ( cf. an-oka-SAyin )	112	mfs	1.0	estimated
parizad	mw	parizad#5	pari-za/d mfn. surrounding, besetting, RV.	112	mfs	0.5	estimated
rAjasa	mw	rAjasa#1	rAjasa mfn. belonging or relating to the quality rajas ( q.v. ), endowed with or influenced by the q	112	mfs	1.0	estimated
rOrava	mw	rOrava#4	rOrava m. N. of one of the hells, Mn. ; MBh. &c. (personified as husband of Vedanā and father of Duḥ	112	mfs	1.0	estimated
suzeRa	mw	suzeRa#9	of a monkey-chief (son of Varuṇa or Dhanvantari , father of Tārā , and physician of Su-grīva ), MBh.	112	mfs	0.8	estimated
tAmbUla	mw	tAmbUla#2	tAmbUla n. betel, ( esp. ) its pungent and aromatic leaf (chewed with the areca-nut and catechu and 	112	mfs	1.0	estimated
vepaTu	mw	vepaTu#1	vepa/Tu m. quivering, trembling, tremor, AV. &c. &c.	112	mfs	1.0	estimated
ErAvata	mw	ErAvata#4	a species of elephant, R. ii, 70, 23	111	mfs	0.8571	estimated
Sibi	mw	Sibi#2	of a king (renowned for his liberality and unselfishness, and said to have saved Agni transformed in	111	mfs	0.3333	estimated
acirAt	mw	acirAt#1	a-cirAt ind. not long, not for long; not long ago; soon, speedily	111	mfs	1.0	estimated
apas	mw	apas#1	1. a/pas n. ( fr. 1. a/p ), work, action, especially sacred act, sacrificial act, RV. [ Lat. opus .]	111	mfs	1.0	estimated
arati	mw	arati#1	1. a-rati f. dissatisfaction, discontent, dulness, languor, Buddh. ; Jain. &c.	111	mfs	0.75	estimated
avaBAsa	mw	avaBAsa#1	ava-BAsa m. splendour, lustre, light	111	mfs	1.0	estimated
avani	mw	avani#2	stream, river, RV. , the earth, Naigh. ; R. ; Pañcat. &c.	111	mfs	0.6923	estimated
dIpti	mw	dIpti#1	dI/pti f. brightness, light, splendour, beauty, ŚBr. ; Mn. ( cf. gfha- ) &c.	111	mfs	1.0	estimated
damayantI	mw	damayantI#1	damayantI f. ‘subduing (men)’, N. of Nala 's wife (daughter of Bhīma king of Vidarbha ), Nal.	111	mfs	1.0	estimated
devadeveSa	mw	devadeveSa#1	deva—de˚ve Sa m. ‘lord of the chiefs of the gods’, N. of Śiva , MBh. i, 8123 ; of Indra , iii, 17191	111	mfs	1.0	estimated
kAmboja	mw	kAmboja#3	a prince of the Kamboja s, MBh. i, 6995	111	mfs	1.0	estimated
kaYcuka	mw	kaYcuka#3	kaYcuka m. the skin of a snake, Pañcat.	111	mfs	1.0	estimated
mudgara	mw	mudgara#1	mudgara m. ( prob. fr. mudga ) a hammer, mallet, any hammer-like weapon or implement, MBh. ; Kāv. &c	111	mfs	1.0	estimated
niyatam	mw	niyatam#1	ni/-˚yatam ( am ), ind. always, constantly, decidedly, inevitably, surely	111	mfs	1.0	estimated
nizpad	mw	nizpad#3	to come forth, issue, arise, be brought about or effected, become ripe, ripen, Mn. ; MBh. &c.:	111	mfs	1.0	estimated
praharza	mw	praharza#3	erection of the hair, extreme joy, thrill of delight, rapture ( ˚zaM √ kf , with loc. ‘to delight in	111	mfs	0.8889	estimated
rukmiRI	mw	rukmiRI#2	N. of a daughter of Bhīṣmaka and sister of Rukmin (betrothed by her father to Śiśu-pāla but a secret	111	mfs	1.0	estimated
sAMniDya	mw	sAMniDya#1	sAMniDya n. ( fr. saM-niDi ) the being near, nearness, vicinity, presence, attendance ( acc. with √ 	111	mfs	1.0	estimated
sAndra	mw	sAndra#2	thick, solid, compact, dense, Kāv. ; Kathās. ; Pur.	111	mfs	0.6667	estimated
sUdana	mw	sUdana#2	(generally ifc. ) killing, destroying, MBh. ; R. &c.	111	mfs	1.0	estimated
saMdiS	mw	saMdiS#2	to state, tell, direct, command, give an order or message to ( gen. or dat. , sometimes two acc. ; w	111	mfs	1.0	estimated
saptati	mw	saptati#1	saptati/ f. 70 (with the counted noun in apposition or in gen. pl. or ibc. or ifc. ), RV. ; AV. ; Śr	111	mfs	1.0	estimated
tEjasa	mw	tEjasa#2	consisting of any shining substance (as metal), metallic, ĀśvGṛ. ; Gaut. ; Mn. ; KātyŚr. , Sch.	111	mfs	1.0	estimated
utkfzwa	mw	utkfzwa#5	excellent, eminent	111	mfs	0.6	estimated
vAcaspati	mw	vAcaspati#1	vAca/s—pa/ti ( vAca/s- ), m. ‘lord of voice or speech’, N. of a divine being (presiding over human l	111	mfs	1.0	estimated
vedapAraga	mw	vedapAraga#1	veda—pAraga m. ‘one who has gone to the further end of the Veda ’, a Brāhman skilled in the Veda , G	111	mfs	1.0	estimated
vipac	mw	vipac#1	vi-√ pac P. -pacati , to cook thoroughly, dissolve by cooking or boiling, KātyŚr. ; Suśr. ;	111	mfs	0.9583	estimated
viparyAsa	mw	viparyAsa#3	expiration, lapse (of time), MBh.	111	mfs	0.8	estimated
yajya	mw	yajya#1	yajya mfn. to be worshipped &c.	111	mfs	1.0	estimated
ABAsa	mw	ABAsa#1	A-BAsa m. splendour, light, R. ; Vedāntas. 195	110	mfs	0.5714	estimated
AGrA	mw	AGrA#2	to smell anything ( acc. ), AitUp. ; ĀśvGṛ. ; Mn. &c.;	110	mfs	0.5333	estimated
BrAnti	mw	BrAnti#4	perplexity, confusion, doubt, error, false opinion ( ifc. , false impression of, mistaking something	110	mfs	1.0	estimated
aByudi	mw	aByudi#2	to rise over ( acc. ), rise, RV. viii, 93, 1 ; AV. &c.;	110	mfs	1.0	estimated
agAra	mw	agAra#1	agAra (rarely as , m. ) n. house, apartment [ cf. AgAra ].	110	mfs	1.0	estimated
anukta	mw	anukta#1	an-ukta mfn. (√ vac ), unuttered, unsaid, unheard of, extraordinary.	110	mfs	1.0	estimated
apadeSa	mw	apadeSa#2	pretence, feint, pretext, disguise, contrivance	110	mfs	1.0	estimated
kftaGna	mw	kftaGna#1	kfta—Gna mf( A )n. ‘destroying past services or benefits’, unmindful of (services) rendered, ungrate	110	mfs	1.0	estimated
lubDaka	mw	lubDaka#1	lubDaka m. a hunter, MBh. ; Kāv. &c.	110	mfs	1.0	estimated
malaya	mw	malaya#1	malaya m. ( Uṇ. iv, 99 ) N. of a mountain range on the west of Malabar, the western Ghāts (abounding	110	mfs	1.0	estimated
nizkala	mw	nizkala#1	niz—kala mfn. without parts, undivided, Up. ; MBh. &c.	110	mfs	1.0	estimated
pratikUla	mw	pratikUla#1	prati—kUla mf( A )n. ‘against the bank’ ( opp. to anu-kUla , q.v. ), contrary, adverse, opposite, in	110	mfs	1.0	estimated
pratyAKyA	mw	pratyAKyA#2	to refuse, repudiate, reject, ib. &c. &c.;	110	mfs	0.9286	estimated
saMnikarza	mw	saMnikarza#1	saM-nikarza m. drawing near or together, approximation, close contact, nearness, neighbourhood, prox	110	mfs	1.0	estimated
samanta	mw	samanta#1	sa/m-anta mf( A )n. ‘having the ends together’, contiguous, neighbouring, adjacent, RV. ; AV. ; Pañc	110	mfs	0.6667	estimated
snih	mw	snih#1	1. snih cl. 4. P. ( Dhātup. xxvi, 91 ) snihyati ( mc. also ˚te ; occurring only in pres. base; Gr. a	110	mfs	1.0	estimated
upakf	mw	upakf#2	to assist, help, favour, benefit, cause to succeed or prosper, R. ; Mn. ; Megh. &c.;	110	mfs	0.6667	estimated
vyAja	mw	vyAja#1	vy-Aja m. (rarely n. ifc. f( A ). ; fr. vy-√ aYj , to smear over; cf. √ ac ) deceit, fraud, deceptio	110	mfs	1.0	estimated
ajAta	mw	ajAta#1	a/-jAta mfn. unborn, not yet born, not yet developed.	109	mfs	1.0	estimated
akAraRa	mw	akAraRa#1	a-kAraRa mfn. causeless	109	mfs	1.0	estimated
anusArin	mw	anusArin#1	anu-sAraka or anu-sArin , mfn. following, attendant on, according or conformable to	109	mfs	1.0	estimated
ativizA	mw	ativizA#1	ati—vizA f. the plant Aconitum Ferox	109	mfs	1.0	estimated
jIvantI	mw	jIvantI#6	a parasitical plant, L.	109	mfs	1.0	estimated
kroSa	mw	kroSa#2	‘the range of the voice in calling or hallooing’, a measure of distance (an Indian league, commonly 	109	mfs	1.0	estimated
kumBakarRa	mw	kumBakarRa#1	kumBa—karRa m. ‘pot-eared’, N. of a Rākṣasa (the brother of Rāvaṇa , described in R. vi as sleeping 	109	mfs	1.0	estimated
kzapA	mw	kzapA#1	kzapA/ ind. instr. at night, RV.	109	mfs	0.9412	estimated
mfD	mw	mfD#5	a contemner, adversary, foe, RV. ; VS. ; Br.	109	mfs	0.7	estimated
niveSa	mw	niveSa#2	a dwelling-place, habitation of any kind (as a house, camp, palace &c.), RV. ix, 69, 7 ; MBh. ; Kāv.	109	mfs	1.0	estimated
nizAda	mw	nizAda#1	ni-˚zAda/ m. N. of a wild non- Āryan tribe in India (described as hunters, fishermen, robbers &c.), 	109	mfs	0.9062	estimated
pratyAgam	mw	pratyAgam#1	praty-A-√ gam P. -gacCati , to come back again, return, TBr. ; MBh. ; Kāv. &c.;	109	mfs	1.0	estimated
sumna	mw	sumna#2	sumna/ n. benevolence, favour, grace, RV. ; TS.	109	mfs	0.8	estimated
upajIvin	mw	upajIvin#2	living in dependence, dependent, subject, MBh. ; Ragh. ; Rājat. &c.	109	mfs	1.0	estimated
vAcaka	mw	vAcaka#6	a significant sound, word, W.	109	mfs	1.0	estimated
vAruRI	mw	vAruRI#6	a partic. kind of spirit (prepared from hogweed mixed with the juice of the date or palm and distill	109	mfs	0.75	estimated
veDin	mw	veDin#1	veDin mfn. piercing, perforating, hitting (a mark), MBh. ; R.	109	mfs	1.0	estimated
AKu	mw	AKu#2	a mouse, rat	108	mfs	0.8	estimated
Gftavat	mw	Gftavat#2	containing the word Gfta/ (a verse), i f.	108	mfs	1.0	estimated
SrEzWya	mw	SrEzWya#1	SrE/zWya n. ( fr. SrezWa ) superiority, preeminence among ( gen. or comp. ), AV. ; &c.	108	mfs	1.0	estimated
SyAmAka	mw	SyAmAka#1	SyAmA/ka m. a kind of cultivated millet ( Panicum Frumentaceum ; pl. grains of it), VS. &c. &c.	108	mfs	1.0	estimated
apANga	mw	apANga#2	apA Nga m. ( ifc. f( A or I ). ) the outer corner of the eye, Śāk. &c.	108	mfs	1.0	estimated
dustara	mw	dustara#1	dus—tara mfn. ( cf. z-w˚ ) difficult to be passed or overcome, unconquerable, invincible, MBh. ; Kāv	108	mfs	1.0	estimated
ekaDA	mw	ekaDA#2	in one way, together, at once, AV. ; TS. &c., MBh. &c.	108	mfs	0.8571	estimated
kumAraka	mw	kumAraka#2	(also ifc. , e.g. fzi-k˚ , a young Ṛṣi , Śak. ; nAga-k˚ , a young Nāga , Kathās. )	108	mfs	1.0	estimated
lajj	mw	lajj#2	to be ashamed, blush, MBh. ; Kāv. &c.:	108	mfs	1.0	estimated
mArdava	mw	mArdava#3	mArdava n. ( ifc. f( A ). ) softness ( lit. and fig. ), pliancy, weakness, gentleness, kindness, len	108	mfs	1.0	estimated
manojYa	mw	manojYa#2	mano—jYa m. a pleasant spot, Viṣṇ.	108	mfs	0.5833	estimated
nard	mw	nard#2	to bellow, roar, shriek, sound, Br. &c. &c.;	108	mfs	1.0	estimated
raYjana	mw	raYjana#2	( ifc. ) pleasing, charming, rejoicing, delighting, Gīt. ( cf. jana-raYjanI )	108	mfs	0.5	estimated
sOBaga	mw	sOBaga#3	sO/Baga n. ( ifc. f( A ). ) welfare, happiness, wealth, riches, enjoyment, RV.	108	mfs	1.0	estimated
sadASiva	mw	sadASiva#3	sadA—Siva m. N. of Śiva ( -tA f. ), Rājat. ; BhP.	108	mfs	1.0	estimated
siMhAsana	mw	siMhAsana#1	siMhA sana n. ‘lion's-seat’, ‘king's seat’, ‘a throne’, MBh. ; Kāv. &c.	108	mfs	1.0	estimated
snAtaka	mw	snAtaka#1	snAtaka m. one who has bathed or performed ablutions ( i.e. a Brāhman who, after performing the cere	108	mfs	1.0	estimated
taTya	mw	taTya#1	taTya mfn. ‘being really so’, true, MBh. ; R. ; Pañcat.	108	mfs	0.5	estimated
upalip	mw	upalip#1	upa-√ lip P. -limpati , to defile, besmear ( esp. with cow-dung), smear, anoint, ĀśvGṛ. ; ŚāṅkhGṛ. ;	108	mfs	1.0	estimated
vidviz	mw	vidviz#2	( Ā. ) to hate each other mutually, dislike one another, AV. ; KaṭhUp. ; GṛŚrS. :	108	mfs	0.5	estimated
Damani	mw	Damani#2	(also ˚nI ) a pipe or tube, ( esp. ) a canal of the human body, any tubular vessel, as a vein, nerve	107	mfs	1.0	estimated
KAdira	mw	KAdira#1	KAdira/ mf( I/ )n. ( g. palASA di ) made of or coming from the Khadira tree ( Acacia Catechu ), TS. 	107	mfs	1.0	estimated
Silpin	mw	Silpin#2	Silpin m. an artificer, artisan, craftsman, artist, Gaut. ; Mn. ; MBh. &c.	107	mfs	1.0	estimated
aniSam	mw	aniSam#1	a-niSam ind. incessantly, continually.	107	mfs	1.0	estimated
dOrbalya	mw	dOrbalya#1	dOr—ba˚lya n. weakness, impotence, MBh. &c.	107	mfs	1.0	estimated
darada	mw	darada#2	sg. a Darada prince (also ˚d , Rājat. vii, 914 ), MBh. i, 2694 ; Hariv.	107	mfs	1.0	estimated
gARqIvaDanvan	mw	gARqIvaDanvan#1	gARqIva—Danvan m. ‘having Gāṇḍīva for his bow’, Arjuna , MBh. ; Megh. 48 ; Prab. iv, 14.	107	mfs	1.0	estimated
kuwumba	mw	kuwumba#1	kuwumba n. a household, members of a household, family, ChUp. ; Āp. ; Mn. &c.	107	mfs	0.9	estimated
narapati	mw	narapati#1	nara—pati m. ‘ m˚ -lord’, a king, Var. ; Kāv. &c.	107	mfs	1.0	estimated
parAjaya	mw	parAjaya#1	parA—jaya m. the being deprived of or conquered, loss, defeat (also in a lawsuit), MBh. ; Kāv. ; Yāj	107	mfs	0.9091	estimated
pracAra	mw	pracAra#1	pra-˚cAra m. roaming, wandering, Hariv. ( cf. BikzA- )	107	mfs	0.3333	estimated
pulina	mw	pulina#1	pulina m. n. ( g. ardarcA di ) a sandbank, a small island or bank in the middle of a river, an islet	107	mfs	1.0	estimated
rasAtala	mw	rasAtala#1	rasA—tala n. N. of one of the seven hells or regions under the earth, MBh. ; Pur. &c. ( RTL. 102 n. 	107	mfs	0.7	estimated
saMgara	mw	saMgara#2	1. saM-gara/ m. agreeing together, agreement, assent, AV. &c. &c.	107	mfs	0.7	estimated
srazwf	mw	srazwf#3	a creator, the creator of the universe (applied to Brahmā , Śiva &c.), ŚvetUp. ; R. &c.	107	mfs	0.7778	estimated
sulaBa	mw	sulaBa#1	su—laBa mf( A )n. easy to be obtained or effected, easily accessible or attainable, feasible, easy, 	107	mfs	1.0	estimated
upASri	mw	upASri#1	upA -√ Sri P. -Srayati , to lean against, rest on Mn. ;	107	mfs	0.8	estimated
viSoDana	mw	viSoDana#5	purification (in the ritual sense), Mn. ; Yājñ.	107	mfs	0.9	estimated
BraMSa	mw	BraMSa#1	BraMSa m. falling or slipping down or off, Kālid.	106	mfs	0.6667	estimated
codana	mw	codana#1	co/dana mfn. impelling, AV. vii, 116, 1 ( cf. fzi- , eka- , kIri- , brahma- , raDra-co/d˚ )	106	mfs	1.0	estimated
dfzwAnta	mw	dfzwAnta#1	dfzwA nta m. ( n. only, R. ii, 109, 37 ) ‘the end or aim of what is seen’, example, paragon, standar	106	mfs	1.0	estimated
kapilA	mw	kapilA#1	kapilA ( A ), f. a brown cow, Yājñ. i, 205 ; MBh. &c.	106	mfs	0.2222	estimated
kftajYa	mw	kftajYa#2	acknowledging past services or benefits, mindful of former aid or favours, grateful, Mn. ; Yājñ. &c.	106	mfs	1.0	estimated
nirhf	mw	nirhf#1	nir-√ hf P. Ā. -harati , ˚te , to take out or off, draw or pull out, extract from ( abl. ), expel, r	106	mfs	0.7826	estimated
paryaya	mw	paryaya#1	pary-aya m. revolution, lapse, expiration, waste or loss (of time), Mn. ; MBh. &c.	106	mfs	1.0	estimated
prAdurBAva	mw	prAdurBAva#1	prAdur—BAva m. becoming visible or audible, manifestation, appearance (also of a deity on earth), Gṛ	106	mfs	1.0	estimated
prAtihArya	mw	prAtihArya#2	jugglery, working miracles, a miracle, Lalit. ; Kāraṇḍ. ; Divyāv.	106	mfs	1.0	estimated
prasravaRa	mw	prasravaRa#6	a well or spring, Mn. ; Yājñ. ; Ṛtus.	106	mfs	0.4286	estimated
pratiDA	mw	pratiDA#1	prati-√ DA P. Ā. -daDAti , -Datte ( Ved. inf. pra/ti-DAtave ), to put on or in or near or back, retu	106	mfs	1.0	estimated
sOKya	mw	sOKya#1	sOKya n. ( ifc. f( A ). ) welfare, comfort, health, happiness, felicity, enjoyment, Mn. ; MBh. &c.	106	mfs	1.0	estimated
sukumAra	mw	sukumAra#1	su—kumAra mf( I )n. very tender or delicate, MBh. ; R. &c.	106	mfs	0.9524	estimated
viGAta	mw	viGAta#1	vi-GAta m. a stroke, blow with ( comp. ), VarBṛS.	106	mfs	0.3333	estimated
vikzepa	mw	vikzepa#7	inattention, distraction, confusion, perplexity, MaitrUp. ; Yogas. ; Mālatīm.	106	mfs	0.5714	estimated
vitras	mw	vitras#1	vi-√ tras P. -trasati , -trasyati , to tremble, be frightened, MBh. ; Kāv. &c.:	106	mfs	1.0	estimated
Pulla	mw	Pulla#8	Pulla ( prob. ) n. a full-blown flower, KālP.	105	mfs	1.0	estimated
anuvrata	mw	anuvrata#1	a/nu-vrata mfn. devoted to, faithful to, ardently attached to (with gen. or acc. )	105	mfs	1.0	estimated
apasmAra	mw	apasmAra#1	apa-smAra m. epilepsy, falling sickness, Suśr. &c.	105	mfs	1.0	estimated
asaMBava	mw	asaMBava#3	absence of, want, Mn. ; MBh. &c.	105	mfs	0.75	estimated
