rank	lemma_slp1	lemma_iast	model	kind	bucket	core_rank	n_attested_cells	corpus_count	pct	cumulative_pct	lesson
2299	nimeza	nimeṣa	m_a	nominal	a-stems	3189	4	7	0.0009	37.72	4
2300	nftya	nṛtya	n_a	nominal	a-stems	3190	4	8	0.0011	37.73	4
2301	SalAkA	śalākā	f_A	nominal	a-stems	3192	8	45	0.0061	37.73	4
2302	SOnaka	śaunaka	m_a	nominal	a-stems	3194	6	28	0.0038	37.74	4
2303	Sukra	śukra	m_a	nominal	a-stems	3195	11	287	0.0387	37.77	4
2304	Sukra	śukra	n_a	nominal	a-stems	3195	9	312	0.0421	37.82	4
2305	svatantra	svatantra	m_a	nominal	a-stems	3196	2	2	0.0003	37.82	4
2306	uSIra	uśīra	m_a	nominal	a-stems	3197	1	1	0.0001	37.82	4
2307	uSIra	uśīra	n_a	nominal	a-stems	3197	2	3	0.0004	37.82	4
2308	valaya	valaya	m_a	nominal	a-stems	3198	3	10	0.0013	37.82	4
2309	valaya	valaya	n_a	nominal	a-stems	3198	3	14	0.0019	37.82	4
2310	raTaMtara	rathaṃtara	n_a	nominal	a-stems	3203	9	115	0.0155	37.84	4
2311	samBAra	sambhāra	m_a	nominal	a-stems	3204	5	17	0.0023	37.84	4
2312	AyAsa	āyāsa	m_a	nominal	a-stems	3208	3	5	0.0007	37.84	4
2313	dAyAda	dāyāda	m_a	nominal	a-stems	3209	6	29	0.0039	37.84	4
2314	hatyA	hatyā	f_A	nominal	a-stems	3210	4	13	0.0018	37.84	4
2315	mitrAvaruRa	mitrāvaruṇa	m_a	nominal	a-stems	3211	10	383	0.0516	37.9	4
2316	saMsparSa	saṃsparśa	m_a	nominal	a-stems	3214	7	18	0.0024	37.9	4
2317	satkAra	satkāra	m_a	nominal	a-stems	3215	5	24	0.0032	37.9	4
2318	sundara	sundara	m_a	nominal	a-stems	3216	4	7	0.0009	37.9	4
2319	sundara	sundara	n_a	nominal	a-stems	3216	2	5	0.0007	37.9	4
2320	vAyavya	vāyavya	m_a	nominal	a-stems	3220	8	45	0.0061	37.91	4
2321	vAyavya	vāyavya	n_a	nominal	a-stems	3220	7	86	0.0116	37.92	4
2322	aBimAna	abhimāna	m_a	nominal	a-stems	3221	6	14	0.0019	37.92	4
2323	karuRA	karuṇā	f_A	nominal	a-stems	3227	5	29	0.0039	37.93	4
2324	kOtUhala	kautūhala	n_a	nominal	a-stems	3228	1	1	0.0001	37.93	4
2325	mfgayA	mṛgayā	f_A	nominal	a-stems	3230	4	13	0.0018	37.93	4
2326	pradyumna	pradyumna	m_a	nominal	a-stems	3231	4	15	0.002	37.93	4
2327	samUha	samūha	m_a	nominal	a-stems	3234	6	13	0.0018	37.93	4
2328	ulUka	ulūka	m_a	nominal	a-stems	3235	7	16	0.0022	37.93	4
2329	vakra	vakra	m_a	nominal	a-stems	3236	7	23	0.0031	37.94	4
2330	vakra	vakra	n_a	nominal	a-stems	3236	4	11	0.0015	37.94	4
2331	aDyakza	adhyakṣa	m_a	nominal	a-stems	3239	12	75	0.0101	37.95	4
2332	durmada	durmada	m_a	nominal	a-stems	3243	9	22	0.003	37.95	4
2333	gaRqa	gaṇḍa	m_a	nominal	a-stems	3244	3	5	0.0007	37.95	4
2334	gaRqa	gaṇḍa	n_a	nominal	a-stems	3244	2	4	0.0005	37.95	4
2335	harzaRa	harṣaṇa	m_a	nominal	a-stems	3245	3	6	0.0008	37.95	4
2336	harzaRa	harṣaṇa	n_a	nominal	a-stems	3245	2	4	0.0005	37.95	4
2337	kampa	kampa	m_a	nominal	a-stems	3246	2	4	0.0005	37.95	4
2338	maKa	makha	m_a	nominal	a-stems	3247	11	94	0.0127	37.97	4
2339	manmaTa	manmatha	m_a	nominal	a-stems	3248	5	9	0.0012	37.97	4
2340	niKila	nikhila	m_a	nominal	a-stems	3249	4	6	0.0008	37.97	4
2341	niKila	nikhila	n_a	nominal	a-stems	3249	3	5	0.0007	37.97	4
2342	nindA	nindā	f_A	nominal	a-stems	3250	3	9	0.0012	37.97	4
2343	pradIpa	pradīpa	m_a	nominal	a-stems	3251	8	27	0.0036	37.98	4
2344	svacCa	svaccha	m_a	nominal	a-stems	3253	1	1	0.0001	37.98	4
2345	svacCa	svaccha	n_a	nominal	a-stems	3253	1	1	0.0001	37.98	4
2346	uttAna	uttāna	m_a	nominal	a-stems	3254	11	80	0.0108	37.99	4
2347	uttAna	uttāna	n_a	nominal	a-stems	3254	5	72	0.0097	38.0	4
2348	caya	caya	m_a	nominal	a-stems	3257	4	7	0.0009	38.0	4
2349	caya	caya	n_a	nominal	a-stems	3257	1	1	0.0001	38.0	4
2350	guhya	guhya	m_a	nominal	a-stems	3259	3	25	0.0034	38.0	4
2351	guhya	guhya	n_a	nominal	a-stems	3259	9	51	0.0069	38.01	4
2352	mArjAra	mārjāra	m_a	nominal	a-stems	3260	7	10	0.0013	38.01	4
2353	nyUna	nyūna	m_a	nominal	a-stems	3261	6	37	0.005	38.01	4
2354	nyUna	nyūna	n_a	nominal	a-stems	3261	4	45	0.0061	38.02	4
2355	praBUta	prabhūta	m_a	nominal	a-stems	3262	5	31	0.0042	38.02	4
2356	praBUta	prabhūta	n_a	nominal	a-stems	3262	5	42	0.0057	38.03	4
2357	pratizeDa	pratiṣedha	m_a	nominal	a-stems	3263	8	62	0.0084	38.04	4
2358	puraHsara	puraḥsara	m_a	nominal	a-stems	3264	5	18	0.0024	38.04	4
2359	puraHsara	puraḥsara	n_a	nominal	a-stems	3264	4	12	0.0016	38.04	4
2360	zaqguRa	ṣaḍguṇa	m_a	nominal	a-stems	3265	1	1	0.0001	38.04	4
2361	samavAya	samavāya	m_a	nominal	a-stems	3266	4	17	0.0023	38.04	4
2362	SikzA	śikṣā	f_A	nominal	a-stems	3268	5	16	0.0022	38.05	4
2363	varA	varā	f_A	nominal	a-stems	3270	1	1	0.0001	38.05	4
2364	vfka	vṛka	m_a	nominal	a-stems	3271	12	66	0.0089	38.06	4
2365	yuyuDAna	yuyudhāna	m_a	nominal	a-stems	3272	2	2	0.0003	38.06	4
2366	DArA	dhārā	f_A	nominal	a-stems	3274	15	323	0.0435	38.1	4
2367	kftyA	kṛtyā	f_A	nominal	a-stems	3277	7	105	0.0142	38.11	4
2368	patana	patana	n_a	nominal	a-stems	3281	4	10	0.0013	38.11	4
2369	sahaja	sahaja	m_a	nominal	a-stems	3284	1	2	0.0003	38.12	4
2370	sahaja	sahaja	n_a	nominal	a-stems	3284	4	4	0.0005	38.12	4
2371	uda	uda	n_a	nominal	a-stems	3285	2	3	0.0004	38.12	4
2372	vasudeva	vasudeva	m_a	nominal	a-stems	3287	9	47	0.0063	38.12	4
2373	vfnda	vṛnda	m_a	nominal	a-stems	3289	3	6	0.0008	38.12	4
2374	vfnda	vṛnda	n_a	nominal	a-stems	3289	5	11	0.0015	38.12	4
2375	adarSana	adarśana	m_a	nominal	a-stems	3290	1	1	0.0001	38.12	4
2376	adarSana	adarśana	n_a	nominal	a-stems	3290	5	30	0.004	38.13	4
2377	anDakAra	andhakāra	m_a	nominal	a-stems	3291	8	25	0.0034	38.13	4
2378	anDakAra	andhakāra	n_a	nominal	a-stems	3291	2	22	0.003	38.14	4
2379	aNkuSa	aṅkuśa	m_a	nominal	a-stems	3292	4	7	0.0009	38.14	4
2380	goDUma	godhūma	m_a	nominal	a-stems	3295	5	11	0.0015	38.14	4
2381	rasAyana	rasāyana	m_a	nominal	a-stems	3296	3	5	0.0007	38.14	4
2382	rasAyana	rasāyana	n_a	nominal	a-stems	3296	5	13	0.0018	38.14	4
2383	sAttvika	sāttvika	m_a	nominal	a-stems	3298	2	3	0.0004	38.14	4
2384	sAttvika	sāttvika	n_a	nominal	a-stems	3298	2	6	0.0008	38.14	4
2385	SyAmA	śyāmā	f_A	nominal	a-stems	3299	1	1	0.0001	38.14	4
2386	vAyasa	vāyasa	m_a	nominal	a-stems	3300	5	6	0.0008	38.14	4
2387	viveka	viveka	m_a	nominal	a-stems	3301	6	21	0.0028	38.14	4
2388	aDomuKa	adhomukha	m_a	nominal	a-stems	3302	6	11	0.0015	38.15	4
2389	aDomuKa	adhomukha	n_a	nominal	a-stems	3302	2	6	0.0008	38.15	4
2390	bAlA	bālā	f_A	nominal	a-stems	3303	3	8	0.0011	38.15	4
2391	jImUta	jīmūta	m_a	nominal	a-stems	3304	4	10	0.0013	38.15	4
2392	kAla	kāla	m_a	nominal	a-stems	3305	16	1085	0.1463	38.3	4
2393	kAla	kāla	n_a	nominal	a-stems	3305	3	401	0.0541	38.35	4
2394	kaNka	kaṅka	m_a	nominal	a-stems	3307	1	1	0.0001	38.35	4
2395	parokza	parokṣa	m_a	nominal	a-stems	3308	6	93	0.0125	38.36	4
2396	parokza	parokṣa	n_a	nominal	a-stems	3308	5	144	0.0194	38.38	4
2397	pativratA	pativratā	f_A	nominal	a-stems	3309	4	17	0.0023	38.38	4
2398	pawwa	paṭṭa	m_a	nominal	a-stems	3310	7	13	0.0018	38.39	4
2399	rA	rā	f_A	nominal	a-stems	3311	1	5	0.0007	38.39	4
2400	apAya	apāya	m_a	nominal	a-stems	3318	7	14	0.0019	38.39	4
2401	aSudDa	aśuddha	m_a	nominal	a-stems	3319	1	2	0.0003	38.39	4
2402	cIra	cīra	n_a	nominal	a-stems	3320	5	13	0.0018	38.39	4
2403	dvAdaSa	dvādaśa	m_a	nominal	a-stems	3321	11	46	0.0062	38.4	4
2404	dvAdaSa	dvādaśa	n_a	nominal	a-stems	3321	5	26	0.0035	38.4	4
2405	pAvana	pāvana	m_a	nominal	a-stems	3322	3	18	0.0024	38.4	4
2406	pAvana	pāvana	n_a	nominal	a-stems	3322	6	23	0.0031	38.41	4
2407	vArzika	vārṣika	m_a	nominal	a-stems	3326	8	37	0.005	38.41	4
2408	vArzika	vārṣika	n_a	nominal	a-stems	3326	3	44	0.0059	38.42	4
2409	vicAra	vicāra	m_a	nominal	a-stems	3327	7	18	0.0024	38.42	4
2410	antya	antya	m_a	nominal	a-stems	3328	11	55	0.0074	38.43	4
2411	antya	antya	n_a	nominal	a-stems	3328	10	64	0.0086	38.44	4
2412	anukUla	anukūla	m_a	nominal	a-stems	3329	4	12	0.0016	38.44	4
2413	anukUla	anukūla	n_a	nominal	a-stems	3329	3	9	0.0012	38.44	4
2414	apUrva	apūrva	m_a	nominal	a-stems	3331	3	14	0.0019	38.44	4
2415	apUrva	apūrva	n_a	nominal	a-stems	3331	5	27	0.0036	38.44	4
2416	kleda	kleda	m_a	nominal	a-stems	3334	1	1	0.0001	38.44	4
2417	kzuDA	kṣudhā	f_A	nominal	a-stems	3335	2	2	0.0003	38.44	4
2418	puzya	puṣya	m_a	nominal	a-stems	3338	3	8	0.0011	38.45	4
2419	puzya	puṣya	n_a	nominal	a-stems	3338	3	8	0.0011	38.45	4
2420	upakAra	upakāra	m_a	nominal	a-stems	3342	9	19	0.0026	38.45	4
2421	yaTezwa	yatheṣṭa	n_a	nominal	a-stems	3343	2	2	0.0003	38.45	4
2422	asaMKyeya	asaṃkhyeya	m_a	nominal	a-stems	3344	4	14	0.0019	38.45	4
2423	asaMKyeya	asaṃkhyeya	n_a	nominal	a-stems	3344	3	10	0.0013	38.45	4
2424	DAraRA	dhāraṇā	f_A	nominal	a-stems	3346	4	12	0.0016	38.45	4
2425	drOpadeya	draupadeya	m_a	nominal	a-stems	3347	1	2	0.0003	38.45	4
2426	GAta	ghāta	m_a	nominal	a-stems	3348	7	13	0.0018	38.46	4
2427	kola	kola	n_a	nominal	a-stems	3349	1	1	0.0001	38.46	4
2428	prayAga	prayāga	m_a	nominal	a-stems	3351	2	3	0.0004	38.46	4
2429	ramaRIya	ramaṇīya	m_a	nominal	a-stems	3352	1	2	0.0003	38.46	4
2430	ramaRIya	ramaṇīya	n_a	nominal	a-stems	3352	4	14	0.0019	38.46	4
2431	sPIta	sphīta	m_a	nominal	a-stems	3353	3	11	0.0015	38.46	4
2432	sPIta	sphīta	n_a	nominal	a-stems	3353	3	9	0.0012	38.46	4
2433	stoka	stoka	m_a	nominal	a-stems	3354	9	54	0.0073	38.47	4
2434	stoka	stoka	n_a	nominal	a-stems	3354	4	23	0.0031	38.47	4
2435	viniScaya	viniścaya	m_a	nominal	a-stems	3356	3	5	0.0007	38.47	4
2436	AQaka	āḍhaka	n_a	nominal	a-stems	3358	2	5	0.0007	38.47	4
2437	ayukta	ayukta	m_a	nominal	a-stems	3360	3	8	0.0011	38.47	4
2438	ayukta	ayukta	n_a	nominal	a-stems	3360	3	11	0.0015	38.48	4
2439	bAlya	bālya	n_a	nominal	a-stems	3361	4	27	0.0036	38.48	4
2440	grAmya	grāmya	m_a	nominal	a-stems	3363	10	87	0.0117	38.49	4
2441	grAmya	grāmya	n_a	nominal	a-stems	3363	5	24	0.0032	38.49	4
2442	kftakftya	kṛtakṛtya	m_a	nominal	a-stems	3364	3	5	0.0007	38.49	4
2443	Sibira	śibira	m_a	nominal	a-stems	3368	1	1	0.0001	38.5	4
2444	Sibira	śibira	n_a	nominal	a-stems	3368	1	1	0.0001	38.5	4
2445	sTErya	sthairya	n_a	nominal	a-stems	3369	3	4	0.0005	38.5	4
2446	Una	ūna	m_a	nominal	a-stems	3370	4	14	0.0019	38.5	4
2447	Una	ūna	n_a	nominal	a-stems	3370	4	42	0.0057	38.5	4
2448	vAmadeva	vāmadeva	m_a	nominal	a-stems	3371	4	17	0.0023	38.51	4
2449	vimuKa	vimukha	m_a	nominal	a-stems	3372	6	23	0.0031	38.51	4
2450	daSA	daśā	f_A	nominal	a-stems	3374	6	20	0.0027	38.51	4
2451	haritAla	haritāla	n_a	nominal	a-stems	3377	1	1	0.0001	38.51	4
2452	kalaha	kalaha	m_a	nominal	a-stems	3378	6	14	0.0019	38.51	4
2453	kalaha	kalaha	n_a	nominal	a-stems	3378	2	6	0.0008	38.51	4
2454	kokila	kokila	m_a	nominal	a-stems	3379	1	1	0.0001	38.51	4
2455	marta	marta	m_a	nominal	a-stems	3381	11	85	0.0115	38.53	4
2456	nipuRa	nipuṇa	m_a	nominal	a-stems	3382	6	7	0.0009	38.53	4
2457	nipuRa	nipuṇa	n_a	nominal	a-stems	3382	1	2	0.0003	38.53	4
2458	suBadrA	subhadrā	f_A	nominal	a-stems	3387	2	2	0.0003	38.53	4
2459	svAtantrya	svātantrya	n_a	nominal	a-stems	3388	4	6	0.0008	38.53	4
2460	atiSaya	atiśaya	m_a	nominal	a-stems	3389	5	14	0.0019	38.53	4
2461	atiSaya	atiśaya	n_a	nominal	a-stems	3389	1	6	0.0008	38.53	4
2462	avakASa	avakāśa	m_a	nominal	a-stems	3390	9	66	0.0089	38.54	4
2463	BEzajya	bhaiṣajya	n_a	nominal	a-stems	3391	9	44	0.0059	38.55	4
2464	jAmbUnada	jāmbūnada	n_a	nominal	a-stems	3393	1	1	0.0001	38.55	4
2465	parIkzA	parīkṣā	f_A	nominal	a-stems	3395	4	31	0.0042	38.55	4
2466	pftanA	pṛtanā	f_A	nominal	a-stems	3397	3	115	0.0155	38.57	4
2467	SarmizWA	śarmiṣṭhā	f_A	nominal	a-stems	3401	2	5	0.0007	38.57	4
2468	tanayA	tanayā	f_A	nominal	a-stems	3402	6	39	0.0053	38.57	4
2469	utsuka	utsuka	m_a	nominal	a-stems	3404	6	37	0.005	38.58	4
2470	utsuka	utsuka	n_a	nominal	a-stems	3404	1	4	0.0005	38.58	4
2471	vilAsa	vilāsa	m_a	nominal	a-stems	3407	6	9	0.0012	38.58	4
2472	vivara	vivara	m_a	nominal	a-stems	3408	2	11	0.0015	38.58	4
2473	vivara	vivara	n_a	nominal	a-stems	3408	6	29	0.0039	38.58	4
2474	acira	acira	m_a	nominal	a-stems	3409	1	5	0.0007	38.58	4
2475	acira	acira	n_a	nominal	a-stems	3409	1	5	0.0007	38.58	4
2476	Bramara	bhramara	m_a	nominal	a-stems	3411	2	2	0.0003	38.59	4
2477	kukkuwa	kukkuṭa	m_a	nominal	a-stems	3413	1	2	0.0003	38.59	4
2478	pralApa	pralāpa	m_a	nominal	a-stems	3414	5	7	0.0009	38.59	4
2479	praSama	praśama	m_a	nominal	a-stems	3415	4	10	0.0013	38.59	4
2480	pUruza	pūruṣa	m_a	nominal	a-stems	3417	9	87	0.0117	38.6	4
2481	smaraRa	smaraṇa	n_a	nominal	a-stems	3421	8	38	0.0051	38.6	4
2482	udumbara	udumbara	m_a	nominal	a-stems	3422	9	74	0.01	38.61	4
2483	udumbara	udumbara	n_a	nominal	a-stems	3422	1	1	0.0001	38.61	4
2484	uzRa	uṣṇa	m_a	nominal	a-stems	3423	9	72	0.0097	38.62	4
2485	uzRa	uṣṇa	n_a	nominal	a-stems	3423	6	86	0.0116	38.64	4
2486	aDIna	adhīna	m_a	nominal	a-stems	3428	4	18	0.0024	38.64	4
2487	aDIna	adhīna	n_a	nominal	a-stems	3428	2	4	0.0005	38.64	4
2488	ajA	ajā	f_A	nominal	a-stems	3429	11	83	0.0112	38.65	4
2489	kAzWA	kāṣṭhā	f_A	nominal	a-stems	3431	6	29	0.0039	38.65	4
2490	viraTa	viratha	m_a	nominal	a-stems	3434	4	5	0.0007	38.65	4
2491	vrAta	vrāta	m_a	nominal	a-stems	3435	8	18	0.0024	38.66	4
2492	arRava	arṇava	m_a	nominal	a-stems	3436	12	89	0.012	38.67	4
2493	arRava	arṇava	n_a	nominal	a-stems	3436	2	49	0.0066	38.68	4
2494	brahmavarcasa	brahmavarcasa	n_a	nominal	a-stems	3437	7	309	0.0417	38.72	4
2495	duHsaha	duḥsaha	m_a	nominal	a-stems	3438	2	8	0.0011	38.72	4
2496	duHsaha	duḥsaha	n_a	nominal	a-stems	3438	2	10	0.0013	38.72	4
2497	harita	harita	m_a	nominal	a-stems	3440	7	32	0.0043	38.72	4
2498	harita	harita	n_a	nominal	a-stems	3440	6	27	0.0036	38.73	4
2499	karaYja	karañja	m_a	nominal	a-stems	3442	1	1	0.0001	38.73	4
2500	kOtuka	kautuka	n_a	nominal	a-stems	3443	8	47	0.0063	38.73	4
2501	kzoBa	kṣobha	m_a	nominal	a-stems	3444	7	11	0.0015	38.74	4
2502	meza	meṣa	m_a	nominal	a-stems	3445	9	48	0.0065	38.74	4
2503	pataMga	pataṃga	m_a	nominal	a-stems	3448	7	9	0.0012	38.74	4
2504	pUrRa	pūrṇa	m_a	nominal	a-stems	3451	8	115	0.0155	38.76	4
2505	pUrRa	pūrṇa	n_a	nominal	a-stems	3451	1	16	0.0022	38.76	4
2506	pUrvAhRa	pūrvāhṇa	m_a	nominal	a-stems	3452	5	83	0.0112	38.77	4
2507	SaSa	śaśa	m_a	nominal	a-stems	3454	3	5	0.0007	38.77	4
2508	somaka	somaka	m_a	nominal	a-stems	3456	5	7	0.0009	38.77	4
2509	somya	somya	m_a	nominal	a-stems	3457	9	65	0.0088	38.78	4
2510	somya	somya	n_a	nominal	a-stems	3457	6	66	0.0089	38.79	4
2511	tArkzya	tārkṣya	m_a	nominal	a-stems	3458	6	26	0.0035	38.8	4
2512	tArkzya	tārkṣya	n_a	nominal	a-stems	3458	2	22	0.003	38.8	4
2513	ADipatya	ādhipatya	n_a	nominal	a-stems	3464	7	188	0.0253	38.82	4
2514	jarAsaMDa	jarāsaṃdha	m_a	nominal	a-stems	3469	5	29	0.0039	38.83	4
2515	Kecara	khecara	m_a	nominal	a-stems	3472	3	4	0.0005	38.83	4
2516	saMnyAsa	saṃnyāsa	m_a	nominal	a-stems	3476	5	10	0.0013	38.83	4
2517	yUpa	yūpa	m_a	nominal	a-stems	3480	12	310	0.0418	38.87	4
2518	aSakya	aśakya	m_a	nominal	a-stems	3481	1	2	0.0003	38.87	4
2519	aSakya	aśakya	n_a	nominal	a-stems	3481	1	3	0.0004	38.87	4
2520	cAndrAyaRa	cāndrāyaṇa	m_a	nominal	a-stems	3484	1	1	0.0001	38.87	4
2521	cAndrAyaRa	cāndrāyaṇa	n_a	nominal	a-stems	3484	4	17	0.0023	38.87	4
2522	DUrta	dhūrta	m_a	nominal	a-stems	3485	7	19	0.0026	38.88	4
2523	lopa	lopa	m_a	nominal	a-stems	3488	8	77	0.0104	38.89	4
2524	mAmaka	māmaka	m_a	nominal	a-stems	3489	4	15	0.002	38.89	4
2525	mAmaka	māmaka	n_a	nominal	a-stems	3489	3	11	0.0015	38.89	4
2526	padArTa	padārtha	m_a	nominal	a-stems	3490	9	23	0.0031	38.89	4
2527	udAna	udāna	m_a	nominal	a-stems	3495	16	171	0.0231	38.92	4
2528	aNgada	aṅgada	m_a	nominal	a-stems	3499	3	10	0.0013	38.92	4
2529	aNgada	aṅgada	n_a	nominal	a-stems	3499	2	6	0.0008	38.92	4
2530	avamAna	avamāna	m_a	nominal	a-stems	3501	2	4	0.0005	38.92	4
2531	Danada	dhanada	m_a	nominal	a-stems	3502	3	6	0.0008	38.92	4
2532	jAmadagnya	jāmadagnya	m_a	nominal	a-stems	3503	6	9	0.0012	38.92	4
2533	japya	japya	m_a	nominal	a-stems	3504	1	1	0.0001	38.92	4
2534	japya	japya	n_a	nominal	a-stems	3504	1	1	0.0001	38.92	4
2535	krOYca	krauñca	m_a	nominal	a-stems	3505	1	1	0.0001	38.92	4
2536	krOYca	krauñca	n_a	nominal	a-stems	3505	2	3	0.0004	38.92	4
2537	paryaNka	paryaṅka	m_a	nominal	a-stems	3508	5	28	0.0038	38.93	4
2538	pulastya	pulastya	m_a	nominal	a-stems	3509	2	2	0.0003	38.93	4
2539	utsaNga	utsaṅga	m_a	nominal	a-stems	3511	4	25	0.0034	38.93	4
2540	utsaNga	utsaṅga	n_a	nominal	a-stems	3511	2	7	0.0009	38.93	4
2541	akAma	akāma	m_a	nominal	a-stems	3514	6	10	0.0013	38.93	4
2542	Darmaputra	dharmaputra	m_a	nominal	a-stems	3518	1	1	0.0001	38.93	4
2543	GrARa	ghrāṇa	m_a	nominal	a-stems	3519	2	4	0.0005	38.93	4
2544	GrARa	ghrāṇa	n_a	nominal	a-stems	3519	3	8	0.0011	38.93	4
2545	janana	janana	m_a	nominal	a-stems	3520	5	21	0.0028	38.94	4
2546	janana	janana	n_a	nominal	a-stems	3520	6	32	0.0043	38.94	4
2547	kiraRa	kiraṇa	m_a	nominal	a-stems	3521	5	13	0.0018	38.94	4
2548	leKana	lekhana	n_a	nominal	a-stems	3523	2	2	0.0003	38.94	4
2549	nilaya	nilaya	m_a	nominal	a-stems	3524	6	12	0.0016	38.94	4
2550	nipAta	nipāta	m_a	nominal	a-stems	3525	11	24	0.0032	38.95	4
2551	pInasa	pīnasa	m_a	nominal	a-stems	3527	1	3	0.0004	38.95	4
2552	prahlAda	prahlāda	m_a	nominal	a-stems	3528	3	6	0.0008	38.95	4
2553	rAjasUya	rājasūya	m_a	nominal	a-stems	3530	8	68	0.0092	38.96	4
2554	rAjasUya	rājasūya	n_a	nominal	a-stems	3530	1	12	0.0016	38.96	4
2555	sadBAva	sadbhāva	m_a	nominal	a-stems	3531	6	14	0.0019	38.96	4
2556	savarRa	savarṇa	m_a	nominal	a-stems	3534	5	14	0.0019	38.96	4
2557	savarRa	savarṇa	n_a	nominal	a-stems	3534	2	8	0.0011	38.96	4
2558	tUrya	tūrya	m_a	nominal	a-stems	3536	1	4	0.0005	38.97	4
2559	tUrya	tūrya	n_a	nominal	a-stems	3536	6	32	0.0043	38.97	4
2560	Amra	āmra	m_a	nominal	a-stems	3538	1	1	0.0001	38.97	4
2561	Asura	āsura	m_a	nominal	a-stems	3539	8	38	0.0051	38.97	4
2562	Asura	āsura	n_a	nominal	a-stems	3539	2	8	0.0011	38.98	4
2563	cAmara	cāmara	m_a	nominal	a-stems	3541	3	7	0.0009	38.98	4
2564	cAmara	cāmara	n_a	nominal	a-stems	3541	6	14	0.0019	38.98	4
2565	dvArakA	dvārakā	f_A	nominal	a-stems	3542	3	23	0.0031	38.98	4
2566	kaYcuka	kañcuka	m_a	nominal	a-stems	3543	3	5	0.0007	38.98	4
2567	kaYcuka	kañcuka	n_a	nominal	a-stems	3543	2	4	0.0005	38.98	4
2568	kaTana	kathana	n_a	nominal	a-stems	3544	3	3	0.0004	38.98	4
2569	kiMSuka	kiṃśuka	m_a	nominal	a-stems	3546	1	8	0.0011	38.98	4
2570	kiMSuka	kiṃśuka	n_a	nominal	a-stems	3546	1	2	0.0003	38.98	4
2571	lAja	lāja	m_a	nominal	a-stems	3547	4	53	0.0071	38.99	4
2572	lAja	lāja	n_a	nominal	a-stems	3547	1	6	0.0008	38.99	4
2573	piSita	piśita	n_a	nominal	a-stems	3548	4	19	0.0026	39.0	4
2574	SOrya	śaurya	n_a	nominal	a-stems	3550	4	6	0.0008	39.0	4
2575	talpa	talpa	m_a	nominal	a-stems	3554	6	26	0.0035	39.0	4
2576	vijayA	vijayā	f_A	nominal	a-stems	3555	1	1	0.0001	39.0	4
2577	AdeSa	ādeśa	m_a	nominal	a-stems	3557	8	59	0.008	39.01	4
2578	alABa	alābha	m_a	nominal	a-stems	3558	4	31	0.0042	39.01	4
2579	apara	apara	m_a	nominal	a-stems	3559	17	708	0.0954	39.11	4
2580	apara	apara	n_a	nominal	a-stems	3559	8	987	0.1331	39.24	4
2581	BArata	bhārata	m_a	nominal	a-stems	3561	6	125	0.0169	39.26	4
2582	BArata	bhārata	n_a	nominal	a-stems	3561	2	7	0.0009	39.26	4
2583	koRa	koṇa	m_a	nominal	a-stems	3565	5	10	0.0013	39.26	4
2584	kuwaja	kuṭaja	m_a	nominal	a-stems	3566	1	1	0.0001	39.26	4
2585	maDyAhna	madhyāhna	m_a	nominal	a-stems	3567	1	10	0.0013	39.26	4
2586	nAsatya	nāsatya	m_a	nominal	a-stems	3568	5	11	0.0015	39.26	4
2587	sOvarcala	sauvarcala	n_a	nominal	a-stems	3570	1	1	0.0001	39.26	4
2588	avasAna	avasāna	n_a	nominal	a-stems	3577	8	68	0.0092	39.27	4
2589	brAhmaRa	brāhmaṇa	m_a	nominal	a-stems	3581	18	1527	0.2059	39.48	4
2590	brAhmaRa	brāhmaṇa	n_a	nominal	a-stems	3581	13	1085	0.1463	39.62	4
2591	ganDamAdana	gandhamādana	m_a	nominal	a-stems	3582	2	6	0.0008	39.62	4
2592	hAsa	hāsa	m_a	nominal	a-stems	3583	7	19	0.0026	39.63	4
2593	Kura	khura	m_a	nominal	a-stems	3585	4	7	0.0009	39.63	4
2594	kunda	kunda	m_a	nominal	a-stems	3586	1	1	0.0001	39.63	4
2595	nagna	nagna	m_a	nominal	a-stems	3588	3	18	0.0024	39.63	4
2596	nagna	nagna	n_a	nominal	a-stems	3588	1	4	0.0005	39.63	4
2597	nUpura	nūpura	m_a	nominal	a-stems	3589	5	21	0.0028	39.63	4
2598	nUpura	nūpura	n_a	nominal	a-stems	3589	6	33	0.0044	39.64	4
2599	parityAga	parityāga	m_a	nominal	a-stems	3590	4	32	0.0043	39.64	4
2600	SArIra	śārīra	m_a	nominal	a-stems	3592	4	8	0.0011	39.64	4
2601	SArIra	śārīra	n_a	nominal	a-stems	3592	1	4	0.0005	39.64	4
2602	Silpa	śilpa	m_a	nominal	a-stems	3593	2	2	0.0003	39.64	4
2603	Silpa	śilpa	n_a	nominal	a-stems	3593	8	82	0.0111	39.66	4
2604	SoBA	śobhā	f_A	nominal	a-stems	3594	6	23	0.0031	39.66	4
2605	utTAna	utthāna	m_a	nominal	a-stems	3595	1	1	0.0001	39.66	4
2606	utTAna	utthāna	n_a	nominal	a-stems	3595	7	41	0.0055	39.66	4
2607	vyaYjana	vyañjana	m_a	nominal	a-stems	3596	4	7	0.0009	39.67	4
2608	vyaYjana	vyañjana	n_a	nominal	a-stems	3596	7	42	0.0057	39.67	4
2609	agraja	agraja	m_a	nominal	a-stems	3598	7	17	0.0023	39.67	4
