rank	rule	category	count	pct	cumulative_pct	family_size	priority	lesson
1822	agniḥ l → 'gnir l	visarga	3	0.001	99.8	12	3.1	10
1823	agniḥ e → 'gnir e	visarga	3	0.001	99.8	12	3.1	10
1824	asmin v → e v	consonant / other	4	0.001	99.8	6	3.1	10
1825	a ś → u ś	consonant / other	4	0.001	99.8	6	3.1	10
1826	s p → n p	consonant / other	4	0.001	99.8	6	3.1	10
1827	a b → e b	consonant / other	4	0.001	99.8	6	3.1	10
1828	s k → n k	consonant / other	4	0.001	99.81	6	3.1	10
1829	yāḥ i → er i	visarga	3	0.001	99.81	11	3.1	10
1830	ūḥ ā → ur ā	visarga	3	0.001	99.81	11	3.1	10
1831	ūḥ bh → ur bh	visarga	3	0.001	99.81	11	3.1	10
1832	m apaḥ → m āpas	visarga	3	0.001	99.81	11	3.1	10
1833	ntaḥ dh → to dh	visarga	3	0.001	99.81	10	3.1	10
1834	ṭ b → ḍ b	consonant / other	4	0.001	99.81	5	3.0	10
1835	ś c → k c	consonant / other	4	0.001	99.81	5	3.0	10
1836	a p → ī p	consonant / other	4	0.001	99.81	5	3.0	10
1837	e ś → astava ś	consonant / other	4	0.001	99.81	5	3.0	10
1838	ṭ e → ḍ e	consonant / other	4	0.001	99.81	5	3.0	10
1839	j y → ḍ y	consonant / other	4	0.001	99.81	5	3.0	10
1840	anyat ā → 'nyad ā	consonant / other	4	0.001	99.81	5	3.0	10
1841	ṭ r → ḍ r	consonant / other	4	0.001	99.81	5	3.0	10
1842	ṭ i → ḍ i	consonant / other	4	0.001	99.81	5	3.0	10
1843	anyat v → 'nyad v	consonant / other	4	0.001	99.82	5	3.0	10
1844	tyaḥ g → ntyo g	visarga	3	0.001	99.82	9	3.0	10
1845	tyaḥ a → ntyo '	visarga	3	0.001	99.82	9	3.0	10
1846	tyaḥ h → ntyo h	visarga	3	0.001	99.82	9	3.0	10
1847	tyaḥ bh → ntyo bh	visarga	3	0.001	99.82	9	3.0	10
1848	tyaḥ r → ntyo r	visarga	3	0.001	99.82	9	3.0	10
1849	āḥ v → e v	visarga	3	0.001	99.82	8	3.0	10
1850	naḥ d → 'smākaṃ d	visarga	3	0.001	99.82	8	3.0	10
1851	a arjunaḥ → o 'rjuno	visarga	3	0.001	99.82	8	3.0	10
1852	naḥ l → ṇo l	visarga	3	0.001	99.82	8	3.0	10
1853	naḥ r → ṇo r	visarga	3	0.001	99.82	8	3.0	10
1854	āḥ a → e '	visarga	3	0.001	99.82	8	3.0	10
1855	a a → āv a	vowel coalescence	3	0.001	99.82	1	3.0	10
1856	i → ad i	vowel coalescence	3	0.001	99.82	1	3.0	10
1857	ā a → y a	vowel coalescence	3	0.001	99.82	1	3.0	10
1858	ī a → yā	vowel coalescence	3	0.001	99.82	1	3.0	10
1859	i a → yā	vowel coalescence	3	0.001	99.82	1	3.0	10
1860	e → m e	vowel coalescence	3	0.001	99.82	1	3.0	10
1861	ñcam p → k p	consonant / other	4	0.001	99.82	4	3.0	10
1862	dh s → t s	consonant / other	4	0.001	99.83	4	3.0	10
1863	ñcam k → k k	consonant / other	4	0.001	99.83	4	3.0	10
1864	_ ś → dhanuṣī ś	consonant / other	4	0.001	99.83	4	3.0	10
1865	e bh → rastava bh	consonant / other	4	0.001	99.83	4	3.0	10
1866	yām k → i k	consonant / other	4	0.001	99.83	4	3.0	10
1867	_ s → dhanuṣī s	consonant / other	4	0.001	99.83	4	3.0	10
1868	apaśyat u → 'paśyad u	consonant / other	4	0.001	99.83	4	3.0	10
1869	iḥ n → ī n	visarga	3	0.001	99.83	7	3.0	10
1870	iḥ m → ī m	visarga	3	0.001	99.83	7	3.0	10
1871	uḥ d → vī d	visarga	3	0.001	99.83	7	3.0	10
1872	anyaḥ bh → 'nyo bh	visarga	3	0.001	99.83	7	3.0	10
1873	uḥ c → vī c	visarga	3	0.001	99.83	7	3.0	10
1874	uḥ v → vī v	visarga	3	0.001	99.83	7	3.0	10
1875	anyaḥ y → 'nyo y	visarga	3	0.001	99.83	7	3.0	10
1876	āḥ p → asī p	visarga	3	0.001	99.83	6	2.9	10
1877	āḥ y → asī y	visarga	3	0.001	99.83	6	2.9	10
1878	ḥ bh → stair bh	visarga	3	0.001	99.83	6	2.9	10
1879	ḥ n → stair n	visarga	3	0.001	99.84	6	2.9	10
1880	āḥ b → asī b	visarga	3	0.001	99.84	6	2.9	10
1881	ḥ m → stair m	visarga	3	0.001	99.84	6	2.9	10
1882	ebhiḥ n → air n	visarga	3	0.001	99.84	6	2.9	10
1883	ebhiḥ ā → air ā	visarga	3	0.001	99.84	6	2.9	10
1884	arjunaḥ j → 'rjuno j	visarga	3	0.001	99.84	6	2.9	10
1885	arjunaḥ v → 'rjuno v	visarga	3	0.001	99.84	6	2.9	10
1886	āḥ t → asī t	visarga	3	0.001	99.84	6	2.9	10
1887	apaḥ agniḥ → āpo 'gnir	visarga	3	0.001	99.84	6	2.9	10
1888	e amuṣmi → e 'muṣmin	consonant / other	3	0.001	99.84	49	2.9	10
1889	e akarot → e 'karod	consonant / other	3	0.001	99.84	49	2.9	10
1890	e astu → e 'stv	consonant / other	3	0.001	99.84	49	2.9	10
1891	e abhūt → e 'bhūd	consonant / other	3	0.001	99.84	49	2.9	10
1892	e v → e b	consonant / other	3	0.001	99.84	49	2.9	10
1893	tyāḥ g → ntyā g	visarga	3	0.001	99.84	5	2.9	10
1894	āvayoḥ k → nau k	visarga	3	0.001	99.84	5	2.9	10
1895	vaḥ m → yuṣmākaṃ m	visarga	3	0.001	99.84	5	2.9	10
1896	āvayoḥ v → nau v	visarga	3	0.001	99.84	5	2.9	10
1897	t āvayoḥ → n nau	visarga	3	0.001	99.84	5	2.9	10
1898	tyāḥ n → ntyā n	visarga	3	0.001	99.85	5	2.9	10
1899	j m → ṅ m	consonant / other	4	0.001	99.85	2	2.8	10
1900	ar v → o v	consonant / other	4	0.001	99.85	2	2.8	10
1901	akarot r → 'karod r	consonant / other	4	0.001	99.85	2	2.8	10
1902	ant j → āñ j	consonant / other	4	0.001	99.85	2	2.8	10
1903	dh bh → d bh	consonant / other	4	0.001	99.85	2	2.8	10
1904	u _ → u dhanuṣī	consonant / other	4	0.001	99.85	2	2.8	10
1905	s u → nn u	consonant / other	4	0.001	99.85	2	2.8	10
1906	e k → āḥ k	consonant / other	4	0.001	99.85	2	2.8	10
1907	e p → āstava p	consonant / other	4	0.001	99.85	2	2.8	10
1908	akarot v → 'karod v	consonant / other	4	0.001	99.85	2	2.8	10
1909	dh v → d v	consonant / other	4	0.001	99.85	2	2.8	10
1910	asmābhiḥ a → 'smābhir a	visarga	3	0.001	99.85	4	2.8	10
1911	asmābhiḥ n → 'smābhir n	visarga	3	0.001	99.85	4	2.8	10
1912	īḥ i → ir i	visarga	3	0.001	99.85	4	2.8	10
1913	uḥ bh → ūr bh	visarga	3	0.001	99.86	4	2.8	10
1914	ayoḥ h → or h	visarga	3	0.001	99.86	4	2.8	10
1915	uḥ v → ūr v	visarga	3	0.001	99.86	4	2.8	10
1916	ā vaḥ → ā yuṣmān	visarga	3	0.001	99.86	4	2.8	10
1917	asaḥ m → āṃso m	visarga	3	0.001	99.86	4	2.8	10
1918	ḥ y → ṃ y	visarga	3	0.001	99.86	4	2.8	10
1919	īḥ u → ir u	visarga	3	0.001	99.86	4	2.8	10
1920	as adhas → o 'dhaḥ	consonant / other	3	0.001	99.86	36	2.8	10
1921	as api → o 'py	consonant / other	3	0.001	99.86	36	2.8	10
1922	as agratas → o 'grataḥ	consonant / other	3	0.001	99.86	36	2.8	10
1923	as apaśyat → o 'paśyad	consonant / other	3	0.001	99.86	36	2.8	10
1924	ama gh → e gh	consonant / other	3	0.001	99.86	31	2.7	10
1925	ama i → e i	consonant / other	3	0.001	99.86	31	2.7	10
1926	ama kh → e kh	consonant / other	3	0.001	99.86	31	2.7	10
1927	ama ph → e ph	consonant / other	3	0.001	99.86	31	2.7	10
1928	āḥ n → yo n	visarga	3	0.001	99.86	3	2.7	10
1929	āḥ m → yo m	visarga	3	0.001	99.86	3	2.7	10
1930	ṃgaḥ n → ṅgo n	visarga	3	0.001	99.86	3	2.7	10
1931	ṃgaḥ a → ṅgo '	visarga	3	0.001	99.86	3	2.7	10
1932	aḥ h → ā h	visarga	3	0.001	99.87	3	2.7	10
1933	bhiḥ n → abhir n	visarga	3	0.001	99.87	3	2.7	10
1934	ayaḥ m → yo m	visarga	3	0.001	99.87	3	2.7	10
1935	arthaḥ a → 'rtho '	visarga	3	0.001	99.87	3	2.7	10
1936	vaḥ s → yuṣmān s	visarga	3	0.001	99.87	3	2.7	10
1937	vaḥ a → yuṣmān a	visarga	3	0.001	99.87	3	2.7	10
1938	arthaḥ b → 'rtho b	visarga	3	0.001	99.87	3	2.7	10
1939	ayaḥ a → yo '	visarga	3	0.001	99.87	3	2.7	10
1940	asyāḥ d → 'syā d	visarga	3	0.001	99.87	3	2.7	10
1941	ṃgaḥ m → ṅgo m	visarga	3	0.001	99.87	3	2.7	10
1942	uvoḥ m → vor m	visarga	3	0.001	99.87	3	2.7	10
1943	t n → d	consonant / other	3	0.001	99.87	27	2.7	10
1944	t n → d n	consonant / other	3	0.001	99.87	27	2.7	10
1945	t p → d p	consonant / other	3	0.001	99.87	27	2.7	10
1946	t s → d s	consonant / other	3	0.001	99.87	27	2.7	10
1947	asau u → 'sāv u	consonant / other	4	0.001	99.87	1	2.6	10
1948	k e → i	consonant / other	4	0.001	99.87	1	2.6	10
1949	r → o r	consonant / other	4	0.001	99.87	1	2.6	10
1950	p → a p	consonant / other	4	0.001	99.88	1	2.6	10
1951	n → ṣṭheti n	consonant / other	4	0.001	99.88	1	2.6	10
1952	anyedyus s → 'nyedyuḥ s	consonant / other	4	0.001	99.88	1	2.6	10
1953	avādīt a → 'vādīd a	consonant / other	4	0.001	99.88	1	2.6	10
1954	k → yaiva k	consonant / other	4	0.001	99.88	1	2.6	10
1955	dh → iva dh	consonant / other	4	0.001	99.88	1	2.6	10
1956	t → stu t	consonant / other	4	0.001	99.88	1	2.6	10
1957	aau n → āvi n	consonant / other	4	0.001	99.88	1	2.6	10
1958	s → syeva s	consonant / other	4	0.001	99.88	1	2.6	10
1959	ani u → ny u	consonant / other	4	0.001	99.88	1	2.6	10
1960	r → ṣṭheti r	consonant / other	4	0.001	99.88	1	2.6	10
1961	iṃcid c → accic c	consonant / other	4	0.001	99.88	1	2.6	10
1962	y → ad y	consonant / other	4	0.001	99.88	1	2.6	10
1963	apatat bh → 'patad bh	consonant / other	4	0.001	99.88	1	2.6	10
1964	p → śca p	consonant / other	4	0.001	99.89	1	2.6	10
1965	e m → ustava m	consonant / other	4	0.001	99.89	1	2.6	10
1966	ñcam n → ṅ n	consonant / other	4	0.001	99.89	1	2.6	10
1967	c → thaiva c	consonant / other	4	0.001	99.89	1	2.6	10
1968	s → ścaiva s	consonant / other	4	0.001	99.89	1	2.6	10
1969	_ a → śrutāyuṣam a	consonant / other	4	0.001	99.89	1	2.6	10
1970	v → taścaiva v	consonant / other	4	0.001	99.89	1	2.6	10
1971	ḥ n → smākaṃ n	visarga	3	0.001	99.89	2	2.6	10
1972	ḥ k → smākaṃ k	visarga	3	0.001	99.89	2	2.6	10
1973	naḥ i → asmākam i	visarga	3	0.001	99.89	2	2.6	10
1974	abhiḥ a → ābhir a	visarga	3	0.001	99.89	2	2.6	10
1975	ryāḥ m → ur m	visarga	3	0.001	99.89	2	2.6	10
1976	ibhiḥ v → ībhir v	visarga	3	0.001	99.89	2	2.6	10
1977	ḥ c → s c	visarga	3	0.001	99.89	2	2.6	10
1978	ḥ bh → thāsmākaṃ bh	visarga	3	0.001	99.89	2	2.6	10
1979	ḥ t → thāsmākaṃ t	visarga	3	0.001	99.89	2	2.6	10
1980	mbhuḥ i → ṃbhūr i	visarga	3	0.001	99.89	2	2.6	10
1981	abhiḥ v → ābhir v	visarga	3	0.001	99.89	2	2.6	10
1982	ṃgaḥ i → ṅga i	visarga	3	0.001	99.9	2	2.6	10
1983	ṃgaḥ u → ṅga u	visarga	3	0.001	99.9	2	2.6	10
1984	ñ ś → an ś	consonant / other	3	0.001	99.9	18	2.6	10
1985	s l → r l	consonant / other	3	0.001	99.9	17	2.6	10
1986	k ī → g ī	consonant / other	3	0.001	99.9	16	2.6	10
1987	e b → i b	consonant / other	3	0.001	99.9	15	2.5	10
1988	a _ → a yakṣarāṭ	consonant / other	3	0.001	99.9	14	2.5	10
1989	a _ → a vāmorūr	consonant / other	3	0.001	99.9	14	2.5	10
1990	j ṛ → g ṛ	consonant / other	3	0.001	99.9	14	2.5	10
1991	a _ → a balabhid	consonant / other	3	0.001	99.9	14	2.5	10
1992	s y → ḥ y	consonant / other	3	0.001	99.9	13	2.5	10
1993	s i → ḥ i	consonant / other	3	0.001	99.9	13	2.5	10
1994	s → ḥ s	consonant / other	3	0.001	99.9	13	2.5	10
1995	i b → ī b	consonant / other	3	0.001	99.9	13	2.5	10
1996	i h → ī h	consonant / other	3	0.001	99.9	13	2.5	10
1997	umant d → ūmān d	consonant / other	3	0.001	99.9	13	2.5	10
1998	umant n → ūmān n	consonant / other	3	0.001	99.9	13	2.5	10
1999	a g → nā g	consonant / other	3	0.001	99.9	13	2.5	10
2000	ak j → ā j	consonant / other	3	0.001	99.9	12	2.5	10
2001	rī bh → ā bh	consonant / other	3	0.001	99.91	12	2.5	10
2002	ak n → ā n	consonant / other	3	0.001	99.91	12	2.5	10
2003	ak gh → ā gh	consonant / other	3	0.001	99.91	12	2.5	10
2004	ḥ a → nso a	visarga	3	0.001	99.91	1	2.5	10
2005	ḥ l → ṃl l	visarga	3	0.001	99.91	1	2.5	10
2006	antaḥpuram p → 'ntaḥpuraṃ p	visarga	3	0.001	99.91	1	2.5	10
2007	tyaḥ c → ntyaś c	visarga	3	0.001	99.91	1	2.5	10
2008	asaḥ t → āṃsas t	visarga	3	0.001	99.91	1	2.5	10
2009	abhimukhaḥ r → 'bhimukho r	visarga	3	0.001	99.91	1	2.5	10
2010	aṅgadaḥ a → 'ṅgado '	visarga	3	0.001	99.91	1	2.5	10
2011	ayaḥ t → yas t	visarga	3	0.001	99.91	1	2.5	10
2012	ntaḥ i → ta i	visarga	3	0.001	99.91	1	2.5	10
2013	mpātiḥ n → ṃpātir n	visarga	3	0.001	99.91	1	2.5	10
2014	uḥ m → ṛto m	visarga	3	0.001	99.91	1	2.5	10
2015	akṣāḥ m → 'kṣā m	visarga	3	0.001	99.91	1	2.5	10
2016	aḥ t → ās t	visarga	3	0.001	99.91	1	2.5	10
2017	atirathaḥ r → 'tiratho r	visarga	3	0.001	99.91	1	2.5	10
2018	ḥ bh → bh	visarga	3	0.001	99.91	1	2.5	10
2019	īḥ n → ayo n	visarga	3	0.001	99.91	1	2.5	10
2020	iṇoḥ n → ṇor n	visarga	3	0.001	99.92	1	2.5	10
2021	abhimanyuḥ n → 'bhimanyur n	visarga	3	0.001	99.92	1	2.5	10
2022	ṣ d → ḍ d	consonant / other	3	0.001	99.92	11	2.5	10
2023	a n → ā n	consonant / other	3	0.001	99.92	11	2.5	10
2024	a h → ā h	consonant / other	3	0.001	99.92	11	2.5	10
2025	o g → u g	consonant / other	3	0.001	99.92	11	2.5	10
2026	a m → ā m	consonant / other	3	0.001	99.92	11	2.5	10
2027	e g → āsu g	consonant / other	3	0.001	99.92	11	2.5	10
2028	e m → āsu m	consonant / other	3	0.001	99.92	11	2.5	10
2029	e c → āsu c	consonant / other	3	0.001	99.92	11	2.5	10
2030	o r → u r	consonant / other	3	0.001	99.92	11	2.5	10
2031	o d → u d	consonant / other	3	0.001	99.92	11	2.5	10
2032	o ś → u ś	consonant / other	3	0.001	99.92	11	2.5	10
2033	o n → u n	consonant / other	3	0.001	99.92	11	2.5	10
2034	ṣ ā → ḍ ā	consonant / other	3	0.001	99.92	11	2.5	10
2035	e bh → āsu bh	consonant / other	3	0.001	99.92	11	2.5	10
2036	abhavat b → 'bhavad b	consonant / other	3	0.001	99.92	10	2.4	10
2037	abhavat ā → 'bhavad ā	consonant / other	3	0.001	99.92	10	2.4	10
2038	abhavat ṛ → 'bhavad ṛ	consonant / other	3	0.001	99.92	10	2.4	10
2039	a k → ' k	consonant / other	3	0.001	99.93	9	2.4	10
2040	ṣu u → bhir u	consonant / other	3	0.001	99.93	9	2.4	10
2041	ṣu n → bhir n	consonant / other	3	0.001	99.93	9	2.4	10
2042	a bh → ' bh	consonant / other	3	0.001	99.93	9	2.4	10
2043	abravīt g → 'bravīd g	consonant / other	3	0.001	99.93	9	2.4	10
2044	d ś → t ś	consonant / other	3	0.001	99.93	8	2.4	10
2045	abhūt bh → 'bhūd bh	consonant / other	3	0.001	99.93	8	2.4	10
2046	abhūt ā → 'bhūd ā	consonant / other	3	0.001	99.93	8	2.4	10
2047	a h → o h	consonant / other	3	0.001	99.93	8	2.4	10
2048	r a → ḥ a	consonant / other	3	0.001	99.93	7	2.4	10
2049	a d → cā d	consonant / other	3	0.001	99.93	7	2.4	10
2050	thī h → nthā h	consonant / other	3	0.001	99.93	7	2.4	10
2051	r ṣ → ḥ ṣ	consonant / other	3	0.001	99.93	7	2.4	10
2052	thī bh → nthā bh	consonant / other	3	0.001	99.93	7	2.4	10
2053	ñ ī → ann ī	consonant / other	3	0.001	99.93	7	2.4	10
2054	ī j → i j	consonant / other	3	0.001	99.93	6	2.3	10
2055	asmin m → e m	consonant / other	3	0.001	99.93	6	2.3	10
2056	a ś → e ś	consonant / other	3	0.001	99.93	6	2.3	10
2057	s s → n s	consonant / other	3	0.001	99.93	6	2.3	10
2058	ī s → i s	consonant / other	3	0.001	99.94	6	2.3	10
2059	a p → u p	consonant / other	3	0.001	99.94	6	2.3	10
2060	a n → u n	consonant / other	3	0.001	99.94	6	2.3	10
2061	a s → u s	consonant / other	3	0.001	99.94	6	2.3	10
2062	s y → n y	consonant / other	3	0.001	99.94	6	2.3	10
2063	ī p → i p	consonant / other	3	0.001	99.94	6	2.3	10
2064	s n → n n	consonant / other	3	0.001	99.94	6	2.3	10
2065	s m → n m	consonant / other	3	0.001	99.94	6	2.3	10
2066	a t → u t	consonant / other	3	0.001	99.94	6	2.3	10
2067	a g → ī g	consonant / other	3	0.001	99.94	5	2.3	10
2068	ñcam ā → g ā	consonant / other	3	0.001	99.94	5	2.3	10
2069	e m → astava m	consonant / other	3	0.001	99.94	5	2.3	10
2070	t n → n	consonant / other	3	0.001	99.94	5	2.3	10
2071	i v → i b	consonant / other	3	0.001	99.94	5	2.3	10
2072	ñcam g → g g	consonant / other	3	0.001	99.94	5	2.3	10
2073	a m → ī m	consonant / other	3	0.001	99.94	5	2.3	10
2074	t i → n i	consonant / other	3	0.001	99.94	5	2.3	10
2075	anyat d → 'nyad d	consonant / other	3	0.001	99.94	5	2.3	10
2076	ṭ a → ḍ a	consonant / other	3	0.001	99.94	5	2.3	10
2077	j g → ḍ g	consonant / other	3	0.001	99.95	5	2.3	10
2078	e n → ā n	consonant / other	3	0.001	99.95	5	2.3	10
2079	ā m → au m	consonant / other	3	0.001	99.95	4	2.2	10
2080	n t → t t	consonant / other	3	0.001	99.95	4	2.2	10
2081	ṣu p → bhiḥ p	consonant / other	3	0.001	99.95	4	2.2	10
2082	ā d → au d	consonant / other	3	0.001	99.95	4	2.2	10
2083	apaśyat bh → 'paśyad bh	consonant / other	3	0.001	99.95	4	2.2	10
2084	yām c → i c	consonant / other	3	0.001	99.95	4	2.2	10
2085	yām d → i d	consonant / other	3	0.001	99.95	4	2.2	10
2086	u v → ū v	consonant / other	3	0.001	99.95	4	2.2	10
2087	_ v → dhanuṣī v	consonant / other	3	0.001	99.95	4	2.2	10
2088	apaśyat a → 'paśyad a	consonant / other	3	0.001	99.95	4	2.2	10
2089	n d → d d	consonant / other	3	0.001	99.95	4	2.2	10
2090	a v → bhir v	consonant / other	3	0.001	99.95	4	2.2	10
2091	a n → bhir n	consonant / other	3	0.001	99.95	4	2.2	10
2092	e j → rastava j	consonant / other	3	0.001	99.95	4	2.2	10
2093	ā b → ad b	consonant / other	3	0.001	99.95	3	2.2	10
2094	aye k → yai k	consonant / other	3	0.001	99.95	3	2.2	10
2095	aye bh → yai bh	consonant / other	3	0.001	99.95	3	2.2	10
2096	aye t → yai t	consonant / other	3	0.001	99.96	3	2.2	10
2097	thī k → nthāḥ k	consonant / other	3	0.001	99.96	3	2.2	10
2098	vām p → yuvayoḥ p	consonant / other	3	0.001	99.96	2	2.1	10
2099	ī n → īr n	consonant / other	3	0.001	99.96	2	2.1	10
2100	antar p → 'ntaḥ p	consonant / other	3	0.001	99.96	2	2.1	10
2101	antar s → 'ntaḥ s	consonant / other	3	0.001	99.96	2	2.1	10
2102	asmi e → 'smy e	consonant / other	3	0.001	99.96	2	2.1	10
2103	ī y → īr y	consonant / other	3	0.001	99.96	2	2.1	10
2104	ar m → o m	consonant / other	3	0.001	99.96	2	2.1	10
2105	abhūt m → 'bhūn m	consonant / other	3	0.001	99.96	2	2.1	10
2106	iṃcid m → accin m	consonant / other	3	0.001	99.96	2	2.1	10
2107	abhyapatat r → 'bhyapatad r	consonant / other	3	0.001	99.96	2	2.1	10
2108	vām a → yuvayor a	consonant / other	3	0.001	99.96	2	2.1	10
2109	c n → ṅ n	consonant / other	3	0.001	99.96	2	2.1	10
2110	abhyapatat d → 'bhyapatad d	consonant / other	3	0.001	99.96	2	2.1	10
2111	vām v → yuvayor v	consonant / other	3	0.001	99.96	2	2.1	10
2112	s ā → nn ā	consonant / other	3	0.001	99.96	2	2.1	10
2113	e v → āstava v	consonant / other	3	0.001	99.96	2	2.1	10
2114	avadat a → 'vadad a	consonant / other	3	0.001	99.96	1	2.0	10
2115	ar r → ā r	consonant / other	3	0.001	99.97	1	2.0	10
2116	n → o n	consonant / other	3	0.001	99.97	1	2.0	10
2117	s → yaiva s	consonant / other	3	0.001	99.97	1	2.0	10
2118	k → ru k	consonant / other	3	0.001	99.97	1	2.0	10
2119	g → u g	consonant / other	3	0.001	99.97	1	2.0	10
2120	g → ru g	consonant / other	3	0.001	99.97	1	2.0	10
2121	a p → p	consonant / other	3	0.001	99.97	1	2.0	10
2122	k → a k	consonant / other	3	0.001	99.97	1	2.0	10
2123	v → vantīha v	consonant / other	3	0.001	99.97	1	2.0	10
2124	dh n → n n	consonant / other	3	0.001	99.97	1	2.0	10
2125	y → iva y	consonant / other	3	0.001	99.97	1	2.0	10
2126	ān s → at s	consonant / other	3	0.001	99.97	1	2.0	10
2127	_ v → kṣetravido v	consonant / other	3	0.001	99.97	1	2.0	10
2128	ī t → s t	consonant / other	3	0.001	99.97	1	2.0	10
2129	n → teva n	consonant / other	3	0.001	99.97	1	2.0	10
2130	c → nānīva c	consonant / other	3	0.001	99.97	1	2.0	10
2131	_ k → vāsu k	consonant / other	3	0.001	99.97	1	2.0	10
2132	t → taiva t	consonant / other	3	0.001	99.97	1	2.0	10
2133	b → o b	consonant / other	3	0.001	99.97	1	2.0	10
2134	p → u p	consonant / other	3	0.001	99.98	1	2.0	10
2135	a ś → ś	consonant / other	3	0.001	99.98	1	2.0	10
2136	s j → j j	consonant / other	3	0.001	99.98	1	2.0	10
2137	d → tasyeva d	consonant / other	3	0.001	99.98	1	2.0	10
2138	ṣu t → bhis t	consonant / other	3	0.001	99.98	1	2.0	10
2139	abhyadravat d → 'bhyadravad d	consonant / other	3	0.001	99.98	1	2.0	10
2140	umant j → ūmāñ j	consonant / other	3	0.001	99.98	1	2.0	10
2141	_ i → surarāḍ i	consonant / other	3	0.001	99.98	1	2.0	10
2142	r → astad r	consonant / other	3	0.001	99.98	1	2.0	10
2143	v → ścaiva v	consonant / other	3	0.001	99.98	1	2.0	10
2144	t → u t	consonant / other	3	0.001	99.98	1	2.0	10
2145	ān ś → añ ś	consonant / other	3	0.001	99.98	1	2.0	10
2146	s → ccaiva s	consonant / other	3	0.001	99.98	1	2.0	10
2147	_ n → āyuṣo n	consonant / other	3	0.001	99.98	1	2.0	10
2148	agacchat v → 'gacchad v	consonant / other	3	0.001	99.98	1	2.0	10
2149	_ a → durhṛdām a	consonant / other	3	0.001	99.98	1	2.0	10
2150	t → astat t	consonant / other	3	0.001	99.98	1	2.0	10
2151	p → ścaiva p	consonant / other	3	0.001	99.98	1	2.0	10
2152	ni s → Ø s	consonant / other	3	0.001	99.98	1	2.0	10
2153	j m → ṇ m	consonant / other	3	0.001	99.99	1	2.0	10
2154	ś → aḥ ś	consonant / other	3	0.001	99.99	1	2.0	10
2155	s → ṣṭheti s	consonant / other	3	0.001	99.99	1	2.0	10
2156	_ d → balabhid d	consonant / other	3	0.001	99.99	1	2.0	10
2157	apayāt bh → 'payād bh	consonant / other	3	0.001	99.99	1	2.0	10
2158	v → ni v	consonant / other	3	0.001	99.99	1	2.0	10
2159	s → tataḥ s	consonant / other	3	0.001	99.99	1	2.0	10
2160	ś → tasyeva ś	consonant / other	3	0.001	99.99	1	2.0	10
2161	k → rtmeva k	consonant / other	3	0.001	99.99	1	2.0	10
2162	n → ni n	consonant / other	3	0.001	99.99	1	2.0	10
2163	s → syeha s	consonant / other	3	0.001	99.99	1	2.0	10
2164	t → śca t	consonant / other	3	0.001	99.99	1	2.0	10
2165	a v → ab	consonant / other	3	0.001	99.99	1	2.0	10
2166	a j → j	consonant / other	3	0.001	99.99	1	2.0	10
2167	c → idyaśca c	consonant / other	3	0.001	99.99	1	2.0	10
2168	agratas s → 'grataḥ s	consonant / other	3	0.001	99.99	1	2.0	10
2169	s → taścaiva s	consonant / other	3	0.001	99.99	1	2.0	10
2170	e p → āvakāstava p	consonant / other	3	0.001	99.99	1	2.0	10
2171	ajayat y → 'jayad y	consonant / other	3	0.001	99.99	1	2.0	10
2172	_ a → sarvakāmaduho a	consonant / other	3	0.001	100.0	1	2.0	10
2173	u v → ub	consonant / other	3	0.001	100.0	1	2.0	10
2174	n v → n b	consonant / other	3	0.001	100.0	1	2.0	10
2175	astāt i → 'stād i	consonant / other	3	0.001	100.0	1	2.0	10
2176	t → laścaiva t	consonant / other	3	0.001	100.0	1	2.0	10
2177	c → ntastathaiva c	consonant / other	3	0.001	100.0	1	2.0	10
2178	h b → Ø b	consonant / other	3	0.001	100.0	1	2.0	10
2179	j → kṣuśca j	consonant / other	3	0.001	100.0	1	2.0	10
2180	e c → āya c	consonant / other	3	0.001	100.0	1	2.0	10
2181	d → taścaiva d	consonant / other	3	0.001	100.0	1	2.0	10
