rule	category	global_count	global_pct	n_texts	top_texts	examples
m t → a t	anusvāra / nasal	23	0.0	7	Mahābhārata (full, incl. Bhagavadgītā)(12), Kirātārjunīya(3), Bhāratamañjarī(3)	vihāya śāntiṃ nṛpa dhāma tat punaḥ prasīda saṃdhehi vadhāya vidviṣām dhāma+tat · dvijendra kauravendro 'sau gatvā sāma tvayārthyatām sāma+tvayā · khadyota iti kīṭasya nāma tuṣṭena kenacit nāma+tuṣṭena · mama nāma tvayā vīra gatasya yamasādanam nāma+tvayā
c i → g i	consonant / other	23	0.0	7	Mahābhārata (full, incl. Bhagavadgītā)(12), Mīmāṃsāsūtrabhāṣya(4), Rāmāyaṇa(2)	agocare vāg iva copareme śaktiḥ śarāṇāṃ śitikaṇṭhakāye vāg+iva · sarvair eva samāgamya vāg iyaṃ samudāhṛtā vāg+iyaṃ · puṃskokilarutaṃ śrutvā rūkṣā dhvāṅkṣasya vāg iva vāg+iva · anṛtavādinī vāg ityevaṃjātīyakānāṃ dharmaṃ praty aprāmāṇyaṃ bhūtānuvādāt vāg+iti
āt d → ato d	consonant / other	23	0.0	7	Mahābhārata (full, incl. Bhagavadgītā)(11), Rāmāyaṇa(3), Carakasaṃhitā(3)	kṛtakautukamaṅgale ca tasminn ekapiṅgācalāt pratinivṛttyaiṇajaṅgho nāma jaṅghākarikaḥ prabhavato darpasārasya pratisaṃdeśamāvedayat ayi mūḍha kimasti kanyāntaḥpuradūṣake 'pi kaścit kṛpāvasāraḥ prabhavato+darpasārasya · tasmān me śabalāṃ dehi mamaiṣā dharmato dvija dharmato+dvija · śṛṇu me vadataḥ sarvam etat saṃkṣepato dvija saṃkṣepato+dvija · samabhivyāhārato doṣaḥ samabhivyāhārato+doṣaḥ
naḥ a → asmākam a	visarga	23	0.0	3	Mahābhārata (full, incl. Bhagavadgītā)(14), Rāmāyaṇa(8), Daśakumāracarita(1)	tacca muhuḥ pratiṣidhyākṛtārthā tadbhaginī kāmamañjarīmātā ca mādhavasenā rājānamaśrukaṇṭhyau vyajijñapatām deva yuṣmaddāsī rāgamañjarī rūpānurūpaśīlaśilpakauśalā pūrayiṣyati manorathān ityāsīd asmākam atimahatyāśā sādya mūlacchinnā asmākam+ati · asmākam api mukhyāni phalānīmāni vai dvija asmākam+api · tvam eva paramaṃ trāṇam asmākam amarottama asmākam+amara
aḥ arjunam → o 'rjunaṃ	visarga	23	0.0	2	Mahābhārata (full, incl. Bhagavadgītā)(22), Bhāratamañjarī(1)	so 'rjunaṃ pāvakāstreṇa sātyakipramukhāṃstathā so+'rjunaṃ · tato droṇo 'rjunaṃ bhūyo ratheṣu ca gajeṣu ca droṇo+'rjunaṃ
abhavat r → 'bhavad r	consonant / other	23	0.0	2	Mahābhārata (full, incl. Bhagavadgītā)(19), Rāmāyaṇa(4)	tataḥ prīto 'bhavad rājā śrutvā tad dvijabhāṣitam 'bhavad+rājā · daiteyaḥ so 'bhavad rājā hārdikyo manujarṣabhaḥ 'bhavad+rājā
au c → yāṃ c	anusvāra / nasal	23	0.0	7	Mahābhārata (full, incl. Bhagavadgītā)(12), Kāmasūtra(3), Yājñavalkyasmṛti(2)	sasāda ca kapiḥ kaṭyāṃ caraṇau saṃcukoca ca kaṭyāṃ+caraṇau · tad dāragrahaṇe yatnaṃ saṃtatyāṃ ca manaḥ kuru saṃtatyāṃ+ca · śauce dharme 'nnapaktyāṃ ca pāriṇāhyasya vekṣaṇe paktau→'nnapaktyāṃ +ca · yāvad vatsasya pādau dvau mukhaṃ yonyāṃ ca dṛśyate yonyāṃ+ca
c ā → g ā	consonant / other	23	0.0	3	Mahābhārata (full, incl. Bhagavadgītā)(11), Suśrutasaṃhitā(7), Carakasaṃhitā(5)	droṇaśca satyavāg āsīn nānyo 'bhyabhavad arjunam vāc→satyavāg +āsīn · sparśane 'bhyadhiko vāyuḥ sparśanaṃ ca tvagāśritam tvac+āśritam→tvagāśritam · tatra snigdhaṃ rūkṣaṃ vāśritya dravyamagnirdahati agnisaṃtapto hi snehaḥ sūkṣmasirānusāritvāt tvagādīn anupraviśyāśu dahati tasmāt snehadagdhe 'dhikā rujo bhavanti tvac+ādīn→tvagādīn
as arjunaḥ → o 'rjuno	visarga	23	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(23)	tato 'rjuno 'stram āgneyaṃ pradadau tad yathāvidhi tato+'rjuno
api e → 'py e	consonant / other	22	0.0	11	Manusmṛti(7), Kathāsaritsāgara(4), Rāmāyaṇa(2)	vīṇākarṇo nāgadantam avalokyāha katham ayaṃ mūṣikaḥ svalpabalo 'py etāvad dūram utpatati tad atra kenāpi kāraṇena bhavitavyam 'py+etāvad · tāvac ca tatra puruṣaḥ ko 'py eko nibhṛtaṃ yuvā 'py+eko · vijānanto 'py ete vayam iha viyajjālajaṭilān na muñcāmaḥ kānāmahaha gahano mohamahimā 'py+ete · varṣe samasta ekaikaḥ ślāghyaḥ ko 'py eṣa vāsaraḥ 'py+eṣa
aḥ asmābhiḥ → o 'smābhir	visarga	22	0.0	4	Mahābhārata (full, incl. Bhagavadgītā)(17), Kathāsaritsāgara(3), Hitopadeśa(1)	sa śabdo 'smābhir apy ākarṇitaḥ śabdo+'smābhir · vikrīṇīṣe sadetyeṣa pṛṣṭo 'smābhir na jalpati pṛṣṭo+'smābhir · bhakṣito rāghavo 'smābhir lakṣmaṇaśceti vādinaḥ rāghavo+'smābhir · tribhir āsādito 'smābhir vijane sa narādhipaḥ āsādito+'smābhir
ḥ c → u c	visarga	22	0.0	3	Mahābhārata (full, incl. Bhagavadgītā)(17), Rāmāyaṇa(4), Hitopadeśa(1)	stabdhakarṇo brūte śṛṇu bhrātaḥ cirāśritād etau damanakakaraṭakau saṃdhivigrahakāryādhikāriṇau ca kadācid arthādhikāre na niyoktavyau adhikāriṇaḥ→saṃdhivigrahakāryādhikāriṇau +ca · padātinau ca yānārhāv aduḥkhārhau sukhocitau padātinau+ca · sendrā devā vasavo 'thāśvinau ca aśvinaḥ→'thāśvinau +ca
p → ṃ p	anusvāra / nasal	22	0.0	5	Mahābhārata (full, incl. Bhagavadgītā)(16), Rāmāyaṇa(3), Śukasaptati(1)	tato 'sau prītastvāṃ prati sarvaṃ dāsyati tvā→prītastvāṃ +prati · tanvyā yat suratāntatāntanayanaṃ vaktraṃ rativyatyaye tattvāṃ pātu cirāya kiṃ hariharabrahmādibhirdaivataiḥ tvā→tattvāṃ +pātu · kathaṃ nu laṅghayedvīra varākastvāṃ pṛthāsutaḥ tvā→varākastvāṃ +pṛthāsutaḥ · tāstvāṃ paricariṣyanti śriyam apsaraso yathā tvā→tāstvāṃ +paricariṣyanti
aham j → 'haṃ j	anusvāra / nasal	22	0.0	5	Mahābhārata (full, incl. Bhagavadgītā)(16), Bhāratamañjarī(3), Aṣṭāvakragīta(1)	bodho 'haṃ jñānakhaḍgena tan niṣkṛtya sukhī bhava 'haṃ+jñāna · jagāda tāṃ ca dhanyo 'haṃ janmādya saphalaṃ mama 'haṃ+janma · satyamitāṃ tataste 'haṃ jāne vāṇīṃ dhṛtiṃ tathā 'haṃ+jāne · bhagīratha mahābhāga prītas te 'haṃ janeśvara 'haṃ+janeśvara
v → iva v	consonant / other	22	0.0	4	Kathāsaritsāgara(9), Mahābhārata (full, incl. Bhagavadgītā)(9), Rāmāyaṇa(3)	so 'pi caṇḍamahāsenastacchrutvaiva vyacintayat eva→caṇḍamahāsenastacchrutvaiva +vyacintayat · tavaiva vaṃśe sagaro jyeṣṭhaṃ putram upārudhat eva→tavaiva +vaṃśe · tasyāḥ śrutvaiva vacanam utpapāta yudhiṣṭhiraḥ eva→śrutvaiva +vacanam · anena vidhinā ṣaḍ vā sapta vāṣṭau navaiva vā eva→navaiva +vā
ḥ i → n i	visarga	22	0.0	7	Mahābhārata (full, incl. Bhagavadgītā)(12), Arthaśāstra(5), Buddhacarita(1)	teṣvātmavānyācitakopameṣu kāmeṣu vidvāniha ko rameta vidvāḥ+iha→vidvāniha · praśāntim eṣyan dhṛtadhūmamaṇḍalo babhūva bhūyān iva tatra pāvakaḥ bhūyān+iva · anindyaṃ kurute yaśca sa vidvāniti gaṇyate vidvāḥ+iti→vidvāniti · kāma evārdhadharmābhyāṃ garīyān iti me matiḥ garīyān+iti
ā t → at t	consonant / other	22	0.0	8	Mahābhārata (full, incl. Bhagavadgītā)(15), Kumārasaṃbhava(1), Kirātārjunīya(1)	sarvam eva tamasā samīkṛtaṃ dhiṅ mahattvam asatāṃ hṛtāntaram mahā+tvam→mahattvam · mahattvayogāya mahāmahimnām ārādhanīṃ tāṃ nṛpa devatānām mahā+tva→mahattvayogāya · mahattaruṃ samunmūlya niśācaramatāḍayat mahā+tarum→mahattaruṃ · tāvan mahattvaṃ pāṇḍityaṃ kulīnatvaṃ vivekitā mahā+tvam→mahattvaṃ
e t → ahyaṃ t	anusvāra / nasal	22	0.0	3	Mahābhārata (full, incl. Bhagavadgītā)(18), Daśakumāracarita(3), Bhāratamañjarī(1)	tadenaṃ gṛhāṇetyuktvā daivānukūlyena mahyaṃ taṃ vyataran mahyaṃ+taṃ · bravīthā nārado mahyaṃ tvāmihasthaṃ nyavedayat mahyaṃ+tvā · śṛṇu bhīma vaco mahyaṃ tava bāhubalāt puraḥ mahyaṃ+tava
e anyonyam → e 'nyonyaṃ	anusvāra / nasal	22	0.0	3	Mahābhārata (full, incl. Bhagavadgītā)(19), Rāmāyaṇa(2), Daśakumāracarita(1)	dvitīye 'nyonyaṃ vivadamānānāṃ janānāmākrośāddahyamānakarṇaḥ kaṣṭaṃ jīvati dvitīye+'nyonyaṃ · sametya cocuḥ sahitās te 'nyonyaṃ puṇyakarmaṇaḥ te+'nyonyaṃ · nighnatāṃ samare 'nyonyaṃ śabdo divam ivāspṛśat samare+'nyonyaṃ
e atyartham → e 'tyarthaṃ	anusvāra / nasal	22	0.0	5	Mahābhārata (full, incl. Bhagavadgītā)(7), Suśrutasaṃhitā(7), Carakasaṃhitā(6)	na cāhaṃ kāmaye 'tyarthaṃ yaḥ syāc chatrur mato mama kāmaye+'tyarthaṃ · taṃ ca dviṣanti te 'tyarthaṃ sa cāpi sumahābalaḥ te+'tyarthaṃ · svapne 'vagāhate 'tyarthaṃ jalaṃ muṇḍāṃś ca paśyati 'vagāhate+'tyarthaṃ · śiraśca bhramate 'tyarthaṃ mūrcchā cāsyopajāyate bhramate+'tyarthaṃ
v → ad v	consonant / other	22	0.0	5	Mahābhārata (full, incl. Bhagavadgītā)(12), Rāmāyaṇa(7), Kāmasūtra(1)	āścaryam iti tasyaitad vacanaṃ bhāvitātmanaḥ etat→tasyaitad +vacanaṃ · tasyāstad vacanaṃ śrutvā svargād bhraṣṭeti cābravīt tat→tasyāstad +vacanaṃ · puruṣaḥ śayanasthāyā yoṣitastad vacanavyākṣiptacittāyā iva nīvīṃ viśleṣayet tat→yoṣitastad +vacana · tasyaitad varṣakāmasūktam etat→tasyaitad +varṣa
ayoḥ a → or a	visarga	21	0.0	7	Mahābhārata (full, incl. Bhagavadgītā)(10), Yājñavalkyasmṛti(4), Hitopadeśa(2)	pārśvayor ubhayor aśvā aśvānāṃ pārśvato rathāḥ ubhayor+aśvā · itthaṃ mānadhanātidūram ubhayor apy āvayor antaraṃ yady asmāsu parāṅmukho 'si vayam apy ekāntato niḥspṛhāḥ ubhayor+apy · ubhayor api rājendra sambandhenānubadhyatām ubhayor+api · na tṛtīyo 'sti rājendra senayor ubhayor api ubhayor+api
m k → a k	anusvāra / nasal	21	0.0	5	Mahābhārata (full, incl. Bhagavadgītā)(14), Rāmāyaṇa(3), Kirātārjunīya(2)	tena cābhayavācaṃ dattvā citrakarṇa iti nāma kṛtvā sthāpitaḥ nāma+kṛtvā · saṃgamaś ca dayitaiḥ sma nayanti prema kām api bhuvaṃ pramadānām prema+kām · ṛṣyaśṛṅga iti khyātaṃ nāma karma ca me bhuvi nāma+karma · putraṃ janaya suśroṇi dhāma kṣatriyatejasām dhāma+kṣatriya
e p → i p	consonant / other	21	0.0	5	Mahābhārata (full, incl. Bhagavadgītā)(13), Rāmāyaṇa(3), Śukasaptati(2)	tataḥ śaśiprabhā sakaṇṭhagrāhaṃ ruditvā prāha māmapi kalyāṇi puruṣāntareṇa yojaya kalyāṇi+puruṣa · gāḍhāśleṣaviśīrṇacandanarajaḥpuñjaprakarṣādiyaṃ śayyā samprati komalāṅgi paruṣetyāropya māṃ vakṣasi aṅge→komalāṅgi +paruṣā · ya utpalākṣi pracalair vilocanais tavākṣisādṛśyam iva prayuñjate akṣe→utpalākṣi +pracalair · suśroṇi parituṣṭo 'smi gamiṣyāmi yathāgatam suśroṇi+parituṣṭo
a h → nā h	consonant / other	21	0.0	4	Mahābhārata (full, incl. Bhagavadgītā)(18), Śukasaptati(1), Rāmāyaṇa(1)	nāhatvā matsyaghātīva prāpnoti mahatīṃ śriyam a+hatvā→nāhatvā · nāhatvā samare śatrūnnivartiṣyati rāvaṇaḥ a+hatvā→nāhatvā · nābhuktavantaṃ nāhṛṣṭaṃ nāsubhikṣaṃ kathaṃcana a+hṛṣṭam→nāhṛṣṭaṃ · nāratnapāṇir nāsnāto nopahatavāsā nājapitvā nāhutvā devatābhyo nānirūpya pitṛbhyo nādattvā gurubhyo nātithibhyo nopāśritebhyo nāpuṇyagandho nāmālī nāprakṣālitapāṇipādavadano nāśuddhamukho nodaṅmukho na vimanā nābhaktāśiṣṭāśucikṣudhitaparicaro na pātrīṣvamedhyāsu nādeśe nākāle nākīrṇe nādattvāgramagnaye nāprokṣitaṃ prokṣaṇodakairna mantrair anabhimantritaṃ na kutsayanna kutsitaṃ na pratikūlopahitamannamādadīta na paryuṣitamanyatra māṃsaharitakaśuṣkaśākaphalabhakṣyebhyaḥ nāśeṣabhuk syādanyatra dadhimadhulavaṇasaktusarpirbhyaḥ na naktaṃ dadhi bhuñjīta na saktūn ekān aśnīyānna niśi na bhuktvā na bahūnna dvirnodakāntaritānna chittvā dvijairbhakṣayet a+hutvā→nāhutvā
s b → r b	consonant / other	21	0.0	7	Mahābhārata (full, incl. Bhagavadgītā)(12), Rāmāyaṇa(3), Kathāsaritsāgara(2)	anyedyurbāhuśālī ca vayasyatritayānvitaḥ anyedyus+bāhuśālī→anyedyurbāhuśālī · vijahāra śanairbālā vallarīvānilāhatā śanais+bālā→śanairbālā · sa cāpi rāmaḥ pariṣadgataḥ śanair bubhūṣayāsaktamanā babhūva śanair+bubhūṣayā · nanāda coccair balavān mahāmegharavaḥ khagaḥ uccais→coccair +balavān
j ā → g ā	consonant / other	21	0.0	6	Carakasaṃhitā(8), Suśrutasaṃhitā(5), Kathāsaritsāgara(3)	tasyāṃ ca dhanadattākhyo vaṇigāsīnmahādhanaḥ vaṇij+āsīt→vaṇigāsīnmahādhanaḥ · srag āsyapaṅktiḥ śavabhasma candanaṃ kalā himāṃśoś ca samaṃ cakāsati srag+āsya · sviṣṭakṛd bhiṣagāvartaḥ kapilastvaṃ ca vāmanaḥ bhiṣaj+āvartaḥ→bhiṣagāvartaḥ · aṣṭame ṛtvigācāryapurohitasvastyayanāni pratigṛhṇīyāt cikitsakamāhānasikamauhūrtikāṃśca paśyet ṛtvij+ācārya→ṛtvigācāryapurohitasvastyayanāni
j k → k k	consonant / other	21	0.0	8	Suśrutasaṃhitā(7), Mahābhārata (full, incl. Bhagavadgītā)(4), Carakasaṃhitā(3)	sa parivrāḍ vivṛtavān vaṇikkanyābhilāṣukaḥ vaṇij+kanyā→vaṇikkanyābhilāṣukaḥ · vāṇijyarūpeṇa kālayavanadvīpamupetya kāmapi vaṇikkanyakāṃ pariṇīya tayā saha pratyāgacchannambudhau tīrasyānatidūra eva pravahaṇasya bhagnatayā sarveṣu nimagneṣu kathaṃ kathamapi daivānukūlyena tīrabhūmimabhigamya nijāṅganāviyogaduḥkhārṇave plavamānaḥ kasyāpi siddhatāpasasyādeśādareṇa ṣoḍaśa hāyanāni kathaṃcinnītvā duḥkhasya pāram anavekṣamāṇaḥ giripatanamakārṣam iti vaṇij+kanyakām→vaṇikkanyakāṃ · rājyabhāk sa bhaved brahman puṇyabhāk kīrtibhāk tathā bhāj→puṇyabhāk +kīrti · anena vidhir ākhyāta ṛtvikkarṣakakarmiṇām ṛtvij+karṣaka→ṛtvikkarṣakakarmiṇām
ām b → īṃ b	anusvāra / nasal	21	0.0	6	Mahābhārata (full, incl. Bhagavadgītā)(14), Rāmāyaṇa(3), Kathāsaritsāgara(1)	tasyopabṛṃhaṇīṃ bāhyāṃ yuktiṃ copadiśāmyaham upabṛṃhaṇām→tasyopabṛṃhaṇīṃ +bāhyāṃ · āsthāya yaugikīṃ buddhiṃ karmabandhavivarjitaḥ yaugikīṃ+buddhiṃ · sa kṛtvā naiṣṭhikīṃ buddhiṃ jetukāmo mahāyaśāḥ naiṣṭhikīṃ+buddhiṃ · balarūpāntakaraṇīṃ buddhiprāṇavināśinīm karaṇām→balarūpāntakaraṇīṃ +buddhi
ayam j → 'yaṃ j	anusvāra / nasal	21	0.0	6	Mahābhārata (full, incl. Bhagavadgītā)(9), Rāmāyaṇa(4), Bhāratamañjarī(3)	ujjahārājaraḥ so 'yaṃ jāto rājetyudāharan 'yaṃ+jāto · yadeṣa narakākaḥ kāraṇānāṃ nārakiṇāṃ rasajñānāya nītaḥ śītetaradīdhitidehajasya nagaram tadatra dayānidheranantatejasaste 'yaṃ janaḥ kāṃcid ājñāṃ cikīrṣati 'yaṃ+janaḥ · bhīmasenābhidhāno 'yaṃ jāto bhīmaparākramaḥ 'yaṃ+jāto · kiṃ punar yasya loko 'yaṃ jito vṛttena kevalam 'yaṃ+jito
ṣ ś → ṭ ś	consonant / other	21	0.0	8	Carakasaṃhitā(6), Mahābhārata (full, incl. Bhagavadgītā)(5), Suśrutasaṃhitā(5)	varṣāṇi ṣaṭ śamaprepsurakarotkārśyamātmanaḥ ṣaṭ+śama · dhanuḥśataparīṇāhaḥ sa ṣaṭśatasamucchritaḥ ṣaṣ+śata→ṣaṭśatasamucchritaḥ · ṣaṭśirā dviguṇaśrotro dvādaśākṣibhujakramaḥ ṣaṣ+śirāḥ→ṣaṭśirā · ṣaṭ śleṣmā pañca pittaṃ tu catvāro mūtram eva ca ṣaṭ+śleṣmā
ā g → ī g	consonant / other	21	0.0	9	Mahābhārata (full, incl. Bhagavadgītā)(8), Kumārasaṃbhava(3), Amarakośa(2)	sā rājahaṃsair iva saṃnatāṅgī gateṣu līlāñcitavikrameṣu aṅgā→saṃnatāṅgī +gateṣu · eṣā punarvarākī gṛhyeta varākā→punarvarākī +gṛhyeta · pātakānāṃ phalāvāptiḥ kīdṛśī gatayaśca kāḥ kīdṛśī+gatayaḥ · avabhagnaś ca me māno bhagnā me śāśvatī gatiḥ śāśvatī+gatiḥ
aḥ _ → o _	visarga	21	0.0	7	Mahābhārata (full, incl. Bhagavadgītā)(8), Suśrutasaṃhitā(5), Rāmāyaṇa(3)	ghanaṃ vidāryārjunabāṇapūgaṃ sasārabāṇo 'yug alocanasya bāṇaḥ→sasārabāṇo +'yug · dadāmi paramaprīto vadhvau te munipuṃgava prītaḥ→paramaprīto +vadhvau · ekacakrāpi vasatiḥ svavāco duṣparityajaḥ vācaḥ→svavāco +duṣparityajaḥ · tam adhyakṣapracārād vārtāsamayavidbhyo vaṇigbhyaśceti vidbhyaḥ→vārtāsamayavidbhyo +_
ām n → īṃ n	anusvāra / nasal	21	0.0	6	Mahābhārata (full, incl. Bhagavadgītā)(11), Rāmāyaṇa(4), Bhāratamañjarī(2)	tallapitāmṛtāśvāsitahṛdayo 'hamanudinaṃ tadupakaṇṭhavartī kadācid indumukhīṃ navayauvanālīḍhāvayavāṃ nayanacandrikāṃ bālacandrikāṃ nāma taruṇīratnaṃ vaṇiṅmandiralakṣmīṃ mūrtāmivāvalokya tadīyalāvaṇyāvadhūtadhīrabhāvo latāntabāṇabāṇalakṣyatāmayāsiṣam mukhām→indumukhīṃ +nava · tato māyāṃ samāśritya mahatīṃ mohanīṃ nṛṇām mohanīṃ+nṛṇām · piṅgākṣās tāṃ viśālākṣīṃ netrair animiṣair iva akṣām→viśālākṣīṃ +netrair · catuṣkābhimukhīṃ ninyur abhiṣekāya yoṣitaḥ abhimukhām→catuṣkābhimukhīṃ +ninyur
ṣ c → ṭ c	consonant / other	21	0.0	5	Suśrutasaṃhitā(7), Mahābhārata (full, incl. Bhagavadgītā)(6), Carakasaṃhitā(5)	tatkālacakramṛtavaḥ kumārāḥ ṣaṭ ca te sthitāḥ ṣaṭ+ca · ardhamāsāśca māsāśca ṛtavaḥ ṣaṭ ca bhārata ṣaṭ+ca · ṣaṭcaturbhyaś ca ṣaṣ+caturbhyaḥ→ṣaṭcaturbhyaś · ṣaṭ caivaikarasāni syur ekaṃ ṣaḍrasameva tu ṣaṭ+ca
ṇām v → nāṃ v	anusvāra / nasal	21	0.0	4	Rāmāyaṇa(13), Mahābhārata (full, incl. Bhagavadgītā)(4), Carakasaṃhitā(2)	siddhāśramanivāsaṃ ca rākṣasānāṃ vadhaṃ tathā rākṣasānāṃ+vadhaṃ · prajānāṃ krośatīnāṃ vai naivākṣubhyata me manaḥ krośatīnāṃ+vai · ṣaṇṇāṃ rasānāṃ vijñānamupadekṣyāmyataḥ param rasānāṃ+vijñānam · sopadravāṇāṃ rūkṣāṇāṃ kṛśānāṃ vraṇaśoṣiṇām kṛśānāṃ+vraṇa
a v → ā v	consonant / other	21	0.0	4	Rāmāyaṇa(12), Suśrutasaṃhitā(5), Mahābhārata (full, incl. Bhagavadgītā)(3)	praviṣṭau sītayā sārdhaṃ duścaraṃ daṇḍakāvanam daṇḍaka+vanam→daṇḍakāvanam · avekṣya coddhṛtāṃ vīṭāṃ vīṭāveddhāram abruvan vīṭa+veddhāram→vīṭāveddhāram · lohābhisāro 'strabhṛtāṃ rājñānāṃ nīrājanāvidhiḥ nīrājana+vidhiḥ→nīrājanāvidhiḥ · vidārīkandavadvṛttāṃ kakṣāvaṅkṣaṇasandhiṣu kakṣa+vaṅkṣaṇa→kakṣāvaṅkṣaṇasandhiṣu
u ū → ū	vowel coalescence	21	0.0	7	Suśrutasaṃhitā(7), Mahābhārata (full, incl. Bhagavadgītā)(4), Carakasaṃhitā(4)	tasya bāhūruvegaṃ ca ninādaṃ ca mahātmanaḥ bāhu+ūru→bāhūruvegaṃ · keśamajjāsthimedobhir bāhūrucaraṇair api bāhu+ūru→bāhūrucaraṇair · laghutvāc ca jale pādābhyāṃ viharati tatas tūrṇanābhitantumātre vihṛtya raśmiṣu viharati tu+ūrṇanābhi→tūrṇanābhitantumātre · jaṅghā tu prasṛtā jānūruparvāṣṭhīvadastriyām jānu+ūruparvā→jānūruparvāṣṭhīvadastriyām
ḥ n → n n	visarga	20	0.0	7	Mahābhārata (full, incl. Bhagavadgītā)(11), Kirātārjunīya(4), Hitopadeśa(1)	ko 'rthaḥ putreṇa jātena yo na vidvān na dhārmikaḥ vidvān+na · guṇānurāgād iva sakhyam īyivān na bādhate 'sya trigaṇaḥ parasparam īyivān+na · vipro 'sau bahutanayo vidvānnirdhanaḥ sthaviraśca dānayogya iti tasmai karuṇāpūrṇamanā ratnamadām vidvāḥ+nirdhanaḥ→vidvānnirdhanaḥ · priyāpriye sukhaduḥkhe ca rājann evaṃ vidvānnaiva yuddhaṃ kuruṣva vidvāḥ+na→vidvānnaiva
ṣ v → ḍ v	consonant / other	20	0.0	6	Carakasaṃhitā(7), Suśrutasaṃhitā(5), Mahābhārata (full, incl. Bhagavadgītā)(4)	saṃtoṣo bhīrutvaṃ ṣaḍ vyāghātā mahattvasya ṣaḍ+vyāghātā · vardhate hṛdayotkampī prāvṛḍvega ivāmbhasaḥ prāvṛṣ+vegaḥ→prāvṛḍvega · ṣaḍvarṣa eva bālaḥ sa kaṇvāśramapadaṃ prati ṣaṣ+varṣaḥ→ṣaḍvarṣa · icchā kāṅkṣā spṛhehā tṛḍ vāñchā lipsā manorathaḥ tṛḍ+vāñchā
ayam h → 'yaṃ h	anusvāra / nasal	20	0.0	7	Mahābhārata (full, incl. Bhagavadgītā)(10), Bhāratamañjarī(3), Hitopadeśa(2)	yataḥ sādhuguṇayukto 'yaṃ hiraṇyagarbho na vigrāhyaḥ 'yaṃ+hiraṇyagarbho · avaśasya vināśāya saṃjāto 'yaṃ haṭhād iha 'yaṃ+haṭhād · avyaktabhāṣī bālo 'yaṃ hṛdayānandanirjharaḥ 'yaṃ+hṛdaya · taṃ hi cintayamānāyāḥ śoko 'yaṃ hṛdi vardhate 'yaṃ+hṛdi
k r → g r	consonant / other	20	0.0	9	Mahābhārata (full, incl. Bhagavadgītā)(8), Suśrutasaṃhitā(4), Aṣṭādhyāyī(2)	tatphalaṃ labhate samyag rakṣite śaraṇāgate samyag+rakṣite · tāto 'yam āgato 'treti drāgratnaprabhayodite drāk+ratnaprabhayā→drāgratnaprabhayodite · narakāparaparyāyaṃ dhigrājyamadhunā mama dhik+rājyam→dhigrājyamadhunā · śabaryā pūjitaḥ samyag rāmo daśarathātmajaḥ samyag+rāmo
