slp1	hom	sense_id	first_era	era_rank	bucket_via	class	n_cites	n_dateable	bridge_status	bridge_mw_sense	count_all	sense_rank	lemma_share	n_texts	top_genre	top_genre_share	provenance	confidence
dakziRa		5a	vedic	1	dcs	DATEABLE	17	15	bridge_unaligned									
dakziRa		5b	vedic	1	dcs+hand:class	DATEABLE	80	75	bridge_unaligned									
dakziRa		5c	vedic	1	dcs	DATEABLE	5	5	bridge_unaligned									
dakziRa		1a	epic-sutra	2	hand:class	DATEABLE	3	2	joined	mw:89389:1	5	3	0.0407	4	ayurveda	0.4	attested	
dakziRa		1d	epic-sutra	2	dcs+dharmamitra	DATEABLE	23	15	bridge_unaligned									
dakziRa		4	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	8	6	bridge_unaligned									
dakziRa		5d	epic-sutra	2	dcs	DATEABLE	14	12	bridge_unaligned									
dakziRa		5e	epic-sutra	2	dcs	DATEABLE	5	2	bridge_unaligned									
dakziRa		5f	classical	3	dharmamitra	DATEABLE	5	3	bridge_unaligned									
dakziRa		1e				UNDATEABLE	3	0	bridge_unaligned									
dakziRa		5g				UNDATEABLE	1	0	bridge_unaligned									
darSana		2a	vedic	1	dcs	DATEABLE	100	75	bridge_unaligned									
darSana		1	epic-sutra	2	dharmamitra+hand:class	DATEABLE	13	10	bridge_no_freq	mw:90618:1								
darSana		2b	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	20	17	bridge_unaligned									
darSana		2c	epic-sutra	2	dharmamitra	DATEABLE	3	2	bridge_unaligned									
darSana		2d	epic-sutra	2	dharmamitra	DATEABLE	12	8	bridge_unaligned									
darSana		2f	classical	3	dharmamitra+hand:class	DATEABLE	7	5	bridge_unaligned									
darSana		2g	classical	3	dcs+dharmamitra	DATEABLE	4	3	bridge_unaligned									
darSana		2e	early-medieval	4	hand:class	DATEABLE-MARGINAL	3	1	bridge_unaligned									
darSana		2h	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
darSana		2i				UNDATEABLE	1	0	bridge_unaligned									
darSana		3				UNDATEABLE	1	0	bridge_unaligned									
deva	1	1	vedic	1	dcs	DATEABLE	33	33	joined	mw:95518:1	20	4	0.0133	2	veda	1.0	attested	
deva	1	2a	vedic	1	dcs	DATEABLE	6	3	bridge_unaligned									
deva	1	3b	vedic	1	dcs	DATEABLE	28	24	bridge_unaligned									
deva	1	3c	vedic	1	dcs	DATEABLE	5	5	bridge_unaligned									
deva	1	3d	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	15	14	bridge_unaligned									
deva	1	3e	epic-sutra	2	dharmamitra	DATEABLE	14	9	bridge_unaligned									
deva	1	4	epic-sutra	2	dcs+hand:class	DATEABLE	39	30	bridge_unaligned									
deva	1	6	epic-sutra	2	dcs	DATEABLE	7	3	bridge_unaligned									
deva	1	8b	classical	3	dharmamitra	DATEABLE	8	5	bridge_unaligned									
deva	1	9	early-medieval	4	hand:class	DATEABLE	9	2	bridge_unaligned									
deva	1	7	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
deva	1	8a	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
deva	1	3f				UNDATEABLE	1	0	bridge_unaligned									
deva	1	5				UNDATEABLE	7	0	bridge_unaligned									
deva	1	8c				UNRESOLVED	1	0	bridge_unaligned									
divya		2d	vedic	1	dcs	DATEABLE	3	3	bridge_unaligned									
divya		4a	vedic	1	dcs	DATEABLE	2	2	bridge_unaligned									
divya		2c	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
divya		4b	classical	3	dharmamitra	DATEABLE	11	7	bridge_unaligned									
divya		3a	early-medieval	4	hand:class	DATEABLE	4	2	bridge_unaligned									
divya		3b	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
divya		4c	early-medieval	4	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
divya		4d	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
divya		2b	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_no_freq	mw:92381:1								
divya		4e	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
divya		3c				UNRESOLVED	1	0	bridge_unaligned									
divya		4f				UNDATEABLE	1	0	bridge_unaligned									
droRa		10	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	6	5	bridge_no_freq	mw:98002:1								
droRa		12a	epic-sutra	2	dcs+dharmamitra	DATEABLE	29	15	bridge_unaligned									
droRa		2	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	35	21	bridge_unaligned									
droRa		9a	epic-sutra	2	dcs+dharmamitra	DATEABLE	21	19	bridge_unaligned									
droRa		9b	epic-sutra	2	dharmamitra	DATEABLE	4	4	bridge_unaligned									
droRa		12c	classical	3	dharmamitra	DATEABLE	17	14	bridge_unaligned									
droRa		12d	classical	3	dharmamitra	DATEABLE	5	3	bridge_unaligned									
droRa		6	classical	3	dharmamitra	DATEABLE	6	4	bridge_unaligned									
droRa		7	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
droRa		9d	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
droRa		12e	early-medieval	4	hand:class	DATEABLE	5	3	bridge_unaligned									
droRa		9c	early-medieval	4	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
droRa		12b	late-medieval	5	hand:class	DATEABLE-MARGINAL	3	1	bridge_unaligned									
droRa		12f	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
droRa		4	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
droRa		5	late-medieval	5	hand:class	DATEABLE-MARGINAL	7	1	bridge_unaligned									
droRa		8	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	2	bridge_unaligned									
droRa		11b				UNDATEABLE	1	0	bridge_unaligned									
droRa		3				UNDATEABLE	2	0	bridge_unaligned									
durga		1	vedic	1	dcs	DATEABLE	26	24	bridge_no_freq	mw:93875:1								
durga		4a	vedic	1	dcs	DATEABLE	28	27	bridge_unaligned									
durga		4b	vedic	1	dcs	DATEABLE	7	5	bridge_unaligned									
durga		4c	vedic	1	dcs	DATEABLE	19	18	bridge_unaligned									
durga		2b	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	4	1	bridge_unaligned									
durga		2c	epic-sutra	2	hand:class	DATEABLE	6	3	bridge_unaligned									
durga		3a	epic-sutra	2	dharmamitra	DATEABLE	4	4	bridge_unaligned									
durga		3b	epic-sutra	2	dharmamitra	DATEABLE	10	6	bridge_unaligned									
durga		4d	epic-sutra	2	dcs+dharmamitra	DATEABLE	6	5	bridge_unaligned									
durga		3c	early-medieval	4	dharmamitra	DATEABLE-MARGINAL	2	1	bridge_unaligned									
durga		3d	early-medieval	4	hand:class	DATEABLE	4	2	bridge_unaligned									
durga		2a	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
durga		3e	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
fta		1a	vedic	1	dcs	DATEABLE	3	3	bridge_no_freq	mw:38412:1								
fta		1b	vedic	1	dcs	DATEABLE	6	6	bridge_unaligned									
fta		2	vedic	1	dcs	DATEABLE	16	16	bridge_unaligned									
fta		4a	vedic	1	dcs+hand:class	DATEABLE	11	11	bridge_unaligned									
fta		4b	vedic	1	dcs	DATEABLE	152	130	bridge_unaligned									
fta		4c	vedic	1	dcs	DATEABLE	65	58	bridge_unaligned									
fta		5a	vedic	1	dcs	DATEABLE	14	14	bridge_unaligned									
fta		5b	vedic	1	dcs	DATEABLE	6	6	bridge_unaligned									
fta		5c	vedic	1	dcs	DATEABLE	3	3	bridge_unaligned									
fta		1c	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	11	10	bridge_unaligned									
fta		3	epic-sutra	2	dharmamitra+hand:class	DATEABLE	4	3	bridge_unaligned									
fta		4d	epic-sutra	2	hand:class	DATEABLE	4	2	bridge_unaligned									
fta		4e	epic-sutra	2	hand:class	DATEABLE	8	6	bridge_unaligned									
fta		1e	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
fzaBa		1a	vedic	1	dcs+hand:class	DATEABLE	34	32	joined	mw:39002:1	18	2	0.0952	5	epic	0.5556	attested	
fzaBa		1b	vedic	1	hand:class	DATEABLE	28	25	bridge_unaligned									
fzaBa		1i	vedic	1	hand:class	DATEABLE	4	2	bridge_unaligned									
fzaBa		1k	vedic	1	dcs	DATEABLE	31	24	bridge_unaligned									
fzaBa		1m	vedic	1	hand:class	DATEABLE	8	6	bridge_unaligned									
fzaBa		1l	epic-sutra	2	dharmamitra	DATEABLE	11	9	bridge_unaligned									
fzaBa		1c	classical	3	dharmamitra	DATEABLE	17	6	bridge_unaligned									
fzaBa		1d	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
fzaBa		1e	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
fzaBa		1g	early-medieval	4	hand:class	DATEABLE-MARGINAL	3	1	bridge_unaligned									
fzaBa		2c	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
fzaBa		1f				UNDATEABLE	1	0	bridge_unaligned									
fzaBa		1h				UNDATEABLE	1	0	bridge_unaligned									
fzaBa		1n				UNRESOLVED	1	0	bridge_unaligned									
gOra		1	vedic	1	dcs	DATEABLE	43	32	bridge_no_freq	mw:68232:1								
gOra		2a	vedic	1	dcs	DATEABLE	17	17	bridge_unaligned									
gOra		2f	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
gOra		4f	epic-sutra	2	dharmamitra+hand:class	DATEABLE	21	9	bridge_unaligned									
gOra		4g	epic-sutra	2	dharmamitra	DATEABLE	5	4	bridge_unaligned									
gOra		4k	epic-sutra	2	dharmamitra	DATEABLE	10	4	bridge_unaligned									
gOra		4m	epic-sutra	2	dharmamitra	DATEABLE	5	4	bridge_unaligned									
gOra		2b	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
gOra		4d	classical	3	dharmamitra	DATEABLE	8	4	bridge_unaligned									
gOra		4h	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
gOra		2d	early-medieval	4	hand:class	DATEABLE-MARGINAL	4	1	bridge_unaligned									
gOra		2e	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
gOra		4b	early-medieval	4	hand:class	DATEABLE	16	4	bridge_unaligned									
gOra		4c	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
gOra		4e	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
gOra		4i	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
gOra		5a	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
gOra		5b	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
gOra		2c	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
gOra		2g	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
gOra		3	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
gOra		5c	late-medieval	5	hand:class	DATEABLE-MARGINAL	5	1	bridge_unaligned									
gOra		5d	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
gOra		4n				UNDATEABLE	7	0	bridge_unaligned									
gaRqa		1c	vedic	1	dcs	DATEABLE-MARGINAL	4	1	bridge_unaligned									
gaRqa		1a	epic-sutra	2	dcs	DATEABLE	42	22	joined	mw:62750:1	45	1	0.7031	16	ayurveda	0.6667	attested	
gaRqa		1b	classical	3	dharmamitra+hand:class	DATEABLE	8	5	bridge_unaligned									
gaRqa		1d	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
gaRqa		1h	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
gaRqa		27n	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
gaRqa		1e	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
gaRqa		1i	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
gaRqa		1m	early-medieval	4	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
gaRqa		1k	late-medieval	5	dharmamitra	DATEABLE	6	2	bridge_unaligned									
gaRqa		1g				UNDATEABLE	1	0	bridge_unaligned									
gaRqa		27m				UNDATEABLE	1	0	bridge_unaligned									
gam	1	1a	vedic	1	dcs	DATEABLE	13	9	bridge_no_freq	mw:63409:1								
gam	1	1b	vedic	1	dcs	DATEABLE	3	3	bridge_unaligned									
gam	1	1g	vedic	1	dcs	DATEABLE	75	68	bridge_unaligned									
gam	1	2c	vedic	1	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
gam	1	3a	vedic	1	dcs	DATEABLE	53	52	bridge_unaligned									
gam	1	3b	vedic	1	dcs	DATEABLE	19	15	bridge_unaligned									
gam	1	4	vedic	1	dcs	DATEABLE	185	156	bridge_unaligned									
gam	1	5	vedic	1	dcs	DATEABLE	115	99	bridge_unaligned									
gam	1	6	vedic	1	dcs	DATEABLE	79	67	bridge_unaligned									
gam	1	1c	epic-sutra	2	dcs	DATEABLE	9	6	bridge_unaligned									
gam	1	1d	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	18	14	bridge_unaligned									
gam	1	1e	epic-sutra	2	dcs	DATEABLE	2	2	bridge_unaligned									
gam	1	1f	epic-sutra	2	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
gam	1	1h	epic-sutra	2	dcs+hand:class	DATEABLE	23	18	bridge_unaligned									
gam	1	1k	epic-sutra	2	dcs+hand:class	DATEABLE	3	3	bridge_unaligned									
gam	1	2a	epic-sutra	2	dcs+dharmamitra	DATEABLE	8	7	bridge_unaligned									
gam	1	2b	epic-sutra	2	hand:class	DATEABLE	3	3	bridge_unaligned									
gam	1	2d	epic-sutra	2	hand:class	DATEABLE	3	2	bridge_unaligned									
gam	1	3c	epic-sutra	2	dharmamitra+hand:class	DATEABLE	6	4	bridge_unaligned									
gam	1	3d	epic-sutra	2	dharmamitra+hand:class	DATEABLE	5	4	bridge_unaligned									
gam	1	7c	epic-sutra	2	dharmamitra	DATEABLE	5	4	bridge_unaligned									
gam	1	1i	classical	3	hand:class	DATEABLE	5	3	bridge_unaligned									
gam	1	1l	early-medieval	4	hand:class	DATEABLE-MARGINAL	3	1	bridge_unaligned									
gam	1	7a	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
gam	1	7b	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
gam	1	2e				UNDATEABLE	1	0	bridge_unaligned									
ganDa		1a	vedic	1	dcs	DATEABLE	55	51	bridge_no_freq	mw:62971:1								
ganDa		1b	vedic	1	dcs	DATEABLE	20	18	bridge_unaligned									
ganDa		1d	epic-sutra	2	dharmamitra+hand:class	DATEABLE	7	4	bridge_unaligned									
ganDa		1h	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
ganDa		1c	classical	3	dharmamitra	DATEABLE	9	4	bridge_unaligned									
ganDa		1g	classical	3	dharmamitra	DATEABLE	2	2	bridge_unaligned									
ganDa		2b	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
ganDa		1e	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
ganDa		2a	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
ganDa		2c	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
ganDa		3b	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
ganDa		1f				UNDATEABLE	1	0	bridge_unaligned									
ganDa		2d				UNDATEABLE	2	0	bridge_unaligned									
ganDa		3a				UNDATEABLE	2	0	bridge_unaligned									
ganDarva		1a	vedic	1	dcs	DATEABLE	34	34	joined	mw:63278:1	182	1	0.9785	23	epic	0.7088	attested	
ganDarva		1b	vedic	1	dcs	DATEABLE	111	97	bridge_unaligned									
ganDarva		1c	vedic	1	dcs	DATEABLE	16	9	bridge_unaligned									
ganDarva		2f	vedic	1	dcs	DATEABLE-MARGINAL	4	1	bridge_unaligned									
ganDarva		2d	epic-sutra	2	dcs+dharmamitra	DATEABLE	9	6	bridge_unaligned									
ganDarva		4	epic-sutra	2	dcs	DATEABLE	5	5	bridge_unaligned									
ganDarva		2c	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
ganDarva		3	classical	3	dharmamitra	DATEABLE	4	3	bridge_unaligned									
ganDarva		2a	early-medieval	4	dcs+hand:class	DATEABLE	5	2	bridge_unaligned									
ganDarva		2b	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
ganDarva		2e				UNDATEABLE	2	0	bridge_unaligned									
ganDarva		5				UNRESOLVED	1	0	bridge_unaligned									
gati		2	vedic	1	dcs	DATEABLE	5	5	bridge_unaligned									
gati		5	vedic	1	dcs	DATEABLE	5	4	bridge_unaligned									
gati		10	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	joined	mw:63526:1	19	4	0.1338	11	epic	0.5263	attested	
gati		11	epic-sutra	2	dcs+dharmamitra	DATEABLE	38	32	bridge_unaligned									
gati		13	epic-sutra	2	hand:class	DATEABLE	6	3	bridge_unaligned									
gati		14	epic-sutra	2	hand:class	DATEABLE	12	12	bridge_unaligned									
gati		3	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	13	6	bridge_unaligned									
gati		4	epic-sutra	2	dharmamitra	DATEABLE	11	3	bridge_unaligned									
gati		6	epic-sutra	2	dcs+hand:class	DATEABLE	17	12	bridge_unaligned									
gati		7	epic-sutra	2	dcs	DATEABLE	19	13	bridge_unaligned									
gati		9	epic-sutra	2	dharmamitra	DATEABLE	12	7	bridge_unaligned									
gati		12				UNDATEABLE	1	0	bridge_unaligned									
gati		15				UNDATEABLE	3	0	bridge_unaligned									
gati		16				UNDATEABLE	1	0	bridge_unaligned									
gati		17				UNRESOLVED	1	0	bridge_unaligned									
gati		8				UNDATEABLE	2	0	bridge_unaligned									
giri		1a	vedic	1	dcs	DATEABLE	37	31	joined	mw:65077:1	3	3	0.0044	1	vyakarana	1.0	attested	
giri		1d	epic-sutra	2	hand:class	DATEABLE	4	2	bridge_unaligned									
giri		3	epic-sutra	2	dcs	DATEABLE	3	2	bridge_unaligned									
giri		1b	classical	3	dharmamitra	DATEABLE-MARGINAL	2	1	bridge_unaligned									
giri		1h	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
giri		2a	classical	3	dharmamitra	DATEABLE	4	2	bridge_unaligned									
giri		2b	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
giri		1c	early-medieval	4	hand:class	DATEABLE	5	3	bridge_unaligned									
giri		1f	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
giri		1e	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
giri		1g	late-medieval	5	hand:class	DATEABLE-MARGINAL	5	1	bridge_unaligned									
go		10	vedic	1	dcs	DATEABLE	7	5	joined	mw:66884:1	127	2	0.1945	31	epic	0.2362	attested	
go		21	vedic	1	dcs	DATEABLE	3	3	bridge_unaligned									
go		22	vedic	1	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
go		23a	vedic	1	hand:class	DATEABLE	6	4	bridge_unaligned									
go		3a	vedic	1	dcs	DATEABLE	8	8	bridge_unaligned									
go		3b	vedic	1	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
go		3c	vedic	1	dcs	DATEABLE	7	7	bridge_unaligned									
go		3d	vedic	1	dcs	DATEABLE	2	2	bridge_unaligned									
go		4	vedic	1	dcs	DATEABLE	15	9	bridge_unaligned									
go		5	vedic	1	dcs	DATEABLE	2	2	bridge_unaligned									
go		6	vedic	1	dcs	DATEABLE	8	5	bridge_unaligned									
go		12	epic-sutra	2	dcs+dharmamitra	DATEABLE	24	20	bridge_unaligned									
go		19	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	14	10	bridge_unaligned									
go		23b	epic-sutra	2	dharmamitra	DATEABLE	4	3	bridge_unaligned									
go		7	epic-sutra	2	hand:class	DATEABLE	6	4	bridge_unaligned									
go		9	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	20	16	bridge_unaligned									
go		11	classical	3	dharmamitra	DATEABLE	5	3	bridge_unaligned									
go		13	classical	3	dharmamitra	DATEABLE	9	6	bridge_unaligned									
go		14	classical	3	dharmamitra	DATEABLE	5	3	bridge_unaligned									
go		15	classical	3	dharmamitra	DATEABLE	7	4	bridge_unaligned									
go		17	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
go		24	early-medieval	4	dharmamitra	DATEABLE	5	3	bridge_unaligned									
go		18	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
go		8	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
go		16				UNDATEABLE	3	0	bridge_unaligned									
go		20				UNDATEABLE	1	0	bridge_unaligned									
gokarRa		2b	epic-sutra	2	dcs	DATEABLE	9	5	bridge_unaligned									
gokarRa		2e	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
gokarRa		2f	epic-sutra	2	dharmamitra	DATEABLE	6	5	bridge_unaligned									
gokarRa		2g	epic-sutra	2	dcs+dharmamitra	DATEABLE	23	15	bridge_unaligned									
gokarRa		2h	epic-sutra	2	dharmamitra	DATEABLE	4	3	bridge_unaligned									
gokarRa		3	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
gokarRa		2d	classical	3	dharmamitra	DATEABLE	5	3	bridge_unaligned									
gokarRa		4	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
gokarRa		2a	early-medieval	4	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
gokarRa		2c	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
gokarRa		2i	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
gokarRa		2k	early-medieval	4	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
gokarRa		1				UNDATEABLE	2	0	bridge_no_freq	mw:66901:1								
gokarRa		2l				UNRESOLVED	1	0	bridge_unaligned									
gola		1	epic-sutra	2	dharmamitra	DATEABLE	29	23	joined	mw:67991:1	140	1	0.9211	15	rasasastra	0.8	attested	
gola		6	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
gola		4	classical	3	dharmamitra	DATEABLE	5	2	bridge_unaligned									
gola		7b	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
gola		7c	classical	3	dharmamitra	DATEABLE	4	3	bridge_unaligned									
gola		7e	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
gola		7f	classical	3	dharmamitra	DATEABLE-MARGINAL	2	1	bridge_unaligned									
gola		7g	classical	3	dharmamitra	DATEABLE	4	3	bridge_unaligned									
gola		7a	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
gola		7d	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
gola		3	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
gola		2				UNDATEABLE	1	0	bridge_unaligned									
gola		5				UNDATEABLE	2	0	bridge_unaligned									
gola		8				UNRESOLVED	1	0	bridge_unaligned									
gopa		2	vedic	1	dcs+hand:class	DATEABLE	12	11	bridge_unaligned									
gopa		11a	epic-sutra	2	dharmamitra+hand:class	DATEABLE	13	13	bridge_unaligned									
gopa		5	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
gopa		6	epic-sutra	2	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
gopa		10a	classical	3	dharmamitra	DATEABLE	3	2	bridge_no_freq	mw:67214:1								
gopa		11b	classical	3	dharmamitra	DATEABLE	4	3	bridge_unaligned									
gopa		11d	classical	3	dharmamitra	DATEABLE	4	2	bridge_unaligned									
gopa		3	classical	3	dharmamitra	DATEABLE	4	3	bridge_unaligned									
gopa		9	classical	3	dharmamitra	DATEABLE	2	2	bridge_unaligned									
