slp1	hom	sense_id	n_cites	n_dateable	first_era	bucket_via	marginal	class	conflict_notes
brAhmaRa		3a	19	15	epic-sutra	dcs+dharmamitra+hand:class	0	DATEABLE	H4016 hand-checked seed call (hand:class) | same genre anchor as the seed's ŚĀṄKH. ŚR. call | śrautasūtra genre (on the Sāmaveda); standard dating within the sūtra period | gṛhyasūtra genre; standard dating within the sūtra period | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/) | DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
brAhmaRa		3b	6	2	epic-sutra	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
brAhmaRa		3c	4	4	epic-sutra	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
brAhmaRa		3d	3	1	epic-sutra	dharmamitra	1	DATEABLE-MARGINAL	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
brAhmaRa		3e	1	0			0	UNRESOLVED	
brAhmaRa		3f	2	1	epic-sutra	dharmamitra	1	DATEABLE-MARGINAL	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
brAhmaRa		4a	8	8	vedic	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
brAhmaRa		4b	6	6	vedic	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
brAhmaRa		4c	38	35	vedic	dcs+hand:class	0	DATEABLE	H4016 hand-checked seed call (hand:class) | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
brAhmaRa		4e	3	2	classical	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
brahman	2	10	1	1	early-medieval	dharmamitra	1	DATEABLE-MARGINAL	the extant recension is what PWG cites | DM anchor: extant recension c. 4th-9th c. CE; older core disputed
brahman	2	11	2	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
brahman	2	12	1	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
brahman	2	13	4	3	early-medieval	dharmamitra+hand:class	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology | H4016 hand-checked seed call (hand:class)
brahman	2	14	1	0			0	UNDATEABLE	
brahman	2	2	43	37	vedic	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
brahman	2	3	5	5	vedic	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
brahman	2	4	60	35	vedic	dcs+hand:class	0	DATEABLE	H4016 hand-checked seed call (hand:class) | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
brahman	2	5	1	0			0	UNDATEABLE	
brahman	2	6	1	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
brahman	2	7	1	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
brahman	2	8	1	1	epic-sutra	hand:class	1	DATEABLE-MARGINAL	seed left no-rule; genre-secure, so extended | gṛhyasūtra genre; standard dating within the sūtra period (same genre anchor as the seed's ĀŚV. GṚHY. call)
brahman	2	9	2	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
cUqa		1a	5	4	vedic	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
cUqa		1b	1	1	classical	dharmamitra	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the Dharmamitra chronology
cUqa		1c	2	2	vedic	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
cUqa		2a	13	9	epic-sutra	dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
cUqa		2b	1	1	classical	dharmamitra	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the Dharmamitra chronology
cUqa		2c	2	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
cUqa		2d	2	2	early-medieval	dharmamitra+hand:class	0	DATEABLE	H4016 hand-checked seed call (hand:class) | H4016 hand-checked seed call via the Dharmamitra chronology
cUqa		2e	2	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
cUqa		2f	1	1	classical	dharmamitra	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the Dharmamitra chronology
cUqa		2g	1	0			0	UNDATEABLE	
cUqa		2h	1	1	epic-sutra	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
cUqa		2i	1	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
ca	1	10	3	1	epic-sutra	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
ca	1	1a	33	31	vedic	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
ca	1	1b	18	16	vedic	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
ca	1	1c	8	7	vedic	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
ca	1	1d	5	5	epic-sutra	dcs+hand:class	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/) | net-new; cited via a modern chrestomathy | Nala episode of the Mahābhārata; PWG cites Böhtlingk's Chrestomathie — text date, not edition date (same pattern as the seed's HARIVAṂŚA im 4ten Bande des MBH call)
ca	1	1e	2	2	classical	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
ca	1	1f	1	1	epic-sutra	hand:class	1	DATEABLE-MARGINAL	net-new; cited via a modern chrestomathy | Nala episode of the Mahābhārata; PWG cites Böhtlingk's Chrestomathie — text date, not edition date (same pattern as the seed's HARIVAṂŚA im 4ten Bande des MBH call)
ca	1	1g	33	30	epic-sutra	dcs+hand:class	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/) | net-new; cited via a modern chrestomathy | Nala episode of the Mahābhārata; PWG cites Böhtlingk's Chrestomathie — text date, not edition date (same pattern as the seed's HARIVAṂŚA im 4ten Bande des MBH call)
ca	1	2	4	4	epic-sutra	dcs+hand:class	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/) | net-new; cited via a modern chrestomathy | Nala episode of the Mahābhārata; PWG cites Böhtlingk's Chrestomathie — text date, not edition date (same pattern as the seed's HARIVAṂŚA im 4ten Bande des MBH call)
ca	1	3	5	5	epic-sutra	dcs+hand:class	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/) | net-new; cited via a modern chrestomathy | Nala episode of the Mahābhārata; PWG cites Böhtlingk's Chrestomathie — text date, not edition date (same pattern as the seed's HARIVAṂŚA im 4ten Bande des MBH call)
ca	1	4	2	1	epic-sutra	dcs	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
ca	1	5	4	4	epic-sutra	hand:class	0	DATEABLE	H4016 hand-checked seed call (hand:class)
ca	1	6	20	13	epic-sutra	dcs+dharmamitra+hand:class	0	DATEABLE	net-new; cited via a modern chrestomathy | Nala episode of the Mahābhārata; PWG cites Böhtlingk's Chrestomathie — text date, not edition date (same pattern as the seed's HARIVAṂŚA im 4ten Bande des MBH call) | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/) | DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
ca	1	7	9	8	classical	dcs+dharmamitra+hand:class	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/) | H4016 hand-checked seed call (hand:class)
ca	1	8	12	9	vedic	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
ca	1	9	19	15	epic-sutra	hand:class	0	DATEABLE	net-new; cited via a modern chrestomathy | Nala episode of the Mahābhārata; PWG cites Böhtlingk's Chrestomathie — text date, not edition date (same pattern as the seed's HARIVAṂŚA im 4ten Bande des MBH call)
caRqa		1a	49	41	epic-sutra	dcs+dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/) | H4016 hand-checked seed call via the Dharmamitra chronology
caRqa		1b	1	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
caRqa		2a	16	10	vedic	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
caRqa		2b	1	0			0	UNDATEABLE	
caRqa		2c	1	0			0	UNRESOLVED	
caRqa		3a	5	3	epic-sutra	dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | H4016 hand-checked seed call via the Dharmamitra chronology
caRqa		3b	1	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
caRqa		3c	2	1	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
caRqa		3d	9	3	classical	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
caRqa		3e	3	2	classical	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
caRqa		4a	8	6	epic-sutra	dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | H4016 hand-checked seed call via the Dharmamitra chronology
caRqa		4b	1	0			0	UNDATEABLE	
caRqa		4c	2	0			0	UNDATEABLE	
caRqa		4d	1	0			0	UNRESOLVED	
caRqa		4e	1	1	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
caRqa		5	2	1	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
cakra		10	2	2	classical	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
cakra		11	9	8	epic-sutra	dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
cakra		12	5	4	classical	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
cakra		13	5	1	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
cakra		14	2	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
cakra		15	2	0			0	UNDATEABLE	
cakra		16a	8	6	epic-sutra	dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
cakra		16b	2	2	epic-sutra	dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
cakra		16c	7	6	vedic	dcs	0	DATEABLE	late-Vedic Upaniṣad; DCS date table BĀU -699..-499 (the pin both probes used for Chānd./Bṛh. Āraṇyaka strata)
cakra		16d	2	2	early-medieval	dcs+dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/) | H4016 hand-checked seed call via the Dharmamitra chronology
cakra		17	7	6	vedic	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
cakra		18b	2	1	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
cakra		19	1	1	early-medieval	dcs	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
