verse	widx	gold_form	gold_lemma	gold_pos	gold_morph	dcs_forms	dcs_lemmas	dcs_upos	class	note
5.09	1	pralapan	pra-lapant	participle	nom/sg/m	pralapan	pralap	VERB	OK	
5.09	2	visṛjan	visṛjant	participle	nom/sg/m	visṛjan	visṛj	VERB	OK	
5.09	3	gṛhṇan	gṛhṇant	participle	nom/sg/m	gṛhṇan	grah	VERB	LEMMA_DIFF	
5.09	4	unmiṣan	un-miṣant	participle	nom/sg/m	unmiṣan	unmiṣ	VERB	OK	
5.09	5	nimiṣan	ni-miṣant	participle	nom/sg/m	nimiṣan	nimiṣ	VERB	OK	
5.09	6	api	api	indeclinable		api	api	PART	OK	
5.09	7	indriyāṇi	indriya	nominal	nom/pl/n	indriyāṇi	indriya	NOUN	OK	
5.09	8	indriyārtheṣu	indriya-artha	nominal	loc/pl/m	indriya + artheṣu	indriya + artha	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
ch7248						vartanta	vṛt	VERB	UNALIGNED_DCS	extra DCS token
5.09	9	vartante	√vṛt	verb					UNALIGNED_GOLD	no DCS token matched
5.09	10	iti	iti	indeclinable		iti	iti	PART	OK	
5.09	11	dhārayan	dhārayant	participle	nom/sg/m	dhārayan	dhāray	VERB	OK	
5.10	1	brahmaṇi	brahman	nominal	loc/sg/n	brahmaṇi	brahman	NOUN	OK	
5.10	2	ādhāya	ā-√dhā			ādhāya	ādhā	VERB	OK	
5.10	3	karmāṇi	karman	nominal	acc/pl/n	karmāṇi	karman	NOUN	OK	
5.10	4	saṅgam	saṅga		m	saṅgaṃ	saṅga	NOUN	OK	
5.10	5	tyaktvā	√tyaj			tyaktvā	tyaj	VERB	OK	
5.10	6	karoti	√kṛ	verb	sg	karoti	kṛ	VERB	OK	
5.10	7	yaḥ	yat	pronoun	nom/sg/m	yaḥ	yad	PRON	LEMMA_DIFF	
5.10	8	lipyate	√lip	verb	sg	lipyate	lip	VERB	OK	
5.10	9	na	na	indeclinable		na	na	PART	OK	
ch7248						sa	tad	PRON	UNALIGNED_DCS	extra DCS token
5.10	10	saḥ	tat	pronoun					UNALIGNED_GOLD	no DCS token matched
5.10	11	pāpena	pāpa	nominal	ins/sg/n	pāpena	pāpa	NOUN	OK	
5.10	12	padma-patram	padma-patra	nominal	nom/sg/n	padma + patram	padma + pattra	NOUN + NOUN	LEMMA_DIFF	compound split 2 ways
5.10	13	iva	iva	indeclinable		iva	iva	PART	OK	
5.10	14	ambhasā	ambhas	nominal	ins/sg/n	ambhasā	ambhas	NOUN	OK	
5.11	1	kāyena	kāya	nominal	ins/sg/m	kāyena	kāya	NOUN	OK	
5.11	2	manasā	manas	nominal	ins/sg/n	manasā	manas	NOUN	OK	
5.11	3	buddhyā	buddhi	nominal	ins/sg/f	buddhyā	buddhi	NOUN	OK	
5.11	4	kevalaiḥ	kevala	nominal	ins/pl/n	kevalaiḥ	kevala	ADJ	OK	
5.11	5	indriyaiḥ	indriya	nominal	ins/pl/n	indriyaiḥ	indriya	NOUN	OK	
5.11	6	api	api	indeclinable		api	api	PART	OK	
5.11	7	yoginaḥ	yogin	nominal	nom/pl/m	yoginaḥ	yogin	NOUN	OK	
5.11	8	karma	karman	nominal	nom/sg/n	karma	karman	NOUN	OK	
5.11	9	kurvanti	√kṛ	verb	pl	kurvanti	kṛ	VERB	OK	
5.11	10	saṅgam	saṅga		m	saṅgaṃ	saṅga	NOUN	OK	
5.11	11	tyaktvā	√tyaj			tyaktvā	tyaj	VERB	OK	
5.11	12	ātma-śuddhaye	ātma-śuddhi	nominal	dat/sg/f	ātma + śuddhaye	ātman + śuddhi	NOUN + NOUN	LEMMA_DIFF	compound split 2 ways
5.12	1	yuktaḥ	yukta	participle	nom/sg/m	yuktaḥ	yuj	VERB	LEMMA_DIFF	
5.12	2	karma-phalam	karma-phala	nominal	acc/sg/m	karma + phalam	karman + phala	NOUN + NOUN	LEMMA_DIFF	compound split 2 ways
5.12	3	tyaktvā	√tyaj			tyaktvā	tyaj	VERB	OK	
5.12	4	śāntim	śānti	nominal	acc/sg/f	śāntim	śānti	NOUN	OK	
5.12	5	āpnoti	√āp	verb	sg	āpnoti	āp	VERB	OK	
5.12	6	naiṣṭhikīm	naiṣṭhikī	nominal	acc/sg/f	naiṣṭhikīm	naiṣṭhika	ADJ	LEMMA_DIFF	
5.12	7	ayuktaḥ	a-yukta	participle	nom/sg/m	a + yuktaḥ	a + yuj	PART + VERB	LEMMA_DIFF	compound split 2 ways
5.12	8	kāma-kāreṇa	kāma-kāra	nominal	ins/sg/m	kāmakāreṇa	kāmakāra	NOUN	OK	
5.12	9	phale	phala	nominal	loc/sg/n	phale	phala	NOUN	OK	
ch7248						sakto	sañj	VERB	UNALIGNED_DCS	extra DCS token
5.12	10	saktaḥ	sakta	participle					UNALIGNED_GOLD	no DCS token matched
5.12	11	nibadhyate	ni-√bandh	verb	sg	nibadhyate	nibandh	VERB	OK	
5.13	1	sarva-karmāṇi	sarva-karman	nominal	acc/pl/n	sarva + karmāṇi	sarva + karman	PRON + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
5.13	2	manasā	manas	nominal	ins/sg/n	manasā	manas	NOUN	OK	
5.13	3	saṁnyasya	sam-ni-√as			saṃnyasya	saṃnyas	VERB	LEMMA_DIFF	
5.13	4	āste	√ās	verb	sg	āste	ās	VERB	OK	
5.13	5	sukham	sukham	indeclinable		sukhaṃ	sukham	ADV	OK	
5.13	6	vaśī	vaśin	nominal	nom/sg/m	vaśī	vaśin	ADJ	OK	
5.13	7	nava-dvāre	nava-dvāra	nominal	loc/sg/n	nava + dvāre	navan + dvāra	NUM + NOUN	LEMMA_DIFF	compound split 2 ways
5.13	8	pure	pura	nominal	loc/sg/n	pure	pura	NOUN	OK	
5.13	9	dehī	dehin	nominal	nom/sg/m	dehī	dehin	NOUN	OK	
5.13	10	na	na	indeclinable		na	na	PART	OK	
5.13	11	eva	eva	indeclinable		eva	eva	PART	OK	
5.13	12	kurvan	kurvant	participle	nom/sg/m	kurvan	kṛ	VERB	LEMMA_DIFF	
5.13	13	na	na	indeclinable		na	na	PART	OK	
5.13	14	kārayan	kārayant	participle	nom/sg/m	kārayan	kāray	VERB	OK	
5.14	1	na	na	indeclinable		na	na	PART	OK	
5.14	2	kartṛtvam	kartṛtva	nominal	acc/sg/n	kartṛ + tvam	kartṛ + tva	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
5.14	3	na	na	indeclinable		na	na	PART	OK	
5.14	4	karmāṇi	karman	nominal	acc/pl/n	karmāṇi	karman	NOUN	OK	
5.14	5	lokasya	loka	nominal	abl/sg/m	lokasya	loka	NOUN	OK	
5.14	6	sṛjati	√sṛj	verb	sg	sṛjati	sṛj	VERB	OK	
5.14	7	prabhuḥ	pra-bhu	nominal	nom/sg/m	prabhuḥ	prabhu	ADJ	OK	
5.14	8	na	na	indeclinable		na	na	PART	OK	
5.14	9	karma-phala-saṁyogam	karma-phala-saṁyoga	nominal	acc/sg/m	karma + phala + saṃyogam	karman + phala + saṃyoga	NOUN + NOUN + NOUN	LEMMA_DIFF	compound split 3 ways
5.14	10	sva-bhāvaḥ	sva-bhāva	nominal	nom/sg/m	svabhāvaḥ	svabhāva	NOUN	OK	
5.14	11	tu	tu	indeclinable		tu	tu	PART	OK	
5.14	12	pravartate	pra-√vṛt	verb	sg	pravartate	pravṛt	VERB	OK	
5.15	1	na	na	indeclinable		na	na	PART	OK	
5.15	2	ādatte	ā-√dā	verb	sg	ādatte	ādā	VERB	OK	
ch7248						kasyacid	kaścit	PRON	UNALIGNED_DCS	extra DCS token
5.15	3	kasya-cit	kim-cit	pronoun					UNALIGNED_GOLD	no DCS token matched
5.15	4	pāpam	pāpa	nominal	acc/sg/n	pāpam	pāpa	NOUN	OK	
5.15	5	na	na	indeclinable		na	na	PART	OK	
5.15	6	ca	ca	indeclinable		ca	ca	CONJ	OK	
5.15	7	eva	eva	indeclinable		eva	eva	PART	OK	
5.15	8	sukṛtam	sukṛta	nominal	acc/sg/n	sukṛtaṃ	sukṛta	NOUN	OK	
5.15	9	vibhuḥ	vi-bhu	nominal	nom/sg/m	vibhuḥ	vibhu	ADJ	OK	
5.15	10	ajñānena	a-jñāna	nominal	ins/sg/n	ajñānena	ajñāna	NOUN	OK	
5.15	11	āvṛtam	ā-vṛta	participle	acc/sg/n	āvṛtam	āvṛ	VERB	OK	
5.15	12	jñānam	jñāna	nominal	acc/sg/n	jñānaṃ	jñāna	NOUN	OK	
5.15	13	tena	tat	pronoun	ins/sg/m	tena	tena	ADV	LEMMA_DIFF_POS_DIFF	
5.15	14	muhyanti	√muh	verb	pl	muhyanti	muh	VERB	OK	
5.15	15	jantavaḥ	jantu	nominal	nom/pl/m	jantavaḥ	jantu	NOUN	OK	
5.16	1	jñānena	jñāna	nominal	ins/sg/n	jñānena	jñāna	NOUN	OK	
5.16	2	tu	tu	indeclinable		tu	tu	PART	OK	
5.16	3	tat	tat	pronoun	nom/sg/n	tat	tad	PRON	LEMMA_DIFF	
5.16	4	ajñānam	a-jñāna	nominal	nom/sg/n	ajñānam	ajñāna	NOUN	OK	
5.16	5	yeṣām	yat	pronoun	gen/pl/m	yeṣāṃ	yad	PRON	LEMMA_DIFF	
5.16	6	nāśitam	nāśita	participle	nom/sg/n	nāśitam	nāśay	VERB	LEMMA_DIFF	
5.16	7	ātmanaḥ	ātman	nominal	gen/sg/m	ātmanaḥ	ātman	NOUN	OK	
5.16	8	teṣām	tat	pronoun	gen/pl/m	teṣām	tad	PRON	LEMMA_DIFF	
5.16	9	āditya-vat	āditya-vat	indeclinable		āditya + vat	āditya + vat	NOUN + ADV	OK_COMPOUND_SPLIT	compound split 2 ways
5.16	10	jñānam	jñāna	nominal	nom/sg/n	jñānam	jñāna	NOUN	OK	
5.16	11	prakāśayati	pra-√kāś	verb	sg	prakāśayati	prakāśay	VERB	LEMMA_DIFF	
5.16	12	tat	tat	pronoun	acc/sg/n	tat	tad	PRON	LEMMA_DIFF	
5.16	13	param	para	nominal	acc/sg/n	param	para	PRON	POS_DIFF	
5.17	1	tad-buddhayaḥ	tad-buddhi	nominal	nom/pl/m	tad + buddhayaḥ	tad + buddhi	PRON + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
5.17	2	tad-ātmānaḥ	tad-ātman	nominal	nom/pl/m	tad + ātmānaḥ	tad + ātman	PRON + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
ch7248						tad	tad	PRON	UNALIGNED_DCS	extra DCS token
ch7248						niṣṭhāḥ	niṣṭhā	NOUN	UNALIGNED_DCS	extra DCS token
ch7248						tad	tad	PRON	UNALIGNED_DCS	extra DCS token
ch7248						parāyaṇāḥ	parāyaṇa	NOUN	UNALIGNED_DCS	extra DCS token
5.17	3	tan-niṣṭhāḥ	tad-niṣṭha	nominal					UNALIGNED_GOLD	no DCS token matched
5.17	4	tat-parāyaṇāḥ	tad-parāyaṇa	nominal					UNALIGNED_GOLD	no DCS token matched
5.17	5	gacchanti	√gam	verb	pl	gacchanti	gam	VERB	OK	
5.17	6	apunar-āvṛttim	a-punar-āvṛtti	nominal	acc/sg/f	apunarāvṛttim	apunarāvṛtti	NOUN	OK	
5.17	7	jñāna-nirdhūta-kalmaṣāḥ	jñāna-nirdhūta-kalmaṣa	nominal	nom/pl/m	jñāna + nirdhūta + kalmaṣāḥ	jñāna + nirdhū + kalmaṣa	NOUN + VERB + NOUN	OK_COMPOUND_SPLIT	compound split 3 ways
ch7248						vidyā	vidyā	NOUN	UNALIGNED_DCS	extra DCS token
ch7248						vinaya	vinaya	NOUN	UNALIGNED_DCS	extra DCS token
ch7248						sampanne	sampad	VERB	UNALIGNED_DCS	extra DCS token
5.18	1	vidyā-vinaya-saṁpanne	vidyā-vinaya-saṁpanna	nominal					UNALIGNED_GOLD	no DCS token matched
5.18	2	brāhmaṇe	brāhmaṇa	nominal	loc/sg/m	brāhmaṇe	brāhmaṇa	NOUN	OK	
5.18	3	gavi	go	nominal	loc/sg/f	gavi	go	NOUN	OK	
5.18	4	hastini	hastin	nominal	loc/sg/m	hastini	hastin	NOUN	OK	
5.18	5	śuni	śvan	nominal	loc/sg/m	śuni	śvan	NOUN	OK	
5.18	6	ca	ca	indeclinable		ca	ca	CONJ	OK	
5.18	7	eva	eva	indeclinable		eva	eva	PART	OK	
5.18	8	śva-pāke	śva-pāka	nominal	loc/sg/m	śvapāke	śvapāka	NOUN	OK	
5.18	9	ca	ca	indeclinable		ca	ca	CONJ	OK	
5.18	10	paṇḍitāḥ	paṇḍita	nominal	nom/pl/m	paṇḍitāḥ	paṇḍita	NOUN	OK	
5.18	11	sama-darśinaḥ	sama-darśin	nominal	nom/pl/m	sama + darśinaḥ	sama + darśin	PRON + ADJ	OK_COMPOUND_SPLIT	compound split 2 ways
5.19	1	iha	iha	indeclinable		iha	iha	ADV	OK	
5.19	2	eva	eva	indeclinable		eva	eva	PART	OK	
5.19	3	taiḥ	tat	pronoun	ins/pl/m	taiḥ	tad	PRON	LEMMA_DIFF	
5.19	4	jitaḥ	jita	participle	nom/sg/m	jitaḥ	ji	VERB	OK	
ch7248						sargo	sarga	NOUN	UNALIGNED_DCS	extra DCS token
5.19	5	sargaḥ	sarga	nominal					UNALIGNED_GOLD	no DCS token matched
5.19	6	yeṣām	yat	pronoun	gen/pl/m	yeṣāṃ	yad	PRON	LEMMA_DIFF	
5.19	7	sāmye	sāmya	nominal	loc/sg/n	sāmye	sāmya	NOUN	OK	
5.19	8	sthitam	sthita	participle	nom/sg/n	sthitaṃ	sthā	VERB	LEMMA_DIFF	
5.19	9	manaḥ	manas	nominal	nom/sg/n	manaḥ	manas	NOUN	OK	
5.19	10	nirdoṣam	nirdoṣa	nominal	nom/sg/n	nirdoṣaṃ	nirdoṣa	ADJ	OK	
5.19	11	hi	hi	indeclinable		hi	hi	PART	OK	
5.19	12	samam	sama	nominal	nom/sg/n	samaṃ	sama	PRON	POS_DIFF	
5.19	13	brahma	brahman	nominal	nom/sg/n	brahma	brahman	NOUN	OK	
5.19	14	tasmāt	tasmāt	indeclinable		tasmāt	tasmāt	ADV	OK	
5.19	15	brahmaṇi	brahman	nominal	loc/sg/n	brahmaṇi	brahman	NOUN	OK	
5.19	16	te	tat	pronoun	nom/pl/m	te	tad	PRON	LEMMA_DIFF	
5.19	17	sthitāḥ	sthita	participle	nom/pl/m	sthitāḥ	sthā	VERB	LEMMA_DIFF	
5.20	1	na	na	indeclinable		na	na	PART	OK	
5.20	2	prahṛṣyet	√hṛṣ	verb	sg	prahṛṣyet	prahṛṣ	VERB	LEMMA_DIFF	
5.20	3	priyam	priya	nominal	acc/sg/n	priyam	priya	ADJ	OK	
5.20	4	prāpya	pra-√āp			prāpya	prāp	VERB	LEMMA_DIFF	
5.20	5	na	na	indeclinable		na	na	PART	OK	
5.20	6	udvijet	ud-√vij	verb	sg	udvijet	udvij	VERB	OK	
5.20	7	prāpya	pra-√āp			prāpya	prāp	VERB	LEMMA_DIFF	
5.20	8	ca	ca	indeclinable		ca	ca	CONJ	OK	
5.20	9	apriyam	a-priya	nominal	acc/sg/n	apriyam	apriya	ADJ	OK	
5.20	10	sthira-buddhiḥ	sthira-buddhi	nominal	nom/sg/m	sthira + buddhiḥ	sthira + buddhi	ADJ + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
5.20	11	asaṁmūḍhaḥ	a-saṁ-mūḍha	participle	nom/sg/m	asaṃmūḍhaḥ	asaṃmūḍha	ADJ	POS_DIFF	
ch7248						brahma	brahman	NOUN	UNALIGNED_DCS	extra DCS token
ch7248						vid	vid	ADJ	UNALIGNED_DCS	extra DCS token
5.20	12	brahma-vit	brahma-vit	nominal					UNALIGNED_GOLD	no DCS token matched
5.20	13	brahmaṇi	brahman	nominal	loc/sg/n	brahmaṇi	brahman	NOUN	OK	
5.20	14	sthitaḥ	sthita	participle	nom/sg/m	sthitaḥ	sthā	VERB	LEMMA_DIFF	
5.21	1	bāhya-sparśeṣu	bāhya-sparśa	nominal	loc/pl/m	bāhya + sparśeṣu	bāhya + sparśa	ADJ + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
5.21	2	asaktātmā	asakta-ātman	nominal	nom/sg/m	a + sakta + ātmā	a + sañj + ātman	PART + VERB + NOUN	LEMMA_DIFF	compound split 3 ways
5.21	3	vindati	√vid	verb	sg	vindati	vid	VERB	OK	
5.21	4	ātmani	ātman	nominal	loc/sg/m	ātmani	ātman	NOUN	OK	
5.21	5	yat	yat	pronoun	acc/sg/n	yat	yad	PRON	LEMMA_DIFF	
5.21	6	sukham	sukha	nominal	acc/sg/n	sukham	sukha	NOUN	OK	
ch7248						sa	tad	PRON	UNALIGNED_DCS	extra DCS token
5.21	7	saḥ	tat	pronoun					UNALIGNED_GOLD	no DCS token matched
5.21	8	brahma-yoga-yuktātmā	brahma-yoga-yuktātman	nominal	nom/sg/m	brahma + yoga + yukta + ātmā	brahman + yoga + yuj + ātman	NOUN + NOUN + VERB + NOUN	LEMMA_DIFF	compound split 4 ways
5.21	9	sukham	sukha	nominal	acc/sg/n	sukham	sukha	NOUN	OK	
5.21	10	akṣayam	a-kṣaya	nominal	acc/sg/n	akṣayam	akṣaya	ADJ	OK	
5.21	11	aśnute	√aś	verb	sg	aśnute	aś	VERB	OK	
5.22	1	ye	yat	pronoun	nom/pl/m	ye	yad	PRON	LEMMA_DIFF	
5.22	2	hi	hi	indeclinable		hi	hi	PART	OK	
ch7248						saṃsparśa	saṃsparśa	NOUN	UNALIGNED_DCS	extra DCS token
ch7248						jāḥ	ja	ADJ	UNALIGNED_DCS	extra DCS token
5.22	3	saṁsparśa-jāḥ	saṁ-sparśa-ja	nominal					UNALIGNED_GOLD	no DCS token matched
5.22	4	bhogāḥ	bhoga	nominal	nom/pl/m	bhogā	bhoga	NOUN	OK	
5.22	5	duḥkha-yonayaḥ	duḥkha-yoni	nominal	nom/pl/m	duḥkha + yonayaḥ	duḥkha + yoni	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
5.22	6	eva	eva	indeclinable		eva	eva	PART	OK	
5.22	7	te	tat	pronoun	nom/pl/m	te	tad	PRON	LEMMA_DIFF	
ch7248						ādi	ādi	NOUN	UNALIGNED_DCS	extra DCS token
ch7248						antavantaḥ	antavat	ADJ	UNALIGNED_DCS	extra DCS token
5.22	8	ādy-antavantaḥ	ādy-anta-vant	nominal					UNALIGNED_GOLD	no DCS token matched
5.22	9	kaunteya	kaunteya	nominal	voc/sg/m	kaunteya	kaunteya	NOUN	OK	
5.22	10	na	na	indeclinable		na	na	PART	OK	
5.22	11	teṣu	tat	pronoun	loc/pl/m	teṣu	tad	PRON	LEMMA_DIFF	
5.22	12	ramate	√ram	verb	sg	ramate	ram	VERB	OK	
5.22	13	budhaḥ	budha	nominal	nom/sg/m	budhaḥ	budha	ADJ	OK	
5.23	1	śaknoti	√śak	verb	sg	śaknoti	śak	VERB	OK	
5.23	2	iha	iha	indeclinable		iha	iha	ADV	OK	
5.23	3	eva	eva	indeclinable		eva	eva	PART	OK	
5.23	4	yaḥ	yat	pronoun	nom/sg/m	yaḥ	yad	PRON	LEMMA_DIFF	
5.23	5	soḍhum	√sah			soḍhuṃ	sah	VERB	OK	
5.23	6	prāk	prāk	indeclinable		prāk	prāk	ADV	OK	
5.23	7	śarīra-vimokṣaṇāt	śarīra-vimokṣaṇa	nominal	abl/sg/n	śarīravimokṣaṇāt	śarīravimokṣaṇa	NOUN	OK	
5.23	8	kāma-krodhodbhavam	kāma-krodha-udbhava	nominal	acc/sg/m	kāma + krodha + udbhavam	kāma + krodha + udbhava	NOUN + NOUN + ADJ	OK_COMPOUND_SPLIT	compound split 3 ways
5.23	9	vegam	vega	nominal	acc/sg/m	vegaṃ	vega	NOUN	OK	
ch7248						sa	tad	PRON	UNALIGNED_DCS	extra DCS token
5.23	10	saḥ	tat	pronoun					UNALIGNED_GOLD	no DCS token matched
5.23	11	yuktaḥ	yukta	participle	nom/sg/m	yuktaḥ	yuj	VERB	LEMMA_DIFF	
ch7248						sa	tad	PRON	UNALIGNED_DCS	extra DCS token
5.23	12	saḥ	tat	pronoun					UNALIGNED_GOLD	no DCS token matched
5.23	13	sukhī	sukhin	nominal	nom/sg/m	sukhī	sukhin	ADJ	OK	
5.23	14	naraḥ	nara	nominal	nom/sg/m	naraḥ	nara	NOUN	OK	
ch7248						yo	yad	PRON	UNALIGNED_DCS	extra DCS token
ch7248						antar	antar	ADV	UNALIGNED_DCS	extra DCS token
ch7248						sukhaḥ	sukha	ADJ	UNALIGNED_DCS	extra DCS token
5.24	1	yaḥ	yat	pronoun					UNALIGNED_GOLD	no DCS token matched
5.24	2	antaḥ-sukhaḥ	antaḥ-sukha	nominal					UNALIGNED_GOLD	no DCS token matched
5.24	3	antar-ārāmaḥ	antaḥ-ārāma	nominal	nom/sg/m	antara + ārāmaḥ	antara + ārāma	ADJ + NOUN	LEMMA_DIFF	compound split 2 ways
5.24	4	tathā	tathā	indeclinable		tathā	tathā	ADV	OK	
5.24	5	antar-jyotiḥ	antaḥ-jyotiḥ	nominal	nom/sg/m	antar + jyotiḥ	antar + jyotis	ADV + NOUN	LEMMA_DIFF	compound split 2 ways
5.24	6	eva	eva	indeclinable		eva	eva	PART	OK	
5.24	7	yaḥ	yat	pronoun	nom/sg/m	yaḥ	yad	PRON	LEMMA_DIFF	
ch7248						sa	tad	PRON	UNALIGNED_DCS	extra DCS token
5.24	8	saḥ	tat	pronoun					UNALIGNED_GOLD	no DCS token matched
5.24	9	yogī	yogin	nominal	nom/sg/m	yogī	yogin	NOUN	OK	
5.24	10	brahma-nirvāṇam	brahma-nirvāṇa	nominal	acc/sg/n	brahma + nirvāṇam	brahman + nirvāṇa	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
5.24	11	brahma-bhūtaḥ	brahma-bhūta	nominal	nom/sg/m	brahma + bhūtaḥ	brahman + bhū	NOUN + VERB	LEMMA_DIFF	compound split 2 ways
ch7248						'dhigacchati	adhigam	VERB	UNALIGNED_DCS	extra DCS token
5.24	12	adhigacchati	adhi-√gam	verb					UNALIGNED_GOLD	no DCS token matched
5.25	1	labhante	√labh	verb	pl	labhante	labh	VERB	OK	
5.25	2	brahma-nirvāṇam	brahma-nirvāṇa	nominal	acc/sg/n	brahma + nirvāṇam	brahman + nirvāṇa	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
5.25	3	ṛṣayaḥ	ṛṣi	nominal	nom/pl/m	ṛṣayaḥ	ṛṣi	NOUN	OK	
5.25	4	kṣīṇa-kalmaṣāḥ	kṣīṇa-kalmaṣa	nominal	nom/pl/m	kṣīṇa + kalmaṣāḥ	kṣi + kalmaṣa	VERB + NOUN	LEMMA_DIFF	compound split 2 ways
5.25	5	chinna-dvaidhāḥ	chinna-dvaidha	nominal	nom/pl/m	chinna + dvaidhāḥ	chid + dvaidha	VERB + NOUN	LEMMA_DIFF	compound split 2 ways
5.25	6	yatātmānaḥ	yatātman	nominal	nom/pl/m	yata + ātmānaḥ	yam + ātman	VERB + NOUN	LEMMA_DIFF	compound split 2 ways
5.25	7	sarva-bhūta-hite	sarva-bhūta-hita	nominal	loc/sg/m	sarva + bhūta + hite	sarva + bhūta + hita	PRON + NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 3 ways
5.25	8	ratāḥ	rata	participle	nom/pl/m	ratāḥ	ram	VERB	LEMMA_DIFF	
5.26	1	kāma-krodha-viyuktānām	kāma-krodha-viyukta	nominal	gen/pl/m	kāma + krodha + viyuktānām	kāma + krodha + viyuj	NOUN + NOUN + VERB	LEMMA_DIFF	compound split 3 ways
5.26	2	yatīnām	yati	nominal	gen/pl/m	yatīnāṃ	yati	NOUN	OK	
5.26	3	yata-cetasām	yata-cetas	nominal	gen/pl/m	yata + cetasām	yam + cetas	VERB + NOUN	LEMMA_DIFF	compound split 2 ways
ch7248						abhito	abhitas	ADV	UNALIGNED_DCS	extra DCS token
5.26	4	abhitas	abhitas	indeclinable					UNALIGNED_GOLD	no DCS token matched
5.26	5	brahma-nirvāṇam	brahma-nirvāṇa	nominal	nom/sg/n	brahma + nirvāṇam	brahman + nirvāṇa	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
5.26	6	vartate	√vṛt	verb	sg	vartate	vṛt	VERB	OK	
5.26	7	viditātmanām	vidita-ātman	nominal	gen/pl/m	vidita + ātmanām	vid + ātman	VERB + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
5.27	1	sparśān	sparśa	nominal	acc/pl/m	sparśān	sparśa	NOUN	OK	
5.27	2	kṛtvā	√kṛ			kṛtvā	kṛ	VERB	OK	
5.27	3	bahiḥ	bahiḥ	indeclinable		bahis	bahis	ADV	LEMMA_DIFF	
5.27	4	bāhyān	bāhya	nominal	acc/pl/m	bāhyān	bāhya	ADJ	OK	
5.27	5	cakṣuḥ	cakṣuḥ	nominal	acc/sg/n	cakṣuḥ	cakṣus	NOUN	LEMMA_DIFF	
5.27	6	ca	ca	indeclinable		ca	ca	CONJ	OK	
5.27	7	eva	eva	indeclinable		eva	eva	PART	OK	
5.27	8	antare	antara	nominal	loc/sg/n	antare	antara	NOUN	OK	
5.27	9	bhruvoḥ	bhrū	nominal	gen/du/f	bhruvoḥ	bhrū	NOUN	OK	
5.27	10	prāṇāpānau	prāṇāpāna	nominal	acc/du/m	prāṇa + apānau	prāṇa + apāna	NOUN + NOUN	LEMMA_DIFF	compound split 2 ways
5.27	11	samau	sama	nominal	acc/du/m	samau	sama	PRON	POS_DIFF	
5.27	12	kṛtvā	√kṛ			kṛtvā	kṛ	VERB	OK	
5.27	13	nāsābhyantara-cāriṇau	nāsā-abhy-antara-cārin	nominal	acc/du/m	nāsā + abhyantara + cāriṇau	nāsā + abhyantara + cārin	NOUN + NOUN + ADJ	OK_COMPOUND_SPLIT	compound split 3 ways
ch7248						yata	yam	VERB	UNALIGNED_DCS	extra DCS token
ch7248						indriya	indriya	NOUN	UNALIGNED_DCS	extra DCS token
ch7248						manaḥ	manas	NOUN	UNALIGNED_DCS	extra DCS token
ch7248						buddhiḥ	buddhi	NOUN	UNALIGNED_DCS	extra DCS token
5.28	1	yatendriya-mano-buddhiḥ	yata-indriya-mano-buddhi	nominal					UNALIGNED_GOLD	no DCS token matched
5.28	2	muniḥ	muni	nominal	nom/sg/m	muniḥ	muni	NOUN	OK	
5.28	3	mokṣa-parāyaṇaḥ	mokṣa-parāyaṇa	nominal	nom/pl/m	mokṣa + parāyaṇaḥ	mokṣa + parāyaṇa	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
5.28	4	vigatecchā-bhaya-krodhaḥ	vigata-icchā-bhaya-krodha	nominal	nom/sg/m	vigata + icchā + bhaya + krodhaḥ	vigam + icchā + bhaya + krodha	VERB + NOUN + NOUN + NOUN	LEMMA_DIFF	compound split 4 ways
5.28	5	yaḥ	yat	pronoun	nom/sg/m	yaḥ	yad	PRON	LEMMA_DIFF	
5.28	6	sadā	sadā	indeclinable		sadā	sadā	ADV	OK	
5.28	7	muktaḥ	mukta	participle	nom/sg/m	mukta	muc	VERB	LEMMA_DIFF	
5.28	8	eva	eva	indeclinable		eva	eva	PART	OK	
5.28	9	saḥ	tat	pronoun	nom/sg/m	saḥ	tad	PRON	LEMMA_DIFF	
5.29	1	bhoktāram	bhoktṛ	nominal	acc/sg/m	bhoktāraṃ	bhoktṛ	NOUN	OK	
5.29	2	yajña-tapasām	yajña-tapas	nominal	gen/pl/n	yajña + tapasām	yajña + tapas	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
