verse	widx	form	lemma	root	pos	case	number	gender	person	tense	voice	nonfinite	derivation	compound	raw_morph
3.18	7	akṛtena	a-kṛta	√kṛ	participle	ins	sg	n				past-participle			PP 3n.1 n.
3.18	8	iha	iha		indeclinable										av.
3.18	9	kaś-cana	kim-cana		pronoun	nom	sg	m							sn. 1n.1 m.
3.18	10	na	na		indeclinable										av.
3.18	11	ca	ca		indeclinable										av.
3.18	12	asya	idam		pronoun	gen	sg	n							sn. 6n.1 n.
3.18	13	sarva-bhūteṣu	sarva-bhūta	√bhū	nominal	loc	pl	m							7n.3 m.
3.18	14	kaś-cit	kim-cit		pronoun	nom	sg	m							sn. 1n.1 m.
3.18	15	artha-vyapāśrayaḥ	artha-vyapāśraya	√arth	nominal	nom	sg	m							1n.1 m.
3.19	1	tasmāt	tasmāt		indeclinable										av.
3.19	2	asaktaḥ	a-sakta	√sañj	participle	nom	sg	m				past-participle			PP 1n.1 m.
3.19	3	satatam	satatam		indeclinable										av.
3.19	4	kāryam	kārya	√kṛ	participle	acc	sg	n				future-participle			PF 2n.1 n.
3.19	5	karma	karman	√kṛ	nominal	nom	sg	n							1n.1 n.
3.19	6	samācara	sam-ā-√car	√car	verb		sg		2	imperative	parasmaipada				Imperat. P 2v.1
3.19	7	asaktaḥ	a-sakta	√sañj	participle	nom	sg	m				past-participle			PP 1n.1 m.
3.19	8	hi	hi		indeclinable										av.
3.19	9	ācaran	ācarant	√car	participle	nom	sg	m				present-participle			PPr 1n.1 m.
3.19	10	karma	karman	√kṛ	nominal	acc	sg	n							2n.1 n.
3.19	11	param	para		nominal	acc	sg	n							2n.1 n.
3.19	12	āpnoti	√āp	√āp	verb		sg		3	present	parasmaipada				Praes. P 1v.1
3.19	13	pūruṣaḥ	pūruṣa	√pur	nominal	nom	sg	m							1n.1 m.
3.20	1	karmaṇā	karman	√kṛ	nominal	ins	sg	n							3n.1 n.
3.20	2	eva	eva		indeclinable										av.
3.20	3	hi	hi		indeclinable										av.
3.20	4	saṁsiddhim	sam-siddhi	√sidh	nominal	acc	sg	f							2n.1 f.
3.20	5	āsthitāḥ	āsthita	√sthā	participle	nom	pl	m				past-participle			PP 1n.3 m.
3.20	6	janakādayaḥ	janaka-ādi	√jan	nominal	nom	pl	m							1n.3 m.
3.20	7	loka-saṁgraham	loka-saṁgraha	√grah	nominal	acc	sg	m							2n.1 m.
3.20	8	eva	eva		indeclinable										av.
3.20	9	api	api		indeclinable										av.
3.20	10	saṁpaśyan	saṁpaśyant	√dṛś	participle	nom	sg	m				present-participle			PPr 1n.1 m.
3.20	11	kartum	√kṛ	√kṛ								infinitive			inf.
3.20	12	arhasi	√arh	√arh	verb		sg		2	present	parasmaipada				Praes. P 2v.1
3.21	1	yat yat	yat		pronoun	acc	sg	n							sn. 2n.1 n.
3.21	2	ācarati	ā-√car	√car	verb		sg		3	present	parasmaipada				Praes. P 1v.1
3.21	3	śreṣṭhaḥ	śreṣṭha		nominal	nom	sg	m							1n.1 m.
3.21	4	tat tat	tat		pronoun	acc	sg	n							sn. 2n.1 n.
3.21	5	eva	eva		indeclinable										av.
3.21	6	itaraḥ	i-tara		pronoun	nom	sg	m							sn. 1n.1 m.
3.21	7	janaḥ	jana	√jan	nominal	nom	sg	m							1n.1 m.
3.21	8	saḥ	tat		pronoun	nom	sg	m							sn. 1n.1 m.
3.21	9	yat	yat		pronoun	acc	sg	n							sn. 2n.1 n.
3.21	10	pramāṇam	pramāṇa	√mā	nominal	acc	sg	n							2n.1 n.
3.21	11	kurute	√kṛ	√kṛ	verb		sg		3	present	atmanepada				Praes. Ā 1v.1
3.21	12	lokaḥ	loka		nominal	nom	sg	m							1n.1 m.
3.21	13	tat	tat		pronoun	acc	sg	n							sn. 2n.1 n.
3.21	14	anuvartate	anu-√vṛt	√vṛt	verb		sg		3	present	atmanepada				Praes. Ā 1v.1
3.22	1	na	na		indeclinable										av.
3.22	2	me	asmat		pronoun	gen	sg								sn. 6n.1
3.22	3	pārtha	pārtha	√pṛth	nominal	voc	sg	m							8n.1 m.
3.22	4	asti	√as	√as	verb		sg		3	present	parasmaipada				Praes. P 1v.1
3.22	5	kartavyam	kartavya	√kṛ	participle	nom	sg	n				future-participle			PF 1n.1 n.
3.22	6	triṣu	tri		nominal	loc	pl	m							7n.3 m.
3.22	7	lokeṣu	loka		nominal	loc	pl	m							7n.3 m.
3.22	8	kiṁ-cana	kim-cana		pronoun	nom	sg	m							sn. 1n.1 m.
3.22	9	na	na		indeclinable										av.
3.22	10	anavāptam	an-avāpta	√āp	participle	nom	sg	n				past-participle			PP 1n.1 n.
3.22	11	avāptavyam	avāptavya	√āp	participle	nom	sg	n				future-participle			PF 1n.1 n.
3.22	12	varte	√vṛt	√vṛt	verb		sg		1	present	parasmaipada				Praes. P 3v.1
3.22	13	eva	eva		indeclinable										av.
3.22	14	ca	ca		indeclinable										av.
3.22	15	karmaṇi	karman	√kṛ	nominal	loc	sg	n							7n.1 n.
3.23	1	yadi	yadi		indeclinable										av.
3.23	2	hi	hi		indeclinable										av.
3.23	3	aham	asmat		pronoun	nom	sg								sn. 1n.1
3.23	4	na	na		indeclinable										av.
3.23	5	varteyam	√vṛt	√vṛt	verb		sg		1	optative	atmanepada				Pot. Ā 3v.1
3.23	6	jātu	jātu		indeclinable										av.
3.23	7	karmaṇi	karman	√kṛ	nominal	loc	sg	n							7n.1 n.
3.23	8	atandritaḥ	a-tandrita		nominal	nom	sg	m							1n.1 m.
3.23	9	mama	asmat		pronoun	gen	sg								sn. 6n.1
3.23	10	vartma	vartman	√vṛt	nominal	acc	sg	n							2n.1 n.
3.23	11	anuvartante	anu-√vṛt	√vṛt	verb		pl		3	present	atmanepada				Praes. Ā 1v.3
3.23	12	manuṣyāḥ	manuṣya	√man	nominal	nom	pl	m							1n.3 m.
3.23	13	pārtha	pārtha	√pṛth	nominal	voc	sg	m							8n.1 m.
3.23	14	sarvaśaḥ	sarvaśaḥ		indeclinable										av.
3.24	1	utsīdeyuḥ	ut-√sad	√sad	verb		pl		3	optative	parasmaipada				Pot. P 1v.3
3.24	2	ime	idam		pronoun	nom	pl	m							sn. 1n.3 m.
3.24	3	lokāḥ	loka		nominal	nom	pl	m							1n.3 m.
3.24	4	na	na		indeclinable										av.
3.24	5	kuryām	√kṛ	√kṛ	verb		sg		1	optative	parasmaipada				Pot. P 3v.1
3.24	6	karma	karman	√kṛ	nominal	acc	sg	n							2n.1 n.
3.24	7	cet	cet		indeclinable										av.
3.24	8	aham	asmat		pronoun	nom	sg								sn. 1n.1
3.24	9	saṁkarasya	saṁkara	√kṝ	nominal	gen	sg	m							6n.1 m.
3.24	10	ca	ca		indeclinable										av.
3.24	11	kartā	kartṛ	√kṛ	nominal	nom	sg	m							1n.1 m.
3.24	12	syām	√as	√as	verb		sg		1	optative	parasmaipada				Pot. P 3v.1
3.24	13	upahanyām	upa-√han	√han	verb		sg		1	optative	parasmaipada				Pot. P 3v.1
3.24	14	imāḥ	idam		pronoun	acc	pl	f							sn. 2n.3 f.
3.24	15	prajāḥ	prajā	√jan	nominal	acc	pl	f							2n.3 f.
3.25	1	saktāḥ	sakta	√sañj	participle	nom	pl	m				past-participle			PP 1n.3 m.
3.25	2	karmaṇi	karman	√kṛ	nominal	loc	sg	n							7n.1 n.
3.25	3	avidvāṁsaḥ	a-vidvas		nominal	nom	pl	m							1n.3 m.
3.25	4	yathā	yathā		indeclinable										av.
3.25	5	kurvanti	√kṛ	√kṛ	verb		pl		3	present	parasmaipada				Praes. P 1v.3
3.25	6	bhārata	bhārata		nominal	voc	sg	m							8n.1 m.
3.25	7	kuryāt	√kṛ	√kṛ	verb		sg		3	optative	parasmaipada				Pot. P 1v.1
3.25	8	vidvān	vidvas		nominal	nom	sg	m							1n.1 m.
3.25	9	tathā	tathā		indeclinable										av.
3.25	10	asaktaḥ	a-sakta	√sañj	participle	nom	sg	m				past-participle			PP 1n.1 m.
3.25	11	cikīrṣuḥ	cikīrṣu	√kṛ	nominal	nom	sg	m					desiderative		des. 1n.1 m.
3.25	12	loka-saṁgraham	loka-saṁgraha	√grah	nominal	acc	sg	m							2n.1 m.
3.26	1	na	na		indeclinable										av.
3.26	2	buddhi-bhedam	buddhi-bheda	√budh	nominal	acc	sg	m						tatpurusa	2n.1 m.
3.26	3	janayet	√jan	√jan	verb		sg		3	optative	parasmaipada		causative		Pot. caus. P 1v.1
3.26	4	ajñānām	a-jña	√jñā	nominal	gen	pl	m							6n.3 m.
3.26	5	karma-saṅginām	karma-saṅgin	√kṛ				m						tatpurusa	6n.3m.
3.26	6	joṣayet	√juṣ	√juṣ	verb		sg		3	optative	parasmaipada		causative		Pot. caus. P 1v.1
3.26	7	sarva-karmāṇi	sarva-karman	√kṛ	nominal	acc	pl	n						tatpurusa	2n.3 n.
3.26	8	vidvān	vidvas		nominal	nom	sg	m							1n.1 m.
3.26	9	yuktaḥ	yukta	√yuj	participle	nom	sg	m				past-participle			PP 1n.1 m.
3.26	10	samācaran	samācarant	√car	participle	nom	sg	m				present-participle			PPr 1n.1 m.
3.27	1	prakṛteḥ	prakṛti	√kṛ	nominal	gen	sg	f							6n.1 f.
3.27	2	kriyamāṇāni	kriyamāṇa	√kṛ	participle	nom	pl	n				present-participle	passive		pass. PPr 1n.3 n.
3.27	3	guṇaiḥ	guṇa	√grah	nominal	ins	pl	m							3n.3 m.
3.27	4	karmāṇi	karman	√kṛ	nominal	nom	pl	n							1n.3 n.
3.27	5	sarvaśaḥ	sarvaśaḥ		indeclinable										av.
3.27	6	ahaṁkāra-vimūḍhātmā	ahaṁkāra-vimūḍhātman	√kṛ	nominal	nom	sg	m						bahuvrihi	1n.1 m.
3.27	7	kartā	kartṛ	√kṛ	nominal	nom	sg	m							1n.1 m.
3.27	8	aham	asmat		pronoun	nom	sg								sn. 1n.1
3.27	9	iti	iti		indeclinable										av.
3.27	10	manyate	√man	√man	verb		sg		3	present	atmanepada				Praes. Ā 1v.1
3.28	1	tattva-vit	tattva-vit	√vid	nominal	nom	sg	m							1n.1 m.
3.28	2	tu	tu		indeclinable										av.
3.28	3	mahā-bāho	mahā-bāhu	√mah	nominal	voc	sg	m						bahuvrihi	8n.1 m.
3.28	4	guṇa-karma-vibhāgayoḥ	guṇa-karma-vibhāga	√grah	nominal	gen	du	m						tatpurusa	6n.2 m.
3.28	5	guṇāḥ	guṇa	√grah	nominal	nom	pl	m							1n.3 m.
3.28	6	guṇeṣu	guṇa	√grah	nominal	loc	pl	m							7n.3 m.
3.28	7	vartante	√vṛt	√vṛt	verb		pl		3	present	atmanepada				Praes. Ā 1v.3
3.28	8	iti	iti		indeclinable										av.
3.28	9	matvā	√man	√man								absolutive			absol.
3.28	10	na	na		indeclinable										av.
3.28	11	sajjate	√sañj	√sañj	verb		sg		3		atmanepada				Praes Ā 1v.1
3.29	1	prakṛteḥ	prakṛti	√kṛ	nominal	gen	sg	f							6n.1 f.
3.29	2	guṇa-saṁmūḍhāḥ	guṇa-saṁmūḍhāḥ	√grah	nominal	nom	pl	m						tatpurusa	1n.3 m.
3.29	3	sajjante	√sañj	√sañj	verb		pl		3		atmanepada				Praes Ā 1v.3
3.29	4	guṇa-karmasu	guṇa-karma	√grah	nominal	loc	pl	m						tatpurusa	7n.3 m.
3.29	5	tān	tat		pronoun	acc	pl	m							sn. 2n.3 m.
3.29	6	akṛtsna-vidaḥ	akṛtsna-vit	√vid	nominal	acc	pl	m							2n.3 m.
3.29	7	mandān	manda	√mand	nominal	acc	pl	m							2n.3 m.
3.29	8	kṛtsna-vit	kṛtsna-vit	√vid	nominal	nom	sg	m							1n.1 m.
3.29	9	na	na		indeclinable										av.
3.29	10	vicālayet	vi-√cal	√cal	verb		sg		3	optative	parasmaipada		causative		Pot. caus. P 1v.1
3.30	1	mayi	asmat		pronoun	loc	sg								sn. 7n.1
3.30	2	sarvāṇi	sarva		pronoun	acc	pl	n							sn. 2n.3 n.
3.30	3	karmāṇi	karman	√kṛ	nominal	acc	pl	n							2n.3 n.
3.30	4	saṁnyasya	sam-ni-√as	√as								absolutive			absol.
3.30	5	adhy-ātma-cetasā	adhi-ātma-cetas	√cit	nominal	ins	sg	n						tatpurusa	3n.1 n.
3.30	6	nir-āśīḥ	nir-ā-śis	√śās	nominal	nom	sg	m							1n.1 m.
3.30	7	nir-mamaḥ	nir-mama		nominal	nom	sg	m							1n.1 m.
3.30	8	bhūtvā	√bhū	√bhū								absolutive			absol.
3.30	9	yudhyasva	√yudh	√yudh	verb		sg		2	imperative	atmanepada				Imperat. Ā 2v.1
3.30	10	vigata-jvaraḥ	vigata-jvara	√jval	nominal	nom	sg	m						bahuvrihi	1n.1 m.
3.31	1	ye	yat		pronoun	nom	pl	m							sn. 1n.3 m.
3.31	2	me	asmat		pronoun	gen	sg								sn. 6n.1
3.31	3	matam	mata	√man	participle	acc	sg	n				past-participle			PP 2n.1 n.
3.31	4	idam	idam		nominal	acc	sg	n							2n.1 n.
3.31	5	nityam	nityam		indeclinable										av.
3.31	7	anutiṣṭhanti	anu-√sthā	√sthā	verb		pl		3	present	parasmaipada				Praes. P 1v.3
3.31	7.66666666666667	mānavāḥ	mānava	√man	nominal	nom	pl	m							1n.3 m.
3.31	8.80952380952381	śraddhā-vantaḥ	śraddhā-vant	√dhā	nominal	nom	pl	m							1n.3 m.
3.31	9.95238095238095	anasūyantaḥ	an-asūyant	√asūya	participle	nom	pl	m				present-participle			PPr 1n.3 m.
3.31	11.0952380952381	mucyante	√muc	√muc	verb		pl		3	present			passive		Praes. pass. 1v.3
3.31	12.2380952380952	te	tat		pronoun	nom	pl	m							sn. 1n.3 m.
3.31	13.3809523809524	api	api		indeclinable										av.
3.31	14.5238095238095	karmabhiḥ	karman	√kṛ	nominal	ins	pl	n							3n.3 n.
3.32	1	ye	yat		pronoun	nom	pl	m							sn. 1n.3 m.
3.32	2	tu	tu		indeclinable										av.
3.32	3	etat	etat		pronoun	acc	sg	n							sn. 2n.1 n.
3.32	4	abhyasūyantaḥ	abhi-asūyant	√asūya	participle	nom	pl	m				present-participle			PPr 1n.3 m.
3.32	5	na	na		indeclinable										av.
3.32	6	anutiṣṭhanti	anu-√sthā	√sthā	verb		pl		3	present	parasmaipada				Praes. P 1v.3
3.32	7	me	asmat		pronoun	gen	sg								sn. 6n.1
3.32	8	matam	mata	√man	participle	acc	sg	n				past-participle			PP 2n.1 n.
3.32	9	sarva-jñāna-vimūḍhān	sarva-jñāna-vimūḍha	√jñā	nominal	acc	pl	m						tatpurusa	2n.3 m.
3.32	10	tān	tat		pronoun	acc	pl	m							sn. 2n.3 m.
3.32	11	viddhi	√vid	√vid	verb		sg		2	imperative	parasmaipada				Imperat. P 2v.1
3.32	12	naṣṭān	naṣṭa	√naś	participle	acc	pl	m				past-participle			PP 2n.3 m.
3.32	13	acetasaḥ	a-cetas	√cit	nominal	acc	pl	m							2n.3 m.
3.33	1	sadṛśam	sadṛśam		indeclinable										av.
3.33	2	ceṣṭate	√ceṣṭ	√ceṣṭ	verb		sg		3	present	atmanepada				Praes. Ā 1v.1
3.33	3	svasyāḥ	sva		pronoun	gen	sg	f							sn. 6n.1 f.
3.33	4	prakṛteḥ	prakṛti	√kṛ	nominal	gen	sg	f							6n.1 f.
3.33	5	jñāna-vān	jñāna-vant	√jñā	nominal	nom	sg	m							1n.1 m.
3.33	6	api	api		indeclinable										av.
3.33	7	prakṛtim	prakṛti	√kṛ	nominal	acc	sg	f							2n.1 f.
3.33	8	yānti	√yā	√yā	verb		pl		3	present	parasmaipada				Praes. P 1v.3
3.33	9	bhūtāni	bhūta	√bhū	participle	nom	pl	n				past-participle			PP 1n.3 n.
3.33	10	nigrahaḥ	nigraha	√grah	nominal	nom	sg	m							1n.1 m.
3.33	11	kim	kim		pronoun	acc	sg	n							sn. 2n.1 n.
3.33	12	kariṣyati	√kṛ	√kṛ	verb		sg		3	future	parasmaipada				Fut. P 1v.1
3.34	1	indriyasya indriyasya	indriya	√ind	nominal	gen	sg	n							6n.1 n.
3.34	2	arthe	artha	√arth	nominal	loc	sg	m							7n.1 m.
3.34	3	rāga-dveṣau	rāga-dveṣa	√rañj	nominal	nom	du	m							1n.2 m.
3.34	4	vyavasthitau	vi-ava-sthita	√sthā	participle	nom	du	m				past-participle			PP 1n.2 m.
3.34	5	tayoḥ	tat		pronoun	gen	du	m							sn. 6n.2 m.
3.34	6	na	na		indeclinable										av.
3.34	7	vaśam	vaśa	√vaś	nominal	acc	sg	m							2n.1 m.
3.34	8	āgacchet	ā-√gam	√gam	verb		sg		3	optative	parasmaipada				Pot. P 1v.1
3.34	9	tau	tat		pronoun	nom	du	m							sn. 1n.2 m.
3.34	10	hi	hi		indeclinable										av.
3.34	11	asya	idam		pronoun	gen	sg	n							sn. 6n.1 n.
3.34	12	paripanthinau	pari-panthin	√path	nominal	nom	du	m							1n.2 m.
3.35	1	śreyān	śreyas		nominal	nom	sg	m							1n.1 m.
3.35	2	sva-dharmaḥ	sva-dharma	√dhṛ	nominal	nom	sg	m						tatpurusa	1n.1 m.
3.35	3	viguṇaḥ	vi-guṇa	√grah	nominal	nom	sg	m							1n.1 m.
3.35	4	para-dharmāt	para-dharma	√dhṛ	nominal	abl	sg	m						tatpurusa	5n.1 m.
3.35	5	svanuṣṭhitāt	su-anu-ṣṭhita	√sthā	participle	abl	sg	m				past-participle			PP 5n.1 m.
3.35	6	sva-dharme	sva-dharma	√dhṛ	nominal	loc	sg	m						tatpurusa	7n.1 m.
3.35	7	nidhanam	nidhana		nominal	nom	sg	n							1n.1 n.
3.35	8	śreyaḥ	śreyas		nominal	nom	sg	n							1n.1 n.
3.35	9	para-dharmaḥ	para-dharma	√dhṛ	nominal	nom	sg	m						tatpurusa	1n.1 m.
3.35	10	bhayāvahaḥ	bhaya-āvaha	√bhī	nominal	nom	sg	m							1n.1 m.
3.36	1	arjunaḥ	arjuna		nominal	nom	sg	m							1n.1 m.
3.36	2	uvāca	√vac	√vac	verb		sg		3	perfect	parasmaipada				Perf. P 1v.1
3.36	3	atha	atha		indeclinable										av.
3.36	4	kena	kim		pronoun	ins	sg	m							sn. 3n.1 m.
3.36	5	prayuktaḥ	pra-yukta	√yuj	participle	nom	sg	m				past-participle			PP 1n.1 m.
3.36	6	ayam	idam		pronoun	nom	sg	m							sn. 1n.1 m.
3.36	7	pāpam	pāpa		nominal	acc	sg	n							2n.1 n.
3.36	8	carati	√car	√car	verb		sg		3	present	parasmaipada				Praes. P 1v.1
3.36	9	pūruṣaḥ	pūruṣa	√pur	nominal	nom	sg	m							1n.1 m.
3.36	10	anicchan	an-icchant	√iṣ	participle	nom	sg	m				present-participle			PPr 1n.1 m.
3.36	11	api	api		indeclinable										av.
3.36	12	vārṣṇeya	vārṣṇeya		nominal	voc	sg	m							8n.1 m.
3.36	13	balāt	balāt		indeclinable										av.
3.36	14	iva	iva		indeclinable										av.
3.36	15	niyojitaḥ	ni-yojita	√yuj	participle	nom	sg	m				past-participle	causative		caus. PP 1n.1 m.
3.37	1	śrī-bhagavān	śrī-bhagavant	√bhaj	nominal	nom	sg	m						tatpurusa	1n.1 m.
3.37	2	uvāca	√vac	√vac	verb		sg		3	perfect	parasmaipada				Perf. P 1v.1
3.37	3	kāmaḥ	kāma	√kam	nominal	nom	sg	m							1n.1 m.
3.37	4	eṣaḥ	etad		pronoun	nom	sg	m							sn. 1n.1 m.
3.37	5	krodhaḥ	krodha	√krudh	nominal	nom	sg	m							1n.1 m.
3.37	6	eṣaḥ	etad		pronoun	nom	sg	m							sn. 1n.1 m.
3.37	7	rajo-guṇa-samudbhavaḥ	rajo-guṇa-samudbhava	√rañj	nominal	nom	sg	m						bahuvrihi	1n.1 m.
3.37	8	mahāśanaḥ	mahā-aśana	√mah	nominal	nom	sg	m							1n.1 m.
3.37	9	mahā-pāpmā	mahā-pāpman	√mah	nominal	nom	sg	m							1n.1 m.
3.37	10	viddhi	√vid	√vid	verb		sg		2	imperative	parasmaipada				Imperat. P 2v.1
3.37	11	enam	etat		pronoun	acc	sg	m							sn. 2n.1 m.
3.37	12	iha	iha		indeclinable										av.
3.37	13	vairiṇam	vairin		nominal	acc	sg	m							2n.1 m.
3.38	1	dhūmena	dhūma	√dhū	nominal	ins	sg	m							3n.1 m.
3.38	2	āvriyate	ā-√vṛ	√vṛ	verb		sg		3	present			passive		Praes. pass. 1v.1
3.38	3	vahniḥ	vahni	√vah	nominal	nom	sg	m							1n.1 m.
3.38	4	yathā	yathā		indeclinable										av.
3.38	5	ādarśaḥ	ā-darśa	√dṛś	nominal	nom	sg	m							1n.1 m.
3.38	6	malena	mala		nominal	ins	sg	n							3n.1 n.
3.38	7	ca	ca		indeclinable										av.
3.38	8	yathā	yathā		indeclinable										av.
3.38	9	ulbena	ulba		nominal	ins	sg	n							3n.1 n.
3.38	10	āvṛtaḥ	ā-vṛta	√vṛ	participle	nom	sg	m				past-participle			PP 1n.1 m.
3.38	11	garbhaḥ	garbha	√grah	nominal	nom	sg	n							1n.1 n.
3.38	12	tathā	tathā		indeclinable										av.
3.38	13	tena	tat		pronoun	ins	sg	m							sn. 3n.1 m.
3.38	14	idam	idam		nominal	nom	sg	n							1n.1 n.
3.38	15	āvṛtam	ā-vṛta	√vṛ	participle	nom	sg	n				past-participle			PP 1n.1 n.
3.39	1	āvṛtam	ā-vṛta	√vṛ	participle	nom	sg	n				past-participle			PP 1n.1 n.
3.39	2	jñānam	jñāna	√jñā	nominal	nom	sg	n							1n.1 n.
3.39	3	etena	etat		pronoun	ins	sg	m							sn. 3n.1 m.
3.39	4	jñāninaḥ	jñānin	√jñā	nominal	gen	sg	m							6n.1 m.
3.39	5	nitya-vairiṇā	nitya-vairin		nominal	ins	sg	m							3n.1 m.
3.39	6	kāma-rūpeṇa	kāma-rūpa	√kam	nominal	ins	sg	m						bahuvrihi	3n.1 m.
3.39	7	kaunteya	kaunteya		nominal	voc	sg	m							8n.1 m.
3.39	8	duṣpūreṇa	duṣ-pūra	√pṝ	nominal	ins	sg	m							3n.1 m.
3.39	9	analena	anala	√an	nominal	ins	sg	m							3n.1 m.
3.39	10	ca	ca		indeclinable										av.
3.40	1	indriyāṇi	indriya	√ind	nominal	nom	pl	n							1n.3 n.
3.40	2	manaḥ	manas	√man	nominal	nom	sg	n							1n.1 n.
3.40	3	buddhiḥ	buddhi	√budh	nominal	nom	sg	f							1n.1 f.
3.40	4	asya	idam		pronoun	gen	sg	n							sn. 6n.1 n.
3.40	5	adhiṣṭhānam	adhiṣṭhāna	√sthā	nominal	nom	sg	n							1n.1 n.
3.40	6	ucyate	√vac	√vac	verb		sg		3	present			passive		Praes. pass. 1v.1
3.40	7	etaiḥ	etat		pronoun	ins	pl	m							sn. 3n.3 m.
3.40	8	vimohayati	vi-√muh	√muh	verb		pl		3	present	parasmaipada		causative		Praes. caus. P 1v.3
3.40	9	eṣaḥ	etat		pronoun	nom	sg	m							sn. 1n.1 m.
3.40	10	jñānam	jñāna	√jñā	nominal	acc	sg	n							2n.1 n.
3.40	11	āvṛtya	ā-√vṛ	√vṛ								absolutive			absol.
3.40	12	dehinam	dehin	√dih	nominal	acc	sg	m							2n.1 m.
3.41	1	tasmāt	tasmāt		indeclinable										av.
3.41	2	tvam	yuṣmat		pronoun	nom	sg								sn. 1n.1
3.41	3	indriyāṇi	indriya	√ind	nominal	acc	pl	n							2n.3 n.
3.41	4	ādau	ādau		indeclinable										av.
3.41	5	niyamya	ni-√yam	√yam								absolutive			absol.
3.41	6	bharata-rṣabha	bharata-rṣabha	√bhṛ	nominal	voc	sg	m						tatpurusa	8n.1 m.
3.41	7	pāpmānam	pāpman		nominal	acc	sg	m							2n.1 m.
3.41	8	prajahi	pra-√han	√han	verb		sg		2	imperative	parasmaipada				Imperat. P 2v.1
3.41	9	hi	hi		indeclinable										av.
3.41	10	enam	etat		pronoun	acc	sg	m							sn. 2n.1 m.
3.41	11	jñāna-vijñāna-nāśanam	jñāna-vijñāna-nāśana	√jñā	nominal	acc	sg	m						bahuvrihi	2n.1 m.
3.42	1	indriyāṇi	indriya	√ind	nominal	nom	pl	n							1n.3 n.
3.42	2	parāṇi	para		nominal	nom	pl	n							1n.3 n.
3.42	3	āhuḥ	√ah	√ah	verb		pl		3	perfect	parasmaipada				Perf. P 1v.3
3.42	4	indriyebhyaḥ	indriya	√ind	nominal	abl	pl	n							5n.3 n.
3.42	5	param	para		nominal	nom	sg	n							1n.1 n.
3.42	6	manaḥ	manas	√man	nominal	nom	sg	n							1n.1 n.
3.42	7	manasaḥ	manas	√man	nominal	abl	sg	n							5n.1 n.
3.42	8	tu	tu		indeclinable										av.
3.42	9	parā	para		nominal	nom	sg	f							1n.1 f.
3.42	10	buddhiḥ	buddhi	√budh	nominal	nom	sg	f							1n.1 f.
3.42	11	yaḥ	yat		pronoun	nom	sg	m							sn. 1n.1 m.
3.42	12	buddheḥ	buddhi	√budh	nominal	abl	sg	f							5n.1 f.
3.42	13	parataḥ	parataḥ		indeclinable										av.
3.42	14	tu	tu		indeclinable										av.
3.42	15	saḥ	tat		pronoun	nom	sg	m							sn. 1n.1 m.
3.43	1	evam	evam		indeclinable										av.
3.43	2	buddheḥ	buddhi	√budh	nominal	abl	sg	f							5n.1 f.
3.43	3	param	para		nominal	acc	sg	n							2n.1 n.
3.43	4	buddhvā	√budh	√budh								absolutive			absol.
3.43	5	saṁstabhya	sam-√stambh	√stambh								absolutive			absol.
3.43	6	ātmānam	ātman		nominal	acc	sg	m							2n.1 m.
3.43	7	ātmanā	ātman		nominal	ins	sg	m							3n.1 m.
3.43	8	jahi	√han	√han	verb		sg		2	imperative	parasmaipada				Imperat. P 2v.1
3.43	9	śatrum	śatru	√śad	nominal	acc	sg	m							2n.1 m.
3.43	10	mahā-bāho	mahā-bāhu	√mah	nominal	voc	sg	m						bahuvrihi	8n.1 m.
3.43	11	kāma-rūpam	kāma-rūpa	√kam	nominal	acc	sg	m						bahuvrihi	2n.1 m.
3.43	12	durāsadam	dur-ā-sada	√sad	nominal	acc	sg	m							2n.1 m.
4.01	1	śrī-bhagavān	śrī-bhagavant	√bhaj	nominal	nom	sg	m						tatpurusa	1n.1 m.
4.01	2	uvāca	√vac	√vac	verb		sg		3	perfect	parasmaipada				Perf. P 1v.1
4.01	3	imam	idam		pronoun	acc	sg	m							sn. 2n.1 m.
4.01	4	vivasvate	vi-vasvant	√vas	nominal	dat	sg	m							4n.1 m.
4.01	5	yogam	yoga	√yuj	nominal	acc	sg	m							2n.1 m.
4.01	6	proktavān	proktavant	√vac	participle	nom	sg	m				past-participle			PP 1n.1 m.
4.01	7	aham	asmat		pronoun	nom	sg								sn. 1n.1
4.01	8	avyayam	a-vyaya	√i	nominal	acc	sg	n							2n.1 n.
4.01	9	vivasvān	vi-vasvant	√vas	nominal	nom	sg	m							1n.1 m.
4.01	10	manave	manu	√man	nominal	dat	sg	m							4n.1 m.
4.01	11	prāha	pra-√ah	√ah	verb		sg		3	perfect	parasmaipada				Perf. P 1v.1
4.01	12	manuḥ	manu	√man	nominal	nom	sg	m							1n.1 m.
4.01	13	ikṣvākave	ikṣvāku		nominal	dat	sg	m							4n.1 m.
4.01	14	abravīt	√brū	√brū	verb		sg		3	imperfect	parasmaipada				Imperf. P 1v.1
4.02	1	evam	evam		indeclinable										av.
4.02	2	paraṁ-parā-prāptam	paraṁ-parā-prāpta	√āp	nominal	acc	sg	m						tatpurusa	2n.1 m.
4.02	3	imam	idam		pronoun	acc	sg	m							sn. 2n.1 m.
4.02	4	rāja-rṣayaḥ	rāja-rṣi	√raj	nominal	nom	pl	m						tatpurusa	1n.3 m.
4.02	5	viduḥ	√vid	√vid	verb		pl		3	perfect	parasmaipada				Perf. P 1v.3
