verse	lemma	devanagari	iast	form_type	code	tense	pada	vclass	root	root_tr	prefix	stem_end	gender	compound	mark	rule	sandhi	verse_iast	gloss_en	gloss_ru
5.09	visṛjant	विसृजन्	visṛjan		1n.1 m.	PPr			√sṛj			t	m						[while] evacuating	испускающий
5.09	gṛhṇant	गृह्णन्	gṛhṇan		1n.1 m.	PPr			√grah			t	m			n1	n u → nn u		[while] taking	принимающий
5.09	un-miṣant	उन्मिषन्	unmiṣan		1n.1 m.	PPr			√miṣ			t	m						[while] opening the eyes	открывающий
5.09	ni-miṣant	निमिषन्	nimiṣan		1n.1 m.	PPr			√miṣ			t	m			n1	n a → nn a		[while] closing the eyes	закрывающий
5.09	api	अपि	api			av.						i							although, moreover, besides, even	хотя
5.09	indriya	इन्द्रियाणि	indriyāṇi		1n.3 n.				√ind			a	n			v1	i i → ī	indriyāṇīndriyārtheṣu vartanta iti dhārayan	the senses	чувства
5.09	indriya-artha	इन्द्रियार्थेषु	indriyārtheṣu		7n.3 m.				√ind			a	m	TP					in the objects of the senses	в деятельности, связанной с чувственными наслаждениями
5.09	√vṛt	वर्तन्ते	vartante		1v.3	Praes. A			√vṛt							v3	e i → a i		they move, they work	занимаются
5.09	iti	इति	iti			av.													thus	так
5.09	dhārayant	धारयन्	dhārayan		1n.1 m.	caus. PPr			√dhṛ			t	m						[while] holding, [while] considering	считающий.
5.10	brahman	ब्रह्मणि	brahmaṇi		7n.1 n.				√bṛh			an	n			v7	i ā → y ā	brahmaṇy ādhāya karmāṇi saṅgaṃ tyaktvā karoti yaḥ	in spirit	Верховной Личности Бога
5.10	ā-√dhā	आधाय​	ādhāya			absol.			√dhā										after placing	посвятив
5.10	karman	कर्माणि	karmāṇi		2n.3 n.				√kṛ			an	n						activities	действия
5.10	saṅga	सङ्गम्	saṅgam		2n.1m.				√gam			a	m						clinging, contact, relation, desire, attachment	привязанность
5.10	√tyaj	त्यक्त्वा	tyaktvā			absol.			√tyaj										after abandoning	отвергнув
5.10	√kṛ	करोति	karoti		1v.1	Praes. P			√kṛ										he does	совершает
5.10	yat	यः	yaḥ		1n.1 m.	sn.						t	m						he who	который
5.10	√lip	लिप्यते	lipyate		1v.1	Praes. pass.			√lip									lipyate na sa pāpena padma-patram ivāmbhasā	he is smeared, he is stained	затрагивается
5.10	na	न​	na			av.													not	не
5.10	tat	सः	saḥ		1n.1 m.	sn.						t	m			h1	ḥ p → Ø p		he	он
5.10	pāpa	पापेन​	pāpena		3n.1 n.							a	n						by evil, by sin	грехом
5.10	padma-patra	पद्मपत्रम्	padma-patram		1n.1 n.							a	n	TP					leaf of a lotus	лист лотоса
5.10	iva	इव​	iva			av.						a				v1	a a → ā		like, in the same manner as, almost, exactly	как
5.10	ambhas	अम्भसा	ambhasā		3n.1 n.							s	n						by water	водой.
5.11	kāya	कायेन​	kāyena		3n.1 m.							a	m					kāyena manasā buddhyā kevalair indriyair api	with the body	телом
5.11	manas	मनसा	manasā		3n.1 n.				√man			s	n						with the mind	умом
5.11	buddhi	बुद्ध्या	buddhyā		3n.1 f.				√budh			i	f						with intelligence, thought, understanding, knowledge, idea, opinion	разумом
5.11	kevala	केवलैः	kevalaiḥ		3n.3 n.							a	n			h4	ḥ i → r i		with pure, with all	очищенными
5.11	indriya	इन्द्रियैः	indriyaiḥ		3n.3 n.				√ind			a	n			h4	ḥ a → r a		with the senses	чувствами
5.11	api	अपि	api			av.						i							although, moreover, besides, even	даже
5.11	yogin	योगिनः	yoginaḥ		1n.3 m.				√yuj			in	m					yoginaḥ karma kurvanti saṅgaṃ tyaktvātma-śuddhaye	yogīs, those engaged	люди, обладающие сознанием Кришны
5.11	karman	कर्म​	karma		1n.1 n.				√kṛ			an	n						activity	деятельность
5.11	√kṛ	कुर्वन्ति	kurvanti		1v.3	Praes. P			√kṛ										they do	осуществляют
5.11	saṅga	सङ्गम्	saṅgam		2n.1m.				√gam			a	m			m	m t → ṃ t		clinging, contact, relation, desire, attachment	привязанность
5.11	√tyaj	त्यक्त्वा	tyaktvā			absol.			√tyaj							v1	ā ā → ā		after abandoning	отвергнув
5.11	ātma-śuddhi	आत्मशुद्धये	ātma-śuddhaye		4n.1 f.				√śudh			i	f						for purufying the self	собственного-ради очищения.
5.12	yukta	युक्तः	yuktaḥ		1n.1 m.	PP			√yuj			a	m					yuktaḥ karma-phalaṃ tyaktvā śāntim āpnoti naiṣṭhikīm	yoked, endowed with, engaged, suitable	тот, кто занимается преданным служением
5.12	karma-phala	कर्मफलम्	karma-phalam		2n.1 m.				√kṛ			a	m	TP		m	m t → ṃ t		the fruit of activity	результат всех своих действий
5.12	√tyaj	त्यक्त्वा	tyaktvā			absol.			√tyaj										after abandoning	отдав
5.12	śānti	शान्तिम्	śāntim		2n.1 f.				√śam			i	f						tranquility, peace, satisfaction, end, death	умиротворение
5.12	√āp	आप्नोति	āpnoti		1v.1	Praes. P			√āp										he obtains, he achieves	обретает
5.12	naiṣṭhikī	नैष्ठिकीम्	naiṣṭhikīm		2n.1 f.							ī	f						finnal, fixed, the highest	непоколебимое
5.12	a-yukta	अयुक्तः	ayuktaḥ		1n.1 m.	PP			√yuj			a	m					ayuktaḥ kāma-kāreṇa phale sakto nibadhyate	not yoked, not endowed with, not engaged	человек, лишенный сознания Кришны
5.12	kāma-kāra	कामकारेण​	kāma-kāreṇa		3n.1 m.				√kam			a	m	TP					by the power of desire	результатом своего труда, которым он хочет наслаждаться
5.12	phala	फले	phale		7n.1 n.				√phal			a	n						in the fruit, in result	к результату
5.12	sakta	सक्तः	saktaḥ		1n.1 m.	PP			√sañj			a	m			h3	aḥ n → o n		attached	привязанный
5.12	ni-√bandh	निबध्यते	nibadhyate		1v.1	Praes. pass.			√bandh										he is bound	порабощается.
5.13	sarva-karman	सर्वकर्माणि	sarva-karmāṇi		2n.3 n.				√kṛ			an	n					sarva-karmāṇi manasā saṃnyasyāste sukhaṃ vaśī	all activities	все-действия
5.13	manas	मनसा	manasā		3n.1 n.				√man			s	n						with the mind	умом
5.13	sam-ni-√as	सञ्न्यस्य​	saṁnyasya			absol.			√as							v1	a ā → ā		after abandoning, after giving up	отвергнув
5.13	√ās	आस्ते	āste		1v.1	Praes. A			√ās										he sits, he resides	пребывает
5.13	sukham	सुखम्	sukham			av.			√sthā;							m	m v → ṃ v		easily, happily	счастливо
5.13	vaśin	वशी	vaśī		1n.1 m.				√vaś			in	m						who subdued passions	владеющий собой
5.13	nava-dvāra	नवद्वारे	nava-dvāre		7n.1 n.				√dvṛ			a	n	BV				nava-dvāre pure dehī naiva kurvan na kārayan	in that which has nine gates	с девятью вратами
5.13	pura	पुरे	pure		7n.1 n.				√pur			a	n						in the city	в городе
5.13	dehin	देही	dehī		1n.1 m.				√dih			in	m						the embodied one	обусловленная душа
5.13	na	न​	na			av.						a				v6	a e → ai		not	не
5.13	eva	एव​	eva			av.													certainly, just, merely	безусловно
5.13	kurvant	कुर्वन्	kurvan		1n.1 m.	PPr			√kṛ			t	m						[while] doing	делающий
5.13	na	न​	na			av.													not	не
5.13	kārayant	कारयन्	kārayan		1n.1 m.	caus. PPr			√kṛ			t	m						[while] causing to do	становящийся причиной действий.
5.14	na	न​	na			av.												na kartṛtvaṃ na karmāṇi lokasya sṛjati prabhuḥ	not	ни
5.14	kartṛtva	कर्तृत्वम्	kartṛtvam		2n.1 n.	abst.			√kṛ			a	n			m	m m → ṃ m		the stae of being a doer	право собственности
5.14	na	न​	na			av.													not	ни
5.14	karman	कर्माणि	karmāṇi		2n.3 n.				√kṛ			an	n						activities	действия
5.14	loka	लोकस्य​	lokasya		5n.1 m.							a	m						of the world	людей
5.14	√sṛj	सृजति	sṛjati		1v.1	Praes. P			√sṛj										it releases, it lets go, it emits	создает
5.14	pra-bhu	प्रभुः	prabhuḥ		1n.1 m.				√bhū			u	m						perfect, powerful, rich, master, lord	хозяин (города-тела)
5.14	na	न​	na			av.												na karma-phala-saṃyogaṃ sva-bhāvas tu pravartate	not	ни
5.14	karma-phala-saṁyoga	कर्मफलसञ्योगम्	karma-phala-saṁyogam		2n.1 m.				√kṛ			a	m	TP		m	m s → ṃ s		connection with the fruit of activity	с результатами деятельности-связь
5.14	sva-bhāva	स्वभावः	sva-bhāvaḥ		1n.1 m.							a	m	TP		h5	ḥ t → s t		own nature, natural state	совокупность гун материальной природы
5.14	tu	तु	tu			av.													but, then, or, and	но
5.14	pra-√vṛt	प्रवर्तते	pravartate		1v.1	Praes. A			√vṛt										it starts to act, it acts	действует.
5.15	na	न​	na			av.						a				v1	a ā → ā	nādatte kasya-cit pāpaṃ na caiva sukṛtaṃ vibhuḥ	not	не
5.15	ā-√dā	आदत्ते	ādatte		1v.1	Praes. A			√dā										he takes	принимает
5.15	kim-cit	कस्यचित्	kasya-cit		6n.1 m.	sn.						t	m						of someone	чью-либо
5.15	pāpa	पापम्	pāpam		2n.1 n.							a	n			m	m n → ṃ n		evil, sin	греховную деятельность
5.15	na	न​	na			av.													not	ни
5.15	ca	च​	ca			av.										v6	a e → ai		and	также
5.15	eva	एव​	eva			av.						a							certainly, just, merely	безусловно
5.15	sukṛta	सुकृतम्	sukṛtam		2n.1 n.				√kṛ			a	n			m	m v → ṃ v		well done, merit, benefit, virtue, fortune	благочестивую деятельность
5.15	vi-bhu	विभुः	vibhuḥ		1n.1 m.				√bhū			u	m						mighty, powerful, ruler, lord	Верховный Господь
5.15	a-jñāna	अज्ञानेन​	ajñānena		3n.1 n.				√jñā			a	n			v1	a ā → ā	ajñānenāvṛtaṃ jñānaṃ tena muhyanti jantavaḥ	by ignorance	невежеством
5.15	ā-vṛta	आवृतम्	āvṛtam		2n.1 n.	PP			√vṛ			a	n			m	m j → ṃ j		covered	покрытое
5.15	jñāna	ज्ञानम्	jñānam		2n.1 n.				√jñā			a	n			m	m t → ṃ t		knowledge, wisdom	знание
5.15	tat	तेन​	tena		3n.1 m.	sn.						t	m						by that, for that reason	тем
5.15	√muh	मुह्यन्ति	muhyanti		1v.3	Praes. P			√muh										they are bewildered, they are confused	впадают в заблуждение
5.15	jantu	जन्तवः	jantavaḥ		1n.3 m.				√jan			u	m						creatures, people	живые существа.
5.16	jñāna	ज्ञानेन​	jñānena		3n.1 n.				√jñā			a	n					jñānena tu tad ajñānaṃ yeṣāṃ nāśitam ātmanaḥ	by knowledge, by wisdom	знанием
5.16	tu	तु	tu			av.													but, then, or, and	но
5.16	tat	तत्	tat		1n.1 n.	sn.						t	n			t1	t a → d a		that	то
5.16	a-jñāna	अज्ञानम्	ajñānam		1n.1 n.				√jñā			a	n			m	m y → ṃ y		ignorance	невежество
5.16	yat	येषाम्	yeṣām		6n.3 m.	sn.						t	m			m	m n → ṃ n		of those whose	которых
5.16	nāśita	नाशितम्	nāśitam		1n.1 n.	caus. PP			√naś			a	n						is destroyed	рассеяно
5.16	ātman	आत्मनः	ātmanaḥ		6n.1 m.							an	m						of the self, own	живого существа
5.16	tat	तेषाम्	teṣām		6n.3 m.	sn.						t	m					teṣām ādityavaj jñānaṃ prakāśayati tat param	of those	тех
5.16	āditya-vat	आदित्यवत्	āditya-vat			av.										t2	t j → j j		like the Sun	подобное восходящему солнцу
5.16	jñāna	ज्ञानम्	jñānam		1n.1 n.				√jñā			a	n			m	m p → ṃ p		knowledge, wisdom, intelligence	знание
5.16	pra-√kāś	प्रकाशयति	prakāśayati		1v.1	Praes. caus.			√kāś										it makes visible	открывает
5.16	tat	तत्	tat		2n.1 n.	sn.						t	n						that	сознание
5.16	para	परम्	param		2n.1 n.							a	n						beyond, ancient, final, the best, the supreme	Кришны.
5.17	tad-buddhi	तद्बुद्धयः	tad-buddhayaḥ		1n.3 m.				√budh			i	m	BV		h5	ḥ t → s t	tad-buddhayas tad-ātmānas tan-niṣṭhās tat-parāyaṇāḥ	those whose intelligence is in that	те, чей разум всегда поглощен Всевышним
5.17	tad-ātman	तदात्मानः	tad-ātmānaḥ		1n.3 m.							an	m	BV		h5	ḥ t → s t		those whose self is in that	те, чей ум всегда сосредоточен на Всевышнем
5.17	tad-niṣṭha	तन्निष्ठाः	tan-niṣṭhāḥ		1n.3 m.				√sthā			a	m	BV		h5	ḥ t → s t		those whose faith is in that	те, кто верит только во Всевышнего
5.17	tad-parāyaṇa	तत्परायणाः	tat-parāyaṇāḥ		1n.3 m.							a	m	BV					those who are fully dedicated to that	те, кто полностью доверил себя Ему
5.17	√gam	गच्छन्ति	gacchanti		1v.3	Praes. P			√gam							v7	i a → y a	gacchanty apunar-āvṛttiṃ jñāna-nirdhūta-kalmaṣāḥ	they go	идут
5.17	a-punar-āvṛtti	अपुनरावृत्तिम्	apunar-āvṛttim		2n.1 f.				√vṛt			i	f			m	m j → ṃ j		no return again, no rebirth	к освобождению
5.17	jñāna-nirdhūta-kalmaṣa	ज्ञाननिर्धूतकल्मषाः	jñāna-nirdhūta-kalmaṣāḥ		1n.3 m.				√jñā			a	m	BV					those whose sins got destroyed by knowledge	знанием-устранены-те, чьи грехи.
5.18	vidyā-vinaya-saṁpanna	विद्याविनयसञ्पन्ने	vidyā-vinaya-saṁpanne		7n.1 m.				√vid			a	m					vidyā-vinaya-saṃpanne brāhmaṇe gavi hastini	in one endowed with knowledge and good conduct	ученость-и благовоспитанность-в том, чье богатство
5.18	brāhmaṇa	ब्राह्मणे	brāhmaṇe		7n.1 m.				√bṛh			a	m						in a brahmin	в брахмане
5.18	go	गवि	gavi		7n.1 f.							o	f						in a cow	в корове
5.18	hastin	हस्तिनि	hastini		7n.1 m.							in	m						in an elephant	в слоне
5.18	śvan	शुनि	śuni		7n.1 m.							an	m					śuni caiva śvapāke ca paṇḍitāḥ sama-darśinaḥ	in a dog	в собаке
