attested_form	dcs_lemma	dcs_upos	verdict	cell	cell_occ	generator_has	evidence_count	target_locus
vibhvīḥ	vibhu	ADJ	slot-conflict	f.nom.pl	2	vibhavaḥ	8	dcs:641711
vidhṛtībhyāṃ	vidhṛti	NOUN	slot-conflict	f.instr.du	4	vidhṛtibhyām	8	dcs:670707
vijñānau	vijñāna	NOUN	coverage-hole	m.acc.du	2		8	dcs:528842
vyāyāmām	vyāyāma	NOUN	coverage-hole	f.acc.sg	4		8	dcs:747517_1
vāriṇas	vāri	NOUN	slot-conflict	n.gen.sg	6	vāriṇaḥ	8	dcs:75570
vṛkye	vṛkī	NOUN	slot-conflict	f.dat.sg	4	vṛkyai	8	dcs:594277
yaknaḥ	yakṛt	NOUN	slot-conflict	n.abl.sg	3	yakṛtaḥ	8	dcs:647177
yugān	yuga	NOUN	coverage-hole	m.acc.pl	4		8	dcs:245711
yānapātrāḥ	yānapātra	NOUN	coverage-hole	m.nom.pl	4		8	dcs:653649
yātraḥ	yātrā	NOUN	coverage-hole	m.nom.sg	3		8	dcs:655508
yūnā	yuvan	NOUN	coverage-hole	m.instr.sg	4		8	dcs:551696
āgnāvaiṣṇavyā	āgnāvaiṣṇava	ADJ	coverage-hole	f.instr.sg	4		8	dcs:672343
āgnāvaiṣṇavīṃ	āgnāvaiṣṇava	ADJ	coverage-hole	f.acc.sg	3		8	dcs:727912
ālambanāḥ	ālambana	NOUN	coverage-hole	m.nom.pl	3		8	dcs:479338
ārambhaṇān	ārambhaṇa	NOUN	coverage-hole	m.acc.pl	4		8	dcs:756144
ārāmām	ārāma	NOUN	coverage-hole	f.acc.sg	4		8	dcs:573202
ātapataḥ	ātapa	NOUN	slot-conflict	m.abl.sg	3	ātapāt	8	dcs:671171
ātmakāyām	ātmaka	ADJ	coverage-hole	f.loc.sg	4		8	dcs:375958
āyatanām	āyatana	NOUN	coverage-hole	f.acc.sg	4		8	dcs:663854
āśayām	āśaya	NOUN	coverage-hole	f.acc.sg	4		8	dcs:529201
śarīrataḥ	śarīra	NOUN	slot-conflict	n.abl.sg	7	śarīrāt	8	dcs:528331
śirojāḥ	śiroja	NOUN	coverage-hole	m.nom.pl	4		8	dcs:467756
śrotāpatti	srotaāpatti	NOUN	compound-member		4		8	dcs:655644
śūrasātā	śūrasāti	NOUN	slot-conflict	f.loc.sg	4	śūrasātau śūrasātyām	8	dcs:592475
ūdhabhiḥ	ūdhas	NOUN	slot-conflict	n.instr.pl	3	ūdhobhiḥ	8	dcs:596484_1
ṣaṭpañcāśatī	ṣaṭpañcāśat	NOUN	slot-conflict	f.nom.sg	5	ṣaṭpañcāśat	8	dcs:30192
ajñānataḥ	ajñāna	NOUN	slot-conflict	n.abl.sg	5	ajñānāt	7	dcs:353283
anvayām	anvaya	NOUN	coverage-hole	f.acc.sg	3		7	dcs:574735
apsarāsu	apsaras	NOUN	slot-conflict	f.loc.pl	5	apsaraḥsu	7	dcs:633505
ariṣṭebhiḥ	ariṣṭa	ADJ	slot-conflict	n.instr.pl	3	ariṣṭaiḥ	7	dcs:650341_1
asadṛśām	asadṛśa	ADJ	coverage-hole	f.acc.sg	4		7	dcs:176650
asthinas	asthi	NOUN	slot-conflict	n.gen.sg	5	asthinaḥ	7	dcs:33000
asthnaḥ	asthi	NOUN	slot-conflict	n.gen.sg	3	asthinaḥ	7	dcs:647296
bhasattaḥ	bhasad	NOUN	slot-conflict	f.abl.sg	4	bhasadaḥ	7	dcs:727882
bhūmanaḥ	bhūman	NOUN	slot-conflict	n.gen.sg	3	bhūmnaḥ	7	dcs:601977
dānavām	dānava	ADJ	coverage-hole	f.acc.sg	5		7	dcs:201314
evaṃprāyā	evamprāya	ADJ	slot-conflict	m.nom.pl	2	evamprāyāḥ	7	dcs:763104
haṃsāsaḥ	haṃsa	NOUN	slot-conflict	m.nom.pl	4	haṃsāḥ	7	dcs:596484_1
homadhenvaḥ	homadhenu	NOUN	slot-conflict	f.gen.sg	4	homadhenoḥ homadhenvāḥ	7	dcs:581033
idamaḥ	idam	NOUN	coverage-hole	m.gen.sg	3		7	dcs:552122
idhmapravraścanāni	idhmapravraścana	NOUN	coverage-hole	n.acc.pl	4		7	dcs:669707
jaghanataḥ	jaghanatas	ADV	coverage-hole	n.abl.sg	3		7	dcs:91405
jyeṣṭhāsaḥ	jyeṣṭha	ADJ	slot-conflict	m.nom.pl	4	jyeṣṭhāḥ	7	dcs:600130_1
jyāyasīṃ	jyāyas	ADJ	slot-conflict	f.acc.sg	3	jyāyasam	7	dcs:489406
jāmātāraḥ	jāmātṛ	NOUN	slot-conflict	m.nom.pl	5	jāmātaraḥ	7	dcs:540549
jātitaḥ	jāti	NOUN	slot-conflict	f.abl.sg	6	jāteḥ jātyāḥ	7	dcs:331347
khaśāḥ	khasa	NOUN	slot-conflict	m.nom.pl	4	khasāḥ	7	dcs:543937
kulastriyaḥ	kulastrī	NOUN	slot-conflict	f.nom.pl	5	kulastryaḥ	7	dcs:613432
kāmakārataḥ	kāmakāra	NOUN	slot-conflict	m.abl.sg	6	kāmakārāt	7	dcs:460221
kūśmāṇḍaiḥ	kūṣmāṇḍa	NOUN	coverage-hole	m.instr.pl	6		7	dcs:519136
medhyāsaḥ	medhya	ADJ	slot-conflict	m.nom.pl	4	medhyāḥ	7	dcs:634547
mittrāvasuḥ	mitrāvasu	NOUN	slot-conflict	m.nom.sg	5	mitrāvasuḥ	7	dcs:619282
mātṝr	mātṛ	NOUN	slot-conflict	f.acc.pl	6	mātṝḥ	7	dcs:687791
mūrcchanāḥ	mūrchana	NOUN	coverage-hole	f.acc.pl	3		7	dcs:642973
nīthāni	nītha	NOUN	coverage-hole	n.acc.pl	3		7	dcs:650911
pittataḥ	pitta	NOUN	slot-conflict	n.abl.sg	7	pittāt	7	dcs:645853
prathamasyāḥ	prathama	ADJ	coverage-hole	f.gen.sg	3		7	dcs:635844_1
puṣyarāgaṃ	puṣparāga	NOUN	coverage-hole	n.nom.sg	6		7	dcs:18134
pāpīyasam	pāpīyas	ADJ	coverage-hole	f.acc.sg	5		7	dcs:90631
pūlī	pūla	NOUN	compound-member		3		7	dcs:629789
rombhyaḥ	roman	NOUN	slot-conflict	n.abl.pl	4	romabhyaḥ	7	dcs:540464
rudriyāsaḥ	rudriya	NOUN	slot-conflict	m.voc.pl	3	rudriyāḥ	7	dcs:592688
samakṣataḥ	samakṣa	ADJ	slot-conflict	n.abl.sg	3	samakṣāt	7	dcs:92963
satriṇām	sattrin	NOUN	slot-conflict	m.gen.pl	4	sattriṇām	7	dcs:762067
saṃbandhinaḥ	sambandhin	ADJ	slot-conflict	m.acc.pl	3	sambandhinaḥ	7	dcs:464269
saṃbhavaiḥ	sambhava	NOUN	slot-conflict	m.instr.pl	3	sambhavaiḥ	7	dcs:762001
saṃbhavāt	sambhava	NOUN	slot-conflict	m.abl.sg	1	sambhavāt	7	dcs:479401
saṃbhāraiḥ	sambhāra	NOUN	slot-conflict	m.instr.pl	5	sambhāraiḥ	7	dcs:29953
saṃmukhī	sammukha	ADJ	coverage-hole	f.nom.sg	4		7	dcs:615876
saṃnipātataḥ	saṃnipāta	NOUN	slot-conflict	m.abl.sg	4	saṃnipātāt	7	dcs:645853
saṃpade	sampad	NOUN	slot-conflict	f.dat.sg	5	sampade	7	dcs:570986
saṃpradāyaḥ	sampradāya	NOUN	slot-conflict	m.nom.sg	3	sampradāyaḥ	7	dcs:70056
saṃvvatsaraḥ	saṃvatsara	NOUN	slot-conflict	m.nom.sg	4	saṃvatsaraḥ	7	dcs:565192_2
svasārā	svasṛ	NOUN	slot-conflict	f.nom.du	3	svasārau	7	dcs:684956
sārataḥ	sāra	NOUN	slot-conflict	m.abl.sg	5	sārāt	7	dcs:331574
tṛtīyasyā	tṛtīya	ADJ	coverage-hole	f.gen.sg	2		7	dcs:72490
uddeśataḥ	uddeśa	NOUN	slot-conflict	m.abl.sg	4	uddeśāt	7	dcs:560750
varīyāṃsam	varīyas	ADJ	coverage-hole	m.acc.sg	3		7	dcs:650879
vaḍavāmukhe	vaḍabāmukha	NOUN	slot-conflict	n.loc.sg	3	vaḍabāmukhe	7	dcs:761645
vidūrataḥ	vidūra	ADJ	slot-conflict	n.abl.sg	2	vidūrāt	7	dcs:615545
vārdhuṣika	vārddhuṣika	NOUN	compound-member		2		7	dcs:630793
vāruṇām	vāruṇa	ADJ	coverage-hole	f.acc.sg	6		7	dcs:453293
yujau	yuj	ADJ	slot-conflict	f.nom.du	2	yuñjau	7	dcs:694629
yāj	yāt	ADV	slot-conflict	m.nom.sg	2	yāt	7	dcs:648469
yātāraḥ	yātṛ	ADJ	slot-conflict	m.nom.pl	2	yātaraḥ	7	dcs:761409
ākārataḥ	ākāra	NOUN	slot-conflict	m.abl.sg	4	ākārāt	7	dcs:644775
ānupūrvā	ānupūrva	NOUN	coverage-hole	f.nom.sg	4		7	dcs:76532
ānupūrvām	ānupūrva	NOUN	coverage-hole	f.acc.sg	4		7	dcs:178481
āviṣ	āvis	ADV	coverage-hole	f.nom.sg	1		7	dcs:684707
śaśvantā	śaśvat	ADJ	slot-conflict	m.nom.du	3	śaśvantau	7	dcs:749063
abhisaṃdhaḥ	abhisaṃdhā	NOUN	coverage-hole	m.nom.sg	3		6	dcs:473373
abhisaṃdhena	abhisaṃdhā	NOUN	coverage-hole	m.instr.sg	3		6	dcs:188707
achidre	acchidra	ADJ	slot-conflict	n.nom.du	2	acchidre	6	dcs:682765
achāvākīyām	acchāvākīyā	NOUN	slot-conflict	f.acc.sg	3	acchāvākīyām	6	dcs:650885
adhisthānena	adhiṣṭhāna	NOUN	slot-conflict	n.instr.sg	3	adhiṣṭhānena	6	dcs:666781
adhiṣṭhātrī	adhiṣṭhātṛ	ADJ	slot-conflict	f.nom.sg	3	adhiṣṭhātā	6	dcs:560390
agnicityaḥ	agnicityā	NOUN	coverage-hole	m.nom.sg	3		6	dcs:672599
agnīni	agni	NOUN	coverage-hole	n.nom.pl	2		6	dcs:488975
agrajanma	agrajanman	NOUN	compound-member		3		6	dcs:76459
ahiphenau	ahiphena	NOUN	coverage-hole	m.nom.du	3		6	dcs:356630
ahyaṃ	ahī	ADJ	coverage-hole	m.acc.sg	2		6	dcs:647671
amavāṁ	amavat	ADJ	slot-conflict	m.nom.sg	3	amavān	6	dcs:716637
amūṣāṃ	adas	PRON	coverage-hole	f.gen.pl	2		6	dcs:94230
anantavarma	anantavarman	NOUN	compound-member		3		6	dcs:489384
anekeṣām	aneka	PRON	slot-conflict	n.gen.pl	3	anekānām	6	dcs:489530
anubhāvayā	anubhāva	NOUN	coverage-hole	f.instr.sg	3		6	dcs:613796
anukampam	anukampā	NOUN	coverage-hole	n.acc.sg	3		6	dcs:487945
anukampāya	anukampā	NOUN	coverage-hole	n.dat.sg	2		6	dcs:525417
anulepanau	anulepana	NOUN	coverage-hole	m.nom.du	2		6	dcs:763328
anumānataḥ	anumāna	NOUN	slot-conflict	n.abl.sg	4	anumānāt	6	dcs:96835
anupānām	anupāna	NOUN	coverage-hole	f.acc.sg	3		6	dcs:35807
anusāriṇīm	anusārin	ADJ	coverage-hole	f.acc.sg	3		6	dcs:556869
anuttarasyāṃ	anuttara	ADJ	coverage-hole	f.loc.sg	2		6	dcs:657825
anuśāsanā	anuśāsana	NOUN	coverage-hole	f.nom.sg	1		6	dcs:570498
anyāyataḥ	anyāya	NOUN	slot-conflict	m.abl.sg	4	anyāyāt	6	dcs:759585
apekṣeṇa	apekṣā	NOUN	coverage-hole	m.instr.sg	2		6	dcs:355184
apramāṇā	apramāṇa	ADJ	coverage-hole	f.nom.sg	3		6	dcs:644067
apsarābhyaḥ	apsaras	NOUN	slot-conflict	f.dat.pl	4	apsarobhyaḥ	6	dcs:646177
apunaruktāḥ	apunarukta	ADJ	coverage-hole	m.nom.pl	3		6	dcs:85083
arddha	ardha	NOUN	compound-member		3		6	dcs:687346
arthāyām	artha	NOUN	coverage-hole	f.loc.sg	3		6	dcs:552523
asmattaḥ	mad	PRON	lexicon-gap	?.abl.pl	3		6	dcs:625800
atyāsaḥ	atya	NOUN	slot-conflict	m.nom.pl	3	atyāḥ	6	dcs:602943_1
atīni	ati	ADJ	coverage-hole	n.nom.pl	3		6	dcs:501818_1
avabhṛthāni	avabhṛtha	NOUN	coverage-hole	n.nom.pl	3		6	dcs:750121
avadānā	avadāna	NOUN	coverage-hole	f.nom.sg	2		6	dcs:689514
avajñaḥ	avajñā	NOUN	coverage-hole	m.nom.sg	3		6	dcs:614712
avamasyām	avama	ADJ	coverage-hole	f.loc.sg	3		6	dcs:594069
avitrī	avitṛ	ADJ	slot-conflict	f.nom.sg	2	avitā	6	dcs:596429
aviyoḥ	avi	NOUN	slot-conflict	m.gen.du	3	avyoḥ	6	dcs:14054
aśivāsaḥ	aśiva	ADJ	slot-conflict	m.nom.pl	3	aśivāḥ	6	dcs:565191_1
aśrasya	asra	NOUN	slot-conflict	n.gen.sg	3	asrasya	6	dcs:466652
aṃśikam	aṃśikā	NOUN	coverage-hole	n.acc.sg	3		6	dcs:156797
aṅkāni	aṅka	NOUN	coverage-hole	n.acc.pl	2		6	dcs:485736
balhikān	balhika	NOUN	coverage-hole	m.acc.pl	3		6	dcs:648483
bhagavāṁ	bhagavat	ADJ	slot-conflict	m.nom.sg	3	bhagavān	6	dcs:647522
bharasam	bharas	NOUN	coverage-hole	m.acc.sg	3		6	dcs:749689
bharttāram	bhartṛ	NOUN	slot-conflict	m.acc.sg	3	bhartāram	6	dcs:631599
bheṣajebhiḥ	bheṣaja	NOUN	slot-conflict	n.instr.pl	4	bheṣajaiḥ	6	dcs:646918_2
bhramāsa	bhrama	NOUN	slot-conflict	m.nom.pl	3	bhramāḥ	6	dcs:683168
bhūmikaḥ	bhūmikā	NOUN	coverage-hole	m.nom.sg	1		6	dcs:627406
bhūmn	bhūman	NOUN	slot-conflict	m.voc.sg	6	bhūman	6	dcs:89988
bhūṣam	bhūṣā	NOUN	coverage-hole	m.acc.sg	3		6	dcs:558438
bindukām	binduka	NOUN	coverage-hole	f.acc.sg	3		6	dcs:427465
bodhisatvaṃ	bodhisattva	NOUN	slot-conflict	m.acc.sg	2	bodhisattvam	6	dcs:365006
brāhmaṇāchaṃsi	brāhmaṇācchaṃsin	NOUN	compound-member		3		6	dcs:698260
buddhitaḥ	buddhi	NOUN	slot-conflict	f.abl.sg	5	buddheḥ buddhyāḥ	6	dcs:616537
carmāṇam	carman	NOUN	coverage-hole	m.acc.sg	3		6	dcs:465719
caturviṃśatyāṃ	caturviṃśati	NUM	slot-conflict	f.loc.sg	1	caturviṃśatau viṃśatyām	6	dcs:677311
catuṣṣṭomaḥ	catuṣṭoma	NOUN	slot-conflict	m.nom.sg	3	catuṣṭomaḥ	6	dcs:737743
catvarām	catvara	NOUN	coverage-hole	f.acc.sg	3		6	dcs:88094
cihnau	cihna	NOUN	coverage-hole	m.nom.du	2		6	dcs:544332
dakṣiṇebhiḥ	dakṣiṇā	NOUN	coverage-hole	n.instr.pl	3		6	dcs:169826
darbhapuṣpāḥ	darbhapuṣpa	NOUN	coverage-hole	m.nom.pl	3		6	dcs:59907
darbhām	darbha	NOUN	coverage-hole	f.acc.sg	3		6	dcs:477830
darśayitrī	darśayitṛ	ADJ	slot-conflict	f.nom.sg	3	darśayitā	6	dcs:644904
daṃśmā	daṃśman	NOUN	coverage-hole	m.nom.sg	3		6	dcs:649440
dhanasaṃmatena	dhanasammata	NOUN	slot-conflict	m.instr.sg	3	dhanasammatena	6	dcs:654469
dharima	dhariman	NOUN	compound-member		3		6	dcs:81385
dhruvataḥ	dhruva	NOUN	slot-conflict	n.abl.sg	2	dhruvāt	6	dcs:436285
dhūmāni	dhūma	NOUN	coverage-hole	n.acc.pl	2		6	dcs:59376
dhṛṣṇav	dhṛṣṇu	ADJ	slot-conflict	m.voc.sg	5	dhṛṣṇo	6	dcs:592446
digantarā	digantara	NOUN	coverage-hole	f.nom.sg	2		6	dcs:359243
dogdhāraḥ	dogdhṛ	ADJ	coverage-hole	m.nom.pl	3		6	dcs:638968_1
drāghīyān	drāghīyas	ADJ	coverage-hole	m.nom.sg	3		6	dcs:727049
duhitṛtaḥ	duhitṛ	NOUN	slot-conflict	f.abl.sg	3	duhituḥ	6	dcs:644543
durjanī	durjana	ADJ	coverage-hole	f.nom.sg	2		6	dcs:622485
dvijanmnaḥ	dvijanman	NOUN	slot-conflict	m.acc.pl	4	dvijanmanaḥ	6	dcs:521633
dvitīyasyāḥ	dvitīya	ADJ	coverage-hole	f.gen.sg	3		6	dcs:626957
dīpām	dīpa	NOUN	coverage-hole	f.acc.sg	3		6	dcs:616577
ekatamena	ekatama	ADJ	coverage-hole	m.instr.sg	3		6	dcs:444934
gandhahasti	gandhahastin	NOUN	compound-member		3		6	dcs:526382
ghṛtebhiḥ	ghṛta	NOUN	slot-conflict	n.instr.pl	5	ghṛtaiḥ	6	dcs:648933
gmaḥ	gam	NOUN	lexicon-gap	?.gen.sg	2		6	dcs:592338
gnāvas	gnāvat	ADJ	slot-conflict	m.voc.sg	4	gnāvan	6	dcs:671481
granthyā	granthi	NOUN	coverage-hole	f.instr.sg	2		6	dcs:423315
grāmaṇye	grāmaṇī	ADJ	coverage-hole	m.dat.sg	3		6	dcs:70392
gātrīm	gātra	ADJ	coverage-hole	f.acc.sg	3		6	dcs:642101
harivāṁ	harivat	ADJ	slot-conflict	m.nom.sg	3	harivān	6	dcs:650796
haviṣmas	haviṣmat	ADJ	slot-conflict	m.voc.sg	4	haviṣman	6	dcs:650354_1
havāsaḥ	hava	NOUN	slot-conflict	m.nom.pl	3	havāḥ	6	dcs:596820
hetukām	hetuka	NOUN	coverage-hole	f.acc.sg	3		6	dcs:468201
hetutaḥ	hetu	NOUN	slot-conflict	m.abl.sg	4	hetoḥ	6	dcs:286271
hrasīyān	hrasīyas	ADJ	coverage-hole	m.nom.sg	3		6	dcs:491295
induvoḥ	indu	NOUN	slot-conflict	m.gen.du	3	indvoḥ	6	dcs:590144
ivā	iva	PART	indeclinable		4		6	dcs:635964
iṣṭakam	iṣṭakā	NOUN	coverage-hole	m.acc.sg	2		6	dcs:737857
janyāsa	janya	ADJ	slot-conflict	m.nom.pl	2	janyāḥ	6	dcs:660314
jrayasam	jrayas	NOUN	coverage-hole	m.acc.sg	3		6	dcs:718076
jvarām	jvara	NOUN	coverage-hole	f.acc.sg	3		6	dcs:32178
jyotiṣas	jyotis	NOUN	slot-conflict	n.gen.sg	3	jyotiṣaḥ	6	dcs:647436
jāgṛvāṃsaḥ	jāgṛvas	ADJ	slot-conflict	m.nom.pl	4	jāgṛvasaḥ	6	dcs:557328
kalatrāḥ	kalatra	NOUN	coverage-hole	m.nom.pl	3		6	dcs:519153
kaliṅgasenātaḥ	kaliṅgasenā	NOUN	slot-conflict	f.abl.sg	3	kaliṅgasenāyāḥ	6	dcs:623096
kauśalāḥ	kauśala	NOUN	coverage-hole	m.nom.pl	2		6	dcs:529157
ketanān	ketana	NOUN	coverage-hole	m.acc.pl	3		6	dcs:258433
kośāsa	kośa	NOUN	slot-conflict	m.nom.pl	1	kośāḥ	6	dcs:603609
kriyātaḥ	kriyā	NOUN	slot-conflict	f.abl.sg	4	kriyāyāḥ	6	dcs:589900
kurīrā	kurīra	NOUN	coverage-hole	f.nom.sg	3		6	dcs:716300_1
kuśikāsaḥ	kuśika	NOUN	slot-conflict	m.nom.pl	5	kuśikāḥ	6	dcs:597088
kābhiḥ	ka	PRON	coverage-hole	f.instr.pl	3		6	dcs:560542
kāryataḥ	kāryatas	ADV	coverage-hole	n.abl.sg	3		6	dcs:98970
kūpāni	kūpa	NOUN	coverage-hole	n.nom.pl	3		6	dcs:455372
kūśmāṇḍāni	kūṣmāṇḍa	NOUN	slot-conflict	n.acc.pl	2	kūṣmāṇḍāni	6	dcs:436838
kṣatrāsaḥ	kṣatra	NOUN	coverage-hole	m.nom.pl	3		6	dcs:592142
kṣatrāḥ	kṣatra	NOUN	coverage-hole	m.nom.pl	1		6	dcs:337961
kṣaudrām	kṣaudra	NOUN	coverage-hole	f.acc.sg	3		6	dcs:6690
leśataḥ	leśa	NOUN	slot-conflict	m.abl.sg	4	leśāt	6	dcs:44387
lāṅgūlāḥ	lāṅgūla	NOUN	coverage-hole	m.nom.pl	3		6	dcs:134878
madhuchandāḥ	madhucchandas	NOUN	slot-conflict	m.nom.sg	2	madhucchandāḥ	6	dcs:748676_1
madhuśarkaram	madhuśarkarā	NOUN	coverage-hole	n.acc.sg	2		6	dcs:33077
madhyamāsa	madhyama	ADJ	slot-conflict	m.nom.pl	2	madhyamāḥ	6	dcs:598481
madirāsaḥ	madira	ADJ	slot-conflict	m.nom.pl	4	madirāḥ	6	dcs:605840
mahiṣāṁ	mahiṣa	NOUN	slot-conflict	m.acc.pl	3	mahiṣān	6	dcs:600887
mahātmnaḥ	mahātman	ADJ	coverage-hole	m.acc.pl	5		6	dcs:472521
marakatāḥ	marakata	NOUN	coverage-hole	m.nom.pl	3		6	dcs:544736
marmāṇam	marman	NOUN	coverage-hole	m.acc.sg	3		6	dcs:250126
mitravarma	mitravarman	NOUN	compound-member		3		6	dcs:525614
mittrasya	mitra	NOUN	slot-conflict	m.gen.sg	3	mitrasya	6	dcs:615623
mittre	mitra	NOUN	slot-conflict	n.nom.du	2	mitre	6	dcs:619515
mradīyān	mradīyas	ADJ	coverage-hole	m.nom.sg	3		6	dcs:773243
mustebhiḥ	mustā	NOUN	coverage-hole	n.instr.pl	3		6	dcs:35708
mādhuchandasam	mādhucchandasa	NOUN	slot-conflict	n.acc.sg	2	mādhucchandasam	6	dcs:748675_1
māmikām	māmaka	ADJ	coverage-hole	f.acc.sg	2		6	dcs:688335
māṃsataḥ	māṃsa	NOUN	slot-conflict	n.abl.sg	3	māṃsāt	6	dcs:626016
mīḍhvāṁ	mīḍhvas	ADJ	slot-conflict	m.nom.sg	3	mīḍhvān	6	dcs:592365
mṛttika	mṛttikā	NOUN	compound-member		1		6	dcs:654735
mṛtyuvoḥ	mṛtyu	NOUN	slot-conflict	m.gen.du	2	mṛtyvoḥ	6	dcs:63275
naimittikām	naimittika	ADJ	coverage-hole	f.acc.sg	4		6	dcs:558803
nakhām	nakha	NOUN	coverage-hole	f.acc.sg	3		6	dcs:670417
nakṣatrām	nakṣatra	NOUN	coverage-hole	f.acc.sg	3		6	dcs:273145
navyasyā	navyas	ADJ	slot-conflict	f.instr.sg	3	navyasā	6	dcs:601014
navyasībhiḥ	navyas	ADJ	slot-conflict	f.instr.pl	5	navyobhiḥ	6	dcs:651842
nideśataḥ	nideśa	NOUN	slot-conflict	m.abl.sg	3	nideśāt	6	dcs:619606
nirbandhataḥ	nirbandha	NOUN	slot-conflict	m.abl.sg	3	nirbandhāt	6	dcs:621282
nisargataḥ	nisarga	NOUN	slot-conflict	m.abl.sg	5	nisargāt	6	dcs:573065
niyaḥ	nī	NOUN	lexicon-gap	f.abl.sg	2		6	dcs:551740
nāgarām	nāgara	NOUN	coverage-hole	f.acc.sg	3		6	dcs:34651
nāmānau	nāman	NOUN	coverage-hole	m.nom.du	3		6	dcs:762341
nīlima	nīliman	NOUN	compound-member		3		6	dcs:487743
nūtanāsa	nūtana	ADJ	slot-conflict	m.nom.pl	1	nūtanāḥ	6	dcs:600987
padāyām	pada	NOUN	coverage-hole	f.loc.sg	3		6	dcs:652430
padīm	pada	NOUN	coverage-hole	f.acc.sg	3		6	dcs:659963
paribhyaḥ	pari	NOUN	coverage-hole	m.abl.pl	3		6	dcs:551725
parimāṇā	parimāṇa	NOUN	coverage-hole	f.nom.sg	2		6	dcs:67905
pariṇāhāni	pariṇāha	NOUN	coverage-hole	n.nom.pl	2		6	dcs:1144
pathāni	patha	NOUN	coverage-hole	n.nom.pl	2		6	dcs:603061
paurvāhṇikībhyāṃ	paurvāhṇika	ADJ	coverage-hole	f.instr.du	3		6	dcs:728297
pauṃsyebhiḥ	pauṃsya	NOUN	slot-conflict	n.instr.pl	4	pauṃsyaiḥ	6	dcs:593884_1
paṭīyāḥ	paṭīyas	ADJ	coverage-hole	f.nom.sg	4		6	dcs:489018
pidhānakā	pidhānaka	NOUN	coverage-hole	f.nom.sg	3		6	dcs:155344
pidhānāyām	pidhāna	NOUN	coverage-hole	f.loc.sg	3		6	dcs:524671
pipāsaḥ	pipāsā	NOUN	coverage-hole	m.nom.sg	3		6	dcs:60322
pitumāṁ	pitumat	ADJ	slot-conflict	m.nom.sg	3	pitumān	6	dcs:594949
prabharmā	prabharman	NOUN	coverage-hole	m.nom.sg	3		6	dcs:702617
praharaṇataḥ	praharaṇa	NOUN	slot-conflict	n.abl.sg	3	praharaṇāt	6	dcs:771013
pramocanām	pramocana	ADJ	coverage-hole	f.acc.sg	3		6	dcs:386705
prathinā	prathiman	NOUN	slot-conflict	m.instr.sg	3	prathimnā	6	dcs:591913
pratimasya	pratimā	NOUN	coverage-hole	m.gen.sg	3		6	dcs:477200
pratiṣeddhā	pratiṣeddhṛ	ADJ	coverage-hole	m.nom.sg	3		6	dcs:177440
pruṣā	pruṣ	ADJ	lexicon-gap	n.instr.sg	1		6	dcs:686205
prītitaḥ	prīti	NOUN	slot-conflict	f.abl.sg	4	prīteḥ prītyāḥ	6	dcs:623452
pādāni	pāda	NOUN	coverage-hole	n.acc.pl	2		6	dcs:293182
pārṣṇiyoḥ	pārṣṇi	NOUN	slot-conflict	m.gen.du	4	pārṣṇyoḥ	6	dcs:27695
pūjanā	pūjana	NOUN	coverage-hole	f.nom.sg	2		6	dcs:286808
ratnāsaḥ	ratna	NOUN	slot-conflict	m.nom.pl	3	ratnāḥ	6	dcs:603143
raśanena	raśanā	NOUN	coverage-hole	m.instr.sg	2		6	dcs:727534_1
roddhrī	roddhṛ	ADJ	coverage-hole	f.nom.sg	3		6	dcs:534239
rāgāṇi	rāga	NOUN	coverage-hole	n.acc.pl	2		6	dcs:765261
sahasvas	sahasvat	ADJ	slot-conflict	m.voc.sg	6	sahasvan	6	dcs:595747
sakhivāṁ	sakhivat	ADJ	slot-conflict	m.nom.sg	3	sakhivān	6	dcs:650479
sakhyebhiḥ	sakhya	NOUN	slot-conflict	n.instr.pl	3	sakhyaiḥ	6	dcs:596699
samaṃbhūmi	samambhūmi	ADV	indeclinable		3		6	dcs:70693_1
samudrataḥ	samudra	NOUN	slot-conflict	m.abl.sg	5	samudrāt	6	dcs:647446
sapiṇḍām	sapiṇḍa	ADJ	coverage-hole	f.acc.sg	3		6	dcs:389708
sarvatomukhām	sarvatomukha	ADJ	coverage-hole	f.acc.sg	5		6	dcs:541736
sarṣapāṇi	sarṣapa	NOUN	coverage-hole	n.acc.pl	2		6	dcs:389392
sattvataḥ	sattva	NOUN	slot-conflict	n.abl.sg	4	sattvāt	6	dcs:88041
saubhagebhiḥ	saubhaga	NOUN	slot-conflict	n.instr.pl	3	saubhagaiḥ	6	dcs:650341_1
saudhanvanāsaḥ	saudhanvana	NOUN	slot-conflict	m.nom.pl	3	saudhanvanāḥ	6	dcs:594098
saṃbahulān	sambahula	ADJ	slot-conflict	m.acc.pl	3	sambahulān	6	dcs:642763
saṃbahulāni	sambahula	ADJ	slot-conflict	n.nom.pl	3	sambahulāni	6	dcs:643808
saṃbandhinaṃ	sambandhin	ADJ	slot-conflict	m.acc.sg	3	sambandhinam	6	dcs:624899
saṃbharaṇyāṃ	sambharaṇī	NOUN	slot-conflict	f.loc.sg	3	sambharaṇyām	6	dcs:671363
saṃbhedaṃ	sambheda	NOUN	slot-conflict	m.acc.sg	1	sambhedam	6	dcs:294875
saṃbhāṣaḥ	sambhāṣā	NOUN	coverage-hole	m.nom.sg	3		6	dcs:435719
