mandala	sukta	verse	pada_letter	pratika	full_citation
1	51	11	c	ugro yayiṃ nir apaḥ srotasāsṛjat	RV.1.51.11c
1	51	11	d	vi śuṣṇasya dṛṃhitā airayat puraḥ	RV.1.51.11d
1	51	12	a	ā smā rathaṃ vṛṣapāṇeṣu tiṣṭhasi	RV.1.51.12a
1	51	12	b	śāryātasya prabhṛtā yeṣu mandase	RV.1.51.12b
1	51	12	c	indra yathā sutasomeṣu cākanaḥ	RV.1.51.12c
1	51	12	d	anarvāṇaṃ ślokam ā rohase divi	RV.1.51.12d
1	51	13	a	adadā arbhāṃ mahate vacasyave	RV.1.51.13a
1	51	13	b	kakṣīvate vṛcayām indra sunvate	RV.1.51.13b
1	51	13	c	menābhavo vṛṣaṇaśvasya sukrato	RV.1.51.13c
1	51	13	d	viśvet tā te savaneṣu pravācyā	RV.1.51.13d; 8.100.6a. Cf. BṛhD.6.119. Cf. viśvet tā vāṃ
1	51	14	a	indro aśrāyi sudhyo nireke	RV.1.51.14a
1	51	14	b	pajreṣu stomo duryo na yūpaḥ	RV.1.51.14b
1	51	14	c	aśvayur gavyū rathayur vasūyuḥ	RV.1.51.14c; N.6.31
1	51	14	d	indra id rāyaḥ kṣayati prayantā	RV.1.51.14d. Fragment: indraḥ N.6.31
1	51	15	a	idaṃ namo vṛṣabhāya svarāje (MS. °rājñe)	RV.1.51.15a; MS.4.14.14a: 238.9
1	51	15	b	satyaśuṣmāya tavase avāci	RV.1.51.15b
1	51	15	c	asminn indra vṛjane sarvavīrāḥ	RV.1.51.15c; MS.4.14.14c: 238.10
1	51	15	d	smat sūribhis tava śarman syāma	RV.1.51.15d; MS.4.14.14d: 238.10
1	52	1	a	tyaṃ su meṣaṃ mahayā svarvidam	RV.1.52.1a; SV.1.337a; AB.5.16.17; KB.25.3; 26.9. P: tyaṃ su meṣam AŚ.8.6.6; ŚŚ.9.8.3; 10.9.12; 11.13.20
1	52	1	b	śataṃ yasya subhvaḥ (SV. subhuvaḥ) sākam īrate	RV.1.52.1b; SV.1.377b
1	52	1	c	atyaṃ na vājaṃ havanasyadaṃ ratham	RV.1.52.1c; SV.1.377c; AB.5.16.17
1	52	1	d	endraṃ vavṛtyām avase suvṛktibhiḥ	RV.1.52.1d; SV.1.377d; KB.26.9
1	52	2	a	sa parvato na dharuṇeṣv acyutaḥ	RV.1.52.2a
1	52	2	b	sahasramūtis taviṣīṣu vāvṛdhe	RV.1.52.2b
1	52	2	c	indro yad vṛtram avadhīn nadīvṛtam	RV.1.52.2c
1	52	2	d	ubjann arṇāṃsi jarhṛṣāṇo andhasā	RV.1.52.2d
1	52	3	a	sa hi dvaro dvariṣu vavra ūdhani	RV.1.52.3a
1	52	3	b	candrabudhno madavṛddho manīṣibhiḥ	RV.1.52.3b
1	52	3	c	indraṃ tam ahve svapasyayā dhiyā	RV.1.52.3c
1	52	3	d	maṃhiṣṭharātiṃ sa hi paprir andhasaḥ	RV.1.52.3d
1	52	4	a	ā yaṃ pṛṇanti divi sadmabarhiṣaḥ	RV.1.52.4a
1	52	4	b	samudraṃ na subhvaḥ svā abhiṣṭayaḥ	RV.1.52.4b. Cf. next
1	52	4	c	taṃ vṛtrahatye anu tasthur ūtayaḥ	RV.1.52.4c
1	52	4	d	śuṣmā indram avātā ahrutapsavaḥ	RV.1.52.4d
1	52	5	a	abhi svavṛṣṭiṃ made asya yudhyataḥ	RV.1.52.5a; MS.4.12.3a: 185.4. P: abhi svavṛṣṭim MS.4.14.5: 222.13
1	52	5	b	raghvīr iva pravaṇe sasrur ūtayaḥ	RV.1.52.5b; MS.4.12.3b: 185.4
1	52	5	c	indro yad vajrī dhṛṣamāṇo andhasā	RV.1.52.5c; MS.4.12.3c: 185.5
1	52	5	d	bhinad valasya paridhīṃr iva tritaḥ	RV.1.52.5d; MS.4.12.3d: 185.5
1	52	6	a	parīṃ ghṛṇā carati titviṣe śavaḥ	RV.1.52.6a
1	52	6	b	apo vṛtvī rajaso budhnam āśayat	RV.1.52.6b
1	52	6	c	vṛtrasya yat pravaṇe durgṛbhiśvanaḥ	RV.1.52.6c
1	52	6	d	nijagantha hanvor indra tanyatum	RV.1.52.6d
1	52	7	a	hradaṃ na hi tvā nyṛṣanty ūrmayaḥ	RV.1.52.7a. See hṛdaṃ etc
1	52	7	b	brahmāṇīndra tava yāni vardhanā	RV.1.52.7b; MS.4.12.3b: 185.2
1	52	7	c	tvaṣṭā cit te yujyaṃ vāvṛdhe śavaḥ	RV.1.52.7c; MS.4.12.3c: 185.3
1	52	7	d	tatakṣa vajram abhibhūtyojasam	RV.1.52.7d; MS.4.12.3d: 185.3
1	52	8	a	jaghanvāṃ u haribhiḥ saṃbhṛtakrato	RV.1.52.8a
1	52	8	b	indra vṛtraṃ manuṣe gātuyann apaḥ	RV.1.52.8b
1	52	8	c	ayachathā bāhvor vajram āyasam	RV.1.52.8c
1	52	8	d	adhārayo divy ā sūryaṃ dṛśe	RV.1.52.8d; KB.25.3
1	52	9	a	bṛhat svaścandram amavad yad ukthyam	RV.1.52.9a
1	52	9	b	akṛṇvata bhiyasā rohaṇaṃ divaḥ	RV.1.52.9b
1	52	9	c	yan mānuṣapradhanā indram ūtayaḥ	RV.1.52.9c
1	52	9	d	svar nṛṣāco maruto’madann anu	RV.1.52.9d
1	52	10	a	dyauś cid asyāmavāṃ aheḥ svanāt	RV.1.52.10a
1	52	10	b	ayoyavīd bhiyasā vajra indra te	RV.1.52.10b
1	52	10	c	vṛtrasya yad badbadhānasya rodasī	RV.1.52.10c
1	52	10	d	made sutasya śavasābhinac chiraḥ	RV.1.52.10d
1	52	11	a	yad in nv indra pṛthivī daśabhujiḥ	RV.1.52.11a
1	52	11	b	ahāni viśvā tatananta kṛṣṭayaḥ	RV.1.52.11b
1	52	11	c	atrāha te maghavan viśrutaṃ sahaḥ	RV.1.52.11c
1	52	11	d	dyām anu śavasā barhaṇā bhuvat	RV.1.52.11d
1	52	12	a	tvam asya pāre rajaso vyomanaḥ	RV.1.52.12a
1	52	12	b	svabhūtyojā avase dhṛṣanmanaḥ	RV.1.52.12b
1	52	12	c	cakṛṣe bhūmiṃ pratimānam ojasaḥ	RV.1.52.12c
1	52	12	d	apaḥ svaḥ paribhūr eṣy ā divam	RV.1.52.12d
1	52	13	a	tvaṃ bhuvaḥ pratimānaṃ pṛthivyāḥ	RV.1.52.13a; AŚ.9.5.16
1	52	13	b	ṛṣvavīrasya bṛhataḥ patir bhūḥ	RV.1.52.13b
1	52	13	c	viśvam āprā antarikṣaṃ mahitvā	RV.1.52.13c
1	52	13	d	satyam addhā nakir anyas tvāvān	RV.1.52.13d
1	52	14	a	na yasya dyāvāpṛthivī anu vyacaḥ	RV.1.52.14a
1	52	14	b	na sindhavo rajaso antam ānaśuḥ	RV.1.52.14b
1	52	14	c	nota svavṛṣṭiṃ made asya yudhyataḥ	RV.1.52.14c
1	52	14	d	eko anyac cakṛṣe viśvam ānuṣak	RV.1.52.14d
1	52	15	a	ārcann atra marutaḥ sasminn ājau	RV.1.52.15a
1	52	15	b	viśve devāso amadann anu tvā	RV.1.52.15b; 103.7d
1	52	15	c	vṛtrasya yad bhṛṣṭimatā vadhena	RV.1.52.15c
1	52	15	d	ni tvam indra praty ānaṃ jaghantha	RV.1.52.15d
1	53	1	a	ny ū ṣu vācaṃ pra mahe bharāmahe	RV.1.53.1a; AVŚ.20.21.1a. P: ny ū ṣu vācam AŚ.6.4.10; ŚŚ.9.9.4
1	53	1	b	gira indrāya sadane vivasvataḥ	RV.1.53.1b; AVŚ.20.21.1b
1	53	1	c	nū cid dhi ratnaṃ sasatām ivāvidan	RV.1.53.1c; AVŚ.20.21.1c
1	53	1	d	na duṣṭutir draviṇodeṣu śasyate	RV.1.53.1d; AVŚ.20.21.1d; SV.2.218a. See next
1	53	2	a	duro aśvasya dura indra gor asi	RV.1.53.2a; AVŚ.20.21.2a
1	53	2	b	duro yavasya vasuna inas patiḥ	RV.1.53.2b; AVŚ.20.21.2b
1	53	2	c	śikṣānaraḥ pradivo akāmakarśanaḥ	RV.1.53.2c; AVŚ.20.21.2c
1	53	2	d	sakhā sakhibhyas tam idaṃ gṛṇīmasi	RV.1.53.2d; AVŚ.20.21.2d
1	53	3	a	śacīva indra purukṛd dyumattama	RV.1.53.3a; AVŚ.20.21.3a
1	53	3	b	taved idam abhitaś cekite vasu	RV.1.53.3b; AVŚ.20.21.3b
1	53	3	c	ataḥ saṃgṛbhyābhibhūta ā bhara	RV.1.53.3c; AVŚ.20.21.3c
1	53	3	d	mā tvāyato jarituḥ kāmam ūnayīḥ	RV.1.53.3d; AVŚ.20.21.3d
1	53	4	a	ebhir dyubhiḥ sumanā ebhir indubhiḥ	RV.1.53.4a; AVŚ.20.21.4a
1	53	4	b	nirundhāno amatiṃ gobhir aśvinā	RV.1.53.4b; AVŚ.20.21.4b
1	53	4	c	indreṇa dasyuṃ darayanta indubhiḥ	RV.1.53.4c; AVŚ.20.21.4c
1	53	4	d	yutadveṣasaḥ sam iṣā rabhemahi	RV.1.53.4d; AVŚ.20.21.4d
1	53	5	a	sam indra rāyā sam iṣā rabhemahi	RV.1.53.5a; AVŚ.20.21.5a; MS.2.2.6a: 20.4; KS.10.12a
1	53	5	b	saṃ vājebhiḥ (MS. vājaiḥ) puruścandrair abhidyubhiḥ	RV.1.53.5b; AVŚ.20.21.5b; MS.2.6.6b: 20.4; KS.10.12b
1	53	5	c	saṃ devyā pramatyā vīraśuṣmayā	RV.1.53.5c; AVŚ.20.21.5c; MS.2.2.6c: 20.5; KS.10.12c
1	53	5	d	goagrayāśvāvatyā rabhemahi	RV.1.53.5d; AVŚ.20.21.5d; MS.2.2.6d: 20.5; KS.10.12d
1	53	6	a	te tvā madā amadan tāni vṛṣṇyā	RV.1.53.6a; AVŚ.20.21.6a
1	53	6	b	te somāso vṛtrahatyeṣu satpate	RV.1.53.6b; AVŚ.20.21.6b
1	53	6	c	yat kārave daśa vṛtrāṇy aprati	RV.1.53.6c; AVŚ.20.21.6c
1	53	6	d	barhiṣmate ni sahasrāṇi barhayaḥ	RV.1.53.6d; AVŚ.20.21.6d
1	53	7	a	yudhā yudham upa ghed eṣi dhṛṣṇuyā	RV.1.53.7a; AVŚ.20.21.7a
1	53	7	b	purā puraṃ sam idaṃ haṃsy ojasā	RV.1.53.7b; AVŚ.20.21.7b
1	53	7	c	namyā yad indra sakhyā parāvati	RV.1.53.7c; AVŚ.20.21.7c
1	53	7	d	nibarhayo namuciṃ nāma māyinam	RV.1.53.7d; AVŚ.20.21.7d
1	53	8	a	tvaṃ karañjam uta parṇayaṃ vadhīḥ	RV.1.53.8a; AVŚ.20.21.8a
1	53	8	b	tejiṣṭhayātithigvasya vartanī	RV.1.53.8b; AVŚ.20.21.8b
1	53	8	c	tvaṃ śatā vaṅgṛdasyābhinat puraḥ	RV.1.53.8c; AVŚ.20.21.8c
1	53	8	d	anānudaḥ pariṣūtā ṛjiśvanā	RV.1.53.8d; AVŚ.20.21.8d
1	53	9	a	tvam etāñ (AVŚ. etāṃ) janarājño dvir daśa	RV.1.53.9a; AVŚ.20.21.9a
1	53	9	b	abandhunā suśravasopajagmuṣaḥ	RV.1.53.9b; AVŚ.20.21.9b
1	53	9	c	ṣaṣṭiṃ sahasrā navatiṃ nava śrutaḥ	RV.1.53.9c; AVŚ.20.21.9c
1	53	9	d	ni cakreṇa rathyā duṣpadāvṛṇak	RV.1.53.9d; AVŚ.20.21.9d
1	53	10	a	tvam āvitha suśravasaṃ tavotibhiḥ	RV.1.53.10a; AVŚ.20.21.10a
1	53	10	b	tava trāmabhir indra tūrvayāṇam	RV.1.53.10b; AVŚ.20.21.10b
1	53	10	c	tvam asmai kutsam atithigvam āyum	RV.1.53.10c; AVŚ.20.21.10c
1	53	10	d	mahe rājñe yūne arandhanāyaḥ	RV.1.53.10d; AVŚ.20.21.10d
1	53	11	a	ya udṛcīndra devagopāḥ sakhāyaḥ	RV.1.53.11a; AVŚ.20.21.11a. P: ya udṛci Vait.26.7
1	53	11	b	sakhāyas te śivatamā asāma	RV.1.53.11b; AVŚ.20.21.11b
1	53	11	c	tvāṃ stoṣāma tvayā suvīrāḥ	RV.1.53.11c; 10.115.8c; AVŚ.20.21.11c
1	53	11	d	drāghīya āyuḥ prataraṃ (TA. °rāṃ; MG. °tiraṃ) dadhānāḥ (AVŚ.8.2.2d, prataraṃ te dadhāmi)	RV.1.53.11d; 10.18.2b,3d; 115.8d; AVŚ.8.2.2d; 12.2.30b; 20.21.11d; AVP.2.38.1c; TA.6.10.2b,2d; AG.2.9.2b; MG.2.1.13b. Cf. dīrgham āyuḥ, and āyur dadhānāḥ
1	54	1	a	mā no asmin maghavan pṛtsu aṃhasi	RV.1.54.1a. P: mā no asmin maghavan AŚ.6.4.10; ŚŚ.9.10.3
1	54	1	b	nahi te antaḥ śavasaḥ parīṇaśe	RV.1.54.1b
1	54	1	c	akrandayo nadyo roruvad vanā	RV.1.54.1c
1	54	1	d	kathā na kṣoṇīr bhiyasā sam ārata	RV.1.54.1d
1	54	2	a	arcā śakrāya śākine śacīvate	RV.1.54.2a
1	54	2	b	śṛṇvantam indraṃ mahayann abhi ṣṭuhi	RV.1.54.2b
1	54	2	c	yo dhṛṣṇunā śavasā rodasī ubhe	RV.1.54.2c
1	54	2	d	vṛṣā vṛṣatvā vṛṣabho nyṛñjate	RV.1.54.2d
1	54	3	a	arcā dive bṛhate śuṣmaṃ vacaḥ	RV.1.54.3a
1	54	3	b	svakṣatraṃ yasya dhṛṣato dhṛṣan manaḥ	RV.1.54.3b
1	54	3	c	bṛhacchravā asuro barhaṇā kṛtaḥ	RV.1.54.3c; N.6.18
1	54	3	d	puro haribhyāṃ vṛṣabho ratho hi ṣaḥ	RV.1.54.3d
1	54	4	a	tvaṃ divo bṛhataḥ sānu kopayaḥ	RV.1.54.4a
1	54	4	b	ava tmanā dhṛṣatā śambaraṃ bhinat	RV.1.54.4b
1	54	4	c	yan māyino vrandino mandinā dhṛṣat	RV.1.54.4c
1	54	4	d	śitāṃ gabhastim aśaniṃ pṛtanyasi	RV.1.54.4d
1	54	5	a	ni yad vṛṇakṣi śvasanasya mūrdhani	RV.1.54.5a; N.5.16
1	54	5	b	śuṣṇasya cid vrandino roruvad vanā	RV.1.54.5b; N.5.16
1	54	5	c	prācīnena manasā barhaṇāvatā	RV.1.54.5c
1	54	5	d	yad adyā cit kṛṇavaḥ kas tvā pari	RV.1.54.5d
1	54	6	a	tvam āvitha naryaṃ turvaśaṃ yadum	RV.1.54.6a
1	54	6	b	tvaṃ turvītiṃ vayyaṃ śatakrato	RV.1.54.6b
1	54	6	c	tvaṃ ratham etaśaṃ kṛtvye dhane	RV.1.54.6c
1	54	6	d	tvaṃ puro navatiṃ dambhayo nava	RV.1.54.6d
1	54	7	a	sa ghā rājā satpatiḥ śūśuvaj janaḥ	RV.1.54.7a
1	54	7	b	rātahavyaḥ prati yaḥ śāsam invati	RV.1.54.7b
1	54	7	c	ukthā vā yo abhigṛṇāti rādhasā	RV.1.54.7c
1	54	7	d	dānur asmā uparā pinvate divaḥ	RV.1.54.7d
1	54	8	a	asamaṃ kṣatram asamā manīṣā	RV.1.54.8a
1	54	8	b	pra somapā apasā santu neme	RV.1.54.8b
1	54	8	c	ye ta indra daduṣo vardhayanti	RV.1.54.8c
1	54	8	d	mahi kṣatraṃ sthaviraṃ vṛṣṇyaṃ ca	RV.1.54.8d
1	54	9	a	tubhyed ete bahulā adridugdhāḥ	RV.1.54.9a
1	54	9	b	camūṣadaś camasā indrapānāḥ	RV.1.54.9b
1	54	9	c	vy aśnuhi tarpayā kāmam eṣām	RV.1.54.9c
1	54	9	d	athā mano vasudeyāya kṛṣva	RV.1.54.9d. See adhā mano
1	54	10	a	apām atiṣṭhad dharuṇahvaraṃ tamaḥ	RV.1.54.10a
1	54	10	b	antar vṛtrasya jaṭhareṣu parvataḥ	RV.1.54.10b
1	54	10	c	abhīm indro nadyo vavriṇā hitāḥ	RV.1.54.10c
1	54	10	d	viśvā anuṣṭhāḥ pravaṇeṣu jighnate	RV.1.54.10d
1	54	11	a	sa śevṛdham adhi dhā dyumnam asme	RV.1.54.11a; MS.4.14.18a: 249.1; KS.38.7a; TB.2.6.9.1a. P: sa śevṛdham adhi dhāḥ MG.1.5.5
1	54	11	b	mahi kṣatraṃ janāṣāḍ indra tavyam	RV.1.54.11b; MS.4.14.18b: 249.1; KS.38.7b; TB.2.6.9.1b
1	54	11	c	rakṣā ca no maghonaḥ pāhi sūrīn	RV.1.54.11c; 10.61.22c; MS.4.14.8c: 249.2; KS.38.7c; TB.2.6.9.1c
1	54	11	d	rāye ca naḥ svapatyā iṣe dhāḥ	RV.1.54.11d; MS.4.14.18d: 249.2; KS.38.7d; TB.2.5.9.1d
1	55	1	a	divaś cid asya varimā vi paprathe	RV.1.55.1a; AB.5.19.3. P: divaś cid asya AŚ.6.4.10; 8.6.13; 7.23
1	55	1	b	indraṃ na mahnā pṛthivī cana prati	RV.1.55.1b. P: indraṃ na mahnā AB.5.19.3
1	55	1	c	bhīmas tuviṣmāñ carṣaṇibhya ātapaḥ	RV.1.55.1c
1	55	1	d	śiśīte vajraṃ tejase na vaṃsagaḥ	RV.1.55.1d
1	55	2	a	so arṇavo na nadyaḥ samudriyaḥ	RV.1.55.2a
1	55	2	b	prati gṛbhṇāti viśritā varīmabhiḥ	RV.1.55.2b
1	55	2	c	indraḥ somasya pītaye vṛṣāyate	RV.1.55.2c. Cf. prec
1	55	2	d	sanāt sa yudhma ojasā panasyate	RV.1.55.2d
1	55	3	a	tvaṃ tam indra parvataṃ na bhojase	RV.1.55.3a
1	55	3	b	maho nṛmṇasya dharmaṇām irajyasi	RV.1.55.3b
1	55	3	c	pra vīryeṇa devatāti cekite	RV.1.55.3c
1	55	3	d	viśvasmā ugraḥ karmaṇe purohitaḥ	RV.1.55.3d
1	55	4	a	sa id vane namasyubhir vacasyate	RV.1.55.4a
1	55	4	b	cāru janeṣu prabruvāṇa indriyam	RV.1.55.4b
1	55	4	c	vṛṣā chandur bhavati haryato vṛṣā	RV.1.55.4c
1	55	4	d	kṣemeṇa dhenāṃ maghavā yad invati	RV.1.55.4d
1	55	5	a	sa in mahāni samithāni majmanā	RV.1.55.5a
1	55	5	b	kṛṇoti yudhma ojasā janebhyaḥ	RV.1.55.5b
1	55	5	c	adhā cana śrad dadhati tviṣīmate	RV.1.55.5c
1	55	5	d	indrāya vajraṃ nighanighnate vadham	RV.1.55.5d
1	55	6	a	sa hi śravasyuḥ sadanāni kṛtrimā	RV.1.55.6a
1	55	6	b	kṣmayā vṛdhāna ojasā vināśayan	RV.1.55.6b
1	55	6	c	jyotīṃṣi kṛṇvann avṛkāṇi yajyave	RV.1.55.6c
1	55	6	d	ava sukratuḥ sartavā apaḥ sṛjat	RV.1.55.6d
1	55	7	a	dānāya manaḥ somapāvann astu te	RV.1.55.7a
1	55	7	b	arvāñcā harī vandanaśrud ā kṛdhi	RV.1.55.7b
1	55	7	c	yamiṣṭhāsaḥ sārathayo ya indra te	RV.1.55.7c
1	55	7	d	na tvā ketā ā dabhnuvanti bhūrṇayaḥ	RV.1.55.7d
1	55	8	a	aprakṣitaṃ vasu bibharṣi hastayoḥ	RV.1.55.8a
1	55	8	b	aṣāḍhaṃ sahas tanvi śruto dadhe	RV.1.55.8b
1	55	8	c	āvṛtāso’vatāso na kartṛbhiḥ	RV.1.55.8c; AA.2.1.6.11
1	55	8	d	tanūṣu te kratava indra bhūrayaḥ	RV.1.55.8d
1	56	1	a	eṣa pra pūrvīr ava tasya camriṣaḥ	RV.1.56.1a; KB.25.7. P: eṣa pra pūrvīḥ AŚ.8.6.13; ŚŚ.11.14.16
1	56	1	b	atyo na yoṣām ud ayaṃsta bhurvaṇiḥ	RV.1.56.1b
1	56	1	c	dakṣaṃ mahe pāyayate hiraṇyayam	RV.1.56.1c
1	56	1	d	ratham āvṛtyā hariyogam ṛbhvasam	RV.1.56.1d
1	56	2	a	taṃ gūrtayo nemanniṣaḥ parīṇasaḥ	RV.1.56.2a
1	56	2	b	samudraṃ na saṃcaraṇe saniṣyavaḥ	RV.1.56.2b; 4.55.6c
1	56	2	c	patiṃ dakṣasya vidathasya nū sahaḥ	RV.1.56.2c
1	56	2	d	giriṃ na venā adhi roha tejasā	RV.1.56.2d
1	56	3	a	sa turvaṇir mahāṃ areṇu pauṃsye	RV.1.56.3a; N.6.14
1	56	3	b	girer bhṛṣṭir na bhrājate tujā śavaḥ	RV.1.56.3b
1	56	3	c	yena śuṣṇaṃ māyinam āyaso made	RV.1.56.3c
1	56	3	d	dudhra ābhūṣu rāmayan ni dāmani	RV.1.56.3d
1	56	4	a	devī yadi taviṣī tvāvṛdhotaye	RV.1.56.4a
1	56	4	b	indraṃ siṣakty uṣasaṃ na sūryaḥ	RV.1.56.4b; KB.25.7
1	56	4	c	yo dhṛṣṇunā śavasā bādhate tamaḥ	RV.1.56.4c
1	56	4	d	iyarti reṇuṃ bṛhad arhariṣvaṇiḥ	RV.1.56.4d
1	56	5	a	vi yat tiro dharuṇam acyutaṃ rajaḥ	RV.1.56.5a
1	56	5	b	atiṣṭhipo diva ātāsu barhaṇā	RV.1.56.5b
1	56	5	c	svarmīḍhe yan mada indra harṣyā	RV.1.56.5c
1	56	5	d	ahan vṛtraṃ nir apām aubjad (RV.1.56.5d, aubjo) arṇavam	RV.1.56.5d; 8.5.9d
1	56	6	a	tvaṃ divo dharuṇaṃ dhiṣa ojasā	RV.1.56.6a
1	56	6	b	pṛthivyā indra sadaneṣu māhinaḥ	RV.1.56.6b
1	56	6	c	tvaṃ sutasya made ariṇā apaḥ	RV.1.56.6c
1	56	6	d	vi vṛtrasya samayā pāṣyārujaḥ	RV.1.56.6d
1	57	1	a	pra maṃhiṣṭhāya bṛhate bṛhadraye	RV.1.57.1a; AVŚ.20.15.1a; KB.30.9; GB.2.4.16; Vait.25.7. P: pra maṃhiṣṭhāya AŚ.6.1.2; 8.6.13; ŚŚ.12.25.2,4
1	57	1	b	satyaśuṣmāya tavase matiṃ bhare	RV.1.57.1b; AVŚ.20.15.1b. See ukthaśuṣmāya
1	57	1	c	apām iva pravaṇe yasya durdharam	RV.1.57.1c; AVŚ.20.15.1c
1	57	1	d	rādho viśvāyu śavase apāvṛtam	RV.1.57.1d; AVŚ.20.15.1d
1	57	2	a	adha te viśvam anu hāsad iṣṭaye	RV.1.57.2a; AVŚ.20.15.2a
1	57	2	b	āpo nimneva savanā haviṣmataḥ	RV.1.57.2b; AVŚ.20.15.2b
1	57	2	c	yat parvate na samaśīta haryataḥ	RV.1.57.2c; AVŚ.20.15.2c
1	57	2	d	indrasya vajraḥ śnathitā hiraṇyayaḥ	RV.1.57.2d; AVŚ.20.15.2d
1	57	3	a	asmai bhīmāya namasā sam adhvare	RV.1.57.3a; AVŚ.20.15.3a
1	57	3	b	uṣo na śubhra ā bharā panīyase	RV.1.57.3b; AVŚ.20.15.3b
1	57	3	c	yasya dhāma śravase nāmendriyam	RV.1.57.3c; AVŚ.20.15.3c
1	57	3	d	jyotir akāri harito nāyase	RV.1.57.3d; AVŚ.20.15.3d
1	57	4	a	ime ta indra te vayaṃ puruṣṭuta	RV.1.57.4a; AVŚ.20.15.4a; SV.1.373a
1	57	4	b	ye tvārabhya carāmasi prabhūvaso	RV.1.57.4b; AVŚ.20.15.4b; SV.1.373b
1	57	4	c	nahi tvad anyo girvaṇo giraḥ saghat	RV.1.57.4c; AVŚ.20.15.4c; SV.1.373c
1	57	4	d	kṣoṇīr iva prati no harya tad (SV. prati tad dharya no) vacaḥ	RV.1.57.4d; AVŚ.20.15.4d; SV.1.373d
1	57	5	a	bhūri ta indra vīryaṃ tava smasi	RV.1.57.5a; AVŚ.20.15.5a
1	57	5	b	asya stotur maghavan kāmam ā pṛṇa	RV.1.57.5b; AVŚ.20.15.5b
1	57	5	c	anu te dyaur bṛhatī vīryaṃ mama	RV.1.57.5c; AVŚ.20.15.5c
1	57	5	d	iyaṃ ca te pṛthivī nema ojase	RV.1.57.5d; AVŚ.20.15.5d
1	57	6	a	tvaṃ tam indra parvataṃ mahām urum	RV.1.57.6a; AVŚ.20.15.6a
1	57	6	b	vajreṇa vajrin parvaśaś cakartitha	RV.1.57.6b; AVŚ.20.15.6b
1	57	6	c	avāsṛjo nivṛtaḥ sartavā apaḥ	RV.1.57.6c; AVŚ.20.15.6c
1	57	6	d	satrā viśvaṃ dadhiṣe kevalaṃ sahaḥ	RV.1.57.6d; AVŚ.20.15.6d
1	58	1	a	nū cit sahojā amṛto nitundate	RV.1.58.1a; KB.22.2; AŚ.4.13.7. P: nū cit sahojāḥ AŚ.7.7.8; ŚŚ.10.3.15. Cf. BṛhD.3.117
1	58	1	b	hotā yad dūto abhavad vivasvataḥ	RV.1.58.1b; KB.22.2
1	58	1	c	vi sādhiṣṭhebhiḥ patibhī rajo mama	RV.1.58.1c
1	58	1	d	ā devatātā haviṣā vivāsati	RV.1.58.1d
1	58	2	a	ā svam adma yuvamāno ajaraḥ	RV.1.58.2a
1	58	2	b	tṛṣv aviṣyann ataseṣu tiṣṭhati	RV.1.58.2b
1	58	2	c	atyo na pṛṣṭhaṃ pruṣitasya rocate	RV.1.58.2c
1	58	2	d	divo na sānu stanayann acikradat	RV.1.58.2d; 9.86.9a
1	58	3	a	krāṇā rudrebhir vasubhiḥ purohitaḥ	RV.1.58.3a
1	58	3	b	hotā niṣatto rayiṣāḍ amartyaḥ	RV.1.58.3b
1	58	3	c	ratho na vikṣv ṛñjasāna āyuṣu	RV.1.58.3c
1	58	3	d	vy ānuṣag vāryā deva ṛṇvati	RV.1.58.3d
1	58	4	a	vi vātajūto ataseṣu tiṣṭhate	RV.1.58.4a
1	58	4	b	vṛthā juhūbhiḥ sṛṇyā tuviṣvaṇiḥ	RV.1.58.4b
1	58	4	c	tṛṣu yad agne vanino vṛṣāyase	RV.1.58.4c
1	58	4	d	kṛṣṇaṃ ta ema ruśadūrme ajara	RV.1.58.4d
1	58	5	a	tapurjambho vana ā vātacoditaḥ	RV.1.58.5a
1	58	5	b	yūthe na sāhvāṃ ava vāti vaṃsagaḥ	RV.1.58.5b
1	58	5	c	abhivrajann akṣitaṃ pājasā rajaḥ	RV.1.58.5c
1	58	5	d	sthātuś carathaṃ bhayate patatriṇaḥ	RV.1.58.5d
1	58	6	a	dadhuṣ ṭvā bhṛgavo mānuṣeṣv ā	RV.1.58.6a
1	58	6	b	rayiṃ na cāruṃ suhavaṃ janebhyaḥ	RV.1.58.6b
1	58	6	c	hotāram agne atithiṃ vareṇyam	RV.1.58.6c
1	58	6	d	mitraṃ na śevaṃ divyāya janmane	RV.1.58.6d
1	58	7	a	hotāraṃ sapta juhvo yajiṣṭham	RV.1.58.7a
1	58	7	b	yaṃ vāghato vṛṇate adhvareṣu	RV.1.58.7b
1	58	7	c	agniṃ viśveṣām aratiṃ vasūnām	RV.1.58.7c
1	58	7	d	saparyāmi prayasā yāmi ratnam	RV.1.58.7d; 3.54.3d
1	58	8	a	achidrā sūno sahaso no adya	RV.1.58.8a
1	58	8	b	stotṛbhyo mitramahaḥ śarma yacha	RV.1.58.8b
1	58	8	c	agne gṛṇantam aṃhasa uruṣya	RV.1.58.8c
1	58	8	d	ūrjo napāt pūrbhir āyasībhiḥ	RV.1.58.8d
1	58	9	a	bhavā varūthaṃ gṛṇate vibhāvaḥ	RV.1.58.9a
1	58	9	b	bhavā maghavan maghavadbhyaḥ śarma	RV.1.58.9b
1	58	9	c	uruṣyāgne aṃhaso gṛṇantam	RV.1.58.9c
