anchor_type	anchor_id	anchor_key_slp1	target_locus	source_dataset	match_method	confidence	evidence_count	dcs_lemma_iast	n_texts
dict-entry	kochergina:e6285	DizaRa	lemma:42644	kochergina	exact	0.95	6	dhiṣaṇa	5
dict-entry	kochergina:e6296	DmA	lemma:215009	kochergina	exact	0.95	4	dhmā	1
dict-entry	kochergina:e6297	DmAna	lemma:43180	kochergina	exact	0.95	63	dhmāna	10
dict-entry	kochergina:e6298	DmApay	lemma:157580	kochergina	exact	0.95	54	dhmāpay	15
dict-entry	kochergina:e6302	DoraRI	lemma:43124	kochergina	exact	0.95	1	dhoraṇī	1
dict-entry	kochergina:e6300	DoraRa	lemma:43123	kochergina	exact	0.95	1	dhoraṇa	1
dict-entry	kochergina:e6305	DrAji	lemma:219014	kochergina	exact	0.95	22	dhrāji	9
dict-entry	kochergina:e6308	DrOvya	lemma:43305	kochergina	exact	0.95	4	dhrauvya	4
dict-entry	kochergina:e6308	DrOvya	lemma:43306	kochergina	exact	0.95	2	dhrauvya	2
dict-entry	kochergina:e6303	Draj	lemma:161224	kochergina	exact	0.95	8	dhraj	3
dict-entry	kochergina:e6328	Druva	lemma:43248	kochergina	exact	0.95	827	dhruva	99
dict-entry	kochergina:e6328	Druva	lemma:43250	kochergina	exact	0.95	329	dhruva	55
dict-entry	kochergina:e6328	Druva	lemma:43252	kochergina	exact	0.95	1	dhruva	1
dict-entry	kochergina:e6333	Druvi	lemma:43301	kochergina	exact	0.95	2	dhruvi	2
dict-entry	kochergina:e6374	Dur	lemma:200379	kochergina	exact	0.95	224	dhur	41
dict-entry	kochergina:e6376	DurA	lemma:42760	kochergina	exact	0.95	3	dhurā	2
dict-entry	kochergina:e6376	DurA	lemma:42775	kochergina	exact	0.95	1	dhurā	1
dict-entry	kochergina:e6375	Dura	lemma:42758	kochergina	exact	0.95	32	dhura	14
dict-entry	kochergina:e6378	DuraMDara	lemma:42756	kochergina	exact	0.95	1	dhuraṃdhara	1
dict-entry	kochergina:e6378	DuraMDara	lemma:42757	kochergina	exact	0.95	30	dhuraṃdhara	9
dict-entry	kochergina:e6388	DuryAsana	lemma:42773	kochergina	exact	0.95	1	dhuryāsana	1
dict-entry	kochergina:e6387	Durya	lemma:42767	kochergina	exact	0.95	4	dhurya	4
dict-entry	kochergina:e6387	Durya	lemma:42768	kochergina	exact	0.95	89	dhurya	30
dict-entry	kochergina:e6387	Durya	lemma:42769	kochergina	exact	0.95	1	dhurya	1
dict-entry	kochergina:e6406	DvANkza	lemma:43398	kochergina	exact	0.95	27	dhvāṅkṣa	17
dict-entry	kochergina:e6408	DvAna	lemma:43419	kochergina	exact	0.95	32	dhvāna	20
dict-entry	kochergina:e6413	DvAnta	lemma:43424	kochergina	exact	0.95	8	dhvānta	6
dict-entry	kochergina:e6413	DvAnta	lemma:43425	kochergina	exact	0.95	45	dhvānta	27
dict-entry	kochergina:e6393	Dvaja	lemma:43317	kochergina	exact	0.95	1067	dhvaja	67
dict-entry	kochergina:e6398	Dvajin	lemma:43345	kochergina	exact	0.95	29	dhvajin	10
dict-entry	kochergina:e6398	Dvajin	lemma:43346	kochergina	exact	0.95	4	dhvajin	4
dict-entry	kochergina:e6399	DvajinI	lemma:43347	kochergina	exact	0.95	50	dhvajinī	8
dict-entry	kochergina:e6405	Dvan	lemma:158685	kochergina	exact	0.95	32	dhvan	18
dict-entry	kochergina:e6409	Dvanana	lemma:43353	kochergina	exact	0.95	1	dhvanana	1
dict-entry	kochergina:e6410	Dvani	lemma:43355	kochergina	exact	0.95	251	dhvani	62
dict-entry	kochergina:e6417	Dvasira	lemma:43386	kochergina	exact	0.95	1	dhvasira	1
dict-entry	kochergina:e6418	Dvasman	lemma:43394	kochergina	exact	0.95	2	dhvasman	1
dict-entry	kochergina:e6420	Dvasra	lemma:218788	kochergina	exact	0.95	3	dhvasra	1
dict-entry	kochergina:e6400	Dvaṁs	lemma:157527	kochergina	floor	0.85	130	dhvaṃs	33
dict-entry	kochergina:e6401	Dvaṁsa	lemma:43308	kochergina	floor	0.85	53	dhvaṃsa	26
dict-entry	kochergina:e6402	Dvaṁsaka	lemma:43311	kochergina	floor	0.85	2	dhvaṃsaka	2
dict-entry	kochergina:e6402	Dvaṁsaka	lemma:43312	kochergina	floor	0.85	5	dhvaṃsaka	2
dict-entry	kochergina:e6403	Dvaṁsana	lemma:166802	kochergina	floor	0.85	20	dhvaṃsana	10
dict-entry	kochergina:e6403	Dvaṁsana	lemma:208068	kochergina	floor	0.85	2	dhvaṃsana	2
dict-entry	kochergina:e6404	Dvaṁsin	lemma:43315	kochergina	floor	0.85	29	dhvaṃsin	18
dict-entry	kochergina:e6421	Dvf	lemma:219619	kochergina	exact	0.95	12	dhvṛ	2
dict-entry	kochergina:e6422	DyA	lemma:157380	kochergina	exact	0.95	1164	dhyā	118
dict-entry	kochergina:e6422	DyA	lemma:215095	kochergina	exact	0.95	2	dhyā	2
dict-entry	kochergina:e6425	DyAna	lemma:43197	kochergina	exact	0.95	799	dhyāna	81
dict-entry	kochergina:e6425	DyAna	lemma:43198	kochergina	exact	0.95	2	dhyāna	2
dict-entry	kochergina:e6430	DyAnin	lemma:43233	kochergina	exact	0.95	9	dhyānin	5
dict-entry	kochergina:e1104	ERa	lemma:39893	kochergina	exact	0.95	5	aiṇa	5
dict-entry	kochergina:e1111	EReya	lemma:39895	kochergina	exact	0.95	19	aiṇeya	17
dict-entry	kochergina:e1111	EReya	lemma:39896	kochergina	exact	0.95	2	aiṇeya	1
dict-entry	kochergina:e1111	EReya	lemma:39897	kochergina	exact	0.95	3	aiṇeya	2
dict-entry	kochergina:e1117	ESAnI	lemma:40014	kochergina	exact	0.95	42	aiśānī	14
dict-entry	kochergina:e1116	ESAna	lemma:40013	kochergina	exact	0.95	16	aiśāna	9
dict-entry	kochergina:e1115	ESa	lemma:40010	kochergina	exact	0.95	9	aiśa	5
dict-entry	kochergina:e1120	ESvara	lemma:40015	kochergina	exact	0.95	93	aiśvara	21
dict-entry	kochergina:e1120	ESvara	lemma:40016	kochergina	exact	0.95	2	aiśvara	1
dict-entry	kochergina:e1121	ESvarya	lemma:40019	kochergina	exact	0.95	631	aiśvarya	77
dict-entry	kochergina:e1122	ESya	lemma:40012	kochergina	exact	0.95	1	aiśya	1
dict-entry	kochergina:e1090	Ehika	lemma:40037	kochergina	exact	0.95	24	aihika	17
dict-entry	kochergina:e1091	EkAgArika	lemma:39858	kochergina	exact	0.95	1	aikāgārika	1
dict-entry	kochergina:e1092	EkAgrya	lemma:39860	kochergina	exact	0.95	14	aikāgrya	8
dict-entry	kochergina:e1093	EkAhika	lemma:39873	kochergina	exact	0.95	71	aikāhika	16
dict-entry	kochergina:e1095	EkAntya	lemma:39868	kochergina	exact	0.95	2	aikāntya	2
dict-entry	kochergina:e1099	EkArTya	lemma:39871	kochergina	exact	0.95	3	aikārthya	2
dict-entry	kochergina:e1098	EkAra	lemma:39832	kochergina	exact	0.95	4	aikāra	4
dict-entry	kochergina:e1094	Ekamatya	lemma:39845	kochergina	exact	0.95	9	aikamatya	4
dict-entry	kochergina:e1096	Ekapadika	lemma:39841	kochergina	exact	0.95	1	aikapadika	1
dict-entry	kochergina:e1101	Ekasvarya	lemma:39857	kochergina	exact	0.95	2	aikasvarya	2
dict-entry	kochergina:e1102	Ekya	lemma:39875	kochergina	exact	0.95	77	aikya	34
dict-entry	kochergina:e1103	Elaba	lemma:40003	kochergina	exact	0.95	6	ailaba	3
dict-entry	kochergina:e1105	Endava	lemma:39920	kochergina	exact	0.95	12	aindava	8
dict-entry	kochergina:e1105	Endava	lemma:39923	kochergina	exact	0.95	5	aindava	5
dict-entry	kochergina:e1109	EndrI	lemma:39928	kochergina	exact	0.95	40	aindrī	22
dict-entry	kochergina:e1106	Endra	lemma:39926	kochergina	exact	0.95	811	aindra	73
dict-entry	kochergina:e1106	Endra	lemma:39927	kochergina	exact	0.95	2	aindra	2
dict-entry	kochergina:e1106	Endra	lemma:39929	kochergina	exact	0.95	5	aindra	5
dict-entry	kochergina:e1107	EndrajAla	lemma:209139	kochergina	exact	0.95	1	aindrajāla	1
dict-entry	kochergina:e1108	EndrajAlika	lemma:39932	kochergina	exact	0.95	6	aindrajālika	4
dict-entry	kochergina:e1108	EndrajAlika	lemma:39933	kochergina	exact	0.95	3	aindrajālika	3
dict-entry	kochergina:e1110	Endriya	lemma:39968	kochergina	exact	0.95	4	aindriya	4
dict-entry	kochergina:e1110	Endriya	lemma:39969	kochergina	exact	0.95	1	aindriya	1
dict-entry	kochergina:e1089	Eqa	lemma:39887	kochergina	exact	0.95	48	aiḍa	11
dict-entry	kochergina:e1089	Eqa	lemma:39888	kochergina	exact	0.95	10	aiḍa	8
dict-entry	kochergina:e1089	Eqa	lemma:39889	kochergina	exact	0.95	1	aiḍa	1
dict-entry	kochergina:e1113	ErAvaRa	lemma:39983	kochergina	exact	0.95	21	airāvaṇa	10
dict-entry	kochergina:e1114	ErAvata	lemma:39984	kochergina	exact	0.95	133	airāvata	28
dict-entry	kochergina:e1114	ErAvata	lemma:39985	kochergina	exact	0.95	1	airāvata	1
dict-entry	kochergina:e1114	ErAvata	lemma:39988	kochergina	exact	0.95	5	airāvata	3
dict-entry	kochergina:e1123	Etareya	lemma:39900	kochergina	exact	0.95	14	aitareya	7
dict-entry	kochergina:e1118	EzIka	lemma:40027	kochergina	exact	0.95	24	aiṣīka	11
dict-entry	kochergina:e1119	Ezwaka	lemma:40033	kochergina	exact	0.95	4	aiṣṭaka	3
dict-entry	kochergina:e1119	Ezwaka	lemma:40034	kochergina	exact	0.95	1	aiṣṭaka	1
dict-entry	kochergina:e18410	F	lemma:213151	kochergina	exact	0.95	7	ṝ	3
dict-entry	kochergina:e7862	GAsa	lemma:156762	kochergina	exact	0.95	31	ghāsa	20
dict-entry	kochergina:e7869	GAta	lemma:168103	kochergina	exact	0.95	160	ghāta	52
dict-entry	kochergina:e7871	GAtaka	lemma:161129	kochergina	exact	0.95	79	ghātaka	32
dict-entry	kochergina:e7871	GAtaka	lemma:161130	kochergina	exact	0.95	4	ghātaka	4
dict-entry	kochergina:e7878	GAtanI	lemma:161134	kochergina	exact	0.95	1	ghātanī	1
dict-entry	kochergina:e7877	GAtana	lemma:161131	kochergina	exact	0.95	1	ghātana	1
dict-entry	kochergina:e7877	GAtana	lemma:161133	kochergina	exact	0.95	18	ghātana	14
dict-entry	kochergina:e7882	GAtin	lemma:161135	kochergina	exact	0.95	211	ghātin	39
dict-entry	kochergina:e7888	GAtuka	lemma:156786	kochergina	exact	0.95	18	ghātuka	10
dict-entry	kochergina:e7879	GAway	lemma:158357	kochergina	exact	0.95	1	ghāṭay	1
dict-entry	kochergina:e7933	GUka	lemma:156842	kochergina	exact	0.95	5	ghūka	3
dict-entry	kochergina:e7938	GUrR	lemma:156240	kochergina	exact	0.95	53	ghūrṇ	25
dict-entry	kochergina:e7939	GUrRa	lemma:161162	kochergina	exact	0.95	6	ghūrṇa	5
dict-entry	kochergina:e7940	GUrRana	lemma:161164	kochergina	exact	0.95	1	ghūrṇana	1
dict-entry	kochergina:e7820	Ga	lemma:213219	kochergina	exact	0.95	25	gha	2
dict-entry	kochergina:e7820	Ga	lemma:218732	kochergina	exact	0.95	124	gha	19
dict-entry	kochergina:e7832	GaRwA	lemma:157032	kochergina	exact	0.95	209	ghaṇṭā	41
dict-entry	kochergina:e7837	GaRwikA	lemma:157041	kochergina	exact	0.95	14	ghaṇṭikā	8
dict-entry	kochergina:e7831	GanAtyaya	lemma:156677	kochergina	exact	0.95	7	ghanātyaya	5
dict-entry	kochergina:e7824	Gana	lemma:157043	kochergina	exact	0.95	403	ghana	85
dict-entry	kochergina:e7824	Gana	lemma:157044	kochergina	exact	0.95	653	ghana	86
dict-entry	kochergina:e7849	GarmAmBas	lemma:156747	kochergina	exact	0.95	5	gharmāmbhas	4
dict-entry	kochergina:e7850	GarmAmbu	lemma:156746	kochergina	exact	0.95	7	gharmāmbu	6
dict-entry	kochergina:e7852	GarmAnta	lemma:161120	kochergina	exact	0.95	1	gharmānta	1
dict-entry	kochergina:e7851	GarmAṁSu	lemma:156745	kochergina	floor	0.85	9	gharmāṃśu	5
dict-entry	kochergina:e7842	Garma	lemma:161117	kochergina	exact	0.95	620	gharma	82
dict-entry	kochergina:e7859	Garza	lemma:157078	kochergina	exact	0.95	24	gharṣa	13
dict-entry	kochergina:e7860	GarzaRa	lemma:161195	kochergina	exact	0.95	24	gharṣaṇa	12
dict-entry	kochergina:e7861	Gas	lemma:156238	kochergina	exact	0.95	73	ghas	22
dict-entry	kochergina:e7861	Gas	lemma:213824	kochergina	exact	0.95	3	ghas	1
dict-entry	kochergina:e7864	Gasi	lemma:156760	kochergina	exact	0.95	5	ghasi	3
dict-entry	kochergina:e7865	Gasmara	lemma:161121	kochergina	exact	0.95	1	ghasmara	1
dict-entry	kochergina:e7865	Gasmara	lemma:161122	kochergina	exact	0.95	14	ghasmara	10
dict-entry	kochergina:e7866	Gaw	lemma:156236	kochergina	exact	0.95	119	ghaṭ	32
dict-entry	kochergina:e7868	GawA	lemma:157007	kochergina	exact	0.95	21	ghaṭā	9
dict-entry	kochergina:e7880	GawI	lemma:157008	kochergina	exact	0.95	47	ghaṭī	21
dict-entry	kochergina:e7867	Gawa	lemma:157006	kochergina	exact	0.95	547	ghaṭa	101
dict-entry	kochergina:e7870	Gawaka	lemma:157013	kochergina	exact	0.95	8	ghaṭaka	4
dict-entry	kochergina:e7870	Gawaka	lemma:157014	kochergina	exact	0.95	3	ghaṭaka	2
dict-entry	kochergina:e7876	GawanA	lemma:157017	kochergina	exact	0.95	1	ghaṭanā	1
dict-entry	kochergina:e7875	Gawana	lemma:157018	kochergina	exact	0.95	17	ghaṭana	12
dict-entry	kochergina:e7881	GawikA	lemma:156561	kochergina	exact	0.95	90	ghaṭikā	34
dict-entry	kochergina:e31	Gaww	lemma:156237	kochergina	exact	0.95	2	ghaṭṭ	2
dict-entry	kochergina:e7885	Gawwa	lemma:157024	kochergina	exact	0.95	2	ghaṭṭa	2
dict-entry	kochergina:e7887	Gawwana	lemma:157027	kochergina	exact	0.95	22	ghaṭṭana	14
dict-entry	kochergina:e7913	GfRA	lemma:161190	kochergina	exact	0.95	73	ghṛṇā	23
dict-entry	kochergina:e7914	GfRAlu	lemma:157072	kochergina	exact	0.95	1	ghṛṇālu	1
dict-entry	kochergina:e7912	GfRa	lemma:161189	kochergina	exact	0.95	4	ghṛṇa	2
dict-entry	kochergina:e7915	GfRi	lemma:209545	kochergina	exact	0.95	10	ghṛṇi	7
dict-entry	kochergina:e7915	GfRi	lemma:221329	kochergina	exact	0.95	2	ghṛṇi	2
dict-entry	kochergina:e7916	GfRin	lemma:161193	kochergina	exact	0.95	34	ghṛṇin	11
dict-entry	kochergina:e7921	GftAcI	lemma:161187	kochergina	exact	0.95	56	ghṛtācī	21
dict-entry	kochergina:e7920	Gfta	lemma:161165	kochergina	exact	0.95	1	ghṛta	1
dict-entry	kochergina:e7920	Gfta	lemma:161166	kochergina	exact	0.95	3085	ghṛta	143
dict-entry	kochergina:e7920	Gfta	lemma:161167	kochergina	exact	0.95	7	ghṛta	4
dict-entry	kochergina:e7931	Gftya	lemma:157065	kochergina	exact	0.95	7	ghṛtya	4
dict-entry	kochergina:e7919	Gfzvi	lemma:157076	kochergina	exact	0.95	15	ghṛṣvi	1
dict-entry	kochergina:e7892	GoRA	lemma:157099	kochergina	exact	0.95	28	ghoṇā	17
dict-entry	kochergina:e7891	Gola	lemma:161714	kochergina	exact	0.95	3	ghola	2
dict-entry	kochergina:e7893	Gora	lemma:161205	kochergina	exact	0.95	2351	ghora	106
dict-entry	kochergina:e7893	Gora	lemma:161206	kochergina	exact	0.95	14	ghora	6
dict-entry	kochergina:e7893	Gora	lemma:161209	kochergina	exact	0.95	19	ghora	15
dict-entry	kochergina:e7904	Gowa	lemma:157091	kochergina	exact	0.95	2	ghoṭa	2
dict-entry	kochergina:e7897	Goza	lemma:161149	kochergina	exact	0.95	557	ghoṣa	76
dict-entry	kochergina:e7897	Goza	lemma:161150	kochergina	exact	0.95	58	ghoṣa	26
dict-entry	kochergina:e7899	GozaRA	lemma:161158	kochergina	exact	0.95	12	ghoṣaṇā	7
dict-entry	kochergina:e7898	GozaRa	lemma:161157	kochergina	exact	0.95	5	ghoṣaṇa	5
dict-entry	kochergina:e7901	Gozay	lemma:160228	kochergina	exact	0.95	45	ghoṣay	15
dict-entry	kochergina:e7903	Gozin	lemma:161159	kochergina	exact	0.95	25	ghoṣin	12
dict-entry	kochergina:e7905	GrA	lemma:156242	kochergina	exact	0.95	130	ghrā	39
dict-entry	kochergina:e7905	GrA	lemma:215008	kochergina	exact	0.95	5	ghrā	1
dict-entry	kochergina:e7908	GrARa	lemma:161720	kochergina	exact	0.95	150	ghrāṇa	46
dict-entry	kochergina:e7908	GrARa	lemma:161721	kochergina	exact	0.95	152	ghrāṇa	44
dict-entry	kochergina:e7906	Graṁs	lemma:157127	kochergina	floor	0.85	2	ghraṃs	2
dict-entry	kochergina:e7907	Graṁsa	lemma:157128	kochergina	floor	0.85	11	ghraṃsa	3
dict-entry	kochergina:e7911	Greya	lemma:157141	kochergina	exact	0.95	1	ghreya	1
dict-entry	kochergina:e7932	Gu	lemma:213211	kochergina	exact	0.95	13	ghu	2
dict-entry	kochergina:e7936	GuRAkzara	lemma:161141	kochergina	exact	0.95	3	ghuṇākṣara	2
dict-entry	kochergina:e7935	GuRa	lemma:156796	kochergina	exact	0.95	26	ghuṇa	8
dict-entry	kochergina:e7942	Guz	lemma:156239	kochergina	exact	0.95	30	ghuṣ	12
dict-entry	kochergina:e8898	I	lemma:213163	kochergina	exact	0.95	46	ī	10
dict-entry	kochergina:e8898	I	lemma:219561	kochergina	exact	0.95	192	ī	20
dict-entry	kochergina:e8999	IS	lemma:156137	kochergina	exact	0.95	425	īś	58
dict-entry	kochergina:e8999	IS	lemma:214896	kochergina	exact	0.95	3	īś	1
dict-entry	kochergina:e9004	ISA	lemma:64070	kochergina	exact	0.95	42	īśā	17
dict-entry	kochergina:e9007	ISAna	lemma:64077	kochergina	exact	0.95	10	īśāna	5
dict-entry	kochergina:e9007	ISAna	lemma:64078	kochergina	exact	0.95	502	īśāna	67
dict-entry	kochergina:e9007	ISAna	lemma:64081	kochergina	exact	0.95	2	īśāna	1
dict-entry	kochergina:e9003	ISa	lemma:64064	kochergina	exact	0.95	1130	īśa	80
dict-entry	kochergina:e9003	ISa	lemma:64069	kochergina	exact	0.95	22	īśa	10
dict-entry	kochergina:e9006	ISana	lemma:64076	kochergina	exact	0.95	8	īśana	4
dict-entry	kochergina:e9032	ISvara	lemma:64097	kochergina	exact	0.95	153	īśvara	40
dict-entry	kochergina:e9032	ISvara	lemma:64099	kochergina	exact	0.95	2706	īśvara	114
dict-entry	kochergina:e8917	IdfSa	lemma:64006	kochergina	exact	0.95	657	īdṛśa	79
dict-entry	kochergina:e8915	Idfkza	lemma:64003	kochergina	exact	0.95	3	īdṛkṣa	3
dict-entry	kochergina:e8918	Ih	lemma:156138	kochergina	exact	0.95	101	īh	35
dict-entry	kochergina:e8920	IhA	lemma:64172	kochergina	exact	0.95	36	īhā	13
dict-entry	kochergina:e8924	Ihita	lemma:64178	kochergina	exact	0.95	13	īhita	8
dict-entry	kochergina:e8929	Ikz	lemma:156133	kochergina	exact	0.95	473	īkṣ	95
dict-entry	kochergina:e8930	IkzA	lemma:63979	kochergina	exact	0.95	15	īkṣā	7
dict-entry	kochergina:e8931	IkzaRa	lemma:63981	kochergina	exact	0.95	629	īkṣaṇa	62
dict-entry	kochergina:e8933	IkzaRika	lemma:63982	kochergina	exact	0.95	5	īkṣaṇika	4
dict-entry	kochergina:e8935	Ikzita	lemma:63987	kochergina	exact	0.95	10	īkṣita	8
dict-entry	kochergina:e8974	IpsA	lemma:64009	kochergina	exact	0.95	69	īpsā	12
dict-entry	kochergina:e8975	Ipsita	lemma:64010	kochergina	exact	0.95	30	īpsita	12
dict-entry	kochergina:e8975	Ipsita	lemma:64011	kochergina	exact	0.95	40	īpsita	18
dict-entry	kochergina:e8976	Ipsu	lemma:64013	kochergina	exact	0.95	96	īpsu	28
dict-entry	kochergina:e8906	Iq	lemma:156134	kochergina	exact	0.95	352	īḍ	46
dict-entry	kochergina:e8977	Ir	lemma:156135	kochergina	exact	0.95	87	īr	19
dict-entry	kochergina:e8980	IraRa	lemma:64020	kochergina	exact	0.95	5	īraṇa	5
dict-entry	kochergina:e8980	IraRa	lemma:64021	kochergina	exact	0.95	10	īraṇa	6
dict-entry	kochergina:e8980	IraRa	lemma:64022	kochergina	exact	0.95	5	īraṇa	5
dict-entry	kochergina:e8987	IriRa	lemma:64031	kochergina	exact	0.95	3	īriṇa	3
dict-entry	kochergina:e8990	IrmA	lemma:219735	kochergina	exact	0.95	5	īrmā	2
dict-entry	kochergina:e8988	Irma	lemma:64035	kochergina	exact	0.95	1	īrma	1
dict-entry	kochergina:e8988	Irma	lemma:64036	kochergina	exact	0.95	4	īrma	4
dict-entry	kochergina:e8988	Irma	lemma:64037	kochergina	exact	0.95	3	īrma	2
dict-entry	kochergina:e8991	IrzyA	lemma:64048	kochergina	exact	0.95	155	īrṣyā	48
dict-entry	kochergina:e8992	IrzyAlu	lemma:64056	kochergina	exact	0.95	9	īrṣyālu	5
dict-entry	kochergina:e8994	Irzyu	lemma:64059	kochergina	exact	0.95	17	īrṣyu	6
dict-entry	kochergina:e9045	Iti	lemma:64002	kochergina	exact	0.95	33	īti	20
dict-entry	kochergina:e9045	Iti	lemma:172030	kochergina	exact	0.95	1	īti	1
dict-entry	kochergina:e9001	Iz	lemma:157565	kochergina	exact	0.95	24	īṣ	7
dict-entry	kochergina:e9005	IzA	lemma:64160	kochergina	exact	0.95	125	īṣā	26
dict-entry	kochergina:e9008	Izat	lemma:64128	kochergina	exact	0.95	274	īṣat	62
dict-entry	kochergina:e9394	Ja	lemma:213355	kochergina	exact	0.95	29	jha	2
dict-entry	kochergina:e9404	JaYJA	lemma:95476	kochergina	exact	0.95	4	jhañjhā	4
dict-entry	kochergina:e9401	Jampa	lemma:95492	kochergina	exact	0.95	2	jhampa	2
dict-entry	kochergina:e9407	JarJara	lemma:95507	kochergina	exact	0.95	14	jharjhara	9
dict-entry	kochergina:e9409	JarJarita	lemma:95513	kochergina	exact	0.95	1	jharjharita	1
dict-entry	kochergina:e9410	Jaza	lemma:95530	kochergina	exact	0.95	52	jhaṣa	16
dict-entry	kochergina:e9414	JillI	lemma:95574	kochergina	exact	0.95	2	jhillī	2
dict-entry	kochergina:e9415	JillikA	lemma:95573	kochergina	exact	0.95	6	jhillikā	5
dict-entry	kochergina:e10256	KA	lemma:125753	kochergina	exact	0.95	2	khā	1
dict-entry	kochergina:e10306	KARqava	lemma:128855	kochergina	exact	0.95	103	khāṇḍava	10
dict-entry	kochergina:e10260	KAd	lemma:156208	kochergina	exact	0.95	369	khād	64
dict-entry	kochergina:e10262	KAda	lemma:128861	kochergina	exact	0.95	4	khāda	2
dict-entry	kochergina:e10262	KAda	lemma:128862	kochergina	exact	0.95	7	khāda	6
dict-entry	kochergina:e10263	KAdaka	lemma:128863	kochergina	exact	0.95	9	khādaka	3
dict-entry	kochergina:e10264	KAdana	lemma:128865	kochergina	exact	0.95	1	khādana	1
dict-entry	kochergina:e10264	KAdana	lemma:128866	kochergina	exact	0.95	6	khādana	3
dict-entry	kochergina:e10273	KAdi	lemma:128352	kochergina	exact	0.95	11	khādi	2
dict-entry	kochergina:e10274	KAdira	lemma:128870	kochergina	exact	0.95	113	khādira	46
dict-entry	kochergina:e10274	KAdira	lemma:128871	kochergina	exact	0.95	5	khādira	3
dict-entry	kochergina:e10275	KAdya	lemma:128868	kochergina	exact	0.95	8	khādya	7
dict-entry	kochergina:e10275	KAdya	lemma:128869	kochergina	exact	0.95	1	khādya	1
dict-entry	kochergina:e10298	KAna	lemma:128362	kochergina	exact	0.95	8	khāna	3
dict-entry	kochergina:e10324	KArvA	lemma:128388	kochergina	exact	0.95	1	khārvā	1
dict-entry	kochergina:e10328	KAta	lemma:128786	kochergina	exact	0.95	44	khāta	16
dict-entry	kochergina:e10349	KIla	lemma:128423	kochergina	exact	0.95	4	khīla	3
dict-entry	kochergina:e10254	Ka	lemma:135278	kochergina	exact	0.95	25	kha	2
dict-entry	kochergina:e10254	Ka	lemma:135665	kochergina	exact	0.95	731	kha	103
dict-entry	kochergina:e10254	Ka	lemma:169176	kochergina	floor	0.85	3	khaḥ	1
dict-entry	kochergina:e10301	KaRqa	lemma:128745	kochergina	exact	0.95	28	khaṇḍa	19
dict-entry	kochergina:e10301	KaRqa	lemma:128746	kochergina	exact	0.95	686	khaṇḍa	72
dict-entry	kochergina:e10301	KaRqa	lemma:128747	kochergina	exact	0.95	4	khaṇḍa	3
dict-entry	kochergina:e10301	KaRqa	lemma:128748	kochergina	exact	0.95	13	khaṇḍa	7
dict-entry	kochergina:e10305	KaRqaSas	lemma:125692	kochergina	exact	0.95	53	khaṇḍaśas	27
dict-entry	kochergina:e10303	KaRqaka	lemma:128756	kochergina	exact	0.95	13	khaṇḍaka	11
dict-entry	kochergina:e10304	KaRqana	lemma:128759	kochergina	exact	0.95	8	khaṇḍana	6
dict-entry	kochergina:e10304	KaRqana	lemma:128760	kochergina	exact	0.95	20	khaṇḍana	15
dict-entry	kochergina:e10311	KaYj	lemma:156205	kochergina	exact	0.95	5	khañj	4
dict-entry	kochergina:e10312	KaYja	lemma:135700	kochergina	exact	0.95	38	khañja	18
