k1	status	pw_entries	pwg_entries	pw_blocks	pwg_blocks	matched_blocks	cut_blocks	pwg_extra_blocks	cut_gloss_sample
KyAtivirudDa	shared	1	1	1	1	0	1	1	der allgemeinen Annahme widersprechend; ein best. Fehler des Ausdrucks
ODeya	shared	1	1	1	1	0	1	1	<div> 89 chars, no gloss
OKIya	shared	1	2	1	2	0	1	2	die Schule
OKyeyaka	shared	1	1	1	1	0	1	1	<div> 33 chars, no gloss
OSAna	shared	1	1	1	1	0	1	1	<div> 54 chars, no gloss
OSInari	shared	1	1	1	1	0	1	1	ein Fürst der
Obja	shared	1	1	1	1	0	1	1	<div> 25 chars, no gloss
OcaTya	shared	1	1	1	2	0	1	2	<div> 51 chars, no gloss
OccAmanyava	shared	1	1	1	1	0	1	1	<div> 46 chars, no gloss
OcitI	shared	1	1	1	1	0	1	1	Angemessenheit, Schicklichkeit
OdBAri	shared	1	1	1	1	0	1	1	<div> 39 chars, no gloss
OdaBfjji	shared	1	1	1	1	0	1	1	<div> 43 chars, no gloss
OdaNki	shared	1	1	1	1	0	1	1	<div> 71 chars, no gloss
OdaYcanaka	shared	1	1	1	1	0	1	1	<div> 39 chars, no gloss
OdaYci	shared	1	1	1	1	0	1	1	<div> 70 chars, no gloss
OdajYAyani	shared	1	1	1	1	0	1	1	<div> 43 chars, no gloss
Odaki	shared	1	1	1	1	0	1	1	<div> 69 chars, no gloss
Odameyi	shared	1	1	1	1	0	1	1	<div> 56 chars, no gloss
Odanika	shared	1	1	1	1	0	1	1	sich auf das Breikochen verstehend
Odanya	shared	1	1	1	1	0	1	1	<div> 56 chars, no gloss
OdapAna	shared	1	2	1	2	0	1	2	<div> 47 chars, no gloss
OdasTAna	shared	1	2	1	2	0	1	2	<div> 37 chars, no gloss
OdavApi	shared	1	1	1	1	0	1	1	<div> 56 chars, no gloss
Odavraji	shared	1	2	1	2	0	1	2	<div> 42 chars, no gloss
Odayaka	shared	1	1	1	1	0	1	1	<div> 53 chars, no gloss
Odbilya	shared	1	1	1	1	0	1	1	ausgelassene Freude
OddAlakAyana	shared	1	1	1	1	0	1	1	<div> 47 chars, no gloss
OddaRqaka	shared	1	1	1	1	0	1	1	<div> 37 chars, no gloss
OdgraBaRa	shared	1	1	1	1	0	1	1	gewisser Libationen
OdumbarAyaRa	shared	1	1	1	1	0	1	1	<div> 73 chars, no gloss
Odvepa	shared	1	1	1	1	0	1	1	<div> 33 chars, no gloss
OdyAva	shared	1	1	1	1	0	1	1	<div> 45 chars, no gloss
Ograseni	shared	1	1	1	1	0	1	1	<div> 70 chars, no gloss
Ogreya	shared	1	1	1	1	0	1	1	<div> 37 chars, no gloss
OjAgari	shared	1	1	1	1	0	1	1	<div> 39 chars, no gloss
Ojasika	shared	1	1	1	1	0	1	1	energisch zu Werke gehend
Ojjayanaka	shared	1	1	1	1	0	1	1	<div> 39 chars, no gloss
OjjihAni	shared	1	1	1	1	0	1	1	<div> 43 chars, no gloss
OjjihAyanaka	shared	1	1	1	1	0	1	1	<div> 59 chars, no gloss
OkTa	shared	1	2	1	2	0	1	2	<div> 30 chars, no gloss
OkzRonuyAna	shared	1	1	1	1	0	1	1	<div> 75 chars, no gloss
OkzaRa	shared	1	1	1	1	0	1	1	sein Geschlecht
OkzaganDi	shared	1	1	1	1	0	1	1	<div> 41 chars, no gloss
OlUkIya	shared	1	2	1	2	0	1	2	<div> 36 chars, no gloss
Olandaka	shared	1	1	1	1	0	1	1	<div> 35 chars, no gloss
Olapi	shared	1	1	1	1	0	1	1	<div> 70 chars, no gloss
Olapin	shared	1	1	1	1	0	1	1	die Schüler des
OmBeyaka	shared	1	1	1	1	0	1	1	<div> 33 chars, no gloss
Omaka	shared	1	1	1	1	0	1	1	flächsen
Omika	shared	1	1	1	1	0	1	1	<div> 41 chars, no gloss
Onnetra	shared	1	1	1	2	0	1	2	die Function des
OpAsanika	shared	1	1	1	1	0	1	1	<div> 38 chars, no gloss
OpAvi	shared	1	1	1	1	0	1	1	<div> 40 chars, no gloss
OpAyika	shared	1	1	1	1	0	1	1	<div> 40 chars, no gloss
OpaDenava	shared	1	1	1	1	0	1	1	<div> 37 chars, no gloss
OpaSa	shared	1	1	1	1	0	1	1	<div> 38 chars, no gloss
OpaSada	shared	1	1	1	1	0	1	1	ein best.
OpaSivi	shared	1	2	1	2	0	1	2	<div> 43 chars, no gloss
OpabAhavi	shared	1	1	1	1	0	1	1	<div> 43 chars, no gloss
OpacAkavi	shared	1	1	1	1	0	1	1	<div> 43 chars, no gloss
OpacanDani	shared	1	1	1	1	0	1	1	<div> 36 chars, no gloss
Opagavi	shared	1	1	1	1	0	1	1	<div> 40 chars, no gloss
Opahastika	shared	1	1	1	1	0	1	1	<div> 39 chars, no gloss
OpajAnuka	shared	1	1	1	1	0	1	1	am Knie befindlich
OpajanDani	shared	1	2	1	2	0	1	2	<div> 42 chars, no gloss
OpakAyana	shared	1	1	1	1	0	1	1	<div> 91 chars, no gloss
OpakalApya	shared	1	1	1	1	0	1	1	<div> 44 chars, no gloss
OpakarRika	shared	1	1	1	1	0	1	1	am Ohr befindlich
OpakurvARaka	shared	1	2	1	2	0	1	2	<div> 40 chars, no gloss
Opamya	shared	1	2	1	2	0	1	2	das Verhältniss der Aehnlichkeit oder Gleichheit, Vergleichung; in der Weise des Samens,; als wenn e
OpanIvika	shared	1	1	1	1	0	1	1	am Schurz befindlich
Opapattika	shared	1	1	1	1	0	1	1	was gerade vorhanden ist
OparADayya	shared	1	1	1	1	0	1	1	<div> 50 chars, no gloss
OparAjika	shared	1	1	1	1	0	1	1	<div> 59 chars, no gloss
Opara	shared	1	1	1	1	0	1	1	<div> 50 chars, no gloss
Oparizwa	shared	1	1	1	1	0	1	1	superus
Oparizwaka	shared	1	1	1	1	0	1	1	<div> 58 chars, no gloss
OpasIrya	shared	1	1	1	1	0	1	1	am Pflug befindlich
OpasTAna	shared	1	1	1	1	0	1	1	<div> 69 chars, no gloss
OpasTURya	shared	1	1	1	1	0	1	1	an einem Pfosten befindlich
OpasaMkramaRa	shared	1	1	1	1	0	1	1	<div> 59 chars, no gloss
OpasvastI	shared	1	1	1	1	0	1	1	<div> 61 chars, no gloss
Opatasvini	shared	1	1	1	1	0	1	1	<div> 40 chars, no gloss
OpavAsa	shared	1	1	1	1	0	1	1	zu den Fasten in Beziehung stehend
OpavIlI	shared	1	1	1	1	0	1	1	<div> 36 chars, no gloss
OpavasaTya	shared	1	1	1	1	0	1	1	<div> 42 chars, no gloss
OpaveSika	shared	1	1	1	1	0	1	1	vom; lebend
Opeya	shared	1	1	1	1	0	1	1	<div> 25 chars, no gloss
Opoditeya	shared	1	1	1	1	0	1	1	<div> 43 chars, no gloss
Opoditi	shared	1	1	1	1	0	1	1	<div> 38 chars, no gloss
OqAyana	shared	1	1	1	1	0	1	1	von; bewohnt
Oqa	shared	1	1	1	1	0	1	1	<div> 42 chars, no gloss
Oqavi	shared	1	1	1	1	0	1	1	<div> 47 chars, no gloss
Oqra	shared	1	1	1	1	0	1	1	<div> 87 chars, no gloss
Oqulomi	shared	1	2	1	2	0	1	2	<div> 42 chars, no gloss
OqulomyA	shared	1	1	1	1	0	1	1	<div> 42 chars, no gloss
Oqumbara	shared	1	1	1	1	0	1	1	<div> 52 chars, no gloss
Oqupa	shared	1	1	1	1	0	1	1	<div> 48 chars, no gloss
OrA	shared	1	1	1	1	0	1	1	<div> 30 chars, no gloss
OrDvaMdamika	shared	1	1	1	1	0	1	1	<div> 44 chars, no gloss
OrDvadEhika	shared	1	1	1	2	0	1	2	<div> 41 chars, no gloss
OrDvadeha	shared	1	1	1	2	0	1	2	das künftige Leben
OrDvasadmana	shared	1	2	1	2	0	1	2	<div> 39 chars, no gloss
OrDvasrotasika	shared	1	1	1	2	0	1	2	ein Verehrer
OrRAvata	shared	1	1	1	1	0	1	1	<div> 59 chars, no gloss
OrRAyava	shared	1	1	1	1	0	1	1	<div> 35 chars, no gloss
OrRaka	shared	1	1	1	2	0	1	2	<div> 23 chars, no gloss
OrRanABa	shared	1	1	1	2	0	1	2	<div> 43 chars, no gloss
OraBraka	shared	1	1	1	1	0	1	1	Schafheerde
OrasAyani	shared	1	1	1	2	0	1	2	<div> 54 chars, no gloss
Orasi	shared	1	1	1	1	0	1	1	<div> 30 chars, no gloss
OrdAyanI	shared	1	1	1	1	0	1	1	<div> 52 chars, no gloss
Orjitya	shared	1	1	1	1	0	1	1	Vollkraft, Fülle
Ormileya	shared	1	1	1	1	0	1	1	<div> 40 chars, no gloss
Ormya	shared	1	1	1	1	0	1	1	eine best. Personification
Orukzaya	shared	1	1	1	1	0	1	1	<div> 35 chars, no gloss
OrvaSa	shared	1	1	1	1	0	1	1	was Wort; enthaltend
OtTAsanika	shared	1	1	1	1	0	1	1	<div> 41 chars, no gloss
OtaNka	shared	1	1	1	1	0	1	1	<div> 39 chars, no gloss
OtaTya	shared	1	1	1	2	0	1	2	<div> 52 chars, no gloss
OtaTyeSvara	shared	1	1	1	1	0	1	1	<div> 38 chars, no gloss
Otkya	shared	1	1	1	1	0	1	1	Sehnsucht
Otkzepa	shared	1	1	1	1	0	1	1	<div> 41 chars, no gloss
Otputika	shared	1	1	1	1	0	1	1	<div> 35 chars, no gloss
Otpuwa	shared	1	1	1	1	0	1	1	<div> 51 chars, no gloss
OtsAyana	shared	1	1	1	1	0	1	1	<div> 39 chars, no gloss
Otsargika	shared	1	2	1	2	0	1	2	allgemeine Geltung habend
OttAnapAda	shared	1	1	1	1	0	1	1	<div> 51 chars, no gloss
Ottama	shared	1	1	1	1	0	1	1	<div> 53 chars, no gloss
Ottameya	shared	1	1	1	1	0	1	1	<div> 40 chars, no gloss
OttarArDika	shared	1	1	1	1	0	1	1	<div> 40 chars, no gloss
Ottareya	shared	1	1	1	1	0	1	1	<div> 40 chars, no gloss
OvIlI	shared	1	1	1	1	0	1	1	<div> 35 chars, no gloss
OveRaka	shared	1	1	1	1	0	1	1	ein best. Gesang
OzRIka	shared	1	2	1	2	0	1	2	<div> 39 chars, no gloss
OzaDAvalI	shared	1	1	1	1	0	1	1	<div> 37 chars, no gloss
OzaDi	shared	1	2	1	2	0	1	2	Kraut
OzadaSvi	shared	1	1	1	1	0	1	1	<div> 39 chars, no gloss
Ozaraka	shared	1	1	1	1	0	1	1	Steppensalz
Ozija	shared	1	1	1	1	0	1	1	<div> 50 chars, no gloss
Ozika	shared	1	1	1	1	0	1	1	in der Nacht wandelnd
Ozmya	shared	1	1	1	1	0	1	1	<div> 39 chars, no gloss
OzwrAkzi	shared	1	1	1	1	0	1	1	<div> 42 chars, no gloss
OzwrAyaRa	shared	1	1	1	1	0	1	1	<div> 41 chars, no gloss
PARqin	shared	1	1	1	1	0	1	1	<div> 45 chars, no gloss
PARwAhfti	shared	1	1	1	1	0	1	1	<div> 39 chars, no gloss
PAladatI	shared	1	1	1	1	0	1	1	<div> 40 chars, no gloss
PAlagupta	shared	1	1	1	1	0	1	1	<div> 47 chars, no gloss
PAlguRa	shared	1	1	1	1	0	1	1	<div> 73 chars, no gloss
PAlgunAnuja	shared	1	1	1	1	0	1	1	der Monat
PAlguni	shared	1	1	1	1	0	1	1	<div> 53 chars, no gloss
PAlgunya	shared	1	1	1	1	0	1	1	der Planet Jupiter
PAriva	shared	1	1	1	1	0	1	1	<div> 39 chars, no gloss
POlli	shared	1	1	1	1	0	1	1	<div> 26 chars, no gloss
PUt	shared	1	1	1	1	0	1	1	<div> 111 chars, no gloss
PaRABara	shared	1	1	1	1	0	1	1	<div> 24 chars, no gloss
PaRADara	shared	1	1	1	1	0	1	1	<div> 33 chars, no gloss
PaRAkara	shared	1	1	1	1	0	1	1	<div> 33 chars, no gloss
PaRI	shared	1	1	1	1	0	1	1	<div> 34 chars, no gloss
PaRISa	shared	1	1	1	1	0	1	1	<div> 34 chars, no gloss
PaRIndreSvara	shared	1	1	1	2	0	1	2	<div> 72 chars, no gloss
PaRIya	shared	1	1	1	1	0	1	1	das Holz von Cerasus puddum
PaRaDara	shared	1	1	1	1	0	1	1	<div> 50 chars, no gloss
PaRiBArikA	shared	1	1	1	1	0	1	1	Ficus oppositifolia
PaRijihvikA	shared	1	1	1	1	0	1	1	Emblica officinalis
PaRikA	shared	1	1	1	2	0	1	2	Ficus oppositifolia
PaRikAra	shared	1	2	1	4	0	1	4	<div> 41 chars, no gloss
PaRikeSvara	shared	1	1	1	2	0	1	2	<div> 70 chars, no gloss
PaRikesara	shared	1	1	1	1	0	1	1	Mesua roxburghii
PaRimuKa	shared	1	1	1	1	0	1	1	ein best. Diebeswerkzeug
PaRipriya	shared	1	1	1	1	0	1	1	Wind
PaRitalpaga	shared	1	1	1	1	0	1	1	<div> 36 chars, no gloss
PaYjipattrikA	shared	1	2	1	2	0	1	2	Salvinia cucullata
Pagula	shared	1	1	1	1	0	1	1	<div> 39 chars, no gloss
PalADyakza	shared	1	1	1	1	0	1	1	Mimusops kauki
PalAPalikA	shared	1	1	1	1	0	1	1	<div> 43 chars, no gloss
PalAnta	shared	1	1	1	1	0	1	1	Bambusrohr
PalAsTi	shared	1	1	1	1	0	1	1	Cocosnuss
PalISa	shared	1	1	1	1	0	1	1	Thespesia populneoides
PalIkAra	shared	1	1	1	1	0	1	1	<div> 42 chars, no gloss
PalIya	shared	1	1	1	1	0	1	1	<div> 31 chars, no gloss
PalPa	shared	1	1	1	1	0	1	1	<div> 30 chars, no gloss
PalaBUti	shared	1	1	1	1	0	1	1	<div> 40 chars, no gloss
PalaGfta	shared	1	1	1	1	0	1	1	ein best. Aphrodisiacum
PalaSAqava	shared	1	1	1	1	0	1	1	<div> 35 chars, no gloss
Palagrahi	shared	1	1	1	1	0	1	1	Frucht ansetzend, fruchtbar
PalahArI	shared	1	1	1	1	0	1	1	<div> 57 chars, no gloss
PalajjalavAsudeva	shared	1	1	1	1	0	1	1	<div> 48 chars, no gloss
PalakaRwakA	shared	1	1	1	1	0	1	1	Asclepias echinata
Palakakza	shared	1	1	1	1	0	1	1	<div> 38 chars, no gloss
PalakasakTa	shared	1	1	1	1	0	1	1	ein brettähnlicher Schenkel
PalakfzRa	shared	1	1	1	1	0	1	1	Carissa carandas
PalapAkin	shared	1	1	1	1	0	1	1	Thespesia populneoides
PalapUra	shared	1	1	1	2	0	1	2	Citronenbaum; Citrone
PalapaYcAmla	shared	1	1	1	1	0	1	1	eine Verbindung von fünf bestimmten sauren Vegetabilien
Palaprada	shared	1	1	1	1	0	1	1	<div> 38 chars, no gloss
PalapuzpI	shared	1	1	1	1	0	1	1	Ipomoea turpethum
PalasaMBArA	shared	1	1	1	1	0	1	1	Ficus oppositifolia
PalasaMbadDa	shared	1	1	1	1	0	1	1	Ficus glomerata
Palaya	shared	1	1	1	1	0	1	1	<div> 35 chars, no gloss
PalegrAhi	shared	1	1	1	1	0	1	1	<div> 58 chars, no gloss
PalepAka	shared	1	1	1	1	0	1	1	<div> 61 chars, no gloss
PaleruhA	shared	1	1	1	1	0	1	1	Bignonia suaveolens
PalguRa	shared	1	1	1	1	0	1	1	<div> 74 chars, no gloss
PalguhastinI	shared	1	1	1	1	0	1	1	<div> 44 chars, no gloss
Palguluka	shared	1	1	1	1	0	1	1	<div> 42 chars, no gloss
PalgunIBava	shared	1	1	1	1	0	1	1	der Planet Jupiter
Palguvant	shared	1	1	1	1	0	1	1	<div> 80 chars, no gloss
Palitavya	shared	1	1	1	1	0	1	1	die Kasteiung muss Früchte tragen
Palka	shared	1	1	1	1	0	1	1	<div> 54 chars, no gloss
Palodaka	shared	1	1	1	1	0	1	1	<div> 37 chars, no gloss
ParParAy	shared	1	1	1	1	0	1	1	sich heftig hinundher bewegen
Parendra	shared	1	1	1	1	0	1	1	Pandanus odoratissimus
Paruvaka	shared	1	1	1	1	0	1	1	Betelbüchse oder Spucknapf
Parv	shared	1	1	1	1	0	1	1	<div> 39 chars, no gloss
ParvI	shared	1	1	1	1	0	1	1	<div> 27 chars, no gloss
Pat	shared	1	1	1	1	0	1	1	<div> 40 chars, no gloss
PeRa	shared	1	1	1	1	0	1	1	<div> 91 chars, no gloss
Pel	shared	1	1	1	1	0	1	1	<div> 34 chars, no gloss
PenASani	shared	1	1	1	1	0	1	1	<div> 33 chars, no gloss
Penavant	shared	1	1	1	1	0	1	1	<div> 24 chars, no gloss
PetkAra	shared	1	1	1	1	0	1	1	Geheul
PiriRqa	shared	1	1	1	1	0	1	1	<div> 37 chars, no gloss
PullAmbikA	shared	1	1	1	1	0	1	1	<div> 46 chars, no gloss
Pullavant	shared	1	1	1	1	0	1	1	blühend
Pullotpala	shared	1	1	1	1	0	1	1	<div> 37 chars, no gloss
Pulti	shared	1	1	1	1	0	1	1	<div> 40 chars, no gloss
QaNka	shared	1	1	1	1	0	1	1	<div> 34 chars, no gloss
QaRwI	shared	1	1	1	1	0	1	1	<div> 34 chars, no gloss
QakkArI	shared	1	1	1	1	0	1	1	<div> 39 chars, no gloss
QiQiRi	shared	1	1	1	1	0	1	1	<div> 43 chars, no gloss
Qorasamudra	shared	1	1	1	1	0	1	1	<div> 43 chars, no gloss
QuRQi	shared	1	3	1	3	0	1	3	<div> 30 chars, no gloss
Rya	shared	1	1	1	1	0	1	1	<div> 47 chars, no gloss
SADi	shared	1	1	1	1	0	1	1	<div> 45 chars, no gloss
SAK	shared	1	1	1	2	0	1	2	<div> 36 chars, no gloss
SAKASiPA	shared	1	1	1	1	0	1	1	Luftwurzel
SAKAla	shared	1	1	1	1	0	1	1	Calamus rotang
SAKAmfga	shared	1	1	1	1	0	1	1	Affe
SAKApaSu	shared	1	1	1	1	0	1	1	ein an einem Ast; statt an einen; gebundenes Opferthier
SAKApura	shared	1	1	1	1	0	1	1	Vorstadt
SAKaka	shared	1	1	1	1	0	1	1	<div> 71 chars, no gloss
SAKi	shared	1	1	1	1	0	1	1	<div> 38 chars, no gloss
SAKila	shared	1	1	1	1	0	1	1	<div> 35 chars, no gloss
SAKowa	shared	1	1	1	1	0	1	1	Trophis aspera
SAMBarAyaRI	shared	1	1	1	1	0	1	1	eine best. Begehung
SAMBara	shared	1	1	1	1	0	1	1	<div> 40 chars, no gloss
SAMBavAha	shared	1	1	1	1	0	1	1	<div> 34 chars, no gloss
SAMBavadIpikA	shared	1	1	1	1	0	1	1	<div> 41 chars, no gloss
SAMBavadeva	shared	1	1	1	1	0	1	1	<div> 42 chars, no gloss
SAMSapAsTala	shared	1	1	1	1	0	1	1	<div> 45 chars, no gloss
SAMSapAyana	shared	1	1	1	1	0	1	1	<div> 49 chars, no gloss
SAMSapAyani	shared	1	1	1	1	0	1	1	<div> 38 chars, no gloss
SAMSapaka	shared	1	1	1	1	0	1	1	<div> 26 chars, no gloss
SAMmada	shared	1	1	1	1	0	1	1	<div> 42 chars, no gloss
SAMvatya	shared	1	1	1	1	0	1	1	<div> 38 chars, no gloss
SANKAyanya	shared	1	1	1	1	0	1	1	<div> 49 chars, no gloss
SANKamitra	shared	1	1	1	1	0	1	1	<div> 46 chars, no gloss
SANKamitri	shared	1	1	1	1	0	1	1	<div> 52 chars, no gloss
SANKina	shared	1	1	1	1	0	1	1	<div> 40 chars, no gloss
SANkavyAyanI	shared	1	1	1	1	0	1	1	<div> 38 chars, no gloss
SANkavya	shared	1	1	1	1	0	1	1	<div> 40 chars, no gloss
SANkuka	shared	1	1	1	1	0	1	1	<div> 37 chars, no gloss
SANkupaTika	shared	1	1	1	1	0	1	1	<div> 41 chars, no gloss
SAPAkzi	shared	1	1	1	1	0	1	1	<div> 40 chars, no gloss
SAPeya	shared	1	1	1	2	0	1	2	eine best. Schule
SARIra	shared	1	1	1	1	0	1	1	<div> 29 chars, no gloss
SARakavAsa	shared	1	1	1	1	0	1	1	<div> 35 chars, no gloss
SARavAsa	shared	1	1	1	1	0	1	1	<div> 56 chars, no gloss
SARavatya	shared	1	1	1	1	0	1	1	<div> 42 chars, no gloss
SARi	shared	1	1	1	1	0	1	1	Corchorus olitorius
SARika	shared	1	1	1	1	0	1	1	einen; wiegend; wiegend
SARqa	shared	1	1	1	1	0	1	1	<div> 43 chars, no gloss
SARqadUrvA	shared	1	1	1	1	0	1	1	eine best. Pflanze
SARqika	shared	1	1	1	1	0	1	1	<div> 22 chars, no gloss
SARqileya	shared	1	1	1	1	0	1	1	<div> 58 chars, no gloss
SARqilyAyana	shared	1	1	1	1	0	1	1	<div> 51 chars, no gloss
SARqilyAyanaka	shared	1	1	1	1	0	1	1	<div> 47 chars, no gloss
SARqilyalakzmaRa	shared	1	1	1	1	0	1	1	<div> 50 chars, no gloss
SARya	shared	1	1	1	1	0	1	1	<div> 28 chars, no gloss
SASAdanaka	shared	1	1	1	1	0	1	1	<div> 39 chars, no gloss
SASakarRi	shared	1	1	1	1	0	1	1	<div> 60 chars, no gloss
SASika	shared	1	1	1	1	0	1	1	<div> 56 chars, no gloss
SASvat	shared	1	1	1	1	0	1	1	<div> 64 chars, no gloss
SASvatika	shared	1	1	1	1	0	1	1	<div> 62 chars, no gloss
SAWAyana	shared	1	1	1	1	0	1	1	<div> 45 chars, no gloss
SAWAyanya	shared	1	1	1	1	0	1	1	<div> 40 chars, no gloss
SAWI	shared	1	1	1	1	0	1	1	<div> 55 chars, no gloss
SAWa	shared	1	1	1	1	0	1	1	<div> 27 chars, no gloss
SAWara	shared	1	1	1	1	0	1	1	<div> 22 chars, no gloss
SAWin	shared	1	1	1	1	0	1	1	<div> 29 chars, no gloss
SAWya	shared	1	1	1	1	0	1	1	Falschheit, Hinterlist, heimtückischs Wesen, Unredlichkeit
SAbalIya	shared	1	1	1	1	0	1	1	<div> 35 chars, no gloss
SAbarAyaRa	shared	1	1	1	1	0	1	1	<div> 43 chars, no gloss
SAbarajambuka	shared	1	1	1	1	0	1	1	<div> 45 chars, no gloss
SAbari	shared	1	1	1	1	0	1	1	<div> 36 chars, no gloss
SAbarotsava	shared	1	1	1	1	0	1	1	ein best. Fest bei den
SAbasti	shared	1	1	1	1	0	1	1	<div> 40 chars, no gloss
SAbdatva	shared	1	1	1	2	0	1	2	<div> 45 chars, no gloss
SAbulyA	shared	1	1	1	1	0	1	1	<div> 36 chars, no gloss
SAgali	shared	1	1	1	1	0	1	1	<div> 26 chars, no gloss
SAheva	shared	1	1	1	1	0	1	1	<div> 28 chars, no gloss
SAhi	shared	1	1	1	1	0	1	1	<div> 33 chars, no gloss
SAhnAma	shared	1	1	1	1	0	1	1	<div> 25 chars, no gloss
SAkAKya	shared	1	1	1	1	0	1	1	Tectona grandis
SAkAda	shared	1	1	1	1	0	1	1	sein Geschlecht
SAkAlAbu	shared	1	1	1	1	0	1	1	eine Gurkenart
SAkArikI	shared	1	1	1	1	0	1	1	ein Dialect, in welchem; gesprochen wird, die Sprache der
SAkAyana	shared	1	1	1	1	0	1	1	<div> 45 chars, no gloss
SAkAyanya	shared	1	1	1	1	0	1	1	<div> 39 chars, no gloss
SAkAzwakA	shared	1	1	1	1	0	1	1	der achte Tag in der dunkelen Hälte des; an welchem den Manen Gemüse
SAkI	shared	1	1	1	1	0	1	1	<div> 44 chars, no gloss
SAkIya	shared	1	1	1	1	0	1	1	<div> 31 chars, no gloss
SAkaBava	shared	1	1	1	1	0	1	1	<div> 52 chars, no gloss
SAkaMpUta	shared	1	1	1	1	0	1	1	<div> 46 chars, no gloss
SAkaSAkawa	shared	1	1	1	1	0	1	1	Gemüsebeet, -feld
SAkadAsa	shared	1	1	1	1	0	1	1	<div> 38 chars, no gloss
SAkadvIpa	shared	1	1	1	1	0	1	1	<div> 41 chars, no gloss
SAkajagDa	shared	1	1	1	1	0	1	1	<div> 43 chars, no gloss
SAkajambu	shared	1	1	1	1	0	1	1	<div> 64 chars, no gloss
SAkalahomIya	shared	1	1	1	1	0	1	1	zu dieser Spende gehörig
SAkalyAyanI	shared	1	1	1	1	0	1	1	<div> 49 chars, no gloss
SAkalya	shared	1	1	1	2	0	1	2	<div> 94 chars, no gloss
SAkanDavya	shared	1	1	1	1	0	1	1	<div> 44 chars, no gloss
SAkanikA	shared	1	1	1	1	0	1	1	<div> 31 chars, no gloss
SAkapArTiva	shared	1	2	1	2	0	1	2	ein Fürst der gern Gemüse isst
SAkapURi	shared	1	1	1	1	0	1	1	<div> 51 chars, no gloss
SAkapUrRi	shared	1	1	1	1	0	1	1	<div> 46 chars, no gloss
SAkapUta	shared	1	1	1	1	0	1	1	<div> 45 chars, no gloss
SAkapota	shared	1	1	1	1	0	1	1	<div> 41 chars, no gloss
SAkarAj	shared	1	1	1	1	0	1	1	Melde, Chenopodium
SAkarI	shared	1	1	1	1	0	1	1	<div> 41 chars, no gloss
SAkataru	shared	1	1	1	1	0	1	1	Tectona grandis
SAkavfkza	shared	1	1	1	1	0	1	1	Tectona grandis
SAkawAyana	shared	1	1	1	1	0	1	1	<div> 107 chars, no gloss
SAkawAyani	shared	1	1	1	1	0	1	1	<div> 41 chars, no gloss
SAkawIkarRa	shared	1	1	1	1	0	1	1	<div> 43 chars, no gloss
SAkeya	shared	1	1	1	1	0	1	1	eine best. Schule
SAkftka	shared	1	1	1	1	0	1	1	<div> 33 chars, no gloss
SAkimanavardipa	shared	1	1	1	1	0	1	1	<div> 47 chars, no gloss
SAkinikA	shared	1	1	1	1	0	1	1	<div> 52 chars, no gloss
SAkman	shared	1	1	1	1	0	1	1	Hülfe
SAkowa	shared	1	1	1	1	0	1	1	<div> 60 chars, no gloss
SAktra	shared	1	1	1	2	0	1	2	<div> 89 chars, no gloss
SAktyAyana	shared	1	1	1	1	0	1	1	<div> 51 chars, no gloss
SAkuRa	shared	1	1	1	1	0	1	1	<div> 35 chars, no gloss
SAkulAdika	shared	1	1	1	1	0	1	1	<div> 61 chars, no gloss
SAkunasUkta	shared	1	1	1	1	0	1	1	ein best. Lied; das Vogellied
SAkuntaki	shared	1	1	1	1	0	1	1	<div> 51 chars, no gloss
SAkuntaleya	shared	1	1	1	1	0	1	1	<div> 39 chars, no gloss
SAkunteya	shared	1	1	1	1	0	1	1	<div> 38 chars, no gloss
SAkvaravarRa	shared	1	1	1	1	0	1	1	<div> 39 chars, no gloss
SAkvarya	shared	1	1	1	1	0	1	1	<div> 46 chars, no gloss
SAkyaSrI	shared	1	1	1	1	0	1	1	<div> 56 chars, no gloss
SAkyaboDisattva	shared	1	1	1	1	0	1	1	<div> 41 chars, no gloss
SAkyabudDa	shared	1	1	1	1	0	1	1	<div> 35 chars, no gloss
SAkyabudDi	shared	1	1	1	1	0	1	1	<div> 90 chars, no gloss
SAkyamahAbala	shared	1	1	1	1	0	1	1	<div> 59 chars, no gloss
SAkyamati	shared	1	1	1	1	0	1	1	<div> 57 chars, no gloss
SAkyamitra	shared	1	1	1	1	0	1	1	<div> 57 chars, no gloss
SAkyapAla	shared	1	1	1	1	0	1	1	<div> 39 chars, no gloss
SAkyapraBa	shared	1	1	1	1	0	1	1	<div> 57 chars, no gloss
SAkyapuMgava	shared	1	1	1	1	0	1	1	<div> 39 chars, no gloss
SAkyasiMha	shared	1	1	1	1	0	1	1	der Löwe unter den
SAlATala	shared	1	1	1	1	0	1	1	<div> 42 chars, no gloss
SAlAYji	shared	1	1	1	1	0	1	1	Achyranthes triandra
SAlAdvArya	shared	1	1	1	1	0	1	1	an der Hausthür befindlich;; das daselbst befindliche Feuer
SAlAkABreya	shared	1	1	1	1	0	1	1	<div> 47 chars, no gloss
SAlAkeya	shared	1	1	1	1	0	1	1	<div> 41 chars, no gloss
SAlAkza	shared	1	1	1	1	0	1	1	<div> 36 chars, no gloss
SAlAmuKIya	shared	1	1	1	1	0	1	1	vorn am Hause —, am Eingange befindlich;; das daselbst befindliche Feuer
SAlAsTali	shared	1	1	1	1	0	1	1	<div> 26 chars, no gloss
