attested_form	form_key	dcs_lemma	dcs_upos	target_locus	source_dataset	evidence_count	tense_caveat	attested_via	triage_class
aryamaṇaṃ	aryamanan	aryaman	NOUN	dcs:634167	dcs	20	0	surface	lexicon_gap
aryamaṇam	aryamanam	aryaman	NOUN	dcs:634167	dcs	45	0	surface+unsandhied	lexicon_gap
babhūvima	babhūvima	bhū	VERB	dcs:634169	dcs	6	1	surface+unsandhied	paradigm_gap
ditsantam	ditsantam	dits	VERB	dcs:634170	dcs	21	0	surface+unsandhied	lexicon_gap
dāpayatu	dāpayatu	dāpay	VERB	dcs:634170	dcs	4	0	surface+unsandhied	lexicon_gap
prāpeyaṃ	prāpeyan	prāp	VERB	dcs:634172	dcs	1	0	surface	lexicon_gap
prāpeyam	prāpeyam	prāp	VERB	dcs:634172	dcs	1	0	unsandhied	lexicon_gap
udeyaṃ	udeyan	vad	VERB	dcs:634173	dcs	1	0	surface	paradigm_gap
abhyudihi	abhyudihi	abhyudi	VERB	dcs:634173	dcs	6	0	surface+unsandhied	lexicon_gap
rundhāṃ	rundhān	rudh	VERB	dcs:634174	dcs	1	0	surface	paradigm_gap
rundhām	rundhām	rudh	VERB	dcs:634174	dcs	1	0	unsandhied	paradigm_gap
vanaspatīṃs	vanaspatīns	vanaspati	NOUN	dcs:634176	dcs	3	0	surface	paradigm_gap
agnibhyo	agnibhyo	agni	NOUN	dcs:634176	dcs	18	0	surface	paradigm_gap
goṣv	goṣv	go	NOUN	dcs:634177	dcs	37	0	surface	paradigm_gap
āviṣṭo	āviṣṭo	āviś	VERB	dcs:634177	dcs	8	0	surface	lexicon_gap
sāsahiṃ	sāsahin	sāsahi	ADJ	dcs:634180	dcs	3	0	surface	paradigm_gap
dātāraṃ	dātāran	dātṛ	ADJ	dcs:634181	dcs	42	0	surface	paradigm_gap
pratigṛhṇantam	pratigṛhnantam	pratigrah	VERB	dcs:634181	dcs	4	0	surface+unsandhied	lexicon_gap
adābhyas	adābhyas	adābhya	ADJ	dcs:634182	dcs	3	0	surface	paradigm_gap
saṃvidus	sanvidus	saṃvid	VERB	dcs:634183	dcs	1	1	surface	paradigm_gap
saṃviduḥ	sanvidu	saṃvid	VERB	dcs:634183	dcs	2	1	unsandhied	paradigm_gap
dhase	dhase	dhā	ADJ	dcs:634184	dcs	4	0	surface+unsandhied	paradigm_gap
anusaṃcaranti	anusancaranti	anusaṃcar	VERB	dcs:634187	dcs	14	0	surface+unsandhied	lexicon_gap
dikṣv	dikṣv	diś	NOUN	dcs:634188	dcs	28	0	surface	paradigm_gap
kravyādaṃ	kravyādan	kravyād	ADJ	dcs:634190	dcs	7	0	surface	paradigm_gap
śamayantv	śamayantv	śamay	VERB	dcs:634190	dcs	2	0	surface	lexicon_gap
śamayantu	śamayantu	śamay	VERB	dcs:634190	dcs	8	0	surface+unsandhied	lexicon_gap
viśvadāvyas	viśvadāvyas	viśvadāvya	ADJ	dcs:634192	dcs	1	0	surface	paradigm_gap
aśīśamam	aśīśamam	śam	VERB	dcs:634192	dcs	6	1	surface+unsandhied	paradigm_gap
aśīśaman	aśīśaman	śam	VERB	dcs:634194	dcs	2	1	surface+unsandhied	paradigm_gap
prathatāṃ	prathatān	prath	VERB	dcs:634195	dcs	5	0	surface	paradigm_gap
rudraś	rudraś	rudra	NOUN	dcs:634197	dcs	15	0	surface	paradigm_gap
añjantu	anjantu	añj	VERB	dcs:634198	dcs	21	0	surface+unsandhied	paradigm_gap
varcasvinaṃ	varcasvinan	varcasvin	ADJ	dcs:634200	dcs	2	0	surface	paradigm_gap
yāvac	yāvac	yāvat	SCONJ	dcs:634204	dcs	32	0	surface	paradigm_gap
samaśnute	samaśnute	samaś	VERB	dcs:634204	dcs	147	0	surface+unsandhied	lexicon_gap
samaitv	samaitv	same	VERB	dcs:634205	dcs	2	0	surface	lexicon_gap
samaitu	samaitu	same	VERB	dcs:634205	dcs	6	0	surface+unsandhied	lexicon_gap
anujāyatām	anujāyatām	anujan	VERB	dcs:634212_2	dcs	8	0	surface+unsandhied	lexicon_gap
prāvantu	prāvantu	prāv	VERB	dcs:634219_1	dcs	12	0	surface+unsandhied	lexicon_gap
sphātimattamā	sphātimattamā	sphātimattama	ADJ	dcs:634231_1	dcs	2	0	surface+unsandhied	lexicon_gap
dhṛthāḥ	dhṛthā	dhṛ	VERB	dcs:634234_2	dcs	2	1	surface+unsandhied	paradigm_gap
kulmalām	kulmalām	kulmala	NOUN	dcs:634237_1	dcs	2	0	surface+unsandhied	paradigm_gap
śoṣayati	śoṣayati	śoṣay	VERB	dcs:634239_1	dcs	34	0	surface+unsandhied	lexicon_gap
ājāmi	ājāmi	āj	VERB	dcs:634242_1	dcs	2	0	surface+unsandhied	lexicon_gap
hetayo	hetayo	heti	NOUN	dcs:634246	dcs	5	0	surface	paradigm_gap
aviṣyavo	aviṣyavo	aviṣyu	ADJ	dcs:634248	dcs	1	0	surface	paradigm_gap
pravidhyanto	pravidhyanto	pravyadh	VERB	dcs:634252	dcs	1	0	surface	lexicon_gap
pravidhyantaḥ	pravidhyanta	pravyadh	VERB	dcs:634252	dcs	3	0	surface+unsandhied	lexicon_gap
avasvanto	avasvanto	avasvat	ADJ	dcs:634256	dcs	1	0	surface	paradigm_gap
asito	asito	asita	NOUN	dcs:634258	dcs	36	0	surface	paradigm_gap
'dhipatibhyo	'dhipatibhyo	adhipati	NOUN	dcs:634259	dcs	6	0	surface	paradigm_gap
rakṣitṛbhyo	rakṣitṛbhyo	rakṣitṛ	ADJ	dcs:634259	dcs	6	0	surface	paradigm_gap
iṣubhyo	iṣubhyo	iṣu	NOUN	dcs:634259	dcs	6	0	surface	paradigm_gap
ebhyo	ebhyo	idam	PRON	dcs:634259	dcs	76	0	surface	paradigm_gap
'dhipatis	'dhipatis	adhipati	NOUN	dcs:634261	dcs	4	0	surface	paradigm_gap
'dhipatiḥ	'dhipati	adhipati	NOUN	dcs:634264	dcs	17	0	surface	paradigm_gap
svajo	svajo	svaja	NOUN	dcs:634267	dcs	2	0	surface	paradigm_gap
śvitro	śvitro	śvitra	NOUN	dcs:634273	dcs	1	0	surface	paradigm_gap
vijāyate	vijāyate	vijan	VERB	dcs:634277	dcs	26	0	surface+unsandhied	lexicon_gap
yaminy	yaminy	yaminī	NOUN	dcs:634277	dcs	3	0	surface	paradigm_gap
kṣiṇāti	kṣināti	kṣi	VERB	dcs:634277	dcs	6	0	surface+unsandhied	paradigm_gap
riphatī	riphatī	riph	VERB	dcs:634277	dcs	2	0	surface+unsandhied	paradigm_gap
paśūnt	paśūnt	paśu	NOUN	dcs:634278	dcs	5	0	surface	paradigm_gap
puṣṭir	puṣṭir	puṣṭi	NOUN	dcs:634282	dcs	28	0	surface	paradigm_gap
sātamā	sātamā	sātama	ADJ	dcs:634282	dcs	8	0	surface+unsandhied	lexicon_gap
poṣaya	poṣaya	poṣay	VERB	dcs:634283	dcs	8	0	surface+unsandhied	lexicon_gap
rogaṃ	rogan	roga	NOUN	dcs:634284	dcs	41	0	surface	paradigm_gap
svāyāḥ	svāyā	sva	ADJ	dcs:634284	dcs	14	0	surface+unsandhied	paradigm_gap
paśūṃś	paśūnś	paśu	NOUN	dcs:634285	dcs	29	0	surface	paradigm_gap
suhārdāṃ	suhārdān	suhārd	ADJ	dcs:634286	dcs	1	0	surface	paradigm_gap
vibhajante	vibhajante	vibhaj	VERB	dcs:634288	dcs	15	0	surface+unsandhied	lexicon_gap
avis	avis	avi	NOUN	dcs:634289	dcs	2	0	surface	paradigm_gap
pūrayaty	pūrayaty	pūray	VERB	dcs:634290	dcs	4	0	surface	lexicon_gap
pūrayati	pūrayati	pūray	VERB	dcs:634290	dcs	74	0	surface+unsandhied	lexicon_gap
ābhavan	ābhavan	ābhū	VERB	dcs:634290	dcs	2	0	surface+unsandhied	lexicon_gap
prabhavan	prabhavan	prabhū	VERB	dcs:634290	dcs	35	0	surface+unsandhied	lexicon_gap
ākūtipro	ākūtipro	ākūtipra	ADJ	dcs:634291	dcs	1	0	surface	paradigm_gap
'vir	'vir	avi	NOUN	dcs:634291	dcs	2	0	surface	paradigm_gap
dasyati	dasyati	das	VERB	dcs:634291	dcs	9	0	surface+unsandhied	lexicon_gap
abhyārohati	abhyārohati	abhyāruh	VERB	dcs:634293	dcs	55	0	surface+unsandhied	lexicon_gap
'kṣitam	'kṣitam	akṣita	ADJ	dcs:634295	dcs	1	0	surface	paradigm_gap
sūryāmāsayor	sūryāmāsayor	sūryāmāsa	NOUN	dcs:634297	dcs	1	0	surface	lexicon_gap
sūryāmāsayoḥ	sūryāmāsayo	sūryāmāsa	NOUN	dcs:634297	dcs	1	0	unsandhied	lexicon_gap
kasmā	kasmā	ka	PRON	dcs:634300	dcs	18	0	surface	paradigm_gap
bhūmiṣ	bhūmiṣ	bhūmi	NOUN	dcs:634303	dcs	3	0	surface	paradigm_gap
gṛhṇātv	gṛhnātv	grah	VERB	dcs:634303	dcs	12	0	surface	paradigm_gap
saṃmanāḥ	sanmanā	sammanas	ADJ	dcs:634307	dcs	2	0	surface+unsandhied	paradigm_gap
saṃmanasas	sanmanasas	sammanas	ADJ	dcs:634314	dcs	4	0	surface	paradigm_gap
sāyaṃprātaḥ	sāyanprāta	sāyamprātar	ADV	dcs:634318	dcs	2	0	surface	paradigm_gap
sāyaṃprātar	sāyanprātar	sāyamprātar	ADV	dcs:634318	dcs	8	0	surface+unsandhied	paradigm_gap
avṛtan	avṛtan	vṛt	VERB	dcs:634319	dcs	2	1	surface+unsandhied	paradigm_gap
āraṇyair	āranyair	āraṇya	ADJ	dcs:634323	dcs	2	0	surface	paradigm_gap
diśaṃ	diśan	diś	NOUN	dcs:634325	dcs	231	0	surface+unsandhied	paradigm_gap
yunakti	yunakti	yuj	VERB	dcs:634327_1	dcs	275	0	surface+unsandhied	paradigm_gap
prāṇatāṃ	prānatān	prāṇ	VERB	dcs:634335	dcs	1	0	surface	paradigm_gap
prāṇatām	prānatām	prāṇ	VERB	dcs:634335	dcs	1	0	unsandhied	paradigm_gap
asthāma	asthāma	sthā	VERB	dcs:634339	dcs	2	1	surface+unsandhied	paradigm_gap
śrīṇantu	śrīnantu	śrī	VERB	dcs:634344	dcs	2	0	surface+unsandhied	paradigm_gap
budhnyād	budhnyād	budhnya	ADJ	dcs:634349	dcs	2	0	surface	paradigm_gap
kāvyo	kāvyo	kāvya	NOUN	dcs:634351	dcs	30	0	surface	paradigm_gap
sasan	sasan	sas	VERB	dcs:634352	dcs	3	0	surface+unsandhied	paradigm_gap
'tharvāṇaṃ	'tharvānan	atharvan	NOUN	dcs:634353	dcs	2	0	surface	paradigm_gap
dabhāyat	dabhāyat	dabhāy	VERB	dcs:634354	dcs	2	0	surface+unsandhied	lexicon_gap
avataś	avataś	av	VERB	dcs:634359	dcs	8	0	surface	paradigm_gap
caskabhāne	caskabhāne	skambh	VERB	dcs:634359	dcs	2	1	surface+unsandhied	paradigm_gap
vitato	vitato	vitan	VERB	dcs:634362	dcs	12	0	surface	lexicon_gap
imāś	imāś	idam	PRON	dcs:634364	dcs	4	0	surface	paradigm_gap
devīṣv	devīṣv	devī	NOUN	dcs:634366	dcs	1	0	surface	paradigm_gap
akraman	akraman	kram	VERB	dcs:634371_1	dcs	4	1	surface+unsandhied	paradigm_gap
apāyati	apāyati	ape	VERB	dcs:634379_1	dcs	10	0	surface+unsandhied	lexicon_gap
pathām	pathām	pathin	NOUN	dcs:634380_1	dcs	39	0	surface+unsandhied	lexicon_gap
nimruc	nimruc	nimruc	ADJ	dcs:634382_1	dcs	2	0	surface+unsandhied	paradigm_gap
proṣṭheśayās	proṣṭheśayās	proṣṭheśaya	ADJ	dcs:634405	dcs	1	0	surface	paradigm_gap
svapantv	svapantv	svap	VERB	dcs:634412	dcs	1	0	surface	paradigm_gap
svaptv	svaptv	svap	VERB	dcs:634412	dcs	1	0	surface	paradigm_gap
svāpayā	svāpayā	svāpay	VERB	dcs:634413	dcs	1	0	surface	lexicon_gap
anyānt	anyānt	anya	PRON	dcs:634414	dcs	1	0	surface	paradigm_gap
svāpay	svāpay	svāpay	ADV	dcs:634414	dcs	2	0	surface+unsandhied	lexicon_gap
jāgṛtād	jāgṛtād	jāgṛ	VERB	dcs:634414	dcs	1	0	surface	paradigm_gap
jāgṛtāt	jāgṛtāt	jāgṛ	VERB	dcs:634414	dcs	1	0	unsandhied	paradigm_gap
vitaṣṭhire	vitaṣṭhire	viṣṭhā	VERB	dcs:634418_1	dcs	2	1	surface+unsandhied	paradigm_gap
avādiṣam	avādiṣam	vad	VERB	dcs:634418_1	dcs	24	1	surface+unsandhied	paradigm_gap
amīmadaḥ	amīmada	mad	VERB	dcs:634420_1	dcs	2	1	surface+unsandhied	paradigm_gap
arūrupaḥ	arūrupa	rup	VERB	dcs:634420_1	dcs	2	1	surface+unsandhied	paradigm_gap
apīṣan	apīṣan	piṣ	VERB	dcs:634428_1	dcs	2	1	surface+unsandhied	paradigm_gap
adihan	adihan	dih	VERB	dcs:634428_1	dcs	4	1	surface+unsandhied	paradigm_gap
avāsṛjan	avāsṛjan	avasṛj	VERB	dcs:634428_1	dcs	13	1	surface+unsandhied	lexicon_gap
pībaspākam	pībaspākam	pībaspāka	ADJ	dcs:634436_1	dcs	2	0	surface+unsandhied	lexicon_gap
yeṣantam	yeṣantam	yeṣ	VERB	dcs:634438_1	dcs	2	0	surface+unsandhied	lexicon_gap
sthāpayāmasi	sthāpayāmasi	sthāpay	VERB	dcs:634438_1	dcs	4	0	surface+unsandhied	lexicon_gap
dūrśebhiḥ	dūrśebhi	dūrśa	NOUN	dcs:634441_1	dcs	2	0	surface+unsandhied	paradigm_gap
ugraś	ugraś	ugra	ADJ	dcs:634447	dcs	13	0	surface	paradigm_gap
vāñchantv	vānchantv	vāñch	VERB	dcs:634452	dcs	6	0	surface	paradigm_gap
trāyamāṇaṃ	trāyamānan	trā	VERB	dcs:634459	dcs	2	0	surface	paradigm_gap
akṣyam	akṣyam	akṣya	NOUN	dcs:634459	dcs	2	0	surface+unsandhied	lexicon_gap
paridhir	paridhir	paridhi	NOUN	dcs:634460	dcs	16	0	surface	paradigm_gap
tasthiṣe	tasthiṣe	sthā	VERB	dcs:634462	dcs	2	1	surface+unsandhied	paradigm_gap
prasarpasy	prasarpasy	prasṛp	VERB	dcs:634465	dcs	1	0	surface	lexicon_gap
prasarpasi	prasarpasi	prasṛp	VERB	dcs:634465	dcs	1	0	unsandhied	lexicon_gap
bādhasa	bādhasa	bādh	VERB	dcs:634466	dcs	1	0	surface	paradigm_gap
madhyamaśīr	madhyamaśīr	madhyamaśī	ADJ	dcs:634466	dcs	4	0	surface	lexicon_gap
madhyamaśīḥ	madhyamaśī	madhyamaśī	ADJ	dcs:634466	dcs	4	0	unsandhied	lexicon_gap
bibharty	bibharty	bhṛ	VERB	dcs:634468	dcs	5	0	surface	paradigm_gap
duṣvapnyād	duṣvapnyād	duḥṣvapnya	NOUN	dcs:634469	dcs	2	0	surface	paradigm_gap
duṣvapnyāt	duṣvapnyāt	duḥṣvapnya	NOUN	dcs:634469	dcs	10	0	surface+unsandhied	paradigm_gap
durhārdaś	durhārdaś	durhārd	ADJ	dcs:634470	dcs	1	0	surface	paradigm_gap
parvatānāṃ	parvatānān	parvata	NOUN	dcs:634474	dcs	51	0	surface	paradigm_gap
trikakun	trikakun	trikakud	NOUN	dcs:634474	dcs	1	0	surface	paradigm_gap
yātūṃś	yātūnś	yātu	NOUN	dcs:634476	dcs	1	0	surface	paradigm_gap
jambhayat	jambhayat	jambhay	VERB	dcs:634476	dcs	2	0	surface+unsandhied	lexicon_gap
traikakudaṃ	traikakudan	traikakuda	ADJ	dcs:634477	dcs	7	0	surface	paradigm_gap
mimīte	mimīte	mā	VERB	dcs:634495_3	dcs	175	0	surface+unsandhied	paradigm_gap
duhānaḥ	duhāna	duh	VERB	dcs:634496_1	dcs	8	0	surface+unsandhied	paradigm_gap
sarṣat	sarṣat	sṛ	VERB	dcs:634498_1	dcs	2	1	surface+unsandhied	paradigm_gap
vijānan	vijānan	vijñā	VERB	dcs:634498_1	dcs	41	0	surface+unsandhied	paradigm_gap
pyāyayati	pyāyayati	pyāyay	VERB	dcs:634499_2	dcs	2	0	surface+unsandhied	lexicon_gap
āruruhuḥ	āruruhu	āruh	VERB	dcs:634504_1	dcs	27	1	surface+unsandhied	paradigm_gap
akramata	akramata	kram	VERB	dcs:634506_1	dcs	8	1	surface+unsandhied	paradigm_gap
adṛṃhayata	adṛnhayata	dṛṃhay	VERB	dcs:634507_1	dcs	2	1	surface+unsandhied	lexicon_gap
adhārayata	adhārayata	dhāray	VERB	dcs:634507_2	dcs	4	1	surface+unsandhied	lexicon_gap
anupadasvataḥ	anupadasvata	anupadasvat	ADJ	dcs:634511_1	dcs	4	0	surface+unsandhied	lexicon_gap
avakrāman	avakrāman	avakram	VERB	dcs:634513_1	dcs	15	0	surface+unsandhied	lexicon_gap
utkhidan	utkhidan	utkhid	VERB	dcs:634513_1	dcs	2	0	surface+unsandhied	lexicon_gap
saṃśaśre	sanśaśre	saṃśṛ	VERB	dcs:634531_1	dcs	2	1	surface+unsandhied	lexicon_gap
nayathā	nayathā	nī	VERB	dcs:634532	dcs	6	0	surface+unsandhied	paradigm_gap
cakruṣaṃ	cakruṣan	kṛ	VERB	dcs:634533	dcs	2	1	surface	paradigm_gap
cakruṣam	cakruṣam	kṛ	VERB	dcs:634533	dcs	2	1	unsandhied	paradigm_gap
jīvayathā	jīvayathā	jīvay	VERB	dcs:634533	dcs	3	0	surface+unsandhied	lexicon_gap
jīvayatha	jīvayatha	jīvay	VERB	dcs:634533	dcs	1	0	unsandhied	lexicon_gap
ābhāriṣaṃ	ābhāriṣan	ābhṛ	VERB	dcs:634541	dcs	2	1	surface	lexicon_gap
ābhāriṣam	ābhāriṣam	ābhṛ	VERB	dcs:634541	dcs	2	1	unsandhied	lexicon_gap
ruruhur	ruruhur	ruh	VERB	dcs:634547	dcs	1	1	surface	paradigm_gap
ruruhuḥ	ruruhu	ruh	VERB	dcs:634547	dcs	9	1	surface+unsandhied	paradigm_gap
medhyāsaḥ	medhyāsa	medhya	ADJ	dcs:634547	dcs	7	0	surface+unsandhied	paradigm_gap
kramadhvam	kramadhvam	kram	VERB	dcs:634548	dcs	12	0	surface+unsandhied	paradigm_gap
apekṣante	apekṣante	apekṣ	VERB	dcs:634552	dcs	34	0	surface+unsandhied	lexicon_gap
vitenire	vitenire	vitan	VERB	dcs:634553	dcs	14	1	surface+unsandhied	lexicon_gap
iyakṣamāṇā	iyakṣamānā	iyakṣ	VERB	dcs:634555	dcs	4	0	surface+unsandhied	lexicon_gap
suparṇaṃ	suparnan	suparṇa	NOUN	dcs:634556	dcs	26	0	surface	paradigm_gap
payasaṃ	payasan	payasa	ADJ	dcs:634556	dcs	2	0	surface	paradigm_gap
ārohanto	ārohanto	āruh	VERB	dcs:634557	dcs	3	0	surface	paradigm_gap
ārohantaḥ	ārohanta	āruh	VERB	dcs:634557	dcs	3	0	unsandhied	paradigm_gap
aṅgulibhir	angulibhir	aṅguli	NOUN	dcs:634558	dcs	4	0	surface	paradigm_gap
uttarasyāṃ	uttarasyān	uttara	ADJ	dcs:634560	dcs	40	0	surface	paradigm_gap
prorṇuhi	prornuhi	pravṛ	VERB	dcs:634562	dcs	2	0	surface+unsandhied	lexicon_gap
samutpatantu	samutpatantu	samutpat	VERB	dcs:634564	dcs	6	0	surface+unsandhied	lexicon_gap
nadato	nadato	nad	VERB	dcs:634565	dcs	13	0	surface+unsandhied	paradigm_gap
īkṣayantu	īkṣayantu	īkṣay	VERB	dcs:634566	dcs	2	0	surface+unsandhied	lexicon_gap
sudānavo	sudānavo	sudānu	ADJ	dcs:634566	dcs	12	0	surface	paradigm_gap
īkṣayasva	īkṣayasva	īkṣay	VERB	dcs:634568	dcs	2	0	surface+unsandhied	lexicon_gap
gāyato	gāyato	gā	VERB	dcs:634568	dcs	4	0	surface+unsandhied	paradigm_gap
nabhāṃsy	nabhānsy	nabhas	NOUN	dcs:634568	dcs	1	0	surface	paradigm_gap
vegāsaḥ	vegāsa	vega	NOUN	dcs:634568	dcs	2	0	surface+unsandhied	paradigm_gap
gaṇās	ganās	gaṇa	NOUN	dcs:634570	dcs	3	0	surface	paradigm_gap
varṣato	varṣato	vṛṣ	VERB	dcs:634571	dcs	4	0	surface	paradigm_gap
īrayata	īrayata	īray	VERB	dcs:634572	dcs	2	0	surface+unsandhied	lexicon_gap
tveṣo	tveṣo	tveṣa	ADJ	dcs:634572	dcs	8	0	surface	paradigm_gap
pātayātha	pātayātha	pātay	VERB	dcs:634572	dcs	2	0	surface+unsandhied	lexicon_gap
dyotatāṃ	dyotatān	dyut	VERB	dcs:634578	dcs	1	0	surface	paradigm_gap
vāntu	vāntu	vā	VERB	dcs:634578	dcs	13	0	surface+unsandhied	paradigm_gap
vanutām	vanutām	van	VERB	dcs:634583_1	dcs	3	0	surface+unsandhied	paradigm_gap
salilād	salilād	salila	NOUN	dcs:634584	dcs	14	0	surface	paradigm_gap
īrayann	īrayann	īray	VERB	dcs:634584	dcs	2	0	surface	lexicon_gap
īrayan	īrayan	īray	VERB	dcs:634584	dcs	40	0	surface+unsandhied	lexicon_gap
ardayāti	ardayāti	arday	VERB	dcs:634584	dcs	2	0	surface+unsandhied	lexicon_gap
śvasantu	śvasantu	śvas	VERB	dcs:634586_2	dcs	2	0	surface+unsandhied	paradigm_gap
jinvitām	jinvitām	jinv	VERB	dcs:634589	dcs	4	0	surface+unsandhied	paradigm_gap
upapravada	upapravada	upapravad	VERB	dcs:634590	dcs	4	0	surface+unsandhied	lexicon_gap
vanudhvaṃ	vanudhvan	van	VERB	dcs:634593	dcs	1	0	surface	paradigm_gap
vanudhvam	vanudhvam	van	VERB	dcs:634593	dcs	1	0	unsandhied	paradigm_gap
ṣiñca	ṣinca	sic	VERB	dcs:634594	dcs	3	0	surface	paradigm_gap
savidyutaṃ	savidyutan	savidyuta	NOUN	dcs:634594	dcs	1	0	surface	paradigm_gap
tanvatāṃ	tanvatān	tan	VERB	dcs:634595	dcs	2	0	surface	paradigm_gap
tanvatām	tanvatām	tan	VERB	dcs:634595	dcs	2	0	unsandhied	paradigm_gap
ānandinīr	ānandinīr	ānandin	ADJ	dcs:634595	dcs	1	0	surface	paradigm_gap
stāyan	stāyan	stāyat	ADJ	dcs:634597_1	dcs	2	0	surface+unsandhied	lexicon_gap
saṃniṣadya	sanniṣadya	saṃniṣad	VERB	dcs:634599_1	dcs	4	0	surface+unsandhied	lexicon_gap
mantrayete	mantrayete	mantray	VERB	dcs:634599_1	dcs	6	0	surface+unsandhied	lexicon_gap
atisarpāt	atisarpāt	atisṛp	VERB	dcs:634602_1	dcs	2	0	surface+unsandhied	lexicon_gap
mucyātai	mucyātai	muc	VERB	dcs:634602_1	dcs	4	0	surface+unsandhied	paradigm_gap
divaspaśaḥ	divaspaśa	divaspaś	ADJ	dcs:634603_1	dcs	2	0	surface+unsandhied	lexicon_gap
ruṣantaḥ	ruṣanta	ruṣ	VERB	dcs:634607_1	dcs	2	0	surface+unsandhied	paradigm_gap
sinantu	sinantu	si	VERB	dcs:634607_1	dcs	2	0	surface+unsandhied	paradigm_gap
vadantam	vadantam	vad	VERB	dcs:634607_1	dcs	29	0	surface+unsandhied	paradigm_gap
sraṃsayitvā	sransayitvā	sraṃsay	VERB	dcs:634609_1	dcs	12	0	surface+unsandhied	lexicon_gap
parikṛtyamānaḥ	parikṛtyamāna	parikṛt	VERB	dcs:634609_1	dcs	4	0	surface+unsandhied	lexicon_gap
anusaṃdiśāmi	anusandiśāmi	anusaṃdiś	VERB	dcs:634613_1	dcs	2	0	surface+unsandhied	lexicon_gap
dauṣvapnyaṃ	dauṣvapnyan	dauḥṣvapnya	NOUN	dcs:634622	dcs	1	0	surface	paradigm_gap
dauṣvapnyam	dauṣvapnyam	dauḥṣvapnya	NOUN	dcs:634622	dcs	3	0	surface+unsandhied	paradigm_gap
daurjīvityaṃ	daurjīvityan	daurjīvitya	NOUN	dcs:634622	dcs	2	0	surface	paradigm_gap
durvācas	durvācas	durvāc	NOUN	dcs:634623	dcs	2	0	surface	paradigm_gap
mṛjma	mṛjma	mṛj	VERB	dcs:634629	dcs	2	0	surface+unsandhied	paradigm_gap
agadaś	agadaś	agada	ADJ	dcs:634629	dcs	1	0	surface	paradigm_gap
'rasāḥ	'rasā	arasa	ADJ	dcs:634631	dcs	1	0	surface	paradigm_gap
karikrati	karikrati	karikṛ	VERB	dcs:634635	dcs	2	0	surface+unsandhied	lexicon_gap
adūduṣam	adūduṣam	duṣ	VERB	dcs:634638	dcs	4	1	surface+unsandhied	paradigm_gap
yātudhānīr	yātudhānīr	yātudhānī	NOUN	dcs:634643	dcs	1	0	surface	paradigm_gap
eṣy	eṣy	i	VERB	dcs:634650	dcs	10	0	surface	paradigm_gap
nirakurvata	nirakurvata	niṣkṛ	VERB	dcs:634652	dcs	2	0	surface+unsandhied	lexicon_gap
'pāmārgo	'pāmārgo	apāmārga	NOUN	dcs:634653	dcs	2	0	surface	paradigm_gap
vidhūpāyat	vidhūpāyat	vidhūpay	VERB	dcs:634657	dcs	2	0	surface+unsandhied	lexicon_gap
rurohitha	rurohitha	ruh	VERB	dcs:634667_1	dcs	6	1	surface+unsandhied	paradigm_gap
gūhathāḥ	gūhathā	guh	VERB	dcs:634670_2	dcs	2	0	surface+unsandhied	paradigm_gap
sarpantam	sarpantam	sṛp	VERB	dcs:634675_1	dcs	3	0	surface+unsandhied	paradigm_gap
atisarpati	atisarpati	atisṛp	VERB	dcs:634679_1	dcs	12	0	surface+unsandhied	lexicon_gap
akrant	akrant	kṛ	VERB	dcs:634680	dcs	1	1	surface	paradigm_gap
raṇayantv	ranayantv	raṇay	VERB	dcs:634680	dcs	2	0	surface	lexicon_gap
raṇayantu	ranayantu	raṇay	VERB	dcs:634680	dcs	2	0	unsandhied	lexicon_gap
gṛṇate	gṛnate	gṛ	VERB	dcs:634682	dcs	78	0	surface+unsandhied	lexicon_gap
muṣāyati	muṣāyati	muṣāy	VERB	dcs:634682	dcs	10	0	surface+unsandhied	lexicon_gap
vardhayann	vardhayann	vardhay	VERB	dcs:634683	dcs	4	0	surface	lexicon_gap
taskaro	taskaro	taskara	NOUN	dcs:634684	dcs	6	0	surface	paradigm_gap
āmitro	āmitro	āmitra	ADJ	dcs:634684	dcs	2	0	surface	paradigm_gap
devāṃś	devānś	deva	NOUN	dcs:634685	dcs	24	0	surface	paradigm_gap
arvā	arvā	arvan	NOUN	dcs:634686	dcs	76	0	surface+unsandhied	paradigm_gap
aśrīraṃ	aśrīran	aśrīra	ADJ	dcs:634690	dcs	2	0	surface	paradigm_gap
kṛṇuthā	kṛnuthā	kṛ	VERB	dcs:634690	dcs	3	0	surface	paradigm_gap
sabhāsu	sabhāsu	sabhā	NOUN	dcs:634691	dcs	34	0	surface+unsandhied	lexicon_gap
ruśantīḥ	ruśantī	ruśat	ADJ	dcs:634692	dcs	4	0	surface+unsandhied	lexicon_gap
pibantīḥ	pibantī	pā	VERB	dcs:634692	dcs	16	0	surface+unsandhied	paradigm_gap
akṣṇuhi	akṣnuhi	akṣ	VERB	dcs:634695_1	dcs	2	0	surface+unsandhied	paradigm_gap
duhāthām	duhāthām	duh	VERB	dcs:634700_1	dcs	2	0	surface+unsandhied	paradigm_gap
parājayante	parājayante	parāji	VERB	dcs:634702_1	dcs	8	0	surface+unsandhied	lexicon_gap
śatrūyatām	śatrūyatām	śatrūy	VERB	dcs:634705_1	dcs	22	0	surface+unsandhied	lexicon_gap
khida	khida	khid	VERB	dcs:634707_1	dcs	4	0	surface+unsandhied	paradigm_gap
