k1	pw_L	hom	sense_ord	div_n	marker	gloss	witnesses	pw_entry_blocks	pwg_entry_blocks
DArin	55321	1	8	1	2〉	Careya arborea; Salvadora persica		21	14
DArin	55321	1	9	1	3〉			21	14
DArin	55321	1	11	2	b〉			21	14
DArin	55321	1	12	3				21	14
DArin	55321	1	14	3				21	14
DArin	55321	1	15	3			hem.par	21	14
DArin	55322	2	16					21	14
DArin	55322	2	18	1	2〉	Milch	gal	21	14
DArin	55323	3	19					21	14
DArin	55323	3	21	1	2〉	Salmalia malabarica		21	14
DArma	55334		1					3	1
DArma	55334		2	1	1〉	der Ordnung; entsprechend		3	1
DArma	55334		3	1	2〉	dem Gotte der Gerechtigkeit eigen		3	1
DArmapata	55335		1					1	1
DArmika	55338		1					9	3
DArmika	55338		2	1	1〉			9	3
DArmika	55338		3	2	a〉	Recht übend, gerecht, seine Pflichten erfüllend, tugendhaft		9	3
DArmika	55338		5	1	2〉			9	3
DArmika	55338		7	2	b〉	Betbruder	kad	9	3
DArmika	55338		8	2	c〉	Zauberer	chr	9	3
DArmika	218493		9				mahavy	9	3
DArmuka	55341		1			gerecht	man.sr	1	0
DArmyAyaRa	55343		1					1	1
DArmya	55342		1				apast	1	0
DArormi	55326		1			eine strömende Woge	mbh	1	0
DArozRa	55327		1			kuhwarm		1	1
DArtarAjYa	55328		1					3	1
DArtarAjYa	55328		2	1	1〉			3	1
DArtarAjYa	55328		3	1	2〉			3	1
DArtarAjYaka	55329		1		2〉			1	0
DArtarAzwra	55330		1					6	7
DArtarAzwra	55330		3	1	2〉			6	7
DArtarAzwra	55330		4	2	a〉	Sohn,		6	7
DArtarAzwra	55330		5	2	b〉	eine Gansart	kad	6	7
DArtarAzwra	55330		6	2	c〉	eine Schlangenart		6	7
DArtarAzwrapadI	55331		1			eine best. Pflanze		1	1
DArtarAzwri	55332		1			ein best. Schlangenwesen		1	1
DArteya	55333		1					3	1
DArteya	55333		2	1	1〉			3	1
DArya	55344	1	1					13	12
DArya	55344	1	2	1	1〉			13	12
DArya	55344	1	3	2	a〉	zu tragen; was getragen wird, zu halten; der Stock zu tragen,; Strafe zu verhängen über		13	12
DArya	55344	1	4	2	b〉	auf sich zu behalten,; nicht abzulegen		13	12
DArya	55344	1	5	2	c〉	zu bewahren; im Herzen,; woran man denken soll	pancad	13	12
DArya	55344	1	7	2	e〉	zu halten,; um sich zu haben, — dulden		13	12
DArya	55344	1	8	2	f〉	aufrechtzuerhalten, zu erhalten, was erhalten wird		13	12
DArya	55344	1	9	2	g〉	zu beobachten, zu befolgen		13	12
DArzwadyumna	55348		1					1	1
DAsi	55369	1	1			Stätte, Sitz, Heimat		2	2
DAtakIKaRqa	55045		1				vp	2	0
DAtakIKaRqa	218477		2				dharmasarm	2	0
DAtaka	55042		1				gal	1	1
DAtaki	55043		1					3	3
DAtaki	55043		2	1	1〉			3	3
DAtaki	55043		3	1	2〉	Grislea tomentosa		3	3
DAtakitIrTa	55044		1					1	0
DAtar	55046		1					24	18
DAtar	55046		2	1	1〉			24	18
DAtar	55046		3	2	a〉	Träger; der Erde		24	18
DAtar	55046		4	2	b〉	Anordner		24	18
DAtar	55046		5	2	c〉	Erhalter, Lenker		24	18
DAtar	55046		6	2	d〉	Anstifter, Urheber		24	18
DAtar	55046		7	2	e〉	Schöpfer		24	18
DAtar	55046		9	2	g〉	das personificirte Schicksal	spr	24	18
DAtar	55046		10	2	h〉	einer der 49 Winde		24	18
DAtar	55046		11	2	i〉	Nebenmann, Buhle		24	18
DAtar	55046		12	2	k〉	das 10te und 44te Jahr im 60jährigen Jupitercyclus		24	18
DAtar	55046		13	2	l〉			24	18
DAtar	55046		14	3				24	18
DAtar	55046		15	3				24	18
DAtar	55046		16	3			hariv	24	18
DAtar	55046		17	3				24	18
DAtar	55046		18	1	2〉			24	18
DAtar	55046		19	2	a〉	Amme		24	18
DAtar	55046		20	2	b〉	Hebamme		24	18
DAtar	55046		21	2	c〉	Wärterin		24	18
DAtar	55046		22	2	d〉	Mutter		24	18
DAtar	55046		23	2	e〉	die Erde		24	18
DAtar	55046		24	2	f〉	Emblica officinalis		24	18
DAtavIya	222453		1			aus Erzen bestehend	ebend	1	0
DAtave	55047	1	1				av	2	0
DAtave	55048	2	2				rv	2	0
DAtfkA	55114		1				med.k	1	0
DAtfputra	55115		1					1	1
DAtfpuzpikA	55116		1			Grislea tomentosa		1	2
DAtrI	55122		1					1	8
DAtrIDara	55123		1			Berg	varah.yogay	1	0
DAtrISvarI	55127		1			Grislea tomentosa		1	1
DAtrImodaka	55126		1			best. medic. Pastillen	mat.med	1	0
DAtrIputra	55125		1			Schauspieler		1	1
DAtreyI	55129		1					3	2
DAtreyI	55129		2	1	1〉	Milchschwester		3	2
DAtreyI	55129		3	1	2〉	Amme		3	2
DAtreyikA	55128		1					4	2
DAtreyikA	55128		2	1	1〉	Milchschwester	balar	4	2
DAtreyikA	55128		3	1	2〉	Amme		4	2
DAtreyikA	55128		4	1	3〉	Sclavin	nilak.zumbh	4	2
DAtri	55120		1			Emblica officinalis		1	0
DAtrikA	55121		1					3	2
DAtrikA	55121		3	1	2〉	Emblica officinalis		3	2
DAtu	55049	1	1					11	16
DAtu	55049	1	3	1	2〉	Theil, Bestandtheil		11	16
DAtu	55049	1	7	1	6〉	Element, Region, Bereich; Reliquie; Knochen		11	16
DAtu	55050	2	8					11	16
DAtu	55050	2	10	1	2〉	Milchkuh		11	16
DAtu	55051	3	11				ars.br	11	16
DAtuBat	55083		1			Berg		1	0
DAtucUrRa	55068		1			mineralisches Pulver	susr	1	0
DAtucandrikA	55067		1			Verbalwurzeln		1	1
DAtugarBa	55062		1			eine buddh. Reliquienkammer		1	1
DAtugarBakumBa	55063		1			Aschenkrug	harsac	1	0
DAtuja	55069		1					3	1
DAtuja	55069		2	1	1〉	von einer Verbalwurzel stammend	ind.st	3	1
DAtukAsIsa	55056		1			eine grüne Art Eisenvitriol	mat.med	1	1
DAtukAvya	55055		1				opp.cat	1	0
DAtukAya	55054		1					1	1
DAtuka	55052		1					3	2
DAtuka	55052		2	1	1〉			3	2
DAtukalpa	55053		1			Metalle	verz.d.oxf.h	1	0
DAtukramamAlA	55059		1			Verbalwurzeln		1	0
DAtukzayakAsa	55061		1			der Husten eines Schwindsüchtigen		1	1
DAtula	55098		1			erfüllt von	hem.par	1	0
DAtulakzaRa	55099		1					1	1
DAtumAlA	55092		1			Verbalwurzeln	opp.cat	1	0
DAtumAraRa	55090		1					1	0
DAtumArin	55091		1					3	3
DAtumaYjarI	55084		1			Verbalwurzeln		1	1
DAtumala	55088		1					3	3
DAtumala	55088		3	1	2〉	Blei		3	3
DAtumant	55086		1					3	3
DAtumattA	55085		1			Metallreichthum		1	0
DAtunASana	55072		1			saurer Reisschleim		1	1
DAtunidAna	55073		1				opp.cat	1	0
DAtupa	55075		1			Speisesaft		1	1
DAtuparyAyadIpikA	55076		1			Verbalwurzeln		1	0
DAtupradIpa	55081		1			Verbalwurzeln		1	1
DAtuprasakta	55080		1			der Alchymie ergeben	varah.yogay	1	0
DAtupriyA	55082		1				karand	1	0
DAtupuzpikA	55079		1			Grislea tomentosa		1	1
DAturAjaka	55096		1			der männliche Same		1	1
DAturUpAvalI	55097		1			Verbalwurzeln	opp.cat	1	0
DAturatnAvalI	55095		1			Verbalwurzeln		1	1
DAturatnamAlA	55094		1					1	1
DAturatnamaYjari	55093		1					1	0
DAtusaMBava	55110		1			Blei		1	1
DAtusamAsa	55109		1			Verbalwurzeln	opp.cat	1	0
DAtustUpa	55111		1			Reliquien-Tope	karand	1	0
DAtutaraMgiRI	55070		1			Verbalwurzeln	weberlit	1	0
DAtuvAda	55101		1					3	2
DAtuvAda	55101		3	1	2〉	Alchymie	candak,kad	3	2
DAtuvAdin	55102		1			Probirer, Metallurg	spr	1	0
DAtuvftti	55105		1			Commentar zu den Verbalwurzeln		1	1
DAtuviza	55104		1			ein mineralisches Gift	susr	1	0
DAtvavaropaRa	55130		1			das Niederlegen von Reliquien	karand	1	0
DAv	55351	1	1					113	69
DAv	55351	1	2	1	1〉	rinnen, hervorströmen, rinnen nach oder in; zu Jmd		113	69
DAv	55351	1	3	1	2〉	rennen, laufen, umherlaufen, herbeilaufen; zulaufen zu; losrennen auf; laufen in; nachlaufen; einen Wettlauf anstellen,; so schnell als möglich laufen; fingen a	chr	113	69
DAv	55351	1	4	1	3〉	davonlaufen, fliehen		113	69
DAv	55351	1	5	1	4〉	sprengen, reiten, losreiten auf		113	69
DAv	55351	1	6	1	5〉	schwimmen		113	69
DAv	55351	1	7	1	6〉	hingleiten über		113	69
DAv	55351	1	8	1	7〉	laufen, nachlaufen		113	69
DAv	55351	1	9					113	69
DAv	55351	1	12	1	3〉	hüpfen, tanzen	rv	113	69
DAv	55351	1	14					113	69
DAv	55351	1	15	1	1〉	zufliessen, durchströmen;		113	69
DAv	55351	1	18	1	4〉	nachgehen		113	69
DAv	55351	1	19	1	5〉	sich verbreiten durch; allgemein bekannt werden in		113	69
DAv	55351	1	20			durchfahren,	ait.ar	113	69
DAv	55351	1	22					113	69
DAv	55351	1	25			hineinlaufen in	vaitan	113	69
DAv	55351	1	26					113	69
DAv	55351	1	27	1	1〉	hinströmen —, hinfliessen zu		113	69
DAv	55351	1	28	1	2〉	herbeilaufen, zulaufen, hineilen zu, losrennen auf (in freundlicher oder feindlicher Absicht), beispringen, zu Hülfe eilen;		113	69
DAv	55351	1	29	1	3〉	überschreiten, übertreten	av	113	69
DAv	55351	1	33					113	69
DAv	55351	1	36					113	69
DAv	55351	1	41			hinfahren zu		113	69
DAv	55351	1	43					113	69
DAv	55351	1	45	1	2〉	laufen, gleiten		113	69
DAv	55351	1	47					113	69
DAv	55351	1	50			weglaufen		113	69
DAv	55351	1	51					113	69
DAv	55351	1	53	1	2〉	herumlaufen; auf der Jagd,; jagen		113	69
DAv	55351	1	54	1	3〉	herumfahren		113	69
DAv	55351	1	55	1	4〉	herumlaufen —, sich herumbewegen um, umlaufen;		113	69
DAv	55351	1	56	1	5〉	herumlaufen in, durchlaufen;; allgemein bekannt werden in		113	69
DAv	55351	1	57	1	6〉	herbeilaufen		113	69
DAv	55351	1	61					113	69
DAv	55351	1	62	1	1〉	hervorrinnen, fortrinnen		113	69
DAv	55351	1	63	1	2〉	fortlaufen, sich aufmachen, sich auf den Weg machen; davongelaufen, der sich auf den Weg gemacht hat		113	69
DAv	55351	1	64	1	3〉	losstürzen		113	69
DAv	55351	1	65	1	4〉	laufen		113	69
DAv	55351	1	66	1	5〉	laufen —, sich begeben zu; in weite Fernen	chr	113	69
DAv	55351	1	67	1	6〉	sich verbreiten über, durchdringen; einen; weit sich verbreiten		113	69
DAv	55351	1	68					113	69
DAv	55351	1	70	1	2〉	wegfahren, fahren		113	69
DAv	55351	1	72			nachlaufen,		113	69
DAv	55351	1	73			nachfahren		113	69
DAv	55351	1	75					113	69
DAv	55351	1	76	1	1〉	fortlaufen, forteilen, fliehen		113	69
DAv	55351	1	77	1	2〉	hineilen zu,; sich hingezogen fühlen zu		113	69
DAv	55351	1	78					113	69
DAv	55351	1	81					113	69
DAv	55351	1	83	1	2〉	auseinanderlaufen, zerstreut [Page3-160-b] laufen, weglaufen; auseinandergelaufen	mbh	113	69
DAv	55351	1	84	1	3〉	laufen von einem Wege,; gehen zwischen		113	69
DAv	55351	1	85	1	4〉	durchlaufen		113	69
DAv	55351	1	86	1	5〉	auf Jmd losrennen		113	69
DAv	55351	1	87					113	69
DAv	55351	1	88	1	1〉	hineinrinnen —, einsickern in		113	69
DAv	55351	1	89	1	2〉	durchströmen		113	69
DAv	55351	1	93					113	69
DAv	55351	1	94	1	1〉	zusammenlaufen		113	69
DAv	55351	1	96	1	3〉	hinlaufen zu,; gelangen zu	mbh	113	69
DAv	55352	2	99					113	69
DAv	55352	2	102					113	69
DAv	55352	2	104	1	2〉	sich reiben —, sich anschmiegen an		113	69
DAv	55352	2	106			abreiben		113	69
DAv	55352	2	108			abwaschen, wegwaschen; rein gewaschen		113	69
DAv	218494	1	110			zulaufen auf	maitr.s	113	69
DAv	218494	1	111			hindurchlaufen	apast.sr	113	69
DAv	218494	1	112			durchlaufen	divyavad	113	69
DAva	55353		1					3	2
DAvaka	55356	3	3					3	4
DAvana	55357	1	1					10	5
DAvana	55357	1	3	1	2〉	Anlauf, Angriff		10	5
DAvana	55358	2	4					10	5
DAvana	55358	2	5	1	1〉	reibend, abreibend		10	5
DAvana	55358	2	6	1	2〉			10	5
DAvana	55358	2	7	2	a〉	das Abreiben, Abwaschen, Abspülen, Einreiben		10	5
DAvana	55358	2	8	2	b〉	Wasser, in dem Etwas abgewaschen oder hineingethan worden ist		10	5
DAvana	55359	3	9			ein best. über Waffen gesprochener Zauberspruch		10	5
DAvana	218496	2	10			das Waschenlassen eines Gewandes von einer nicht verwandten Nonne	mahavy	10	5
DAvani	55360		1					5	1
DAvani	55360		2	1	1〉	Uraria lagopodioides	bhavapr	5	1
DAvani	55360		3	1	2〉			5	1
DAvani	55360		4	2	a〉	{{Solanum jacquini->Solanum jacquinii||20241207|Jim Funderburk, Thomas Malten|https://github.com/sanskrit-lexicon/PWK/issues/111|}}		5	1
DAvani	55360		5	2	b〉	Grislea tomentosa		5	1
DAvanikA	55361	1	1					2	2
DAvanikA	55362	2	2			{{Solanum jacquini->Solanum jacquinii||20241207|Jim Funderburk, Thomas Malten|https://github.com/sanskrit-lexicon/PWK/issues/111|}}		2	2
DAvant	55363		1				vp	1	0
DAwIpaYcaka	55038		1				opp.cat	1	0
DAya	218486		2			Bündel	darila	2	2
DAyaka	55232		1					1	1
DAyas	55233		1					8	7
DAyas	55233		2	1	1〉			8	7
DAyas	55233		3	2	a〉	nährend, erquickend		8	7
DAyas	55233		5	1	2〉			8	7
DAyas	55233		8	2	c〉	Stillung, Befriedigung	rv	8	7
DAyin	55235		1			schlürfend		1	0
DAyina	218487		1				kaus	1	0
DAyitAyi	55234		1				vaitan	1	0
DAyya	55238		1					3	2
DAyya	55238		2	1	1〉		kas	3	2
DEnava	55807		1					3	2
DEnava	55807		2	1	1〉			3	2
DEnava	55807		3	1	2〉			3	2
DEnuka	55808		1					3	3
DEnuka	55808		2	1	1〉	eine Heerde von Milchkühen		3	3
DEnuka	55808		3	1	2〉	quidam coeundi modus		3	3
DErya	55809	1	1					4	5
DErya	55809	1	3	1	2〉	Ruhe —, Gemessenheit des Vortrages		4	5
DEryaDara	55812		1			Festigkeit —, Ausdauer besitzend	spr	1	0
DEryamitra	55814		1					1	1
DEryapAramitA	55813		1			die höchste Stufe der Ausdauer	karand	1	0
DEvatya	55817		1					1	1
DI	55413	1	1			Andacht ward gedacht,; verrichtet		12	33
DI	55413	1	2			sich sehnend, verlangend		12	33
DI	55414	2	4					12	33
DI	55414	2	5	1	1〉	Gedanke, Vorstellung, Meinung, Ansicht; in der Meinung, dass es die Freundin sei; böse Gedanken; bedacht auf	chr	12	33
DI	55414	2	6	1	2〉	Absicht		12	33
DI	55414	2	7	1	3〉	Begriff		12	33
DI	55414	2	9	1	5〉	Verständniss, Kenntniss, Kunst		12	33
DI	55415	3	11					12	33
DI	55416	4	12			Glanz	rv	12	33
DISoDinI	55468		1				opp.cat	1	0
DIdA	55429		1					3	3
DIjaqa	55419		1					1	1
DIkz	55418		1			salben		1	1
DImant	55431		1					9	7
DImant	55431		3	1	2〉			9	7
DImant	55431		4	2	a〉			9	7
DImant	55431		5	2	b〉			9	7
DImant	55431		6	3				9	7
DImant	55431		8	3				9	7
DImant	218500		9				mahavy	9	7
DImaraRa	55432		1					1	1
DIrADIrA	55453		1			standhaft und auch nicht standhaft	sah.d	1	0
DIrAja	55452		1					1	1
DIrAvI	55454		1			eine gelb blühende Dalbergia		1	1
DIrI	218501		1			ermuthigen	jatakam	1	0
DIra	55433	1	1					19	21
DIra	55433	1	2	1	1〉	anhaltend, beständig, fest, unbeweglich; ruhigen Auges		19	21
DIra	55433	1	4	1	3〉	fest auf Etwas; bestehend, beharrlich, standhaft, charakterfest, entschlossen, beherzt		19	21
DIra	55433	1	5	1	4〉			19	21
DIra	55435	3	7					19	21
DIra	55435	3	8	1	1〉			19	21
DIra	55435	3	11	2	c〉			19	21
DIra	55435	3	12	3				19	21
DIra	55435	3	13	3				19	21
DIra	55435	3	14	2	d〉			19	21
DIra	55435	3	15	1	2〉			19	21
DIra	55435	3	18	2	c〉			19	21
DIra	55435	3	19	1	3〉	Safran		19	21
DIraBAva	55445		1			Standhaftigkeit	dasak	1	0
DIraSAnta	55448		1		2〉		dasar	1	0
DIraSiva	55449		1					1	1
DIracetas	55437		1			festen Sinnes, beherzt; dessen Geist standhaft ist wie das Meer	kathas,ragh	1	0
DIragovindaSarman	55436		1					1	1
DIralalita	55447		1					3	3
DIralalita	55447		2	1	1〉	standhaft und dabei von liebenswürdiger Einfalt		3	3
DIralalita	55447		3	1	2〉	ein best. Metrum		3	3
DIrapraSAnta	55443		1					3	0
DIrapraSAnta	55443		2	1	1〉	tief und dabei ruhig	sak	3	0
DIrapraSAnta	55443		3	1	2〉	standhaft und dabei ruhig	bhar.natyas,sah.d	3	0
DIrapraSAntaka	55444		1		2〉		bhar.natyas	1	0
DIrasattva	55450		1			charakterfest, standhaft	chr	1	0
DIratva	55441		1					1	2
DIreSamiSra	55455		1					1	1
DIrodAtta	55456		1			standhaft und dabei hochherzig	bhar.natyas,dasar,sah.d	1	0
DIrodData	55457		1			standhaft und dabei hochfahrend	bhar.natyas,dasar,sah.d	1	0
DIrozRin	55458		1					1	1
DIrya	55459	1	1					2	2
DItA	207496		1			Tochter	zach.beitr	2	0
DItA	218499		2					2	0
DIta	55421	1	1					2	2
DIta	55422	2	2			das Gedachte, im Sinn Liegende, Gedanke	rv	2	2
DItarasa	55423		1			dessen Saft ausgesogen ist	ait.br,sankh.br	1	0
DIti	55425	2	2					9	8
DIti	55425	2	4	1	2〉	Wahrnehmung		9	8
DIti	55425	2	7	1	5〉	Absicht	rv	9	8
DItikA	55428		1			Schicht, Lage		1	0
DItika	55427		1					1	1
DIvan	55462		1					3	1
DIvan	55462		3	1	2〉	Fischer		3	1
DIvara	55464		1					10	8
DIvara	55464		2	1	1〉			10	8
DIvara	55464		4	2	b〉	Fischer; Mischlingskaste	gaut	10	8
DIvara	55464		5	1	2〉			10	8
DIvara	55464		6	2	a〉			10	8
DIvara	55464		7	2	b〉	Fischerin		10	8
DIviBrama	55466		1			Sinnestäuschung	bhavapr	1	0
DOmAyana	55845		1					1	1
DOmIya	55846		1					1	1
DOmaka	55842		1					1	1
DOmatAyana	55844		1					1	1
DOmrAyaRa	55849		1					1	2
DOmra	55848		1					5	8
DOmra	55848		3	1	2〉			5	8
DOmya	55847		1					1	2
DOnDumAri	55841		1					1	1
DOrAdityatIrTa	55851		1					1	1
DOra	55850		1			Anogeissus latifolia		1	1
DOreya	55853		1					3	2
DOreya	55853		3	1	2〉	Zugthier, Zugstier		3	2
DOreyaka	55854		1			Zugthier, Pferd	venis	1	0
DOrjawa	55855		1			dem; gehörig	balar	1	0
DOrtaka	55856		1					1	1
DOrteya	55858		1					3	1
DOrteya	55858		2	1	1〉			3	1
DOrtika	55857		1					3	3
DOrtya	55859		1			Betrug, Schelmerei		1	2
DOtAYjanI	55837		1			eine Art Collyrium		1	1
DOta	55826		1					6	2
DOta	55826		2	1	1〉			6	2
DOta	55826		3	1	2〉	Wäsche	ind.st	6	2
DOta	55826		4	1	3〉			6	2
DOta	55826		5	2	a〉	das Waschen	spr	6	2
DOtabalI	55832		1			eine Art Collyrium		1	1
DOtakoSaja	55830		1			gereinigte Seide		1	0
DOtakuzWa	55829		1			eine Art Aussatz	gal	1	0
DOtamUlaka	55833		1					1	1
DOtaya	55834		1			Steinsalz		1	1
DOteya	55839		1			Steinsalz	gal	1	0
DOti	55838		1					3	2
DOvaki	55861		1					1	1
DOzya	55862		1			eine best. Schule des	av.paris	1	0
DU	55514	1	1				sat.br	94	60
DU	55514	1	2	1	1〉	ausschütteln, abschütteln; durchschütteln, schütteln, hinundher bewegen; abschütteln,; entfernen, zu Nichte machen; geschüttelt, hinundher bewegt, in Bewegung g	bhag.p,chr	94	60
DU	55514	1	6	1	5〉			94	60
DU	55514	1	8	2	b〉			94	60
DU	55514	1	9					94	60
DU	55514	1	10					94	60
DU	55514	1	11	1	1〉	heftig schütteln; drohend hinundher bewegen; schwingen	rv	94	60
DU	55514	1	16					94	60
DU	55514	1	18	1	2〉	befächeln	apast.sr	94	60
DU	55514	1	19					94	60
DU	55514	1	20	1	1〉	herabschütteln, — auf		94	60
DU	55514	1	21	1	2〉	abschütteln, ausschütteln aus; von sich oder von Andern abschütteln		94	60
DU	55514	1	22	1	3〉	von sich weisen, zurückweisen, nicht bewachten		94	60
DU	55514	1	23	1	4〉	hinundher bewegen	apast	94	60
DU	55514	1	24	1	5〉			94	60
DU	55514	1	25	2	a〉	abgeschüttelt, verscheucht, vertrieben, entfernt		94	60
DU	55514	1	26	2	b〉	ausgestossen, verstossen		94	60
DU	55514	1	27	2	c〉	abgewiesen, zurückgewiesen, nicht beobachtet		94	60
DU	55514	1	28	2	d〉	angestossen		94	60
DU	55514	1	29	2	e〉	hinundher bewegt	chr	94	60
DU	55514	1	30	2	f〉	befächelt, angeweht		94	60
DU	55514	1	31	2	g〉	worauf etwas Unreines abgeschüttelt worden ist	m	94	60
DU	55514	1	32	2	h〉	schmutzig, unsauber		94	60
DU	55514	1	33	2	i〉	der alles Unreine von sich abgeschüttelt hat, zu einem Philosophen geworden		94	60
DU	55514	1	34					94	60
DU	55514	1	36	1	2〉	von sich weisen, zurückweisen	mbh	94	60
DU	55514	1	37	1	3〉	der Athem entsagt hat		94	60
DU	55514	1	39					94	60
DU	55514	1	41	1	2〉	hinundher bewegen; h. bewegt		94	60
DU	55514	1	42			auseinander gesprengt		94	60
DU	55514	1	43					94	60
DU	55514	1	44	1	1〉	aufrütteln, aufschütteln, aufwirbeln; hindundher bewegen		94	60
DU	55514	1	45	1	2〉	in die Höhe heben, — werfen, schwingen		94	60
DU	55514	1	47	1	4〉	aufregen, in Aufregung versetzen, erregen		94	60
DU	55514	1	49	1	6〉	laut tönend, tosend	hariv	94	60
DU	55514	1	50					94	60
DU	55514	1	51	1	1〉	aufrütteln, aufschütteln, aufwirbeln; hinundher bewegen		94	60
DU	55514	1	53					94	60
DU	55514	1	54					94	60
DU	55514	1	55	1	1〉	hinwerfen, hingeben		94	60
DU	55514	1	56	1	2〉	hinundher bewegen	hariv	94	60
DU	55514	1	57					94	60
DU	55514	1	58	1	1〉	herausschütteln, abschütteln, entfernen, fernhalten		94	60
DU	55514	1	63					94	60
DU	55514	1	64	1	1〉	abschütteln		94	60
DU	55514	1	65	1	2〉	auseinander [Page3-163-b] blasen, — treiben, fortblasen, fortstossen	mbh	94	60
DU	55514	1	67	1	4〉	hinundher bewegen		94	60
DU	55514	1	68			hingeschleudert		94	60
DU	55514	1	69			abschütteln		94	60
DU	55514	1	70					94	60
DU	55514	1	71	1	1〉	vorwärts bewegen		94	60
DU	55514	1	72	1	2〉	fortblasen		94	60
DU	55514	1	73	1	3〉	ausblasen	rv	94	60
DU	55514	1	74			ausblasen; hineinblasen in		94	60
DU	55514	1	75					94	60
DU	55514	1	76	1	1〉	schütteln, hinundher bewegen, schwingen; sich schütteln		94	60
DU	55514	1	77	1	2〉	anfachen		94	60
DU	55514	1	78	1	3〉	vertreiben, verscheuchen, entfernen, zu Nichte machen		94	60
DU	55514	1	79	1	4〉	auseinander treiben, verjagen, forttreiben, vertreiben		94	60
DU	55514	1	80	1	5〉	von sich abschütteln, sich befreien von, aufgeben;		94	60
DU	55514	1	83			ein wenig schütteln	dhurtan	94	60
DU	55514	1	84					94	60
DU	55514	1	86	1	2〉	auseinander treiben, verjagen		94	60
DU	55514	1	87					94	60
DU	55514	1	89	1	2〉	zusammenraffen		94	60
DU	205778	1	91					94	60
DU	218506	1	92			verschmäht	jatakam	94	60
DU	218506	1	93			abschütteln	mahavy	94	60
DU	218506	1	94					94	60
DUHpati	55516		1					1	1
DUHzawkavaha	55697		1			schon sechs Jahre das Joch tragend	lilav	1	0
DUNkzRA	209031		1			eine weisse Krähe	ts	2	0
DUNkzRA	218507		2					2	0
DUS	55696		1					1	1
DUka	55517		1					5	5
DUka	55517		3	1	2〉	Schelm		5	5
DUka	55517		5	1	4〉	Mimusops elengi	caraka	5	5
DUlI	55691		1					1	1
DUlIjaNGa	55693		1			Krähe	rajan	1	0
DUlIkadamba	55692		1					6	4
DUlIkadamba	55692		2	1	1〉	Dalbergia ougeinensis		6	4
DUlIkadamba	55692		4	1	3〉	Capparis trifoliata		6	4
DUlIkadamba	207504		5				harsac	6	4
DUlIkadamba	218522		6					6	4
DUlIvarza	55695		1			herabfallender Staub	kull.zum	1	0
DUlana	55681		1			das Bestäuben	bhavapr	1	0
DUlay	55682		1			bestäubt, bestreut mit	bhavapr	3	0
DUlay	55682		2				ebend	3	0
DUlay	55682		3					3	0
DUli	55683		1					3	3
DUli	55683		3	1	2〉	Blüthenstaub	mudrar	3	3
DUliDvaja	55687		1			Wind		1	1
DUligucCa	207503		1				zach.beitr	2	0
DUligucCa	218521		2					2	0
DUlihastay	55690		1			Staub in die Hand bekommen	nais	1	0
DUlikA	55684		1					4	1
DUlikA	55684		2	1	1〉	Blüthenstaub	rajan	4	1
DUlikA	55684		4	1	3〉	ein best. Spiel	ind.st	4	1
DUlipawala	55688		1			Staubwolke	kull.zum	1	0
DUmANga	55594		1			Dalbergia sissoo		1	1
DUmAkA	55592		1					1	0
DUmAnubanDa	55595		1			eine ununterbrochene Rauchwolke	chr	1	0
DUmAvatI	55600		1					1	3
DUmAvatImanu	55601		1			ein best. Zauberspruch		1	0
DUmAy	55597		2			rauchen —, dampfen lassen		3	2
DUmAy	218514		3			rauchen	divyavad	3	2
DUmAyita	55599		1			das Rauchen, Qualmen	mbh	1	0
DUmIla	207500		1		1〉		vasav	1	0
DUma	55552		1					8	11
DUma	55552		2	1	1〉			8	11
DUma	55552		5	2	c〉	Weizen		8	11
DUma	55552		7	2	e〉			8	11
DUma	55552		8	1	2〉	eine gelb blühende Dalbergia		8	11
DUmaDvaja	55564		1			Feuer		1	2
DUmaSiKA	55589		1					3	0
DUmaSiKA	55589		2	1	1〉	Rauchsäule	av,venis	3	0
