anchor_key_slp1	anchor_iast	dcs_lemma_id	dcs_lemma_iast	evidence_count	pre_classification	rationale	axis	n_diff	first_diff_pos	word_len
aSAy	aśāy	168166	āśay	88	likely-spurious	Short word (4 chars) with a vowel-length difference -- high collision risk, per the Q1 golden sample's confirmed pattern (relaxed tier wrong 3/3).	vowel-length	2	0	4
aSAy	aśāy	171220	āsay	9	likely-spurious	Short word (4 chars) with a sibilant+vowel-length difference -- high collision risk, per the Q1 golden sample's confirmed pattern (relaxed tier wrong 3/3).	sibilant+vowel-length	3	0	4
aSEvala	aśaivala	172623	aśaivalā	2	worth-a-closer-look	Single word-final vowel-length difference on a 7-char word (position 6) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	6	7
aSOcaka	aśaucaka	214018	āśaucaka	2	likely-spurious	Single mid-word vowel-length difference (position 0 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	0	7
aSanavat	aśanavat	202031	āsanavat	6	likely-spurious	2 differing positions (sibilant+vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	sibilant+vowel-length	2	0	8
aSanin	aśanin	212905	āsanin	2	likely-spurious	2 differing positions (sibilant+vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	sibilant+vowel-length	2	0	6
aSmala	aśmala	220985	aśmalā	2	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 5) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	5	6
aSoca	aśoca	174414	aśocā	1	worth-a-closer-look	Single word-final vowel-length difference on a 5-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	5
aSucitA	aśucitā	171628	aśucita	1	worth-a-closer-look	Single word-final vowel-length difference on a 7-char word (position 6) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	6	7
aSvakarRa	aśvakarṇa	206885	āśvakarṇa	1	likely-spurious	Single mid-word vowel-length difference (position 0 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	0	9
aSvala	aśvala	170437	aśvāla	1	likely-spurious	Single mid-word vowel-length difference (position 3 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	3	6
aSvayu	aśvayu	175829	aśvāyu	1	likely-spurious	Single mid-word vowel-length difference (position 3 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	3	6
acCAvAkIya	acchāvākīya	221333	acchāvākīyā	7	worth-a-closer-look	Single word-final vowel-length difference on a 10-char word (position 9) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	9	10
acEtanya	acaitanya	170164	ācaitanya	12	likely-spurious	Single mid-word vowel-length difference (position 0 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	0	8
adUzya	adūṣya	171359	aduṣya	4	likely-spurious	Single mid-word vowel-length difference (position 2 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	6
adaka	adaka	220009	ādaka	1	likely-spurious	Single mid-word vowel-length difference (position 0 of 5) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	0	5
adantya	adantya	214494	ādāntya	1	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	0	7
adarSin	adarśin	215083	ādarśin	1	likely-spurious	Single mid-word vowel-length difference (position 0 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	0	7
adri	adri	205214	adrī	1	likely-spurious	Short word (4 chars) with a vowel-length difference -- high collision risk, per the Q1 golden sample's confirmed pattern (relaxed tier wrong 3/3).	vowel-length	1	3	4
adrikA	adrikā	209034	adrika	1	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 5) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	5	6
agAvaha	agāvaha	212437	āgāvaha	2	likely-spurious	Single mid-word vowel-length difference (position 0 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	0	7
agadaMkAra	agadaṃkāra	203419	agadaṃkara	2	likely-spurious	Single mid-word vowel-length difference (position 7 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	7	10
agarha	agarha	171164	agarhā	2	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 5) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	5	6
agnIzomIya	agnīṣomīya	219800	agniṣomīya	2	likely-spurious	Single mid-word vowel-length difference (position 3 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	3	10
agnIzomIya	agnīṣomīya	224484	āgnīṣomīya	3	likely-spurious	Single mid-word vowel-length difference (position 0 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	0	10
agniSeKara	agniśekhara	5861	agnisekhara	1	likely-spurious	Single mid-word sibilant difference (position 4 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	sibilant	1	4	10
agnidatta	agnidatta	219229	agnidattā	1	worth-a-closer-look	Single word-final vowel-length difference on a 9-char word (position 8) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	8	9
agnituRqa	agnituṇḍa	204639	agnituṇḍā	1	worth-a-closer-look	Single word-final vowel-length difference on a 9-char word (position 8) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	8	9
agnivisarpa	agnivisarpa	214274	agnivīsarpa	1	likely-spurious	Single mid-word vowel-length difference (position 5 of 11) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	5	11
agnyA	agnyā	217299	āgnya	1	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	0	5
agotra	agotra	209628	agotrā	1	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 5) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	5	6
agrahaRa	agrahaṇa	215247	āgrahaṇa	1	likely-spurious	Single mid-word vowel-length difference (position 0 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	0	8
ahIra	ahīra	225254	ahira	1	likely-spurious	Single mid-word vowel-length difference (position 2 of 5) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	5
ahaMmAnin	ahaṃmānin	206814	ahammānin	2	likely-spurious	Single mid-word other difference (position 3 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	3	9
ahampratyaya	ahampratyaya	170925	ahaṃpratyaya	2	likely-spurious	Single mid-word other difference (position 3 of 12) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	3	12
ahiMsA	ahiṃsā	201392	ahiṃsa	3	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 5) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	5	6
ahiMsAna	ahiṃsāna	213289	ahiṃsana	1	likely-spurious	Single mid-word vowel-length difference (position 5 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	5	8
ahiMsaka	ahiṃsaka	208511	āhiṃsaka	1	likely-spurious	Single mid-word vowel-length difference (position 0 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	0	8
ahilocana	ahilocana	173921	ahilocanā	1	worth-a-closer-look	Single word-final vowel-length difference on a 9-char word (position 8) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	8	9
ahimAra	ahimāra	176039	ahimara	1	likely-spurious	Single mid-word vowel-length difference (position 4 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	4	7
ahinas	ahinas	222396	ahīnas	3	likely-spurious	Single mid-word vowel-length difference (position 2 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	6
ajakarRa	ajakarṇa	175661	ajākarṇa	1	likely-spurious	Single mid-word vowel-length difference (position 2 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	8
ajamuKI	ajamukhī	201623	ajāmukhī	2	likely-spurious	Single mid-word vowel-length difference (position 2 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	7
ajikA	ajikā	208259	ājika	1	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	0	5
ajikA	ajikā	224918	ājīka	1	likely-spurious	3 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	3	0	5
ajinAvatI	ajināvatī	211778	ajinavatī	4	likely-spurious	Single mid-word vowel-length difference (position 4 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	4	9
ajiravatI	ajiravatī	218431	ajirāvatī	1	likely-spurious	Single mid-word vowel-length difference (position 4 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	4	9
akAraRaka	akāraṇaka	170654	akaraṇaka	2	likely-spurious	Single mid-word vowel-length difference (position 2 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	9
akAraka	akāraka	174604	ākāraka	8	likely-spurious	Single mid-word vowel-length difference (position 0 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	0	7
akaSAya	akaśāya	205417	akaṣāya	1	likely-spurious	Single mid-word sibilant difference (position 3 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	sibilant	1	3	7
akalpika	akalpika	221505	ākalpika	1	likely-spurious	Single mid-word vowel-length difference (position 0 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	0	8
akartf	akartṛ	221134	ākartṛ	1	likely-spurious	Single mid-word vowel-length difference (position 0 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	0	6
akftrima	akṛtrima	215685	akṛtrimā	1	worth-a-closer-look	Single word-final vowel-length difference on a 8-char word (position 7) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	7	8
akuDryaYc	akudhryañc	222722	akūdhryañc	3	likely-spurious	Single mid-word vowel-length difference (position 2 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	9
akzan	akṣan	202369	ākṣan	1	likely-spurious	Single mid-word vowel-length difference (position 0 of 5) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	0	5
akzita	akṣita	199751	akṣitā	1	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 5) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	5	6
akzoBa	akṣobha	204523	ākṣobha	1	likely-spurious	Single mid-word vowel-length difference (position 0 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	0	6
akzudra	akṣudra	209659	akṣudrā	1	worth-a-closer-look	Single word-final vowel-length difference on a 7-char word (position 6) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	6	7
alaMkAravatI	alaṃkāravatī	219170	alaṃkaravatī	1	likely-spurious	Single mid-word vowel-length difference (position 5 of 12) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	5	12
alaMkaraRa	alaṃkaraṇa	219716	alaṃkāraṇa	1	likely-spurious	Single mid-word vowel-length difference (position 5 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	5	10
