attested_form	form_key	dcs_lemma	dcs_upos	target_locus	evidence_count	tense_caveat
prastāvāsu	prastāvāsu	prastāva	NOUN	dcs:749965	4	0
pratigrahāni	pratigrahāni	pratigraha	NOUN	dcs:59434	4	0
pratigrāhikāḥ	pratigrāhikā	pratigrāhaka	ADJ	dcs:642076	4	0
pratimebhiḥ	pratimebhi	pratimā	NOUN	dcs:242331	4	0
pratispardhinyaḥ	pratispardhinya	pratispardhin	ADJ	dcs:655413	4	0
pratyayām	pratyayām	pratyaya	NOUN	dcs:47791	4	0
pravatam	pravatam	pravat	NOUN	dcs:635907	4	0
pravācanāḥ	pravācanā	pravācana	NOUN	dcs:647481	4	0
praṣṭrī	praṣṭrī	praṣṭṛ	ADJ	dcs:532402	4	0
preyasam	preyasam	preyas	ADJ	dcs:573133	4	0
preṇyaḥ	prenya	preṇi	NOUN	dcs:636287	4	0
pruṣam	pruṣam	pruṣ	ADJ	dcs:592827	4	0
prāmāṇyāḥ	prāmānyā	prāmāṇya	NOUN	dcs:150314	4	0
prātassavāḥ	prātassavā	prātaḥsava	NOUN	dcs:735975	4	0
prāvaṇebhiḥ	prāvanebhi	prāvaṇa	ADJ	dcs:716486	4	0
punastomena	punastomena	punaḥstoma	NOUN	dcs:518616_1	4	0
purīṣām	purīṣām	purīṣa	NOUN	dcs:746777	4	0
puvā	puvā	pū	ADJ	dcs:727188	4	0
puṅkhām	punkhām	puṅkha	NOUN	dcs:266738	4	0
pācanām	pācanām	pācana	ADJ	dcs:32605	4	0
pākavanti	pākavanti	pākavat	ADJ	dcs:61618	4	0
pālāśām	pālāśām	pālāśa	ADJ	dcs:430804_1	4	0
pāpakām	pāpakām	pāpaka	ADJ	dcs:522833	4	0
pārayiṣṇvaḥ	pārayiṣnva	pārayiṣṇu	ADJ	dcs:716540	4	0
pātanābhiḥ	pātanābhi	pātana	NOUN	dcs:363717	4	0
pāvakāsaḥ	pāvakāsa	pāvaka	ADJ	dcs:593226_1	4	0
pāṃsūni	pānsūni	pāṃsu	ADJ	dcs:722332	4	0
pāṣāṇabhedinyāḥ	pāṣānabhedinyā	pāṣāṇabhedin	NOUN	dcs:50963	4	0
pūjam	pūjam	pūjā	NOUN	dcs:655359	4	0
pūjanayā	pūjanayā	pūjanī	NOUN	dcs:644833	4	0
pūrvyebhiḥ	pūrvyebhi	pūrvya	ADJ	dcs:594323	4	0
pūyām	pūyām	pūya	NOUN	dcs:5424	4	0
pṛtanāyūṃr	pṛtanāyūnr	pṛtanāyu	NOUN	dcs:596694	4	0
pṛṣṭita	pṛṣṭita	pṛṣṭi	NOUN	dcs:717262	4	0
rajastūr	rajastūr	rajastur	ADJ	dcs:600551	4	0
randhrām	randhrām	randhra	NOUN	dcs:329505	4	0
rapāḥ	rapā	rapas	NOUN	dcs:646348	4	0
rasavāṁ	rasavām	rasavat	ADJ	dcs:641427	4	0
rathāni	rathāni	ratha	NOUN	dcs:234944	4	0
raśanaḥ	raśana	raśanā	NOUN	dcs:93260	4	0
raṅgāvatāri	rangāvatāri	raṅgāvatārin	NOUN	dcs:443273	4	0
rogām	rogām	roga	NOUN	dcs:153599	4	0
roṣayā	roṣayā	roṣa	NOUN	dcs:458443	4	0
rājadhānīni	rājadhānīni	rājadhānī	NOUN	dcs:724023	4	0
sadasas	sadasas	sadas	NOUN	dcs:671499	4	0
sadbhāvāyām	sadbhāvāyām	sadbhāva	NOUN	dcs:449282	4	0
sahasrābhiḥ	sahasrābhi	sahasra	NUM	dcs:723953	4	0
sahādhyāyi	sahādhyāyi	sahādhyāyin	NOUN	dcs:464564	4	0
saiṃhām	sainhām	saiṃha	ADJ	dcs:352116	4	0
sakhīṃr	sakhīnr	sakhi	NOUN	dcs:595350	4	0
samayataḥ	samayata	samaya	NOUN	dcs:658365	4	0
sameddhāraṃ	sameddhāram	sameddhṛ	ADJ	dcs:601496	4	0
samākhyāni	samākhyāni	samākhyā	NOUN	dcs:380125	4	0
sargāsaḥ	sargāsa	sarga	NOUN	dcs:608357_1	4	0
sas	sas	tad	PRON	dcs:636785	4	0
satrāya	satrāya	sattra	NOUN	dcs:88731	4	0
satrāṇi	satrāni	sattra	NOUN	dcs:639494	4	0
satyavarma	satyavarma	satyavarman	NOUN	dcs:487564	4	0
savasam	savasam	savas	NOUN	dcs:670620	4	0
saṃghāni	sanghāni	saṃgha	NOUN	dcs:164359	4	0
saṃghāṭām	sanghāṭām	saṃghāṭa	NOUN	dcs:242182	4	0
saṃhartrī	sanhartrī	saṃhartṛ	ADJ	dcs:398964	4	0
saṃjñakām	sanjnakām	saṃjñaka	ADJ	dcs:408713	4	0
saṃkathaḥ	sankatha	saṃkathā	NOUN	dcs:630500	4	0
saṃkramayā	sankramayā	saṃkrama	NOUN	dcs:565051	4	0
saṃkāśāni	sankāśāni	saṃkāśa	NOUN	dcs:61618	4	0
saṃsparśāni	sansparśāni	saṃsparśa	NOUN	dcs:666562	4	0
saṃsārāṇi	sansārāni	saṃsāra	NOUN	dcs:328155	4	0
saṭṭakān	saṭṭakān	saṭṭaka	NOUN	dcs:4582	4	0
sevān	sevān	sevā	NOUN	dcs:573219	4	0
siddhitaḥ	siddhita	siddhi	NOUN	dcs:618636	4	0
sikata	sikata	sikatā	NOUN	dcs:72572	4	0
sikatam	sikatam	sikatā	NOUN	dcs:4968	4	0
skandām	skandām	skand	NOUN	dcs:552745	4	0
smaśāna	smaśāna	śmaśāna	NOUN	dcs:437509	4	0
sopānān	sopānān	sopāna	NOUN	dcs:377702	4	0
sphaṭikāni	sphaṭikāni	sphaṭika	NOUN	dcs:655340	4	0
spṛhena	spṛhena	spṛhā	NOUN	dcs:529441	4	0
sraktīni	sraktīni	srakti	NOUN	dcs:501988	4	0
srubhyaḥ	srubhya	sru	NOUN	dcs:551790	4	0
sthātrām	sthātrām	sthātra	NOUN	dcs:634809	4	0
sthātārā	sthātārā	sthātṛ	ADJ	dcs:595598_1	4	0
subhagāsaḥ	subhagāsa	subhaga	ADJ	dcs:596359_1	4	0
sudhanūḥ	sudhanū	sudhanus	NOUN	dcs:548809	4	0
sudhiyoḥ	sudhiyo	sudhī	NOUN	dcs:554642	4	0
sudṛśī	sudṛśī	sudṛś	ADJ	dcs:594446	4	0
sumnebhiḥ	sumnebhi	sumna	NOUN	dcs:600345	4	0
sutekarāsaḥ	sutekarāsa	sutekara	ADJ	dcs:519854	4	0
sutāvāṁ	sutāvām	sutāvat	ADJ	dcs:593547	4	0
suvam	suvam	sū	NOUN	dcs:93963	4	0
suvoḥ	suvo	sū	NOUN	dcs:555041	4	0
svabhāvāni	svabhāvāni	svabhāva	NOUN	dcs:58354	4	0
svastivācanām	svastivācanām	svastivācana	NOUN	dcs:5808	4	0
svālakṣaṇyā	svālakṣanyā	svālakṣaṇya	ADJ	dcs:470896	4	0
sādhiṣṭhebhiḥ	sādhiṣṭhebhi	sādhiṣṭha	ADJ	dcs:593107_1	4	0
sādhvasān	sādhvasān	sādhvasa	NOUN	dcs:174457	4	0
sālabhañjikā	sālabhanjikā	śālabhañjikā	NOUN	dcs:630286	4	0
sārathinaḥ	sārathina	sārathi	NOUN	dcs:696189	4	0
sārgālām	sārgālām	sārgāla	ADJ	dcs:584679	4	0
sārivebhiḥ	sārivebhi	sārivā	NOUN	dcs:38946	4	0
sāvitriyā	sāvitriyā	sāvitrī	NOUN	dcs:703637	4	0
sṛjam	sṛjam	sṛj	ADJ	dcs:260398	4	0
sṛjām	sṛjām	sṛj	ADJ	dcs:92864	4	0
takat	takat	taka	PRON	dcs:646916_1	4	0
tantrān	tantrān	tantra	NOUN	dcs:629539	4	0
tanutrāṇān	tanutrānān	tanutrāṇa	NOUN	dcs:243081	4	0
tanuvai	tanuvai	tanū	NOUN	dcs:425142	4	0
tattvān	tattvān	tattva	NOUN	dcs:91030	4	0
taṭām	taṭām	taṭa	NOUN	dcs:763624	4	0
tejanān	tejanān	tejana	NOUN	dcs:259291	4	0
tigmarocīḥ	tigmarocī	tigmarocis	NOUN	dcs:462298	4	0
tiladhenvaḥ	tiladhenva	tiladhenu	NOUN	dcs:413798	4	0
tmani	tmani	tman	NOUN	dcs:595099	4	0
trapam	trapam	trapā	NOUN	dcs:526395	4	0
trikadrukebhiḥ	trikadrukebhi	trikadruka	NOUN	dcs:641465	4	0
trāmaṇe	trāmane	trāman	NOUN	dcs:648880	4	0
turebhiḥ	turebhi	tura	ADJ	dcs:596781	4	0
tālāvacarāṇi	tālāvacarāni	tālāvacara	NOUN	dcs:668062	4	0
tāvatam	tāvatam	tāvat	ADJ	dcs:490896	4	0
tīkṣṇīyāṃsaḥ	tīkṣnīyānsa	tīkṣṇīyas	ADJ	dcs:634144_1	4	0
tṛṣṇam	tṛṣnam	tṛṣṇā	NOUN	dcs:485467	4	0
ubhayādan	ubhayādan	ubhayādat	ADJ	dcs:734469	4	0
ubhayāt	ubhayāt	ubhaya	ADJ	dcs:555556	4	0
uccaiśśravāḥ	uccaiśśravā	uccaiḥśravas	NOUN	dcs:711307_1	4	0
udakāsu	udakāsu	udaka	NOUN	dcs:304434	4	0
udarīm	udarīm	udara	ADJ	dcs:123524	4	0
udhar	udhar	udhan	NOUN	dcs:676522	4	0
udvāhām	udvāhām	udvāha	NOUN	dcs:617211	4	0
ugrebhiḥ	ugrebhi	ugra	ADJ	dcs:594722	4	0
ukthāyuve	ukthāyuve	ukthāyu	ADJ	dcs:671415	4	0
upakakṣāsa	upakakṣāsa	upakakṣa	ADJ	dcs:474418	4	0
upalabdhitaḥ	upalabdhita	upalabdhi	NOUN	dcs:45121	4	0
upalakṣaṇāḥ	upalakṣanā	upalakṣaṇa	NOUN	dcs:508097	4	0
uparāsa	uparāsa	upara	ADJ	dcs:608482	4	0
upavāsām	upavāsām	upavāsa	NOUN	dcs:629604	4	0
upābhyām	upābhyām	upa	NOUN	dcs:551746	4	0
upāyanā	upāyanā	upāyana	NOUN	dcs:641671	4	0
upāśrayāṇi	upāśrayāni	upāśraya	NOUN	dcs:59434	4	0
urastaḥ	urasta	uras	NOUN	dcs:647175	4	0
utpīḍām	utpīḍām	utpīḍa	NOUN	dcs:654407	4	0
utsāhām	utsāhām	utsāha	NOUN	dcs:209647	4	0
utsāsaḥ	utsāsa	utsa	NOUN	dcs:646315	4	0
uttaṃsām	uttansām	uttaṃsa	NOUN	dcs:176595	4	0
uṣareṣu	uṣareṣu	ūṣara	NOUN	dcs:629799	4	0
vadhebhiḥ	vadhebhi	vadha	NOUN	dcs:637386	4	0
vaihāyasām	vaihāyasām	vaihāyasa	ADJ	dcs:103397	4	0
vaikṛtim	vaikṛtim	vaikṛti	NOUN	dcs:165846	4	0
vairāgyataḥ	vairāgyata	vairāgyatā	NOUN	dcs:98061	4	0
vaitasām	vaitasām	vaitasa	ADJ	dcs:582924	4	0
vaivāhikām	vaivāhikām	vaivāhika	ADJ	dcs:485957	4	0
vaktri	vaktri	vaktṛ	ADJ	dcs:479600	4	0
vaktrāyāḥ	vaktrāyā	vaktra	NOUN	dcs:96994	4	0
vallām	vallām	valla	NOUN	dcs:360133	4	0
varimataḥ	varimata	variman	NOUN	dcs:649204	4	0
vartmānaḥ	vartmāna	vartman	NOUN	dcs:522596	4	0
varṣiṣṭhebhiḥ	varṣiṣṭhebhi	varṣiṣṭha	ADJ	dcs:609336_1	4	0
varṣīyāṃsaṃ	varṣīyānsam	varṣīyas	ADJ	dcs:638055	4	0
vasiṣṭhāsaḥ	vasiṣṭhāsa	vasiṣṭha	NOUN	dcs:691827	4	0
vastiyoḥ	vastiyo	vasti	NOUN	dcs:10134	4	0
vasudhaḥ	vasudha	vasudhā	NOUN	dcs:103035	4	0
vasutvanā	vasutvanā	vasutvana	NOUN	dcs:605784	4	0
vatsāsaḥ	vatsāsa	vatsa	NOUN	dcs:602943_1	4	0
vaḍavam	vaḍavam	vaḍaba	NOUN	dcs:691003_1	4	0
vaṣaṭkārāsu	vaṣaṭkārāsu	vaṣaṭkāra	NOUN	dcs:697596	4	0
veddhāram	veddhāram	veddhṛ	ADJ	dcs:172199	4	0
vedikāni	vedikāni	vedikā	NOUN	dcs:345113	4	0
vekurā	vekurā	bekurā	NOUN	dcs:660104	4	0
vicikitsaḥ	vicikitsa	vicikitsā	NOUN	dcs:570406	4	0
vikaṭavarma	vikaṭavarma	vikaṭavarman	NOUN	dcs:488314	4	0
vipākata	vipākata	vipāka	NOUN	dcs:42908	4	0
vivarām	vivarām	vivara	NOUN	dcs:361075	4	0
vivasvas	vivasvas	vivasvat	ADJ	dcs:672200	4	0
vivāhāyāḥ	vivāhāyā	vivāha	NOUN	dcs:616933	4	0
viśrāmām	viśrāmām	viśrāma	NOUN	dcs:339627	4	0
viśvak	viśvak	viṣvañc	ADJ	dcs:687127_1	4	0
viśvarūpyaṃ	viśvarūpyam	viśvarūpī	NOUN	dcs:638199	4	0
vratebhiḥ	vratebhi	vrata	NOUN	dcs:648725	4	0
vyacasvantā	vyacasvantā	vyacasvat	ADJ	dcs:601075	4	0
vyasanā	vyasanā	vyasana	NOUN	dcs:485502	4	0
vyasanām	vyasanām	vyasana	NOUN	dcs:63533	4	0
vyathau	vyathau	vyathā	NOUN	dcs:32413	4	0
vyatīṁr	vyatīnr	vyati	NOUN	dcs:651398	4	0
vyomana	vyomana	vyoman	NOUN	dcs:756823	4	0
vyāhṛtīṣu	vyāhṛtīṣu	vyāhṛti	NOUN	dcs:520486	4	0
vācaspatyuḥ	vācaspatyu	vācaspati	NOUN	dcs:646166	4	0
vācikī	vācikī	vācika	ADJ	dcs:655711	4	0
vāhanyā	vāhanyā	vāhana	ADJ	dcs:679324	4	0
vājayā	vājayā	vāja	NOUN	dcs:606711	4	0
vālukinīṃ	vālukinīm	vālukin	ADJ	dcs:144291	4	0
vātikām	vātikām	vātika	ADJ	dcs:59735	4	0
vāśrāsaḥ	vāśrāsa	vāśra	ADJ	dcs:604110	4	0
vāḍavaṃ	vāḍavam	vāḍaba	NOUN	dcs:76670	4	0
vīlu	vīlu	vīḍu	ADJ	dcs:726635	4	0
vṛkṣāṇi	vṛkṣāni	vṛkṣa	NOUN	dcs:727239	4	0
vṛttinām	vṛttinām	vṛtti	NOUN	dcs:761697	4	0
vṛṣabhāsa	vṛṣabhāsa	vṛṣabha	NOUN	dcs:595544	4	0
vṛṣaparvaṇau	vṛṣaparvanau	vṛṣaparvan	NOUN	dcs:165738	4	0
yajanī	yajanī	yajana	ADJ	dcs:493766	4	0
yamebhiḥ	yamebhi	yama	NOUN	dcs:686757	4	0
yamunam	yamunam	yamunā	NOUN	dcs:521799	4	0
yamāsaḥ	yamāsa	yama	NOUN	dcs:595574	4	0
yantrām	yantrām	yantra	NOUN	dcs:448787	4	0
yatha	yatha	yathā	PART	dcs:609634_1	4	0
yaudhiṣṭhirām	yaudhiṣṭhirām	yaudhiṣṭhira	ADJ	dcs:225232	4	0
yogebhiḥ	yogebhi	yoga	NOUN	dcs:649376	4	0
yopanān	yopanān	yopana	ADJ	dcs:633736	4	0
yuvnau	yuvnau	yuvan	NOUN	dcs:158888	4	0
yādṛśmin	yādṛśmin	yādṛś	ADJ	dcs:474539	4	0
yāmanā	yāmanā	yāman	NOUN	dcs:641838	4	0
yātram	yātram	yātrā	NOUN	dcs:526550	4	0
yātāraṃ	yātāram	yātṛ	ADJ	dcs:648669	4	0
ādaghnāsa	ādaghnāsa	ādaghna	ADJ	dcs:474418	4	0
ādhiyaḥ	ādhiya	ādhī	NOUN	dcs:702120	4	0
ādinas	ādinas	ādi	NOUN	dcs:45890	4	0
ādānāḥ	ādānā	ādāna	NOUN	dcs:707671	4	0
āgasau	āgasau	āgas	NOUN	dcs:258389	4	0
āghāṭībhiḥ	āghāṭībhi	āghāṭi	NOUN	dcs:672930	4	0
āgnāvaiṣṇavī	āgnāvaiṣnavī	āgnāvaiṣṇava	ADJ	dcs:742057	4	0
āgārān	āgārān	āgāra	NOUN	dcs:280924	4	0
āhutīṣu	āhutīṣu	āhuti	NOUN	dcs:729182	4	0
ākhyebhiḥ	ākhyebhi	ākhyā	NOUN	dcs:44970	4	0
ākhyeṣu	ākhyeṣu	ākhyā	NOUN	dcs:30444	4	0
āparāhṇikyau	āparāhnikyau	āparāhṇika	ADJ	dcs:748536	4	0
āpaṇām	āpanām	āpaṇa	NOUN	dcs:306933	4	0
ārambhaṇataḥ	ārambhanata	ārambhaṇa	NOUN	dcs:650879	4	0
ārambhaṇau	ārambhanau	ārambhaṇa	NOUN	dcs:755490	4	0
ārtavām	ārtavām	ārtava	NOUN	dcs:40453	4	0
ārtavāyāḥ	ārtavāyā	ārtava	NOUN	dcs:465861	4	0
ārtinā	ārtinā	ārti	NOUN	dcs:556214	4	0
ārūpyā	ārūpyā	ārūpya	ADJ	dcs:387576	4	0
āsanau	āsanau	āsana	NOUN	dcs:478431	4	0
āstaraṇān	āstaranān	āstaraṇa	NOUN	dcs:181905	4	0
āstham	āstham	āsthā	NOUN	dcs:627386	4	0
ātānāni	ātānāni	ātāna	NOUN	dcs:628687_1	4	0
āvārīṃ	āvārīm	āvāri	NOUN	dcs:653756	4	0
āvṛtīn	āvṛtīn	āvṛti	NOUN	dcs:462298	4	0
āyajīyān	āyajīyān	āyajīyas	ADJ	dcs:741325	4	0
āyudhi	āyudhi	āyudhin	NOUN	dcs:529262	4	0
āyudhāyāḥ	āyudhāyā	āyudha	NOUN	dcs:166005	4	0
āyuvaḥ	āyuva	āyu	ADJ	dcs:684653	4	0
āyuṣkān	āyuṣkān	āyuṣka	NOUN	dcs:331420	4	0
āśayataḥ	āśayata	āśaya	NOUN	dcs:658579	4	0
āṅgirasām	āngirasām	āṅgirasa	ADJ	dcs:265215	4	0
īdṛkṣāsa	īdṛkṣāsa	īdṛkṣa	ADJ	dcs:684465	4	0
īdṛṃśi	īdṛnśi	īdṛś	ADJ	dcs:620712	4	0
īkṣaṇābhiḥ	īkṣanābhi	īkṣaṇa	NOUN	dcs:132220	4	0
śabdataḥ	śabdata	śabda	NOUN	dcs:438486	4	0
śacīva	śacīva	śacīvat	ADJ	dcs:593026	4	0
śakṛdā	śakṛdā	śakṛt	NOUN	dcs:70728_1	4	0
śamayitrī	śamayitrī	śamayitṛ	ADJ	dcs:690577_1	4	0
śamvati	śamvati	śaṃvat	ADJ	dcs:699714_1	4	0
śamyorvākam	śamyorvākam	śaṃyorvāka	NOUN	dcs:712619	4	0
śamyuvāke	śamyuvāke	śaṃyuvāka	NOUN	dcs:747057	4	0
śamīgarbhīm	śamīgarbhīm	śamīgarbha	ADJ	dcs:669931	4	0
śarumāṁ	śarumām	śarumat	ADJ	dcs:702617	4	0
śastrikaḥ	śastrika	śastrikā	NOUN	dcs:488086	4	0
śatakratav	śatakratav	śatakratu	NOUN	dcs:592448	4	0
śatām	śatām	śata	NUM	dcs:266508	4	0
śatāyāḥ	śatāyā	śata	NUM	dcs:653932	4	0
śaśaghāti	śaśaghāti	śaśaghātin	NOUN	dcs:1141	4	0
śaṃkarasvāmi	śankarasvāmi	śaṃkarasvāmin	NOUN	dcs:613345	4	0
śilāhvā	śilāhvā	śilāhva	NOUN	dcs:329043	4	0
śirasīm	śirasīm	śiras	NOUN	dcs:436766	4	0
śmaśruvaḥ	śmaśruva	śmaśru	NOUN	dcs:689220	4	0
śmaśrū	śmaśrū	śmaśru	NOUN	dcs:435800	4	0
śmaśrūn	śmaśrūn	śmaśru	NOUN	dcs:308912	4	0
śmaśānataḥ	śmaśānata	śmaśāna	NOUN	dcs:617668	4	0
śravassu	śravassu	śravas	NOUN	dcs:597405	4	0
śreḥ	śre	śrī	NOUN	dcs:736779	4	0
śrutaśarma	śrutaśarma	śrutaśarman	NOUN	dcs:627852	4	0
śrutīn	śrutīn	śruti	NOUN	dcs:180229	4	0
śundhyuvaṃ	śundhyuvam	śundhyu	ADJ	dcs:603414	4	0
śuṣmebhiḥ	śuṣmebhi	śuṣma	NOUN	dcs:599266	4	0
śvetāsa	śvetāsa	śveta	ADJ	dcs:605867	4	0
śyāmūlena	śyāmūlena	syāmūla	NOUN	dcs:757639	4	0
śīrṣṇīm	śīrṣnīm	śīrṣan	NOUN	dcs:726642	4	0
ūṣmṇaḥ	ūṣmna	ūṣman	NOUN	dcs:39765	4	0
ṣaṇḍām	ṣanḍām	ṣaṇḍa	NOUN	dcs:138237	4	0
ṣoḍaśikī	ṣoḍaśikī	ṣoḍaśika	ADJ	dcs:756692	4	0
ṣoḍaśārcīḥ	ṣoḍaśārcī	ṣoḍaśārcis	NOUN	dcs:590134	4	0
abhiyoktri	abhiyoktri	abhiyoktṛ	ADJ	dcs:448957	3	0
aharbhiḥ	aharbhi	ahar	NOUN	dcs:567047	3	0
ahassu	ahassu	ahar	NOUN	dcs:652592	3	0
aikāhikābhiḥ	aikāhikābhi	aikāhika	ADJ	dcs:652241	3	0
aikāntikām	aikāntikām	aikāntika	ADJ	dcs:97365	3	0
aiśvaryān	aiśvaryān	aiśvarya	NOUN	dcs:265600	3	0
ajāsaḥ	ajāsa	aja	NOUN	dcs:601701	3	0
akartri	akartri	akartṛ	NOUN	dcs:535337	3	0
alpaśaḥ	alpaśa	alpaśas	ADV	dcs:551945	3	0
alpīyasam	alpīyasam	alpīyas	ADJ	dcs:222752	3	0
alpīyāṃsaṃ	alpīyānsam	alpīyas	ADJ	dcs:728843	3	0
amaraṇā	amaranā	amaraṇa	ADJ	dcs:359323	3	0
amatrebhiḥ	amatrebhi	amatra	NOUN	dcs:596080	3	0
antarikṣā	antarikṣā	antarikṣa	NOUN	dcs:601016	3	0
antarikṣābhyaḥ	antarikṣābhya	antarikṣa	ADJ	dcs:564865	3	0
anurāgataḥ	anurāgata	anurāga	NOUN	dcs:93240	3	0
anusārataḥ	anusārata	anusāra	NOUN	dcs:89735	3	0
anvaṣṭakyām	anvaṣṭakyām	anvaṣṭakya	NOUN	dcs:730092	3	0
anyonyaiḥ	anyonyai	anyonya	PRON	dcs:136041	3	0
anyonyāt	anyonyāt	anyonya	PRON	dcs:387908	3	0
apsarassu	apsarassu	apsaras	NOUN	dcs:165419	3	0
arddhaṃ	arddham	ardha	ADJ	dcs:49725	3	0
asādhvī	asādhvī	asādhu	ADJ	dcs:89876	3	0
asām	asām	asāman	NOUN	dcs:471814	3	0
atichandasaḥ	atichandasa	aticchandas	NOUN	dcs:729782	3	0
auṣṇihīṃ	auṣnihīm	auṣṇiha	ADJ	dcs:748915	3	0
avimāṁ	avimām	avimat	ADJ	dcs:701228	3	0
avṛkebhiḥ	avṛkebhi	avṛka	ADJ	dcs:600600_1	3	0
aśmnaḥ	aśmna	aśman	NOUN	dcs:81243	3	0
aśreyāḥ	aśreyā	aśreyas	ADJ	dcs:167859	3	0
aṅgebhiḥ	angebhi	aṅga	NOUN	dcs:594882_1	3	0
aṣṭādaśīm	aṣṭādaśīm	aṣṭādaśa	ADJ	dcs:73358	3	0
bhaktivāṃsaḥ	bhaktivānsa	bhaktivas	ADJ	dcs:649334	3	0
bhūriṇas	bhūrinas	bhūri	ADJ	dcs:529497	3	0
bhūtataḥ	bhūtata	bhūta	NOUN	dcs:632445	3	0
bruvoḥ	bruvo	brū	NOUN	dcs:552078	3	0
bāṇavāṁ	bānavām	bāṇavat	ADJ	dcs:647817	3	0
bṛhaddhanūḥ	bṛhaddhanū	bṛhaddhanus	NOUN	dcs:548778	3	0
caritrataḥ	caritrata	caritra	NOUN	dcs:465369	3	0
catuṣpañcāśatī	catuṣpancāśatī	catuṣpañcāśat	NOUN	dcs:465004	3	0
caurataḥ	caurata	caura	NOUN	dcs:655467	3	0
cāndramasām	cāndramasām	cāndramasa	ADJ	dcs:617004	3	0
daivayogataḥ	daivayogata	daivayoga	NOUN	dcs:625992	3	0
damyebhiḥ	damyebhi	damya	ADJ	dcs:650404	3	0
dantaveṣṭau	dantaveṣṭau	dantaveṣṭa	NOUN	dcs:444611	3	0
devarāj	devarāj	devara	NOUN	dcs:519402	3	0
dhāmbhiḥ	dhāmbhi	dhāman	NOUN	dcs:357715	3	0
dhānyābhrakā	dhānyābhrakā	dhānyābhraka	ADJ	dcs:101266	3	0
dhūmāsaḥ	dhūmāsa	dhūma	NOUN	dcs:602305	3	0
durmadāsaḥ	durmadāsa	durmada	ADJ	dcs:474238	3	0
durmitrāsaḥ	durmitrāsa	durmitra	ADJ	dcs:602360_1	3	0
durnām	durnām	durnāman	NOUN	dcs:34073	3	0
dvipañcāśatī	dvipancāśatī	dvipañcāśat	NOUN	dcs:101349	3	0
dvitīyasmin	dvitīyasmin	dvitīya	ADJ	dcs:613636	3	0
dvādaśasāhasrām	dvādaśasāhasrām	dvādaśasāhasra	ADJ	dcs:292800	3	0
dyūtataḥ	dyūtata	dyūta	NOUN	dcs:619774	3	0
dānāsaḥ	dānāsa	dāna	NOUN	dcs:605668	3	0
ekajyotīḥ	ekajyotī	ekajyotis	NOUN	dcs:540689	3	0
gandhataḥ	gandhata	gandha	NOUN	dcs:644778	3	0
gavyebhiḥ	gavyebhi	gavya	ADJ	dcs:601781	3	0
gharmāsaḥ	gharmāsa	gharma	NOUN	dcs:684940	3	0
ghrāṇataḥ	ghrānata	ghrāṇa	NOUN	dcs:645853	3	0
ghṛtārcīḥ	ghṛtārcī	ghṛtārcis	NOUN	dcs:278706	3	0
gṛhāsaḥ	gṛhāsa	gṛha	NOUN	dcs:641674	3	0
gṛtsamadāsaḥ	gṛtsamadāsa	gṛtsamada	NOUN	dcs:595901_1	3	0
haritebhiḥ	haritebhi	harita	ADJ	dcs:649803	3	0
harmyataḥ	harmyata	harmya	NOUN	dcs:621304	3	0
havebhiḥ	havebhi	hava	NOUN	dcs:602398	3	0
itaretarāt	itaretarāt	itaretara	PRON	dcs:90397	3	0
itarāt	itarāt	itara	PRON	dcs:554758	3	0
jaitrām	jaitrām	jaitra	ADJ	dcs:578621	3	0
kaniṣṭhataḥ	kaniṣṭhata	kaniṣṭha	ADJ	dcs:680241	3	0
kavīṃr	kavīnr	kavi	NOUN	dcs:652376	3	0
kaṅganī	kanganī	kaṅgunī	NOUN	dcs:366337	3	0
keśarasya	keśarasya	kesara	NOUN	dcs:65362	3	0
khananān	khananān	khanana	NOUN	dcs:73987	3	0
kho	kho	kha	NOUN	dcs:553494	3	0
kimo	kimo	kim	NOUN	dcs:553729	3	0
kiṭṭā	kiṭṭā	kiṭṭa	NOUN	dcs:331274	3	0
kuliśenā	kuliśenā	kuliśa	NOUN	dcs:648652	3	0
kuśikebhiḥ	kuśikebhi	kuśika	NOUN	dcs:597091_1	3	0
kuḍuvaṃ	kuḍuvam	kuḍava	NOUN	dcs:746196	3	0
kārtikaḥ	kārtika	kārttika	NOUN	dcs:590204	3	0
kārtikī	kārtikī	kārttikī	NOUN	dcs:553007	3	0
kṛtebhiḥ	kṛtebhi	kṛta	NOUN	dcs:604496	3	0
kṛtyataḥ	kṛtyata	kṛtya	NOUN	dcs:625344	3	0
lokamātrī	lokamātrī	lokamātṛ	NOUN	dcs:75100	3	0
madhyamebhiḥ	madhyamebhi	madhyamā	NOUN	dcs:367196	3	0
manuṣ	manuṣ	manu	NOUN	dcs:593487	3	0
muhūrttam	muhūrttam	muhūrta	NOUN	dcs:486247	3	0
muktāmātrī	muktāmātrī	muktāmātṛ	NOUN	dcs:22700	3	0
mānuṣebhiḥ	mānuṣebhi	mānuṣa	NOUN	dcs:602746	3	0
māsikām	māsikām	māsika	ADJ	dcs:505425	3	0
navyebhiḥ	navyebhi	navya	ADJ	dcs:594670_1	3	0
netaraṃ	netaram	netṛ	ADJ	dcs:480049	3	0
nidhīṃr	nidhīnr	nidhi	NOUN	dcs:610753	3	0
niṣyandam	niṣyandam	nisyanda	NOUN	dcs:629605	3	0
nāgamātrī	nāgamātrī	nāgamātṛ	NOUN	dcs:440994	3	0
