root	preverb	sense	gita_count	prefixus_forms	prefixus_sample_form	class_freqs	sources
dṛ	vi-			1	vidṛ		prefixus
dṛ	vyava-			1	vyavadṛ		prefixus
dṛ	ā-			1	ādṛ		prefixus
dṛbh				1	dṛbh	6:2	prefixus+classfreq
dṛbh	pari-			1	paridṛbh		prefixus
dṛh				1	dṛh	4:41	prefixus+classfreq
dṛh	saṃ-			1	saṃdṛh		prefixus
dṛp				1	dṛp	4:87	prefixus+classfreq
dṛç				1	dṛś		prefixus
dṛç	abhi-			1	abhidṛś		prefixus
dṛç	anu-			1	anudṛś		prefixus
dṛç	anusaṃ-			1	anusaṃdṛś		prefixus
dṛç	pari-			1	paridṛś		prefixus
dṛç	pra-			1	pradṛś		prefixus
dṛç	prati-			1	pratidṛś		prefixus
dṛç	sampra-			1	sampradṛś		prefixus
dṛç	samupa-			1	samupadṛś		prefixus
dṛç	saṃ-			1	saṃdṛś		prefixus
dṛç	upa-			1	upadṛś		prefixus
dṛç	vi-			1	vidṛś		prefixus
dṛç	vyā-			1	vyādṛś		prefixus
dṛç	ā-			1	ādṛś		prefixus
dṛś		see	66			6:14292	semantics+classfreq
dṛśībhū	sa-			1	sadṛśībhū		prefixus
dṛḍhatarīkṛ				1	dṛḍhatarīkṛ	8:2	prefixus+classfreq
dṛḍhībhū				1	dṛḍhībhū	1:4	prefixus+classfreq
dṛḍhīkṛ				1	dṛḍhīkṛ	8:11	prefixus+classfreq
dṛṁhay						10:7	classfreq
dṛṣṭāntīkṛ				1	dṛṣṭāntīkṛ	8:2	prefixus+classfreq
dṝ		split	1				semantics
dṝ	vi-	break					semantics
e				1	e	2:721	prefixus+classfreq
e	abhisam-			1	abhisame		prefixus
e	abhy-			1	abhye		prefixus
e	anv-			1	anve		prefixus
e	pary-			1	parye		prefixus
e	praty-			1	pratye		prefixus
e	sam-			1	same		prefixus
e	samabhy-			1	samabhye		prefixus
e	ud-			1	ude		prefixus
e	upasam-			1	upasame		prefixus
edh				1	edh	1:124	prefixus+classfreq
edh	sam-			1	samedh		prefixus
edhay				1	edhay	10:2	prefixus+classfreq
edhay	sam-			1	samedhay		prefixus
ej				1	ej	1:44	prefixus+classfreq
ejay						10:1	classfreq
ekacittībhū				1	ekacittībhū	1:1	prefixus+classfreq
ekajvālībhū						1:1	classfreq
ekatrīkṛ				1	ekatrīkṛ	8:2	prefixus+classfreq
ekāgrībhū				1	ekāgrībhū	1:2	prefixus+classfreq
ekāgrīkṛ				1	ekāgrīkṛ	8:1	prefixus+classfreq
ekākīkṛ						8:1	classfreq
ekārṇavībhū				1	ekārṇavībhū	1:2	prefixus+classfreq
ekārṇavīkṛ				1	ekārṇavīkṛ	8:8	prefixus+classfreq
ekāyanīkṛ				1	ekāyanīkṛ	8:2	prefixus+classfreq
ekībhū				1	ekībhū	1:68	prefixus+classfreq
ekīkṛ				1	ekīkṛ	8:126	prefixus+classfreq
endh						2:2	classfreq
er						4:10	classfreq
eray						10:16	classfreq
eṣay				1	eṣay	10:16	prefixus+classfreq
eṣay	adhy-			1	adhyeṣay		prefixus
eṣay	anv-			1	anveṣay		prefixus
gad				1	gad	1:391	prefixus+classfreq
gad	ni-			1	nigad		prefixus
gad	pari-			1	parigad		prefixus
gal				1	gal	1:190	prefixus+classfreq
gal	pari-			1	parigal		prefixus
gal	pra-			1	pragal		prefixus
gal	pravi-			1	pravigal		prefixus
gal	samā-			1	samāgal		prefixus
gal	vi-			1	vigal		prefixus
gal	ā-			1	āgal		prefixus
galbh	pra-			1	pragalbh		prefixus
galbh	saṃpra-			1	saṃpragalbh		prefixus
gam		go	28	1	gam	6:15939	prefixus+semantics+classfreq
gam	abhi-			1	abhigam		prefixus
gam	abhisamā-			1	abhisamāgam		prefixus
gam	abhisaṃ-			1	abhisaṃgam		prefixus
gam	abhyanu-			1	abhyanugam		prefixus
gam	abhyud-			1	abhyudgam		prefixus
gam	abhyupa-			1	abhyupagam		prefixus
gam	abhyā-			1	abhyāgam		prefixus
gam	adhi-			1	adhigam		prefixus
gam	adhyā-			1	adhyāgam		prefixus
gam	anu-			1	anugam		prefixus
gam	anvā-			1	anvāgam		prefixus
gam	apa-			1	apagam		prefixus
gam	ati-			1	atigam		prefixus
gam	ava-	understand		1	avagam		prefixus+semantics
gam	ni-	obtain		1	nigam		prefixus+semantics
gam	pari-			1	parigam		prefixus
gam	paryā-			1	paryāgam		prefixus
gam	parā-			1	parāgam		prefixus
gam	pra-			1	pragam		prefixus
gam	prati-			1	pratigam		prefixus
gam	pratyava-			1	pratyavagam		prefixus
gam	pratyud-			1	pratyudgam		prefixus
gam	pratyā-			1	pratyāgam		prefixus
gam	sam-adhi-	attain					semantics
gam	samabhi-			1	samabhigam		prefixus
gam	samabhyā-			1	samabhyāgam		prefixus
gam	samadhi-			1	samadhigam		prefixus
gam	samanu-			1	samanugam		prefixus
gam	samanvā-			1	samanvāgam		prefixus
gam	samud-			1	samudgam		prefixus
gam	samupa-			1	samupagam		prefixus
gam	samā-			1	samāgam		prefixus
gam	saṃ-			1	saṃgam		prefixus
gam	ud-			1	udgam		prefixus
gam	upa-			1	upagam		prefixus
gam	upa-sam-	approach					semantics
gam	upasaṃ-			1	upasaṃgam		prefixus
gam	vi-			1	vigam		prefixus
gam	vipra-			1	vipragam		prefixus
gam	vyapa-			1	vyapagam		prefixus
gam	vyati-			1	vyatigam		prefixus
gam	ā-	come		1	āgam		prefixus+semantics
gamay				1	gamay	10:214	prefixus+classfreq
gamay	abhi-			1	abhigamay		prefixus
gamay	abhyupa-			1	abhyupagamay		prefixus
gamay	apa-			1	apagamay		prefixus
gamay	ava-			1	avagamay		prefixus
gamay	ni-			1	nigamay		prefixus
gamay	pari-			1	parigamay		prefixus
gamay	samā-			1	samāgamay		prefixus
gamay	saṃ-			1	saṃgamay		prefixus
gamay	ud-			1	udgamay		prefixus
gamay	upa-			1	upagamay		prefixus
gamay	ā-			1	āgamay		prefixus
gambhīrīkṛ				1	gambhīrīkṛ	8:1	prefixus+classfreq
garbhībhū						1:1	classfreq
garh				1	garh	1:159	prefixus+classfreq
garh	pari-			1	parigarh		prefixus
garh	saṃ-			1	saṃgarh		prefixus
garh	vi-			1	vigarh		prefixus
garhay				1	garhay	10:53	prefixus+classfreq
garhay	pari-			1	parigarhay		prefixus
garhay	vi-			1	vigarhay		prefixus
garj				1	garj	1:166	prefixus+classfreq
garj	abhi-			1	abhigarj		prefixus
garj	anu-			1	anugarj		prefixus
garj	ava-			1	avagarj		prefixus
garj	pra-			1	pragarj		prefixus
garj	prati-			1	pratigarj		prefixus
garj	ud-			1	udgarj		prefixus
garj	vi-			1	vigarj		prefixus
garjay				1	garjay	10:3	prefixus+classfreq
garv	abhi-			1	abhigarv		prefixus
gaskṛ	ā-			1	āgaskṛ		prefixus
gaḍīkṛ	vini-			1	vinigaḍīkṛ		prefixus
gaṇay				1	gaṇay	10:147	prefixus+classfreq
gaṇay	adhi-			1	adhigaṇay		prefixus
gaṇay	pari-			1	parigaṇay		prefixus
gaṇay	pra-			1	pragaṇay		prefixus
gaṇay	upa-			1	upagaṇay		prefixus
gaṇay	vi-			1	vigaṇay		prefixus
ghanībhū				1	ghanībhū	1:20	prefixus+classfreq
ghanīkṛ				1	ghanīkṛ	8:2	prefixus+classfreq
gharṣay				1	gharṣay	10:41	prefixus+classfreq
gharṣay	ava-			1	avagharṣay		prefixus
gharṣay	ni-			1	nigharṣay		prefixus
gharṣay	pra-			1	pragharṣay		prefixus
gharṣay	saṃ-			1	saṃgharṣay		prefixus
gharṣay	vi-			1	vigharṣay		prefixus
ghas						1:18	classfreq
ghaṭ				1	ghaṭ	1:96	prefixus+classfreq
ghaṭ	pari-			1	parighaṭ		prefixus
ghaṭ	ud-			1	udghaṭ		prefixus
ghaṭ	vi-			1	vighaṭ		prefixus
ghaṭay				1	ghaṭay	10:35	prefixus+classfreq
ghaṭay	saṃ-			1	saṃghaṭay		prefixus
ghaṭay	ud-			1	udghaṭay		prefixus
ghaṭay	vi-			1	vighaṭay		prefixus
ghaṭīkṛ				1	ghaṭīkṛ	8:1	prefixus+classfreq
ghaṭṭ				1	ghaṭṭ	1:2	prefixus+classfreq
ghaṭṭ	saṃ-			1	saṃghaṭṭ		prefixus
ghaṭṭ	vi-			1	vighaṭṭ		prefixus
ghaṭṭay				1	ghaṭṭay	10:45	prefixus+classfreq
ghaṭṭay	ava-			1	avaghaṭṭay		prefixus
ghaṭṭay	pari-			1	parighaṭṭay		prefixus
ghaṭṭay	saṃ-			1	saṃghaṭṭay		prefixus
ghaṭṭay	vi-			1	vighaṭṭay		prefixus
ghaṭṭay	ā-			1	āghaṭṭay		prefixus
ghoṣay				1	ghoṣay	10:43	prefixus+classfreq
ghoṣay	ava-			1	avaghoṣay		prefixus
ghoṣay	pra-			1	praghoṣay		prefixus
ghoṣay	saṃ-			1	saṃghoṣay		prefixus
ghoṣay	ud-			1	udghoṣay		prefixus
ghoṣay	vyā-			1	vyāghoṣay		prefixus
ghoṣay	ā-			1	āghoṣay		prefixus
ghrā				1	ghrā	3:95	prefixus+classfreq
ghrā	abhi-			1	abhighrā		prefixus
ghrā	ati-			1	atighrā		prefixus
ghrā	ava-			1	avaghrā		prefixus
ghrā	samupa-			1	samupaghrā		prefixus
ghrā	samā-			1	samāghrā		prefixus
ghrā	upa-			1	upaghrā		prefixus
ghrā	vi-			1	vighrā		prefixus
ghrā	ā-			1	āghrā		prefixus
ghrāpay	ā-			1	āghrāpay		prefixus
ghuṣ				1	ghuṣ	1:27	prefixus+classfreq
ghuṣ	ava-			1	avaghuṣ		prefixus
ghuṣ	pra-			1	praghuṣ		prefixus
ghuṣ	samud-			1	samudghuṣ		prefixus
ghuṣ	samā-			1	samāghuṣ		prefixus
ghuṣ	saṃ-			1	saṃghuṣ		prefixus
ghuṣ	ud-			1	udghuṣ		prefixus
ghuṣ	upa-			1	upaghuṣ		prefixus
ghuṣ	upasaṃ-			1	upasaṃghuṣ		prefixus
ghuṣ	vi-			1	vighuṣ		prefixus
ghuṣ	vipra-			1	vipraghuṣ		prefixus
ghuṣ	vyā-			1	vyāghuṣ		prefixus
ghāray	abhi-			1	abhighāray		prefixus
ghāray	ā-			1	āghāray		prefixus
ghātay				1	ghātay	10:237	prefixus+classfreq
ghātay	abhi-			1	abhighātay		prefixus
ghātay	pra-			1	praghātay		prefixus
ghātay	saṃ-			1	saṃghātay		prefixus
ghātay	upa-			1	upaghātay		prefixus
ghātay	vi-			1	vighātay		prefixus
ghātay	vyā-			1	vyāghātay		prefixus
ghātay	ā-			1	āghātay		prefixus
ghāṭay				1	ghāṭay	10:1	prefixus+classfreq
ghāṭay	samud-			1	samudghāṭay		prefixus
ghāṭay	ud-			1	udghāṭay		prefixus
ghāṭay	vi-			1	vighāṭay		prefixus
ghūrṇ				1	ghūrṇ	1:46	prefixus+classfreq
ghūrṇ	pari-			1	parighūrṇ		prefixus
ghūrṇ	vi-			1	vighūrṇ		prefixus
ghūrṇ	vyā-			1	vyāghūrṇ		prefixus
ghūrṇ	ā-			1	āghūrṇ		prefixus
ghūrṇay				1	ghūrṇay	10:3	prefixus+classfreq
ghṛ						3:7	classfreq
ghṛṣ				1	ghṛṣ	4:152	prefixus+classfreq
ghṛṣ	ava-			1	avaghṛṣ		prefixus
ghṛṣ	ni-			1	nighṛṣ		prefixus
ghṛṣ	pari-			1	parighṛṣ		prefixus
ghṛṣ	pra-			1	praghṛṣ		prefixus
ghṛṣ	sampra-			1	sampraghṛṣ		prefixus
ghṛṣ	saṃ-			1	saṃghṛṣ		prefixus
ghṛṣ	ud-			1	udghṛṣ		prefixus
ghṛṣ	vi-			1	vighṛṣ		prefixus
giray	ud-			1	udgiray		prefixus
glah				1	glah	1:9	prefixus+classfreq
glapay				1	glapay	10:16	prefixus+classfreq
glā				1	glā	4:60	prefixus+classfreq
glā	abhipari-			1	abhipariglā		prefixus
glā	pari-			1	pariglā		prefixus
glānībhū						1:3	classfreq
glāpay				1	glāpay	10:3	prefixus+classfreq
glāpay	vi-			1	viglāpay		prefixus
gnikṛ	parya-			1	paryagnikṛ		prefixus
gocarībhū				1	gocarībhū	1:2	prefixus+classfreq
gocarīkṛ						8:1	classfreq
golakīkṛ				1	golakīkṛ	8:6	prefixus+classfreq
golībhū				1	golībhū	1:1	prefixus+classfreq
gopay				1	gopay	10:60	prefixus+classfreq
gopay	saṃ-			1	saṃgopay		prefixus
grah		take	5	1	grah	6:4302	prefixus+semantics+classfreq
grah	abhi-			1	abhigrah		prefixus
grah	abhipra-			1	abhipragrah		prefixus
grah	anu-			1	anugrah		prefixus
grah	anusaṃ-			1	anusaṃgrah		prefixus
grah	apa-			1	apagrah		prefixus
grah	api-			1	apigrah		prefixus
grah	ava-			1	avagrah		prefixus
grah	ni-	hold back		1	nigrah		prefixus+semantics
grah	pari-			1	parigrah		prefixus
grah	pra-			1	pragrah		prefixus
grah	prati-			1	pratigrah		prefixus
grah	pratisaṃ-			1	pratisaṃgrah		prefixus
grah	sampari-			1	samparigrah		prefixus
grah	sampra-			1	sampragrah		prefixus
grah	samā-			1	samāgrah		prefixus
grah	saṃ-			1	saṃgrah		prefixus
grah	saṃni-			1	saṃnigrah		prefixus
grah	ud-			1	udgrah		prefixus
grah	upa-			1	upagrah		prefixus
grah	upasaṃ-			1	upasaṃgrah		prefixus
grah	vi-			1	vigrah		prefixus
grah	vini-			1	vinigrah		prefixus
grah	ā-			1	āgrah		prefixus
grahilībhū						1:1	classfreq
granth				1	granth	1:108	prefixus+classfreq
granth	pra-			1	pragranth		prefixus
granth	saṃ-			1	saṃgranth		prefixus
granth	ud-			1	udgranth		prefixus
granth	vi-			1	vigranth		prefixus
granthay				1	granthay	10:4	prefixus+classfreq
gras				1	gras	1:481	prefixus+classfreq
gras	pra-			1	pragras		prefixus
gras	saṃ-			1	saṃgras		prefixus
grathay				1	grathay	10:1	prefixus+classfreq
grāhay				1	grāhay	10:161	prefixus+classfreq
grāhay	abhi-			1	abhigrāhay		prefixus
grāhay	ni-			1	nigrāhay		prefixus
grāhay	prati-			1	pratigrāhay		prefixus
grāhay	saṃ-			1	saṃgrāhay		prefixus
grāhay	ud-			1	udgrāhay		prefixus
grāsay				1	grāsay	10:9	prefixus+classfreq
grāsīkṛ				1	grāsīkṛ	8:7	prefixus+classfreq
grībhū	a-			1	agrībhū		prefixus
guh				1	guh	6:439	prefixus+classfreq
guh	ava-			1	avaguh		prefixus
guh	ni-			1	niguh		prefixus
guh	pra-			1	praguh		prefixus
guh	saṃ-			1	saṃguh		prefixus
guh	upa-			1	upaguh		prefixus
guh	vi-			1	viguh		prefixus
guh	vini-			1	viniguh		prefixus
gumph				1	gumph	1:4	prefixus+classfreq
gup				1	gup	1:453	prefixus+classfreq
gup	abhi-			1	abhigup		prefixus
gup	abhisaṃ-			1	abhisaṃgup		prefixus
gup	anu-			1	anugup		prefixus
gup	ni-			1	nigup		prefixus
gup	pra-			1	pragup		prefixus
gup	saṃ-			1	saṃgup		prefixus
gur						6:18	classfreq
gur	ava-			1	avagur		prefixus
gurukṛ						8:92	classfreq
gurūkṛ						8:1	classfreq
guñj				1	guñj	1:9	prefixus+classfreq
guṇībhū				1	guṇībhū	1:1	prefixus+classfreq
guṇībhū	pra-			1	praguṇībhū		prefixus
guṇībhū	vi-			1	viguṇībhū		prefixus
guṇīkṛ				1	guṇīkṛ	8:18	prefixus+classfreq
guṇīkṛ	vi-			1	viguṇīkṛ		prefixus
guṇṭh				1	guṇṭh	1:1	prefixus+classfreq
guṇṭhay				1	guṇṭhay	10:21	prefixus+classfreq
guṇṭhay	ava-			1	avaguṇṭhay		prefixus
guṇṭhay	samava-			1	samavaguṇṭhay		prefixus
guṭikīkṛ				1	guṭikīkṛ	8:4	prefixus+classfreq
gā				2	gā	2:748|4:355	prefixus+classfreq
gā	abhi-			2	abhigā		prefixus
gā	abhyā-			1	abhyāgā		prefixus
gā	adhi-			2	adhigā		prefixus
gā	anu-			2	anugā		prefixus
gā	anvā-			1	anvāgā		prefixus
gā	apa-			1	apagā		prefixus
gā	ati-			1	atigā		prefixus
gā	ni-			1	nigā		prefixus
gā	pari-			2	parigā		prefixus
gā	pra-			2	pragā		prefixus
gā	prati-			1	pratigā		prefixus
gā	samabhi-			1	samabhigā		prefixus
gā	samabhyā-			1	samabhyāgā		prefixus
gā	samanu-			2	samanugā		prefixus
gā	sampra-			1	sampragā		prefixus
gā	samā-			1	samāgā		prefixus
gā	saṃ-			2	saṃgā		prefixus
gā	ud-			2	udgā		prefixus
gā	upa-			2	upagā		prefixus
gā	ā-			2	āgā		prefixus
gāh				1	gāh	1:60	prefixus+classfreq
gāh	abhivi-			1	abhivigāh		prefixus
gāh	anu-			1	anugāh		prefixus
gāh	ati-			1	atigāh		prefixus
gāh	ava-			1	avagāh		prefixus
gāh	pra-			1	pragāh		prefixus
gāh	prativi-			1	prativigāh		prefixus
gāh	pravi-			1	pravigāh		prefixus
gāh	samava-			1	samavagāh		prefixus
gāh	sampra-			1	sampragāh		prefixus
gāh	saṃ-			1	saṃgāh		prefixus
gāh	saṃpravi-			1	saṃpravigāh		prefixus
gāh	saṃvi-			1	saṃvigāh		prefixus
gāh	vi-			1	vigāh		prefixus
gāh	vyava-			1	vyavagāh		prefixus
gāhay	ava-			1	avagāhay		prefixus
gālay				1	gālay	10:163	prefixus+classfreq
gālay	ni-			1	nigālay		prefixus
gālay	pari-			1	parigālay		prefixus
gālay	pra-			1	pragālay		prefixus
gālay	prati-			1	pratigālay		prefixus
gālay	saṃ-			1	saṃgālay		prefixus
gālay	vi-			1	vigālay		prefixus
gāmay						10:1	classfreq
gāpay				1	gāpay	10:3	prefixus+classfreq
gāḍhībhū	ava-			1	avagāḍhībhū		prefixus
gūhay				1	gūhay	10:7	prefixus+classfreq
gūhay	ni-			1	nigūhay		prefixus
gūhay	upa-			1	upagūhay		prefixus
gṛ				2	gṛ	9:574	prefixus+classfreq
gṛ	abhi-			1	abhigṛ		prefixus
gṛ	abhyud-			1	abhyudgṛ		prefixus
gṛ	ava-			1	avagṛ		prefixus
gṛ	ni-			1	nigṛ		prefixus
gṛ	pra-			1	pragṛ		prefixus
gṛ	samud-			1	samudgṛ		prefixus
gṛ	saṃ-			2	saṃgṛ		prefixus
gṛ	ud-			1	udgṛ		prefixus
gṛbhay						10:1	classfreq
gṛdh				1	gṛdh	4:57	prefixus+classfreq
gṛdh	anu-			1	anugṛdh		prefixus
gṛdh	prati-			1	pratigṛdh		prefixus
gṛdh	saṃ-			1	saṃgṛdh		prefixus
gṛhṇāpay				1	gṛhṇāpay	10:4	prefixus+classfreq
h	prā-			1	prāh		prefixus
h	saṃprā-			1	saṃprāh		prefixus
haimīkṛ				1	haimīkṛ	8:1	prefixus+classfreq
han		kill	23	1	han	6:7372	prefixus+semantics+classfreq
han	abhi-	beat		1	abhihan		prefixus+semantics
han	abhini-			1	abhinihan		prefixus
han	abhipra-			1	abhiprahan		prefixus
han	abhyā-			1	abhyāhan		prefixus
han	anu-			1	anuhan		prefixus
han	anuvi-			1	anuvihan		prefixus
han	apa-			1	apahan		prefixus
han	ati-			1	atihan		prefixus
han	ava-			1	avahan		prefixus
han	ni-			1	nihan		prefixus
han	pari-			1	parihan		prefixus
han	parā-			1	parāhan		prefixus
han	pra-			1	prahan		prefixus
han	prati-			1	pratihan		prefixus
han	pratini-			1	pratinihan		prefixus
han	pratisaṃ-			1	pratisaṃhan		prefixus
han	pratyā-			1	pratyāhan		prefixus
han	pravi-			1	pravihan		prefixus
han	samabhi-			1	samabhihan		prefixus
han	samā-			1	samāhan		prefixus
han	saṃ-			1	saṃhan		prefixus
han	saṃni-			1	saṃnihan		prefixus
han	upa-	harm		1	upahan		prefixus+semantics
han	vi-			1	vihan		prefixus
han	vini-			1	vinihan		prefixus
han	vipra-			1	viprahan		prefixus
han	visaṃ-			1	visaṃhan		prefixus
han	vyapa-			1	vyapahan		prefixus
han	vyā-			1	vyāhan		prefixus
han	ā-			1	āhan		prefixus
haraṇīkṛ	udā-			1	udāharaṇīkṛ		prefixus
hary						1:38	classfreq
harṣay				1	harṣay	10:113	prefixus+classfreq
harṣay	abhi-			1	abhiharṣay		prefixus
harṣay	pari-			1	pariharṣay		prefixus
harṣay	pra-			1	praharṣay		prefixus
harṣay	samabhi-			1	samabhiharṣay		prefixus
harṣay	sampari-			1	sampariharṣay		prefixus
harṣay	saṃ-			1	saṃharṣay		prefixus
harṣay	saṃpra-			1	saṃpraharṣay		prefixus
harṣay	vyā-			1	vyāharṣay		prefixus
has				1	has	1:377	prefixus+classfreq
has	apa-			1	apahas		prefixus
has	ava-			1	avahas		prefixus
has	pari-			1	parihas		prefixus
has	pra-			1	prahas		prefixus
has	sampra-			1	samprahas		prefixus
has	upa-			1	upahas		prefixus
has	vi-			1	vihas		prefixus
haṃkṛ	a-			1	ahaṃkṛ		prefixus
hel						1:1	classfreq
heḍay						10:1	classfreq
heṣ				1	heṣ	1:23	prefixus+classfreq
heṣ	prati-			1	pratiheṣ		prefixus
hi				1	hi	5:178	prefixus+classfreq
hi	anupra-			1	anuprahi		prefixus
hi	pra-			1	prahi		prefixus
hi	prā-			1	prāhi		prefixus
hikk				1	hikk	1:2	prefixus+classfreq
hikkay				1	hikkay	10:1	prefixus+classfreq
hiṁkṛ						5:11	classfreq
hiṁs		harm	1			7:289	semantics+classfreq
hiṁsay						10:10	classfreq
hiṃs				1	hiṃs		prefixus
hiṃs	abhi-			1	abhihiṃs		prefixus
hiṃs	upa-			1	upahiṃs		prefixus
hiṃs	vi-			1	vihiṃs		prefixus
hiṃsay				1	hiṃsay		prefixus
hiṃsay	vi-			1	vihiṃsay		prefixus
hiṅkṛ	abhi-			1	abhihiṅkṛ		prefixus
hiṇḍ				1	hiṇḍ	4:2	prefixus+classfreq
hlād				1	hlād	1:3	prefixus+classfreq
hlāday				1	hlāday	10:29	prefixus+classfreq
hlāday	pra-			1	prahlāday		prefixus
hlāday	ā-			1	āhlāday		prefixus
hnu						1:2	classfreq
hnu	apa-			1	apahnu		prefixus
hnu	ni-			1	nihnu		prefixus
hnu	vini-			1	vinihnu		prefixus
homay				1	homay	10:44	prefixus+classfreq
hras				1	hras	1:26	prefixus+classfreq
hrepay						10:3	classfreq
hreṣ						1:2	classfreq
hrāday						10:1	classfreq
hrāsay				1	hrāsay	10:10	prefixus+classfreq
hrāsay	ava-			1	avahrāsay		prefixus
hrāsay	pari-			1	parihrāsay		prefixus
hrī				1	hrī	3:19	prefixus+classfreq
hu		sacrifice	7	1	hu	3:1646	prefixus+semantics+classfreq
hu	abhi-			1	abhihu		prefixus
hu	apa-			1	apahu		prefixus
hu	h-			1	hvā		prefixus
hu	pra-			1	prahu		prefixus
hu	samupah-			1	samupahvā		prefixus
hu	samāh-			1	samāhvā		prefixus
hu	upa-			1	upahu		prefixus
hu	upah-			1	upahvā		prefixus
hu	ā-			1	āhu		prefixus
hu	āh-			1	āhvā		prefixus
hutīkṛ	ā-			1	āhutīkṛ		prefixus
huṁkṛ						8:11	classfreq
huṃkṛ				1	huṃkṛ		prefixus
huṃkṛ	anu-			1	anuhuṃkṛ		prefixus
hval	vi-			1	vihval		prefixus
hvā						1:604	classfreq
hvānay	ā-			1	āhvānay		prefixus
hvāyay	samā-			1	samāhvāyay		prefixus
hvāyay	ā-			1	āhvāyay		prefixus
hvībhū	pra-			1	prahvībhū		prefixus
hvṛ						3:15	classfreq
hā		abandon	7	1	hā	1:2608|3:34	prefixus+semantics+classfreq
hā	apa-			1	apahā		prefixus
hā	apā-			1	apāhā		prefixus
hā	ava-			1	avahā		prefixus
hā	ni-			1	nihā		prefixus
hā	pari-			1	parihā		prefixus
hā	pra-			1	prahā		prefixus
hā	pravi-			1	pravihā		prefixus
hā	samapa-			1	samapahā		prefixus
hā	samava-			1	samavahā		prefixus
hā	sampra-			1	samprahā		prefixus
hā	saṃ-			2	saṃhā		prefixus
hā	saṃvi-			1	saṃvihā		prefixus
hā	vi-			1	vihā		prefixus
hā	vipra-			1	viprahā		prefixus
hā	vyapa-			1	vyapahā		prefixus
hāpay				1	hāpay	10:20	prefixus+classfreq
hāpay	pari-			1	parihāpay		prefixus
hāray				1	hāray	10:34	prefixus+classfreq
hāray	abhi-			1	abhihāray		prefixus
hāray	abhivyā-			1	abhivyāhāray		prefixus
hāray	abhyava-			1	abhyavahāray		prefixus
hāray	apa-			1	apahāray		prefixus
hāray	ava-			1	avahāray		prefixus
hāray	pari-			1	parihāray		prefixus
hāray	prati-			1	pratihāray		prefixus
hāray	pratisaṃ-			1	pratisaṃhāray		prefixus
hāray	pratyava-			1	pratyavahāray		prefixus
hāray	pravyā-			1	pravyāhāray		prefixus
hāray	saṃ-			1	saṃhāray		prefixus
hāray	upa-			1	upahāray		prefixus
hāray	vyā-			1	vyāhāray		prefixus
hāray	ā-			1	āhāray		prefixus
hārīkṛ						8:1	classfreq
hās						1:3	classfreq
hāsay				1	hāsay	10:4	prefixus+classfreq
hāsay	apa-			1	apahāsay		prefixus
hāsay	pari-			1	parihāsay		prefixus
hāsay	pra-			1	prahāsay		prefixus
hāsay	upa-			1	upahāsay		prefixus
hāvay				1	hāvay	10:3	prefixus+classfreq
hīḍ						1:15	classfreq
hūrch	vi-			1	vihūrch		prefixus
hṛ		carry away	7	1	hṛ	2:2104|9:8	prefixus+semantics+classfreq
hṛ	abhi-			1	abhihṛ		prefixus
hṛ	abhivyā-			1	abhivyāhṛ		prefixus
hṛ	abhyava-			1	abhyavahṛ		prefixus
hṛ	abhyā-			1	abhyāhṛ		prefixus
hṛ	adhyā-			1	adhyāhṛ		prefixus
hṛ	anu-			1	anuhṛ		prefixus
hṛ	anupra-			1	anuprahṛ		prefixus
hṛ	anusamā-			1	anusamāhṛ		prefixus
hṛ	anuvyava-			1	anuvyavahṛ		prefixus
hṛ	anuvyā-			1	anuvyāhṛ		prefixus
hṛ	anvā-			1	anvāhṛ		prefixus
hṛ	apa-			1	apahṛ		prefixus
hṛ	apasaṃ-			1	apasaṃhṛ		prefixus
hṛ	apā-			1	apāhṛ		prefixus
hṛ	ati-			1	atihṛ		prefixus
hṛ	ava-			1	avahṛ		prefixus
hṛ	pari-			1	parihṛ		prefixus
hṛ	parā-			1	parāhṛ		prefixus
hṛ	pra-			1	prahṛ		prefixus
hṛ	prati-			1	pratihṛ		prefixus
hṛ	pratisaṃ-			1	pratisaṃhṛ		prefixus
hṛ	prativyā-			1	prativyāhṛ		prefixus
hṛ	pratyava-			1	pratyavahṛ		prefixus
hṛ	pratyudā-			1	pratyudāhṛ		prefixus
hṛ	pratyā-			1	pratyāhṛ		prefixus
hṛ	pravyā-			1	pravyāhṛ		prefixus
hṛ	sam-,sam-ā-	withdraw					semantics
hṛ	samabhivyā-			1	samabhivyāhṛ		prefixus
hṛ	sampra-			1	samprahṛ		prefixus
